s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0336618E-003,-2.4755977E-011, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.0336619E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0084418E-001, 2.4633509E+000, 0.0000000E+000,-4.5613703E-001, 1.2909046E-002,-3.0240205E-002,-1.0721268E-004, 0.0000000E+000, 0.0000000E+000, 1.9193436E+000, 1.9897755E+000, 1.6637093E-002, 7.7950298E-005,-1.5098564E-067,-1.6475507E-059
 1.0005563E+000, 7.0012792E+000, 0.0000000E+000,-1.6881310E+000,-6.6618228E-001,-1.0512141E-002,-2.2045726E-004, 0.0000000E+000, 0.0000000E+000, 4.4735547E+000, 4.6362333E+000, 4.4156119E-002, 1.9999954E-004,-4.8835973E-058,-1.4918127E-052
 1.5006142E+000, 1.1074985E+001, 0.0000000E+000,-2.6437985E+000,-8.1878089E+000,-2.0668519E-002,-2.7601690E-004, 0.0000000E+000, 0.0000000E+000, 1.2083977E-001, 2.2243312E-001, 5.9354257E-002, 2.6861799E-004,-2.9932569E-054,-1.9653586E-049
 2.0002060E+000, 1.3059469E+001, 0.0000000E+000,-3.2407310E+000,-9.1324372E+000,-1.6370660E-002,-3.0568758E-004, 0.0000000E+000, 0.0000000E+000, 5.1809589E-001, 6.6962427E-001, 6.6095053E-002, 2.9905967E-004,-4.0555285E-052,-1.2521182E-047
 2.5003335E+000, 1.4153062E+001, 0.0000000E+000,-3.3959180E+000,-9.4396129E+000,-1.6917585E-002,-3.1094619E-004, 0.0000000E+000, 0.0000000E+000, 1.1847241E+000, 1.3003027E+000, 6.8769483E-002, 3.1113717E-004,-9.8890226E-051,-1.8526308E-046
 3.0006454E+000, 1.4428132E+001, 0.0000000E+000,-3.4284827E+000,-1.1327561E+001,-1.8655979E-002,-3.0765628E-004, 0.0000000E+000, 0.0000000E+000,-4.5698446E-001,-3.4687526E-001, 6.9782903E-002, 3.1571352E-004,-8.9614199E-050,-1.1631751E-045
 3.5003390E+000, 1.4359214E+001, 0.0000000E+000,-3.3961079E+000,-1.0219760E+001,-1.4565376E-002,-3.0286150E-004, 0.0000000E+000, 0.0000000E+000, 5.5414765E-001, 7.2847809E-001, 7.0159492E-002, 3.1741438E-004,-4.2528600E-049,-4.1276442E-045
 4.0001655E+000, 1.3960401E+001, 0.0000000E+000,-3.2985751E+000,-9.9473734E+000,-1.6039758E-002,-2.8992625E-004, 0.0000000E+000, 0.0000000E+000, 4.7718557E-001, 6.9812293E-001, 7.0298520E-002, 3.1804228E-004,-1.2828487E-048,-9.7360423E-045
