s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7354316E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7354316E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0182873E-001, 2.7935771E+000, 0.0000000E+000,-4.6237070E-001, 3.2906573E-002,-2.5848991E-003, 4.5084934E-004, 0.0000000E+000, 0.0000000E+000, 2.1650289E+000, 2.3619789E+000, 1.6401934E-002, 7.8315443E-005,-1.0832509E-057,-9.3201890E-048
 1.0010874E+000, 7.7930491E+000, 0.0000000E+000,-1.7214191E+000, 8.8708098E-002, 4.3766914E-003, 2.5515036E-003, 0.0000000E+000, 0.0000000E+000, 5.5801865E+000, 6.1672664E+000, 4.3925895E-002, 1.9880996E-004,-4.0071600E-048,-2.3727157E-041
 1.5019959E+000, 1.1753151E+001, 0.0000000E+000,-2.5783511E+000,-5.9998648E+000,-1.4355442E-001, 4.5766703E-003, 0.0000000E+000, 0.0000000E+000, 3.0988241E+000, 3.0359570E+000, 5.9053342E-002, 2.6674780E-004,-2.0773521E-044,-1.7851006E-038
 2.0020206E+000, 1.3326107E+001, 0.0000000E+000,-2.9185993E+000,-7.1858798E+000,-2.6695308E-001, 5.4292192E-003, 0.0000000E+000, 0.0000000E+000, 3.1146588E+000, 2.9601041E+000, 6.5762298E-002, 2.9690226E-004,-3.9369464E-042,-1.1910518E-036
 2.5007994E+000, 1.4195239E+001, 0.0000000E+000,-3.1371205E+000,-7.9670216E+000,-3.5327770E-001, 5.8528558E-003, 0.0000000E+000, 0.0000000E+000, 2.7615037E+000, 2.7436720E+000, 6.8416252E-002, 3.0883899E-004,-1.3275506E-040,-1.6715567E-035
 3.0015674E+000, 1.4434593E+001, 0.0000000E+000,-3.1765830E+000,-8.6716630E+000,-4.1211715E-001, 5.9988991E-003, 0.0000000E+000, 0.0000000E+000, 2.3954221E+000, 2.1802285E+000, 6.9422146E-002, 3.1336290E-004,-1.9434704E-039,-9.7557851E-035
 3.5003366E+000, 1.4584240E+001, 0.0000000E+000,-3.2029242E+000,-9.1626986E+000,-4.1155277E-001, 6.0378752E-003, 0.0000000E+000, 0.0000000E+000, 1.8807404E+000, 1.8131026E+000, 6.9796693E-002, 3.1504661E-004,-2.0031163E-038,-3.0541828E-034
 4.0007873E+000, 1.4502183E+001, 0.0000000E+000,-3.1956441E+000,-9.1985565E+000,-3.9588247E-001, 6.0476728E-003, 0.0000000E+000, 0.0000000E+000, 1.7807144E+000, 1.7181476E+000, 6.9934937E-002, 3.1566839E-004,-1.4416080E-037,-6.4764059E-034
 4.5003252E+000, 1.4605857E+001, 0.0000000E+000,-3.2032330E+000,-9.6182336E+000,-4.1731990E-001, 6.0873968E-003, 0.0000000E+000, 0.0000000E+000, 1.3455735E+000, 1.3731581E+000, 6.9985961E-002, 3.1589784E-004,-6.6658267E-037,-1.3052153E-033
 5.0004678E+000, 1.4583478E+001, 0.0000000E+000,-3.2113243E+000,-8.9584715E+000,-4.1366345E-001, 6.0865286E-003, 0.0000000E+000, 0.0000000E+000, 2.1540142E+000, 2.0061056E+000, 7.0004734E-002, 3.1598226E-004,-2.1815918E-036,-2.4565610E-033
 5.5003362E+000, 1.4742082E+001, 0.0000000E+000,-3.2404091E+000,-9.4785336E+000,-4.8623728E-001, 6.0982894E-003, 0.0000000E+000, 0.0000000E+000, 1.6962331E+000, 1.5430003E+000, 7.0011646E-002, 3.1601334E-004,-6.1021963E-036,-4.6649864E-033
 6.0007524E+000, 1.4483966E+001, 0.0000000E+000,-3.1841642E+000,-9.8490992E+000,-4.8401855E-001, 6.1009347E-003, 0.0000000E+000, 0.0000000E+000, 1.0104452E+000, 9.7278537E-001, 7.0014189E-002, 3.1602478E-004,-1.4939341E-035,-8.9112161E-033
 6.5013161E+000, 1.4626414E+001, 0.0000000E+000,-3.2170252E+000,-9.5822355E+000,-4.9452364E-001, 6.1070136E-003, 0.0000000E+000, 0.0000000E+000, 1.2951298E+000, 1.3387362E+000, 7.0015125E-002, 3.1602899E-004,-3.0513661E-035,-1.5522079E-032
 7.0011067E+000, 1.4708170E+001, 0.0000000E+000,-3.2310723E+000,-9.8063710E+000,-5.2843400E-001, 6.0748149E-003, 0.0000000E+000, 0.0000000E+000, 1.2948766E+000, 1.1483673E+000, 7.0015469E-002, 3.1603053E-004,-5.2763307E-035,-2.4174132E-032
 7.5009494E+000, 1.4568162E+001, 0.0000000E+000,-3.2026672E+000,-9.3139590E+000,-5.2770499E-001, 6.0748214E-003, 0.0000000E+000, 0.0000000E+000, 1.7175010E+000, 1.5299059E+000, 7.0015595E-002, 3.1603110E-004,-8.3629296E-035,-3.5715838E-032
 8.0014210E+000, 1.4631532E+001, 0.0000000E+000,-3.2208297E+000,-8.8976978E+000,-5.0234618E-001, 6.1116779E-003, 0.0000000E+000, 0.0000000E+000, 2.0429417E+000, 2.0167697E+000, 7.0015642E-002, 3.1603131E-004,-1.3564435E-034,-5.5310818E-032
 8.5004559E+000, 1.4728855E+001, 0.0000000E+000,-3.2191808E+000,-9.3847563E+000,-5.1253266E-001, 6.0587565E-003, 0.0000000E+000, 0.0000000E+000, 1.6960312E+000, 1.6184440E+000, 7.0015659E-002, 3.1603139E-004,-2.2356624E-034,-8.8704344E-032
 9.0009174E+000, 1.4478275E+001, 0.0000000E+000,-3.2016183E+000,-8.6828021E+000,-5.0544763E-001, 6.0866587E-003, 0.0000000E+000, 0.0000000E+000, 2.1536199E+000, 2.0944933E+000, 7.0015665E-002, 3.1603142E-004,-3.5682219E-034,-1.3989373E-031
 9.5007181E+000, 1.4622857E+001, 0.0000000E+000,-3.2103054E+000,-9.4634109E+000,-5.5783249E-001, 6.0858233E-003, 0.0000000E+000, 0.0000000E+000, 1.4494305E+000, 1.3973940E+000, 7.0015668E-002, 3.1603143E-004,-5.1950406E-034,-2.0276805E-031
 1.0001618E+001, 1.4719112E+001, 0.0000000E+000,-3.2484690E+000,-8.5727661E+000,-5.2672091E-001, 6.1184615E-003, 0.0000000E+000, 0.0000000E+000, 2.5436635E+000, 2.3772748E+000, 7.0015668E-002, 3.1603143E-004,-6.6624201E-034,-2.6034997E-031
 1.0500801E+001, 1.4593203E+001, 0.0000000E+000,-3.2000977E+000,-9.4417787E+000,-5.6039790E-001, 6.1426139E-003, 0.0000000E+000, 0.0000000E+000, 1.5250127E+000, 1.3970718E+000, 7.0015669E-002, 3.1603143E-004,-8.3781471E-034,-3.2807306E-031
 1.1000050E+001, 1.4667121E+001, 0.0000000E+000,-3.2231973E+000,-9.7116158E+000,-5.7366306E-001, 6.0989451E-003, 0.0000000E+000, 0.0000000E+000, 1.1643228E+000, 1.1647438E+000, 7.0015669E-002, 3.1603143E-004,-1.1319872E-033,-4.4396052E-031
 1.1500108E+001, 1.4566853E+001, 0.0000000E+000,-3.2026346E+000,-9.0369517E+000,-5.8746151E-001, 6.0781354E-003, 0.0000000E+000, 0.0000000E+000, 1.8658464E+000, 1.7458831E+000, 7.0015669E-002, 3.1603143E-004,-1.6487835E-033,-6.4602241E-031
 1.2000215E+001, 1.4582350E+001, 0.0000000E+000,-3.2069619E+000,-9.1456366E+000,-6.2535156E-001, 6.1443022E-003, 0.0000000E+000, 0.0000000E+000, 1.5867689E+000, 1.6105445E+000, 7.0015669E-002, 3.1603143E-004,-2.3807556E-033,-9.3091619E-031
 1.2500235E+001, 1.4645197E+001, 0.0000000E+000,-3.2274232E+000,-9.9757364E+000,-6.2225887E-001, 6.0887289E-003, 0.0000000E+000, 0.0000000E+000, 9.1919832E-001, 8.2586726E-001, 7.0015669E-002, 3.1603143E-004,-3.2357666E-033,-1.2582919E-030
 1.3000598E+001, 1.4689873E+001, 0.0000000E+000,-3.2317341E+000,-9.7548480E+000,-6.3655698E-001, 6.1102801E-003, 0.0000000E+000, 0.0000000E+000, 1.2029377E+000, 1.0728447E+000, 7.0015669E-002, 3.1603143E-004,-4.1042819E-033,-1.5819515E-030
 1.3500472E+001, 1.4591413E+001, 0.0000000E+000,-3.1963837E+000,-9.9956911E+000,-6.5010148E-001, 6.0885961E-003, 0.0000000E+000, 0.0000000E+000, 8.3294101E-001, 7.5532494E-001, 7.0015669E-002, 3.1603143E-004,-5.0379601E-033,-1.9257911E-030
 1.4001094E+001, 1.4629342E+001, 0.0000000E+000,-3.2242343E+000,-9.7834402E+000,-6.5417622E-001, 6.0508834E-003, 0.0000000E+000, 0.0000000E+000, 9.3785865E-001, 9.7354188E-001, 7.0015669E-002, 3.1603143E-004,-6.0517090E-033,-2.2874943E-030
 1.4500327E+001, 1.4675743E+001, 0.0000000E+000,-3.2354454E+000,-1.0296483E+001,-6.5859935E-001, 6.1278282E-003, 0.0000000E+000, 0.0000000E+000, 7.0636536E-001, 4.9134323E-001, 7.0015669E-002, 3.1603143E-004,-7.4693041E-033,-2.7907387E-030
 1.5001403E+001, 1.4616097E+001, 0.0000000E+000,-3.2054959E+000,-1.0062724E+001,-6.6112805E-001, 6.0787272E-003, 0.0000000E+000, 0.0000000E+000, 7.2176795E-001, 6.9282786E-001, 7.0015669E-002, 3.1603143E-004,-9.3652317E-033,-3.4751016E-030
 1.5500783E+001, 1.4525077E+001, 0.0000000E+000,-3.1960310E+000,-9.7636366E+000,-6.5761208E-001, 6.1567920E-003, 0.0000000E+000, 0.0000000E+000, 8.9623062E-001, 9.1395423E-001, 7.0015669E-002, 3.1603143E-004,-1.1439783E-032,-4.2426281E-030
 1.6000134E+001, 1.4534565E+001, 0.0000000E+000,-3.1909928E+000,-9.5323380E+000,-6.5718831E-001, 6.0114194E-003, 0.0000000E+000, 0.0000000E+000, 1.3069796E+000, 1.1600571E+000, 7.0015669E-002, 3.1603143E-004,-1.3625554E-032,-5.0721667E-030
 1.6500011E+001, 1.4655760E+001, 0.0000000E+000,-3.2284932E+000,-9.7980545E+000,-6.6630554E-001, 6.0790444E-003, 0.0000000E+000, 0.0000000E+000, 1.0345958E+000, 9.6898532E-001, 7.0015669E-002, 3.1603143E-004,-1.5450950E-032,-5.7824182E-030
 1.7001095E+001, 1.4761267E+001, 0.0000000E+000,-3.2478269E+000,-9.4602824E+000,-6.7102787E-001, 6.0832944E-003, 0.0000000E+000, 0.0000000E+000, 1.3260722E+000, 1.3882127E+000, 7.0015669E-002, 3.1603143E-004,-1.7041702E-032,-6.4173343E-030
 1.7501549E+001, 1.4588888E+001, 0.0000000E+000,-3.1975719E+000,-1.0243577E+001,-6.7577697E-001, 6.0337403E-003, 0.0000000E+000, 0.0000000E+000, 7.2986470E-001, 4.7799578E-001, 7.0015669E-002, 3.1603143E-004,-1.8721120E-032,-7.0818551E-030
 1.8000273E+001, 1.4632714E+001, 0.0000000E+000,-3.2166606E+000,-9.0762138E+000,-6.9533087E-001, 6.0594719E-003, 0.0000000E+000, 0.0000000E+000, 1.7131272E+000, 1.6505678E+000, 7.0015669E-002, 3.1603143E-004,-2.1079700E-032,-8.0046259E-030
 1.8500433E+001, 1.4710760E+001, 0.0000000E+000,-3.2331263E+000,-9.5373393E+000,-7.1311271E-001, 6.0772987E-003, 0.0000000E+000, 0.0000000E+000, 1.1521748E+000, 1.2332590E+000, 7.0015669E-002, 3.1603143E-004,-2.3611822E-032,-8.9725995E-030
 1.9000841E+001, 1.4639306E+001, 0.0000000E+000,-3.2286147E+000,-9.4483943E+000,-6.7417794E-001, 6.1261198E-003, 0.0000000E+000, 0.0000000E+000, 1.3910097E+000, 1.2942452E+000, 7.0015669E-002, 3.1603143E-004,-2.5461413E-032,-9.7014422E-030
 1.9500557E+001, 1.4381747E+001, 0.0000000E+000,-3.1656696E+000,-9.6901962E+000,-7.0298634E-001, 6.1161987E-003, 0.0000000E+000, 0.0000000E+000, 8.0226167E-001, 8.2901153E-001, 7.0015669E-002, 3.1603143E-004,-2.6220326E-032,-1.1197415E-029
