s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PRODUCTS,MLR_INTERMEDIATE PRODUCTS 2,MLR_PRODUCTS 2,MLR_NITROGEN,MLR_METHANE,MLR_PILOT FUEL
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8008137E-003, 3.8290979E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8008133E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0007050E+000, 3.5280330E+000, 0.0000000E+000,-2.2724439E-001,-5.0851303E-002,-2.2349082E-003,-1.0395989E-004, 0.0000000E+000,-1.0096689E-002, 3.2525983E+000, 3.2375017E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.1185075E-005, 9.6198082E-006
 2.0018435E+000, 7.8809752E+000, 0.0000000E+000,-6.2435969E-001,-5.0477783E+000,-5.8746682E-003, 3.4885386E-004, 0.0000000E+000,-2.0543193E-002, 2.1980576E+000, 2.1827682E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.4484611E-004, 1.9574213E-005
 3.0017061E+000, 8.9264534E+000, 0.0000000E+000,-7.3873604E-001,-7.7418303E+000,-4.7487859E-003, 7.7899958E-004, 0.0000000E+000,-2.1998389E-002, 4.2399306E-001, 4.1991882E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.5990871E-004, 2.1609742E-005
 4.0011597E+000, 9.0777928E+000, 0.0000000E+000,-7.8666908E-001,-8.1937946E+000,-6.5103113E-003, 1.1049063E-003, 0.0000000E+000,-2.2261261E-002, 5.4791486E-002, 6.9662521E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.6209452E-004, 2.1905128E-005
 5.0000877E+000, 9.0872643E+000, 0.0000000E+000,-7.7656259E-001,-8.1650055E+000,-6.2614270E-003, 1.3745046E-003, 0.0000000E+000,-2.2241972E-002, 1.1334054E-001, 1.1856739E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.6526034E-008, 1.6239348E-004, 2.1945529E-005
 6.0010109E+000, 9.0944703E+000, 0.0000000E+000,-7.8943793E-001,-8.6711197E+000,-3.7404852E-003, 1.6029130E-003, 0.0000000E+000,-2.2233708E-002,-4.0559832E-001,-3.9045857E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3336196E-003, 1.6243406E-004, 2.1951012E-005
 7.0008798E+000, 9.1059584E+000, 0.0000000E+000,-7.8092369E-001,-7.9535824E+000,-6.9823395E-003, 1.8158516E-003, 0.0000000E+000,-2.2036589E-002, 3.1243454E-001, 3.4424920E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2977552E-002, 1.6243955E-004, 2.1951755E-005
 8.0012379E+000, 9.0886770E+000, 0.0000000E+000,-7.6533318E-001,-8.6383793E+000,-4.8904095E-003, 1.9852498E-003, 0.0000000E+000,-2.1935280E-002,-3.5826954E-001,-3.3987601E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1618669E-002, 1.6244030E-004, 2.1951856E-005
 9.0003653E+000, 9.0784487E+000, 0.0000000E+000,-7.5011395E-001,-7.6663572E+000,-3.2460765E-003, 2.1140166E-003, 0.0000000E+000,-2.1594837E-002, 6.2701987E-001, 6.3925068E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0254987E-002, 1.6244040E-004, 2.1951869E-005
 1.0001392E+001, 8.9611908E+000, 0.0000000E+000,-7.0246140E-001,-8.7359275E+000,-7.1561513E-003, 2.1262239E-003, 0.0000000E+000,-2.0589434E-002,-5.3186620E-001,-5.0281751E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8896472E-002, 1.6244041E-004, 2.1951871E-005
 1.1000020E+001, 9.0235672E+000, 0.0000000E+000,-6.4539026E-001,-8.6098417E+000,-3.6855500E-003, 2.0156467E-003, 0.0000000E+000,-1.9630985E-002,-2.6866823E-001,-2.5296561E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7534876E-002, 1.6244041E-004, 2.1951871E-005
 1.2001914E+001, 9.0753645E+000, 0.0000000E+000,-6.3002593E-001,-8.1727042E+000,-1.9669457E-003, 1.9730781E-003, 0.0000000E+000,-1.9272323E-002, 2.2257679E-001, 2.5336812E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.6177929E-002, 1.6244041E-004, 2.1951872E-005
 1.3002123E+001, 9.0607214E+000, 0.0000000E+000,-6.0332848E-001,-8.5939502E+000,-2.2551241E-003, 1.9610899E-003, 0.0000000E+000,-1.9030994E-002,-1.7967635E-001,-1.5588228E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.4826422E-002, 1.6244041E-004, 2.1951872E-005
 1.4001405E+001, 9.0391981E+000, 0.0000000E+000,-5.7950708E-001,-8.4626062E+000,-2.1330921E-003, 1.9488091E-003, 0.0000000E+000,-1.8806649E-002,-1.7338352E-002,-2.1906123E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 7.3464898E-002, 1.6244041E-004, 2.1951872E-005
 1.5000016E+001, 8.9447734E+000, 0.0000000E+000,-5.4222679E-001,-8.4820427E+000,-3.0948915E-003, 1.8936227E-003, 0.0000000E+000,-1.8273644E-002,-1.3409875E-001,-9.8970997E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.2097121E-002, 1.6244041E-004, 2.1951872E-005
 1.6000870E+001, 8.9721706E+000, 0.0000000E+000,-4.5859204E-001,-8.4575602E+000,-1.6318237E-003, 1.7046210E-003, 0.0000000E+000,-1.7091174E-002,-8.1067283E-003, 3.9000000E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.0734381E-002, 1.6244041E-004, 2.1951872E-005
 1.7000830E+001, 9.1356147E+000, 0.0000000E+000,-4.2024019E-001,-8.2482650E+000,-4.1948607E-003, 1.5979445E-003, 0.0000000E+000,-1.6724992E-002, 4.5053804E-001, 4.4778760E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 9.9377302E-002, 1.6244041E-004, 2.1951872E-005
 1.8001732E+001, 9.1008623E+000, 0.0000000E+000,-4.0536022E-001,-8.9761965E+000,-2.8199351E-003, 1.5376172E-003, 0.0000000E+000,-1.6593040E-002,-3.5082422E-001,-2.9856976E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.0801878E-001, 1.6244041E-004, 2.1951872E-005
 1.9000429E+001, 9.1609571E+000, 0.0000000E+000,-3.9738875E-001,-8.7577999E+000,-2.2021493E-003, 1.4901934E-003, 0.0000000E+000,-1.6362270E-002,-3.3913417E-002,-1.1305696E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.1665894E-001, 1.6244041E-004, 2.1951872E-005
 2.0000908E+001, 9.1231509E+000, 0.0000000E+000,-3.7431826E-001,-8.7666329E+000,-1.3247717E-003, 1.4448700E-003, 0.0000000E+000,-1.6222860E-002,-3.4372361E-002,-3.3902949E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2529539E-001, 1.6244041E-004, 2.1951872E-005
 2.1001808E+001, 9.1213285E+000, 0.0000000E+000,-3.4795103E-001,-8.5302229E+000,-9.0340197E-004, 1.4071102E-003, 0.0000000E+000,-1.6072629E-002, 2.0888352E-001, 2.2758563E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.3394251E-001, 1.6244041E-004, 2.1951872E-005
