cm,kW,kW,cm,K,K,K,K,K,K,K,K,K,K,K,K,K,K,cm,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_0p5D,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_0p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,r_Vel,U_0p5D,U_1p0D,U_1p5D,U_2p0D,U_2p5D,U_3p0D,U_3p5D,W_0p5D,W_1p0D,W_1p5D,W_2p0D,W_2p5D,W_3p0D,W_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 1.0000000E+000, 7.8651784E+000, 3.2315967E-001,-5.0000000E-001, 1.1950642E+003, 1.2552968E+003, 1.2733450E+003, 1.2573262E+003, 1.1609747E+003, 1.0352449E+003, 8.4281112E+002, 3.6234893E+001, 3.5765612E+001, 6.9886003E+001, 1.4869919E+002, 2.4726257E+002, 2.6847774E+002, 2.3873713E+002,-1.1500000E+001, 8.0244374E-002, 8.2041654E-002, 8.6872605E-002, 9.0933509E-002, 8.8331582E-002, 1.1485978E-001, 9.5815866E-002, 8.9888196E-002, 1.5539380E-001, 1.5483860E-001, 1.8424445E-001, 2.3386187E-001, 3.5459174E-001, 5.2848735E-001,-2.0500000E+001, 1.4942280E-005, 2.0319849E-005, 3.6588317E-005, 1.4987919E-004, 1.2640874E-003, 1.2780809E-005, 1.9325713E-005, 3.0900600E-005, 1.4767157E-004, 7.8500049E-004
 3.0000000E+000, 8.7277476E+000, 5.3489661E-001, 1.5000000E+000, 1.1698924E+003, 1.2399812E+003, 1.2683015E+003, 1.2666908E+003, 1.1718619E+003, 1.0333208E+003, 8.4334925E+002, 4.1864799E+001, 3.7827044E+001, 5.0614966E+001, 1.2362886E+002, 2.2404110E+002, 2.6481384E+002, 2.4665682E+002,-9.4090909E+000, 8.1129208E-002, 6.7896472E-002, 8.5551741E-002, 8.8568561E-002, 9.7060443E-002, 9.1793565E-002, 7.3308412E-002, 1.7405754E-001, 1.3885717E-001, 2.3802032E-001, 4.0336211E-001, 6.3262483E-001, 8.2964126E-001, 1.0226703E+000,-1.8450000E+001, 1.3235125E-005, 1.6920370E-005, 3.0838037E-005, 1.2715526E-004, 1.3410710E-003, 1.1833391E-005, 1.3664370E-005, 2.7765503E-005, 1.2184930E-004, 9.5417872E-004
 5.0000000E+000, 9.3845774E+000, 8.0405996E-001, 3.5000000E+000, 1.2702891E+003, 1.2328731E+003, 1.1086765E+003, 1.0053886E+003, 9.0999513E+002, 8.2891897E+002, 7.2407642E+002, 6.0832483E+001, 1.8840199E+002, 2.4632291E+002, 2.7605495E+002, 2.7977483E+002, 2.6219798E+002, 2.2786798E+002,-7.3181818E+000, 1.4095461E-001, 1.0623088E-001, 8.7114889E-002, 6.1477790E-002, 6.5159419E-002, 5.1123960E-002, 3.4719049E-002, 2.2472427E-001, 5.4335217E-001, 7.3185571E-001, 9.9442549E-001, 1.2746530E+000, 1.5206612E+000, 1.7010983E+000,-1.6400000E+001, 1.1942684E-005, 1.4191848E-005, 2.5456896E-005, 1.5677261E-004, 1.6343540E-003, 1.1233632E-005, 1.1937351E-005, 2.4378312E-005, 2.6045067E-004, 2.4956727E-003
 7.0000000E+000, 9.7585376E+000, 1.0325818E+000, 5.5000000E+000, 7.3512397E+002, 6.2493967E+002, 6.1904852E+002, 6.3486475E+002, 6.3793866E+002, 6.1901140E+002, 5.8296799E+002, 1.8846502E+002, 1.8928818E+002, 1.9891828E+002, 2.1977921E+002, 2.2762251E+002, 2.0870887E+002, 1.7836789E+002,-5.2272727E+000, 1.1756224E-001, 3.8375389E-002, 2.6052650E-002, 6.0093294E-003, 1.7949871E-002, 1.8232746E-002,-8.4536394E-003, 1.0503743E+000, 1.2344982E+000, 1.4221631E+000, 1.7439444E+000, 2.0482209E+000, 2.2970446E+000, 2.4102069E+000,-1.4350000E+001, 1.1468339E-005, 1.4004515E-005, 4.9028814E-005, 7.5131580E-004, 3.5282233E-003, 1.1263487E-005, 1.3107002E-005, 1.8705784E-004, 2.5334770E-003, 5.4347534E-003
 9.0000000E+000, 9.8046108E+000, 1.2718911E+000, 7.5000000E+000, 3.6120063E+002, 3.8415472E+002, 4.0787934E+002, 4.3315139E+002, 4.6176227E+002, 4.6999609E+002, 4.7144527E+002, 5.0130383E+001, 8.4656147E+001, 1.0402365E+002, 1.1944957E+002, 1.3999341E+002, 1.4329567E+002, 1.3556446E+002,-3.1363636E+000, 2.0892623E-001, 7.3190724E-002,-1.6054618E-004,-4.7808791E-002,-2.7317508E-002,-4.7107045E-002,-2.0790701E-002, 1.8558584E+000, 2.6009614E+000, 2.8405523E+000, 2.9798943E+000, 3.1192912E+000, 3.1733154E+000, 3.1174571E+000,-1.2300000E+001, 2.1062815E-005, 5.5792992E-005, 4.0096856E-004, 3.1248514E-003, 7.7249730E-003, 1.7713581E-005, 1.2836106E-004, 1.6769938E-003, 6.5780150E-003, 9.0972767E-003
 1.1000000E+001, 9.4986315E+000, 1.4500542E+000, 9.5000000E+000, 3.0146742E+002, 3.0977651E+002, 3.2455031E+002, 3.4143695E+002, 3.6211109E+002, 3.7808023E+002, 3.9230900E+002, 5.2205959E+000, 2.8615096E+001, 4.3404403E+001, 5.4710335E+001, 7.0723429E+001, 8.3089595E+001, 9.3349152E+001,-1.0454545E+000, 1.8410967E-001, 8.6684505E-002, 2.8283854E-002,-2.6514310E-002,-3.8365325E-002,-5.5375561E-002,-2.6852018E-002, 1.9278716E+000, 2.9609587E+000, 3.4759320E+000, 3.9273051E+000, 4.0820656E+000, 3.9986103E+000, 3.7088911E+000,-1.0250000E+001, 1.9795756E-004, 8.7886176E-004, 2.7978560E-003, 9.3293823E-003, 1.5202398E-002, 1.3942881E-004, 1.9640872E-003, 6.0493731E-003, 1.1691119E-002, 1.3623652E-002
 1.3000000E+001, 9.0298250E+000, 1.5447306E+000, 1.1500000E+001, 2.9321352E+002, 2.9508012E+002, 2.9977554E+002, 3.0534709E+002, 3.1619090E+002, 3.2713274E+002, 3.4216479E+002, 4.1987068E-001, 7.1224610E+000, 2.0350550E+001, 2.2680148E+001, 3.1468296E+001, 4.5424341E+001, 5.7609520E+001, 1.0454545E+000,-1.8301174E-001,-1.0541561E-001,-4.3574436E-002, 6.9117065E-003, 4.8498969E-002, 4.2286188E-002, 1.3568404E-002, 1.9018374E+000, 2.9495953E+000, 3.4876819E+000, 3.9528879E+000, 4.0764240E+000, 3.9246081E+000, 3.6818500E+000,-8.2000000E+000, 2.9261814E-003, 6.1964128E-003, 1.1133324E-002, 2.1173765E-002, 2.7349390E-002, 1.8366868E-003, 7.9148956E-003, 1.2729323E-002, 1.7720002E-002, 1.8647871E-002
 1.5000000E+001, 8.5359469E+000, 1.5574595E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 3.1363636E+000,-2.1076742E-001,-1.0014603E-001,-3.4866038E-002, 1.6594194E-002, 5.4426182E-002, 4.0677639E-002, 2.6661239E-002, 1.8478538E+000, 2.6164151E+000, 2.8927562E+000, 3.0690572E+000, 3.1627191E+000, 3.1694045E+000, 3.0827992E+000,-6.1500000E+000, 2.2900216E-002, 2.7926676E-002, 3.1426246E-002, 3.9347486E-002, 4.2320504E-002, 1.0462254E-002, 1.8433659E-002, 2.1515715E-002, 2.4807453E-002, 2.3179167E-002
 1.7000000E+001, 8.0783053E+000, 1.5355384E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 5.2272727E+000,-1.1776772E-001,-6.2975743E-002,-6.9102975E-002,-4.9796809E-002,-1.5182661E-002,-7.3786319E-003,-3.3781122E-003, 9.7521297E-001, 1.1464008E+000, 1.3315081E+000, 1.7136089E+000, 2.0662145E+000, 2.2797894E+000, 2.3764816E+000,-4.1000000E+000, 8.6912573E-002, 7.3582150E-002, 6.9068113E-002, 6.7510778E-002, 6.0265911E-002, 1.8990785E-002, 2.9614389E-002, 3.4060754E-002, 3.5060586E-002, 2.7191168E-002
 1.9000000E+001, 7.6898717E+000, 1.5036665E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 7.3181818E+000,-1.5021933E-001,-1.1007100E-001,-9.6976507E-002,-8.9178562E-002,-8.1950376E-002,-6.7739508E-002,-4.2246778E-002, 1.9500286E-001, 5.0959462E-001, 6.9296358E-001, 9.3660920E-001, 1.2454229E+000, 1.4735001E+000, 1.6595884E+000,-2.0500000E+000, 3.4207797E-001, 2.0358499E-001, 1.5927885E-001, 1.1890757E-001, 8.0343673E-002, 9.5790942E-002, 1.0946136E-001, 8.9217612E-002, 6.3157303E-002, 3.0610756E-002
 2.1000000E+001, 7.3726329E+000, 1.4764529E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 9.4090909E+000,-9.7177610E-002,-6.9520784E-002,-9.7775927E-002,-1.0867379E-001,-9.6976022E-002,-9.9687921E-002,-7.6218708E-002, 2.4252964E-001, 1.6716662E-001, 1.9440605E-001, 3.3517762E-001, 5.3196642E-001, 7.9773565E-001, 1.0270793E+000,-2.0000000E-002, 5.5577546E-001, 5.0535657E-001, 4.4265798E-001, 2.1376646E-001, 9.8602986E-002, 3.6413932E-002, 6.0628773E-002, 9.8090554E-002, 1.0846352E-001, 3.6692892E-002
 2.3000000E+001, 7.1002392E+000, 1.4672669E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 1.1500000E+001,-8.9388034E-002,-8.9718786E-002,-9.5381830E-002,-9.3643704E-002,-1.0040544E-001,-1.0433963E-001,-9.5924749E-002, 4.3889544E-002, 1.2363166E-001, 1.3428279E-001, 1.2764951E-001, 2.0448087E-001, 3.3778728E-001, 5.1108999E-001, 2.0500000E+000, 3.7163597E-001, 2.3583287E-001, 1.7299557E-001, 1.2194051E-001, 8.1815343E-002, 9.1877169E-002, 1.2128033E-001, 8.6589859E-002, 5.4346183E-002, 3.1484080E-002
 2.5000000E+001, 6.8292566E+000, 1.4711592E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 4.1000000E+000, 8.6735784E-002, 7.5319444E-002, 7.0163016E-002, 7.0555099E-002, 6.1235713E-002, 1.9297552E-002, 3.1914865E-002, 3.2797240E-002, 3.5550787E-002, 2.6078923E-002
 2.7000000E+001, 6.5974047E+000, 1.4766130E+000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN, 6.1500000E+000, 2.1151925E-002, 2.6646544E-002, 3.0631600E-002, 4.0639260E-002, 4.2902604E-002, 1.1078728E-002, 1.8267397E-002, 2.0432322E-002, 2.4562366E-002, 2.2588012E-002
