Time,Chi_r
0.500, 0.312
1.000, 0.338
1.500, 0.337
2.000, 0.340
2.501, 0.338
3.001, 0.339
3.500, 0.339
4.000, 0.339
4.501, 0.339
5.001, 0.340
5.500, 0.338
6.001, 0.339
6.500, 0.339
7.000, 0.339
7.500, 0.339
8.000, 0.340
8.501, 0.339
9.001, 0.339
9.500, 0.339
10.000, 0.339
10.501, 0.339
11.001, 0.339
11.500, 0.339
12.001, 0.339
12.501, 0.338
13.000, 0.340
13.501, 0.339
14.000, 0.339
14.501, 0.338
15.000, 0.340
15.500, 0.339
16.001, 0.339
16.501, 0.340
17.001, 0.339
17.500, 0.338
18.001, 0.340
18.500, 0.339
19.001, 0.340
19.500, 0.339
20.001, 0.338
20.500, 0.340
21.000, 0.338
21.501, 0.339
22.000, 0.338
22.501, 0.339
23.000, 0.339
23.500, 0.338
24.000, 0.339
24.500, 0.339
25.000, 0.340
25.501, 0.339
26.001, 0.338
26.500, 0.340
27.001, 0.339
27.500, 0.339
28.000, 0.339
28.500, 0.340
29.000, 0.338
29.501, 0.341
30.000, 0.338
30.501, 0.339
31.001, 0.340
31.501, 0.338
32.000, 0.339
32.501, 0.339
33.001, 0.339
33.501, 0.339
34.001, 0.339
34.500, 0.339
35.000, 0.339
35.500, 0.340
36.000, 0.339
36.501, 0.338
37.001, 0.339
37.501, 0.340
38.001, 0.339
38.501, 0.339
39.001, 0.339
39.500, 0.338
40.000, 0.339
