s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_ETHYLENE,MLR_INTERMEDIATE PRODUCTS,MLR_PRODUCTS
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7221248E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-5.7221248E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 5.0086904E-001, 2.5207025E+000, 0.0000000E+000,-5.0513067E-001, 3.1733464E-002,-2.6234422E-002, 3.4682123E-004, 0.0000000E+000, 0.0000000E+000, 1.9322683E+000, 2.0214176E+000, 1.6602795E-002, 7.7142205E-005,-5.6783829E-092,-8.3699462E-080
 1.0001733E+000, 7.0396003E+000, 0.0000000E+000,-1.5389021E+000, 9.6239133E-002, 3.9810884E-003, 1.7075113E-003, 0.0000000E+000, 0.0000000E+000, 5.5222775E+000, 5.6026260E+000, 4.3923687E-002, 1.9846505E-004,-5.2289614E-077,-1.8282041E-068
 1.5000919E+000, 1.1222263E+001, 0.0000000E+000,-2.4543589E+000,-4.8384991E+000,-1.5962556E-001, 2.9067818E-003, 0.0000000E+000, 0.0000000E+000, 3.8087905E+000, 3.7726858E+000, 5.9038658E-002, 2.6657126E-004,-1.8763599E-070,-5.1982317E-063
 2.0000973E+000, 1.3306938E+001, 0.0000000E+000,-2.9270767E+000,-7.2577684E+000,-2.5113819E-001, 3.3268433E-003, 0.0000000E+000, 0.0000000E+000, 2.9157238E+000, 2.8742817E+000, 6.5750565E-002, 2.9681321E-004,-6.2480346E-067,-5.4681891E-060
 2.5007310E+000, 1.3676014E+001, 0.0000000E+000,-2.9949933E+000,-7.3228232E+000,-3.0219260E-001, 3.5686326E-003, 0.0000000E+000, 0.0000000E+000, 3.1868279E+000, 3.0595737E+000, 6.8414266E-002, 3.0881535E-004,-4.2647848E-065,-2.1951643E-058
 3.0008903E+000, 1.4524629E+001, 0.0000000E+000,-3.1843051E+000,-8.6591854E+000,-3.7770178E-001, 3.5952115E-003, 0.0000000E+000, 0.0000000E+000, 2.3668061E+000, 2.3070319E+000, 6.9422416E-002, 3.1335825E-004,-1.2870924E-063,-2.0421792E-057
 3.5007226E+000, 1.4287566E+001, 0.0000000E+000,-3.1390741E+000,-8.0031020E+000,-3.4806251E-001, 3.6485740E-003, 0.0000000E+000, 0.0000000E+000, 2.8368085E+000, 2.8009763E+000, 6.9796798E-002, 3.1504522E-004,-3.4704341E-060,-1.0373585E-054
 4.0004454E+000, 1.4435750E+001, 0.0000000E+000,-3.1661355E+000,-9.0945774E+000,-4.3674325E-001, 3.7047109E-003, 0.0000000E+000, 0.0000000E+000, 1.8559232E+000, 1.7419985E+000, 6.9935035E-002, 3.1566806E-004,-4.1822375E-057,-2.9092772E-052
