s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
 2.9000061E+001, 8.4032461E+000, 0.0000000E+000,-2.8145680E-001,-8.3701514E+000,-3.9714010E-003, 2.6684290E-003, 0.0000000E+000,-4.3876794E-002,-3.1814221E-001,-2.9354186E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0304306E-001, 1.6244041E-004, 2.1951872E-005
 3.0000265E+001, 8.8265857E+000, 0.0000000E+000,-2.2338004E-001,-8.4989354E+000,-3.3917307E-003, 2.5233164E-003, 0.0000000E+000,-3.4879920E-002, 4.1529976E-002, 6.8521847E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1168330E-001, 1.6244041E-004, 2.1951872E-005
 3.1000536E+001, 8.4558293E+000, 0.0000000E+000,-1.5423811E-001,-7.6227735E+000,-1.7327328E-003, 2.3479195E-003, 0.0000000E+000,-2.4703138E-002, 6.2533621E-001, 6.5472970E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2032572E-001, 1.6244041E-004, 2.1951872E-005
 3.2000610E+001, 8.0914484E+000, 0.0000000E+000,-1.0159269E-001,-8.7112498E+000,-1.3810414E-003, 2.2980895E-003, 0.0000000E+000,-1.5653417E-002,-7.6064831E-001,-7.3613048E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.2896757E-001, 1.6244041E-004, 2.1951872E-005
 3.3000385E+001, 7.6436381E+000, 0.0000000E+000,-5.7848905E-002,-8.5914219E+000,-5.4429326E-004, 2.4567891E-003, 0.0000000E+000,-9.4914215E-003,-1.0382322E+000,-1.0132116E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.3760785E-001, 1.6244041E-004, 2.1951872E-005
 3.4000580E+001, 5.9402477E+000, 0.0000000E+000,-2.8252049E-002,-6.8986220E+000,-2.1435029E-004, 2.3891849E-003, 0.0000000E+000,-6.7505217E-003,-1.0059222E+000,-9.9120206E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.4624838E-001, 1.6244041E-004, 2.1951872E-005
 3.5000168E+001, 3.9885797E+000, 0.0000000E+000,-1.3628989E-002,-5.0473696E+000, 3.5388258E-004, 2.3230779E-003, 0.0000000E+000,-5.2070217E-003,-1.0923839E+000,-1.0749490E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.5488835E-001, 1.6244041E-004, 2.1951872E-005
 3.6000957E+001, 1.7300587E+000, 0.0000000E+000,-8.5007286E-003,-2.3653033E+000, 6.6756809E-004, 2.2182555E-003, 0.0000000E+000,-4.2503390E-003,-6.6104701E-001,-6.4510978E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.6352997E-001, 1.6244041E-004, 2.1951872E-005
 3.7000862E+001, 8.5911186E-001, 0.0000000E+000,-6.7871497E-003,-9.5173810E-001, 7.2274836E-004, 2.1918977E-003, 0.0000000E+000,-3.2891954E-003,-1.1599841E-001,-9.9787940E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.7217422E-001, 1.6244041E-004, 2.1951872E-005
 3.8000164E+001, 7.5395255E-001, 0.0000000E+000,-5.7126900E-003,-7.7443411E-001, 7.3099741E-004, 2.0294697E-003, 0.0000000E+000,-2.7184124E-003,-4.2209389E-002,-2.6152197E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8081036E-001, 1.6244041E-004, 2.1951872E-005
 3.9000381E+001, 6.6992496E-001, 0.0000000E+000,-4.9902786E-003,-7.6579338E-001, 7.8774920E-004, 2.0334055E-003, 0.0000000E+000,-2.4425458E-003,-1.1604823E-001,-1.0048009E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.8944868E-001, 1.6244041E-004, 2.1951872E-005
 4.0000744E+001, 5.5288980E-001, 0.0000000E+000,-3.8825282E-003,-6.4651779E-001, 8.0605763E-004, 1.9813499E-003, 0.0000000E+000,-2.2828668E-003,-1.1162502E-001,-9.7005984E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.9809138E-001, 1.6244041E-004, 2.1951872E-005
 4.1001080E+001, 4.0062432E-001, 0.0000000E+000,-2.6433197E-003,-5.7218846E-001, 8.3493742E-004, 1.9412885E-003, 0.0000000E+000,-1.8159019E-003,-1.8789027E-001,-1.7324714E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.0673579E-001, 1.6244041E-004, 2.1951872E-005
 4.2000656E+001, 2.5044124E-001, 0.0000000E+000,-1.6936885E-003,-4.3505825E-001, 8.6645292E-004, 1.8929209E-003, 0.0000000E+000,-1.5046474E-003,-1.9861967E-001,-1.8505597E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.1537593E-001, 1.6244041E-004, 2.1951872E-005
 4.3002316E+001, 3.4216847E-002, 0.0000000E+000,-7.7976226E-004,-2.9599421E-001, 8.9906020E-004, 1.8760345E-003, 0.0000000E+000,-2.5461375E-004,-2.7308669E-001,-2.6003665E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.2402350E-001, 1.6244041E-004, 2.1951872E-005
 4.4000267E+001, 0.0000000E+000, 0.0000000E+000,-1.1324153E-004,-1.6180885E-001, 9.4917905E-004, 1.8992738E-003, 0.0000000E+000,-5.7778142E-005,-1.7261698E-001,-1.5913142E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.3266494E-001, 1.6244041E-004, 2.1951872E-005
 4.5000080E+001, 0.0000000E+000, 0.0000000E+000, 1.0564588E-004,-3.0509108E-002, 9.1292109E-004, 1.7727839E-003, 0.0000000E+000,-5.6285834E-005,-4.1245595E-002,-2.7774043E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4129648E-001, 1.6244041E-004, 2.1951872E-005
 4.6001720E+001, 0.0000000E+000, 0.0000000E+000, 1.2995464E-004, 6.3669757E-003, 8.8823721E-004, 1.7182214E-003, 0.0000000E+000,-5.5316859E-005,-4.3840819E-003, 9.0480721E-003, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.4994246E-001, 1.6244041E-004, 2.1951872E-005
 4.7003361E+001, 0.0000000E+000, 0.0000000E+000, 1.3310348E-004, 1.0295284E-002, 8.9655440E-004, 1.6899156E-003, 0.0000000E+000,-5.4109047E-005,-5.3499648E-004, 1.2960749E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.5859682E-001, 1.6244041E-004, 2.1951872E-005
 4.8001606E+001, 0.0000000E+000, 0.0000000E+000, 1.2698054E-004, 1.1755310E-002, 8.6476593E-004, 1.6231880E-003, 0.0000000E+000,-5.3471376E-005, 6.4738349E-004, 1.4316773E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.6723600E-001, 1.6244041E-004, 2.1951872E-005
 4.9003246E+001, 0.0000000E+000, 0.0000000E+000, 1.2261231E-004, 1.0219157E-002, 8.5034756E-004, 1.6205944E-003, 0.0000000E+000,-5.2606050E-005,-1.1999283E-003, 1.2760105E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.7587544E-001, 1.6244041E-004, 2.1951872E-005
 5.0001488E+001, 0.0000000E+000, 0.0000000E+000, 1.1949417E-004, 1.1296355E-002, 8.6054959E-004, 1.6240693E-003, 0.0000000E+000,-5.1421822E-005,-1.6484834E-004, 1.3849046E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.8451532E-001, 1.6244041E-004, 2.1951872E-005
 5.1003128E+001, 0.0000000E+000, 0.0000000E+000, 1.1891260E-004, 1.1831551E-002, 8.5584726E-004, 1.5821288E-003, 0.0000000E+000,-5.0847112E-005, 1.9941678E-004, 1.4337593E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 3.9315444E-001, 1.6244041E-004, 2.1951872E-005
 5.2001373E+001, 0.0000000E+000, 0.0000000E+000, 1.1775710E-004, 1.0930474E-002, 8.6360075E-004, 1.5622655E-003, 0.0000000E+000,-4.9931400E-005,-9.1922157E-004, 1.3424166E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.0179427E-001, 1.6244041E-004, 2.1951872E-005
 5.3003014E+001, 0.0000000E+000, 0.0000000E+000, 1.1390319E-004, 1.2562831E-002, 8.3816492E-004, 1.4816859E-003, 0.0000000E+000,-4.9382955E-005, 3.4898218E-004, 1.4947203E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1043345E-001, 1.6244041E-004, 2.1951872E-005
 5.4001259E+001, 0.0000000E+000, 0.0000000E+000, 1.0826758E-004, 1.1852061E-002, 8.0533365E-004, 1.4426456E-003, 0.0000000E+000,-4.9004931E-005,-4.5540097E-004, 1.4159303E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.1907321E-001, 1.6244041E-004, 2.1951872E-005
 5.5002819E+001, 0.0000000E+000, 0.0000000E+000, 1.0292208E-004, 1.2241771E-002, 7.9414902E-004, 1.4864281E-003, 0.0000000E+000,-4.8613141E-005,-2.8979041E-004, 1.4576657E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.2771130E-001, 1.6244041E-004, 2.1951872E-005
 5.6003048E+001, 0.0000000E+000, 0.0000000E+000, 1.0320616E-004, 1.2658736E-002, 8.0036939E-004, 1.4562454E-003, 0.0000000E+000,-4.7566464E-005,-5.7472860E-005, 1.4970990E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3635846E-001, 1.6244041E-004, 2.1951872E-005
 5.7000229E+001, 0.0000000E+000, 0.0000000E+000, 1.0306867E-004, 1.2799864E-002, 8.0953924E-004, 1.4334519E-003, 0.0000000E+000,-4.6972781E-005,-1.1425629E-004, 1.5098951E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.4498703E-001, 1.6244041E-004, 2.1951872E-005
 5.8000462E+001, 0.0000000E+000, 0.0000000E+000, 1.0205440E-004, 1.2539741E-002, 8.2272630E-004, 1.4097390E-003, 0.0000000E+000,-4.6488241E-005,-5.2864105E-004, 1.4827772E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.5361567E-001, 1.6244041E-004, 2.1951872E-005
 5.9002834E+001, 0.0000000E+000, 0.0000000E+000, 1.0222182E-004, 1.3639901E-002, 7.8094880E-004, 1.3104667E-003, 0.0000000E+000,-4.5343923E-005, 2.7075981E-004, 1.5788194E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.6226710E-001, 1.6244041E-004, 2.1951872E-005
 6.0002937E+001, 0.0000000E+000, 0.0000000E+000, 1.0037143E-004, 1.2653946E-002, 7.9870982E-004, 1.3425895E-003, 0.0000000E+000,-4.5252340E-005,-8.4546752E-004, 1.4850365E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7091788E-001, 1.6244041E-004, 2.1951872E-005
 6.1000084E+001, 0.0000000E+000, 0.0000000E+000, 9.7088224E-005, 1.4362295E-002, 7.6747812E-004, 1.2812308E-003, 0.0000000E+000,-4.4668903E-005, 6.0927374E-004, 1.6463423E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.7954561E-001, 1.6244041E-004, 2.1951872E-005
 6.2000187E+001, 0.0000000E+000, 0.0000000E+000, 9.0961486E-005, 1.3973740E-002, 7.6539120E-004, 1.3276487E-003, 0.0000000E+000,-4.4003548E-005, 8.3674283E-005, 1.6113738E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.8817429E-001, 1.6244041E-004, 2.1951872E-005
 6.3000290E+001, 0.0000000E+000, 0.0000000E+000, 9.0926503E-005, 1.3106669E-002, 7.4893344E-004, 1.2672283E-003, 0.0000000E+000,-4.3583137E-005,-9.9144450E-004, 1.5170174E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.9681462E-001, 1.6244041E-004, 2.1951872E-005
 6.4000389E+001, 0.0000000E+000, 0.0000000E+000, 8.7817741E-005, 1.4769713E-002, 7.7313259E-004, 1.2376961E-003, 0.0000000E+000,-4.2837761E-005, 4.8840967E-004, 1.6825521E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.0545595E-001, 1.6244041E-004, 2.1951872E-005
 6.5000000E+001, 0.0000000E+000, 0.0000000E+000, 8.6748731E-005, 1.3366421E-002, 7.4806619E-004, 1.2236051E-003, 0.0000000E+000,-4.2133762E-005,-1.1316673E-003, 1.5382708E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 5.1409448E-001, 1.6244041E-004, 2.1951872E-005
