s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PRODUCTS,MLR_INTERMEDIATE PRODUCTS 2,MLR_PRODUCTS 2,MLR_NITROGEN,MLR_PROPYLENE,MLR_PILOT FUEL
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8008137E-003, 3.8290979E-010, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000,-2.8008133E-003, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0010903E+000, 3.5450520E+000, 0.0000000E+000,-5.9362888E-001,-5.1597311E-002,-2.4036832E-003, 1.8964601E-004, 0.0000000E+000,-1.6671643E-002, 2.9004281E+000, 2.8809401E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 8.4578157E-005, 9.6241361E-006
 2.0005753E+000, 7.9181948E+000, 0.0000000E+000,-1.7797682E+000,-4.0291541E+000,-4.5784767E-003, 1.5472331E-003, 0.0000000E+000,-3.8780849E-002, 2.0667372E+000, 2.0674603E+000, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.7201683E-004, 1.9573770E-005
 3.0020125E+000, 8.9807162E+000, 0.0000000E+000,-2.1221481E+000,-6.6767206E+000,-2.6618230E-003, 2.6499230E-003, 0.0000000E+000,-4.1467786E-002, 1.5537375E-001, 1.4036782E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.8990572E-004, 2.1609344E-005
 4.0013452E+000, 9.1480420E+000, 0.0000000E+000,-2.2013890E+000,-6.7854596E+000,-2.2538918E-003, 3.4720711E-003, 0.0000000E+000,-4.1897146E-002, 1.0715724E-001, 1.2051447E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.9250545E-004, 2.1905167E-005
 5.0014729E+000, 9.1757679E+000, 0.0000000E+000,-2.2544855E+000,-6.8513264E+000,-3.5068675E-003, 4.1761239E-003, 0.0000000E+000,-4.2138805E-002, 9.1132718E-003, 2.8486447E-002, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.0110717E-007, 1.9286023E-004, 2.1945537E-005
 6.0019083E+000, 9.1727933E+000, 0.0000000E+000,-2.2395339E+000,-6.6462147E+000,-5.2693377E-003, 4.7722645E-003, 0.0000000E+000,-4.2148586E-002, 2.3046395E-001, 2.4439899E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 4.3449087E-003, 1.9290837E-004, 2.1951015E-005
 7.0021224E+000, 9.1774404E+000, 0.0000000E+000,-2.2133095E+000,-6.7578741E+000,-3.6181008E-003, 5.3511454E-003, 0.0000000E+000,-4.1933438E-002, 1.2296940E-001, 1.6605635E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 1.2988038E-002, 1.9291488E-004, 2.1951756E-005
 8.0018425E+000, 9.1618114E+000, 0.0000000E+000,-2.1947234E+000,-7.1245699E+000,-5.1634823E-003, 5.8059304E-003, 0.0000000E+000,-4.1526440E-002,-2.0619824E-001,-1.9836580E-001, 3.2112000E-001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 2.1627155E-002, 1.9291576E-004, 2.1951856E-005
