r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     0.99,     0.69,     0.06,     0.21,   541.73,   312.52
-4.0,     1.19,     0.76,     0.07,     0.19,   625.59,   328.23
-3.0,     1.52,     0.80,     0.08,     0.18,   778.30,   318.59
-3.0,     1.53,     0.80,     0.08,     0.18,   781.27,   318.40
-2.0,     1.94,     0.73,     0.06,     0.17,   986.28,   256.34
-1.0,     2.22,     0.61,     0.03,     0.15,  1117.34,   174.92
 0.0,     2.29,     0.58,    -0.00,     0.15,  1140.60,   151.98
 1.0,     2.19,     0.65,    -0.04,     0.15,  1101.11,   191.01
 2.0,     1.89,     0.76,    -0.07,     0.17,   962.85,   270.53
 3.0,     1.49,     0.81,    -0.08,     0.18,   764.79,   323.54
 4.0,     1.16,     0.76,    -0.07,     0.19,   616.01,   330.02
 5.0,     0.97,     0.69,    -0.06,     0.21,   536.12,   315.15
 6.0,     0.87,     0.62,    -0.07,     0.24,   497.98,   293.03
 7.0,     0.79,     0.56,    -0.07,     0.26,   479.80,   272.20
 8.0,     0.70,     0.52,    -0.08,     0.28,   467.30,   254.94
 8.0,     0.70,     0.51,    -0.08,     0.28,   466.91,   254.49
 9.0,     0.61,     0.48,    -0.08,     0.30,   456.90,   243.14
10.0,     0.54,     0.45,    -0.09,     0.31,   451.24,   241.13
11.0,     0.50,     0.44,    -0.08,     0.33,   451.96,   248.86
12.0,     0.47,     0.43,    -0.08,     0.34,   454.29,   258.15
12.0,     0.47,     0.43,    -0.08,     0.34,   454.38,   258.51
13.0,     0.43,     0.43,    -0.08,     0.35,   451.65,   262.80
14.0,     0.37,     0.41,    -0.09,     0.34,   438.85,   256.60
14.0,     0.36,     0.41,    -0.09,     0.34,   437.97,   255.87
15.0,     0.28,     0.37,    -0.10,     0.32,   415.79,   236.86
16.0,     0.19,     0.30,    -0.12,     0.29,   386.90,   204.23
17.0,     0.12,     0.22,    -0.14,     0.25,   357.09,   159.91
18.0,     0.07,     0.17,    -0.15,     0.22,   332.27,   111.56
18.0,     0.06,     0.17,    -0.15,     0.22,   331.29,   109.20
19.0,     0.03,     0.14,    -0.15,     0.19,   313.65,    61.76
20.0,     0.02,     0.12,    -0.15,     0.16,   305.39,    28.89
