r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     1.10,     0.70,     0.04,     0.23,   519.73,   303.14
-4.0,     1.32,     0.78,     0.04,     0.21,   601.03,   325.55
-3.0,     1.70,     0.85,     0.05,     0.20,   755.76,   328.62
-2.0,     2.18,     0.83,     0.05,     0.19,   967.74,   283.44
-1.0,     2.53,     0.74,     0.02,     0.17,  1118.01,   209.20
 0.0,     2.63,     0.70,    -0.00,     0.17,  1153.94,   177.34
 1.0,     2.50,     0.75,    -0.03,     0.18,  1104.77,   217.66
 2.0,     2.14,     0.83,    -0.05,     0.19,   947.76,   292.81
 3.0,     1.67,     0.84,    -0.05,     0.20,   745.28,   338.47
 4.0,     1.32,     0.78,    -0.04,     0.22,   605.49,   338.47
 5.0,     1.12,     0.71,    -0.04,     0.24,   532.57,   317.51
 6.0,     1.00,     0.64,    -0.05,     0.26,   495.51,   291.70
 7.0,     0.90,     0.59,    -0.06,     0.27,   476.30,   268.99
 8.0,     0.79,     0.55,    -0.07,     0.29,   462.85,   250.31
 9.0,     0.69,     0.50,    -0.08,     0.30,   449.58,   232.87
10.0,     0.59,     0.46,    -0.09,     0.30,   438.39,   219.07
11.0,     0.53,     0.43,    -0.09,     0.31,   432.26,   211.70
12.0,     0.49,     0.43,    -0.09,     0.32,   430.64,   212.11
13.0,     0.45,     0.43,    -0.09,     0.33,   429.53,   216.52
14.0,     0.41,     0.42,    -0.09,     0.33,   424.13,   216.88
15.0,     0.36,     0.40,    -0.09,     0.33,   413.32,   210.64
16.0,     0.29,     0.36,    -0.10,     0.32,   397.08,   197.60
17.0,     0.21,     0.31,    -0.11,     0.29,   376.68,   176.68
18.0,     0.15,     0.26,    -0.12,     0.26,   354.99,   148.52
19.0,     0.09,     0.20,    -0.13,     0.23,   334.82,   114.18
20.0,     0.05,     0.16,    -0.14,     0.20,   319.72,    79.20
