r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     0.39,     0.33,     0.30,     0.16,   854.41,   257.59
-3.0,     0.51,     0.26,     0.22,     0.16,   980.39,   187.05
-1.0,     0.57,     0.19,     0.08,     0.17,  1042.17,   119.22
 1.0,     0.56,     0.19,    -0.09,     0.17,  1039.49,   121.84
 3.0,     0.50,     0.26,    -0.23,     0.16,   972.61,   193.42
 5.0,     0.38,     0.33,    -0.31,     0.16,   846.13,   261.74
 7.0,     0.27,     0.34,    -0.32,     0.17,   719.86,   284.76
 9.0,     0.22,     0.31,    -0.31,     0.18,   624.93,   275.52
11.0,     0.17,     0.26,    -0.29,     0.17,   540.63,   245.88
13.0,     0.12,     0.21,    -0.27,     0.14,   447.14,   187.69
15.0,     0.08,     0.15,    -0.21,     0.11,   349.40,   101.05
17.0,     0.02,     0.09,    -0.16,     0.08,   301.24,     3.23
19.0,     0.01,     0.05,    -0.13,     0.07,   300.21,     0.16
21.0,     0.01,     0.04,    -0.11,     0.06,   300.18,     0.01
