r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     1.03,     0.69,     0.05,     0.22,   523.63,   305.10
-4.0,     1.24,     0.77,     0.05,     0.20,   605.52,   323.80
-3.0,     1.61,     0.83,     0.07,     0.19,   762.13,   323.11
-2.0,     2.06,     0.79,     0.06,     0.17,   973.37,   273.61
-1.0,     2.38,     0.69,     0.02,     0.16,  1117.17,   196.21
 0.0,     2.47,     0.64,    -0.00,     0.16,  1149.25,   165.27
 1.0,     2.35,     0.70,    -0.03,     0.17,  1105.63,   204.33
 2.0,     2.03,     0.79,    -0.06,     0.18,   956.46,   282.29
 3.0,     1.59,     0.82,    -0.06,     0.19,   755.25,   332.98
 4.0,     1.25,     0.77,    -0.05,     0.21,   612.25,   336.69
 5.0,     1.06,     0.69,    -0.05,     0.23,   537.32,   318.16
 6.0,     0.94,     0.62,    -0.06,     0.25,   500.32,   294.22
 7.0,     0.85,     0.57,    -0.06,     0.27,   481.51,   272.87
 8.0,     0.75,     0.53,    -0.07,     0.29,   467.20,   254.88
 9.0,     0.65,     0.48,    -0.08,     0.30,   453.03,   238.23
10.0,     0.56,     0.44,    -0.09,     0.31,   442.75,   227.44
11.0,     0.51,     0.43,    -0.09,     0.32,   439.35,   226.20
12.0,     0.48,     0.43,    -0.09,     0.34,   440.96,   232.64
13.0,     0.45,     0.43,    -0.08,     0.34,   441.77,   240.01
14.0,     0.40,     0.42,    -0.08,     0.35,   435.28,   239.82
15.0,     0.34,     0.39,    -0.09,     0.34,   420.19,   229.65
16.0,     0.26,     0.34,    -0.11,     0.31,   398.56,   209.97
17.0,     0.18,     0.28,    -0.12,     0.28,   373.33,   180.13
18.0,     0.11,     0.21,    -0.13,     0.25,   348.16,   141.68
19.0,     0.06,     0.16,    -0.14,     0.21,   326.46,    97.61
20.0,     0.03,     0.13,    -0.14,     0.18,   312.74,    59.11
