r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     0.64,     0.54,     0.19,     0.15,   621.79,   317.29
-4.0,     0.75,     0.56,     0.20,     0.14,   707.38,   308.00
-3.0,     0.93,     0.53,     0.19,     0.13,   845.78,   275.70
-2.0,     1.13,     0.42,     0.14,     0.13,   989.17,   208.02
-2.0,     1.14,     0.42,     0.14,     0.13,   992.61,   206.12
-1.0,     1.26,     0.30,     0.07,     0.12,  1072.20,   131.86
 0.0,     1.29,     0.26,    -0.01,     0.12,  1085.72,   111.16
 1.0,     1.25,     0.32,    -0.07,     0.12,  1067.37,   142.77
 2.0,     1.12,     0.44,    -0.14,     0.13,   984.55,   219.20
 3.0,     0.92,     0.54,    -0.19,     0.14,   839.15,   285.26
 4.0,     0.74,     0.56,    -0.20,     0.14,   705.00,   312.48
 5.0,     0.63,     0.53,    -0.19,     0.15,   619.17,   317.89
 6.0,     0.58,     0.48,    -0.18,     0.17,   571.07,   313.60
 7.0,     0.54,     0.44,    -0.17,     0.19,   544.18,   303.92
 8.0,     0.51,     0.41,    -0.17,     0.22,   526.85,   297.12
 9.0,     0.47,     0.39,    -0.16,     0.25,   512.50,   298.13
10.0,     0.43,     0.39,    -0.16,     0.28,   505.06,   307.87
11.0,     0.41,     0.38,    -0.16,     0.29,   504.08,   318.31
12.0,     0.36,     0.35,    -0.17,     0.29,   493.36,   312.34
12.0,     0.36,     0.35,    -0.17,     0.29,   492.50,   311.53
13.0,     0.27,     0.30,    -0.17,     0.27,   456.69,   276.02
14.0,     0.15,     0.22,    -0.18,     0.25,   399.13,   209.55
15.0,     0.06,     0.14,    -0.19,     0.21,   345.89,   130.05
15.0,     0.06,     0.14,    -0.19,     0.21,   344.52,   127.79
16.0,     0.02,     0.12,    -0.19,     0.18,   314.69,    60.14
17.0,     0.01,     0.11,    -0.18,     0.15,   303.29,    17.25
17.9,     0.00,     0.09,    -0.18,     0.13,   301.08,     5.79
18.0,     0.00,     0.09,    -0.18,     0.13,   300.87,     2.84
19.0,     0.00,     0.08,    -0.17,     0.11,   300.54,     0.33
20.0,     0.00,     0.07,    -0.16,     0.10,   300.50,     0.04
