r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     0.53,     0.46,     0.24,     0.15,   688.12,   317.31
-4.0,     0.58,     0.48,     0.23,     0.15,   758.76,   310.04
-3.0,     0.70,     0.46,     0.21,     0.14,   877.83,   283.86
-2.0,     0.85,     0.35,     0.15,     0.13,  1011.69,   216.99
-1.0,     0.94,     0.24,     0.07,     0.12,  1082.89,   148.65
 0.0,     0.96,     0.22,    -0.01,     0.12,  1093.41,   134.86
 1.0,     0.94,     0.26,    -0.08,     0.12,  1079.31,   157.71
 2.0,     0.84,     0.37,    -0.15,     0.13,  1005.94,   224.65
 3.0,     0.70,     0.46,    -0.21,     0.14,   877.00,   287.52
 4.0,     0.60,     0.48,    -0.24,     0.14,   764.66,   314.13
 5.0,     0.54,     0.46,    -0.24,     0.15,   691.68,   321.92
 6.0,     0.50,     0.43,    -0.23,     0.16,   642.33,   324.70
 7.0,     0.47,     0.40,    -0.23,     0.17,   607.05,   326.88
 8.0,     0.45,     0.38,    -0.22,     0.19,   582.19,   330.53
 9.0,     0.44,     0.36,    -0.22,     0.21,   566.47,   335.36
10.0,     0.42,     0.34,    -0.23,     0.23,   551.67,   339.15
11.0,     0.38,     0.33,    -0.23,     0.24,   528.30,   334.30
12.0,     0.33,     0.30,    -0.23,     0.25,   495.22,   312.24
13.0,     0.24,     0.24,    -0.22,     0.25,   451.93,   270.11
14.0,     0.14,     0.17,    -0.22,     0.23,   395.13,   204.76
15.0,     0.05,     0.12,    -0.22,     0.20,   340.63,   120.65
16.0,     0.02,     0.10,    -0.21,     0.16,   310.73,    46.15
17.0,     0.01,     0.09,    -0.20,     0.14,   302.00,     9.65
18.0,     0.01,     0.08,    -0.19,     0.12,   300.67,     1.12
19.0,     0.01,     0.07,    -0.17,     0.10,   300.55,     0.09
20.0,     0.01,     0.06,    -0.16,     0.10,   300.53,     0.02
