r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     0.74,     0.59,     0.14,     0.16,   583.78,   317.35
-4.0,     0.88,     0.64,     0.15,     0.15,   669.58,   317.74
-3.0,     1.12,     0.63,     0.15,     0.14,   818.62,   293.62
-2.0,     1.38,     0.53,     0.11,     0.14,   985.48,   226.60
-1.0,     1.54,     0.41,     0.05,     0.13,  1080.18,   150.48
 0.0,     1.58,     0.36,     0.00,     0.12,  1098.28,   126.91
 1.0,     1.53,     0.41,    -0.06,     0.13,  1074.71,   154.73
 2.0,     1.35,     0.54,    -0.11,     0.13,   972.48,   232.01
 3.0,     1.09,     0.64,    -0.15,     0.14,   806.26,   295.93
 4.0,     0.88,     0.64,    -0.15,     0.15,   667.47,   319.21
 5.0,     0.74,     0.60,    -0.14,     0.17,   588.00,   320.99
 6.0,     0.68,     0.53,    -0.13,     0.19,   547.98,   313.51
 7.0,     0.64,     0.48,    -0.13,     0.22,   527.35,   303.79
 8.0,     0.59,     0.45,    -0.13,     0.26,   512.91,   296.70
 9.0,     0.53,     0.43,    -0.13,     0.29,   500.25,   295.51
10.0,     0.48,     0.41,    -0.13,     0.31,   494.01,   302.39
11.0,     0.45,     0.40,    -0.13,     0.32,   497.02,   313.39
12.0,     0.40,     0.38,    -0.13,     0.32,   495.32,   316.42
13.0,     0.32,     0.35,    -0.14,     0.31,   469.24,   295.68
14.0,     0.21,     0.28,    -0.16,     0.28,   420.59,   246.19
15.0,     0.11,     0.20,    -0.17,     0.24,   369.76,   178.74
16.0,     0.05,     0.14,    -0.18,     0.20,   331.73,   108.76
17.0,     0.02,     0.12,    -0.18,     0.17,   310.50,    51.14
18.0,     0.01,     0.11,    -0.17,     0.15,   302.57,    16.37
18.3,     0.00,     0.10,    -0.17,     0.14,   302.02,    13.70
19.0,     0.00,     0.09,    -0.16,     0.13,   300.79,     2.81
20.0,     0.00,     0.08,    -0.16,     0.11,   300.55,     0.43
