r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     0.35,     0.33,     0.31,     0.18,   747.19,   284.56
-4.0,     0.37,     0.33,     0.30,     0.16,   818.45,   267.59
-3.0,     0.43,     0.29,     0.26,     0.14,   907.73,   229.65
-2.0,     0.51,     0.22,     0.18,     0.12,   989.87,   169.16
-1.0,     0.55,     0.14,     0.09,     0.12,  1028.73,   115.64
 0.0,     0.55,     0.12,    -0.00,     0.11,  1033.29,    98.05
 1.0,     0.54,     0.14,    -0.09,     0.12,  1025.49,   116.68
 2.0,     0.50,     0.22,    -0.18,     0.12,   985.27,   171.83
 3.0,     0.43,     0.29,    -0.26,     0.14,   904.84,   231.40
 4.0,     0.38,     0.33,    -0.29,     0.16,   821.25,   267.94
 4.1,     0.38,     0.33,    -0.30,     0.16,   815.63,   269.37
 5.0,     0.35,     0.33,    -0.30,     0.18,   753.91,   284.64
 6.0,     0.34,     0.32,    -0.30,     0.19,   699.62,   293.78
 7.0,     0.33,     0.30,    -0.29,     0.19,   661.75,   298.36
 7.9,     0.33,     0.29,    -0.29,     0.19,   636.79,   301.23
 8.0,     0.33,     0.28,    -0.29,     0.19,   634.53,   301.49
 9.0,     0.32,     0.28,    -0.28,     0.18,   603.68,   305.38
10.0,     0.30,     0.27,    -0.28,     0.18,   562.46,   301.40
11.0,     0.27,     0.26,    -0.27,     0.19,   519.57,   286.99
12.0,     0.23,     0.24,    -0.27,     0.18,   476.04,   259.08
13.0,     0.16,     0.20,    -0.26,     0.18,   416.77,   201.67
14.0,     0.08,     0.14,    -0.24,     0.17,   352.30,   119.69
15.0,     0.03,     0.09,    -0.21,     0.15,   313.45,    46.43
16.0,     0.01,     0.07,    -0.19,     0.12,   302.30,    10.93
17.0,     0.02,     0.06,    -0.18,     0.10,   300.68,     1.42
18.0,     0.01,     0.05,    -0.17,     0.09,   300.52,     0.10
19.0,     0.02,     0.04,    -0.15,     0.08,   300.50,     0.01
20.0,     0.02,     0.04,    -0.15,     0.08,   300.49,     0.01
