r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     1.42,     0.69,     0.01,     0.25,   510.89,   284.75
-4.2,     1.63,     0.77,     0.01,     0.25,   574.94,   311.57
-4.0,     1.67,     0.78,     0.01,     0.25,   586.80,   316.28
-3.0,     2.09,     0.90,     0.02,     0.24,   726.33,   334.57
-2.0,     2.64,     0.97,     0.01,     0.24,   925.28,   314.38
-1.0,     3.08,     0.95,    -0.00,     0.23,  1085.29,   262.40
 0.0,     3.21,     0.93,    -0.01,     0.23,  1130.02,   235.83
 1.0,     3.01,     0.97,    -0.01,     0.24,  1059.61,   272.68
 2.0,     2.54,     0.97,    -0.02,     0.24,   885.56,   324.81
 3.0,     2.02,     0.89,    -0.02,     0.25,   698.06,   342.84
 4.0,     1.65,     0.78,    -0.02,     0.26,   581.43,   329.78
 5.0,     1.43,     0.72,    -0.02,     0.26,   520.71,   305.96
 6.0,     1.28,     0.67,    -0.03,     0.27,   486.36,   280.08
 7.0,     1.15,     0.64,    -0.03,     0.27,   465.17,   257.58
 8.0,     1.03,     0.62,    -0.04,     0.27,   450.03,   238.50
 9.0,     0.90,     0.58,    -0.06,     0.27,   437.45,   220.54
10.0,     0.78,     0.53,    -0.07,     0.28,   426.25,   203.91
11.0,     0.67,     0.49,    -0.08,     0.28,   416.40,   187.96
12.0,     0.58,     0.45,    -0.09,     0.28,   406.90,   171.50
13.0,     0.50,     0.43,    -0.10,     0.28,   397.60,   157.24
14.0,     0.44,     0.41,    -0.10,     0.28,   388.83,   146.98
15.0,     0.39,     0.39,    -0.10,     0.28,   379.44,   137.34
16.0,     0.34,     0.38,    -0.10,     0.28,   370.28,   128.49
17.0,     0.30,     0.36,    -0.10,     0.27,   361.71,   120.63
18.0,     0.25,     0.33,    -0.10,     0.26,   352.95,   111.69
19.0,     0.21,     0.30,    -0.10,     0.25,   343.53,   100.81
20.0,     0.16,     0.26,    -0.11,     0.23,   333.37,    86.17
