r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     0.98,     0.68,     0.06,     0.22,   544.11,   319.36
-4.0,     1.18,     0.76,     0.07,     0.20,   625.17,   334.59
-3.0,     1.51,     0.79,     0.08,     0.18,   774.32,   321.12
-3.0,     1.52,     0.79,     0.08,     0.18,   777.23,   320.86
-2.0,     1.93,     0.73,     0.06,     0.17,   977.11,   258.67
-1.0,     2.20,     0.63,     0.03,     0.16,  1107.49,   181.87
 0.0,     2.27,     0.59,    -0.00,     0.15,  1135.89,   156.22
 1.0,     2.18,     0.63,    -0.03,     0.16,  1101.73,   186.77
 2.0,     1.89,     0.75,    -0.07,     0.17,   962.39,   265.25
 3.0,     1.49,     0.80,    -0.08,     0.18,   764.62,   322.19
 4.0,     1.17,     0.76,    -0.07,     0.20,   621.73,   333.82
 5.0,     0.99,     0.69,    -0.06,     0.22,   546.37,   323.74
 6.0,     0.89,     0.61,    -0.06,     0.25,   509.62,   303.28
 7.0,     0.81,     0.55,    -0.07,     0.27,   490.22,   282.56
 8.0,     0.72,     0.51,    -0.08,     0.29,   477.64,   267.51
 8.0,     0.72,     0.51,    -0.08,     0.29,   477.26,   267.18
 9.0,     0.63,     0.48,    -0.09,     0.31,   467.82,   258.65
10.0,     0.55,     0.45,    -0.09,     0.32,   462.02,   257.28
11.0,     0.50,     0.44,    -0.09,     0.33,   460.67,   260.93
12.0,     0.47,     0.43,    -0.08,     0.34,   459.55,   264.20
12.0,     0.47,     0.43,    -0.08,     0.34,   459.51,   264.33
13.0,     0.42,     0.43,    -0.09,     0.34,   453.36,   264.08
14.0,     0.35,     0.40,    -0.09,     0.34,   437.51,   255.18
14.0,     0.35,     0.40,    -0.09,     0.34,   436.52,   254.38
15.0,     0.27,     0.36,    -0.11,     0.32,   411.60,   233.18
16.0,     0.18,     0.29,    -0.13,     0.28,   381.38,   198.44
17.0,     0.11,     0.22,    -0.14,     0.25,   352.84,   154.79
18.0,     0.06,     0.17,    -0.15,     0.21,   330.05,   108.81
18.0,     0.06,     0.16,    -0.15,     0.21,   329.15,   106.57
19.0,     0.03,     0.13,    -0.15,     0.18,   312.56,    59.70
20.0,     0.02,     0.12,    -0.15,     0.16,   304.74,    26.87
