r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     0.88,     0.56,     0.17,     0.16,   692.80,   260.26
-3.0,     1.19,     0.48,     0.13,     0.15,   860.46,   221.34
-1.0,     1.39,     0.37,     0.05,     0.16,   975.93,   163.07
 1.0,     1.38,     0.38,    -0.06,     0.16,   971.70,   165.13
 3.0,     1.17,     0.49,    -0.14,     0.16,   851.33,   223.38
 5.0,     0.85,     0.56,    -0.17,     0.16,   680.43,   258.46
 7.0,     0.59,     0.54,    -0.19,     0.18,   547.02,   253.42
 9.0,     0.43,     0.48,    -0.19,     0.19,   473.58,   232.99
11.0,     0.31,     0.40,    -0.19,     0.20,   424.54,   203.74
13.0,     0.18,     0.31,    -0.17,     0.19,   379.15,   156.14
15.0,     0.07,     0.19,    -0.16,     0.17,   334.14,    88.85
17.0,     0.00,     0.10,    -0.14,     0.13,   306.65,    25.39
19.0,    -0.01,     0.08,    -0.13,     0.10,   300.68,     3.01
21.0,    -0.00,     0.06,    -0.12,     0.07,   300.21,     0.20
