r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     0.97,     0.68,     0.06,     0.21,   531.02,   307.47
-4.0,     1.16,     0.76,     0.07,     0.19,   612.95,   322.11
-3.0,     1.50,     0.81,     0.08,     0.18,   767.25,   317.10
-3.0,     1.51,     0.81,     0.08,     0.18,   770.26,   317.00
-2.0,     1.93,     0.75,     0.07,     0.16,   978.00,   263.19
-1.0,     2.21,     0.63,     0.03,     0.15,  1113.21,   183.62
 0.0,     2.29,     0.58,    -0.00,     0.15,  1141.33,   154.08
 1.0,     2.19,     0.64,    -0.04,     0.15,  1103.37,   191.35
 2.0,     1.90,     0.75,    -0.07,     0.17,   964.01,   271.01
 3.0,     1.50,     0.80,    -0.08,     0.18,   766.29,   326.05
 4.0,     1.17,     0.76,    -0.07,     0.19,   620.56,   333.85
 5.0,     0.99,     0.68,    -0.06,     0.21,   543.71,   318.92
 6.0,     0.88,     0.61,    -0.06,     0.24,   506.57,   297.67
 7.0,     0.80,     0.55,    -0.07,     0.27,   487.80,   277.23
 8.0,     0.71,     0.51,    -0.08,     0.28,   472.19,   258.97
 8.0,     0.71,     0.50,    -0.08,     0.29,   471.62,   258.44
 9.0,     0.61,     0.46,    -0.09,     0.30,   457.30,   244.70
10.0,     0.54,     0.43,    -0.09,     0.32,   449.20,   240.60
11.0,     0.50,     0.42,    -0.09,     0.34,   450.19,   247.26
12.0,     0.47,     0.43,    -0.09,     0.35,   455.54,   258.60
12.0,     0.47,     0.43,    -0.09,     0.35,   455.75,   259.04
13.0,     0.44,     0.43,    -0.08,     0.36,   457.16,   267.28
14.0,     0.38,     0.41,    -0.09,     0.35,   446.53,   263.06
14.0,     0.38,     0.41,    -0.09,     0.35,   445.66,   262.37
15.0,     0.30,     0.37,    -0.10,     0.33,   423.76,   244.44
16.0,     0.21,     0.30,    -0.12,     0.30,   394.48,   213.44
17.0,     0.13,     0.23,    -0.14,     0.26,   363.78,   170.87
18.0,     0.07,     0.17,    -0.15,     0.22,   337.52,   123.20
18.0,     0.07,     0.17,    -0.15,     0.22,   336.48,   120.92
19.0,     0.03,     0.14,    -0.15,     0.19,   316.50,    70.50
20.0,     0.02,     0.12,    -0.15,     0.17,   306.47,    33.29
