r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     1.45,     0.72,     0.02,     0.26,   520.90,   297.89
-4.2,     1.66,     0.80,     0.02,     0.26,   584.23,   325.31
-4.0,     1.70,     0.81,     0.02,     0.26,   595.96,   330.14
-3.0,     2.10,     0.91,     0.02,     0.25,   730.25,   347.06
-2.0,     2.63,     0.97,     0.01,     0.24,   922.12,   319.95
-1.0,     3.07,     0.96,     0.00,     0.24,  1080.46,   261.32
 0.0,     3.20,     0.94,    -0.00,     0.23,  1127.82,   235.74
 1.0,     3.03,     0.97,    -0.01,     0.24,  1067.54,   269.64
 2.0,     2.59,     0.97,    -0.01,     0.24,   904.83,   320.11
 3.0,     2.06,     0.89,    -0.02,     0.25,   715.78,   340.54
 4.0,     1.67,     0.79,    -0.02,     0.25,   589.93,   328.84
 5.0,     1.43,     0.72,    -0.02,     0.26,   520.15,   301.69
 6.0,     1.25,     0.66,    -0.03,     0.26,   478.76,   269.50
 7.0,     1.11,     0.63,    -0.03,     0.26,   454.60,   243.12
 8.0,     1.00,     0.60,    -0.04,     0.26,   441.60,   224.07
 9.0,     0.89,     0.58,    -0.05,     0.27,   432.68,   209.40
10.0,     0.77,     0.54,    -0.07,     0.28,   423.65,   195.87
11.0,     0.67,     0.50,    -0.08,     0.28,   414.83,   181.80
12.0,     0.59,     0.46,    -0.09,     0.28,   406.12,   167.96
13.0,     0.51,     0.43,    -0.09,     0.28,   398.37,   158.78
14.0,     0.45,     0.41,    -0.10,     0.28,   390.72,   151.94
15.0,     0.39,     0.39,    -0.10,     0.27,   382.31,   144.05
16.0,     0.35,     0.38,    -0.10,     0.27,   373.92,   135.40
17.0,     0.30,     0.36,    -0.10,     0.26,   364.88,   125.98
18.0,     0.25,     0.34,    -0.10,     0.25,   355.09,   116.20
19.0,     0.21,     0.31,    -0.10,     0.24,   345.06,   105.12
20.0,     0.16,     0.27,    -0.11,     0.23,   334.02,    88.64
