r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     0.69,     0.48,     0.27,     0.18,   839.55,   397.31
-4.5,     0.73,     0.49,     0.29,     0.18,   900.90,   392.90
-4.0,     0.77,     0.49,     0.30,     0.17,   967.60,   378.10
-3.5,     0.82,     0.47,     0.30,     0.16,  1035.36,   349.44
-3.0,     0.86,     0.44,     0.30,     0.15,  1094.76,   306.63
-2.5,     0.89,     0.38,     0.27,     0.14,  1131.38,   255.36
-2.0,     0.90,     0.32,     0.22,     0.13,  1133.77,   212.01
-1.5,     0.88,     0.27,     0.16,     0.13,  1104.60,   192.52
-1.0,     0.85,     0.25,     0.11,     0.12,  1061.90,   189.10
-0.5,     0.82,     0.25,     0.06,     0.11,  1025.01,   186.46
 0.0,     0.81,     0.25,     0.02,     0.11,  1006.14,   181.99
 0.5,     0.82,     0.24,    -0.03,     0.12,  1012.29,   179.23
 1.0,     0.84,     0.24,    -0.09,     0.12,  1045.86,   180.29
 1.5,     0.88,     0.26,    -0.15,     0.13,  1097.69,   186.06
 2.0,     0.91,     0.30,    -0.21,     0.14,  1142.41,   201.63
 2.5,     0.92,     0.35,    -0.26,     0.15,  1152.52,   238.58
 3.0,     0.89,     0.41,    -0.29,     0.16,  1121.09,   289.17
 3.5,     0.85,     0.45,    -0.30,     0.17,  1064.54,   334.22
 4.0,     0.81,     0.47,    -0.29,     0.18,   999.33,   366.85
 4.5,     0.76,     0.48,    -0.28,     0.18,   931.98,   386.54
 5.0,     0.72,     0.48,    -0.27,     0.19,   865.84,   395.82
 5.5,     0.67,     0.47,    -0.26,     0.19,   805.53,   398.09
 6.0,     0.64,     0.45,    -0.25,     0.19,   754.53,   395.24
 6.5,     0.61,     0.43,    -0.24,     0.20,   713.39,   390.70
 7.0,     0.58,     0.41,    -0.24,     0.21,   681.32,   386.70
 7.5,     0.56,     0.40,    -0.23,     0.21,   656.17,   383.59
 8.0,     0.55,     0.39,    -0.23,     0.22,   636.71,   381.88
 8.5,     0.53,     0.38,    -0.22,     0.23,   619.81,   380.81
 9.0,     0.50,     0.37,    -0.22,     0.23,   603.23,   379.85
 9.5,     0.47,     0.36,    -0.21,     0.23,   588.16,   379.65
10.0,     0.43,     0.34,    -0.21,     0.24,   573.50,   379.13
10.5,     0.39,     0.33,    -0.21,     0.24,   557.49,   376.80
11.0,     0.34,     0.32,    -0.21,     0.24,   538.70,   370.94
11.5,     0.29,     0.30,    -0.21,     0.23,   514.77,   358.79
12.0,     0.24,     0.28,    -0.21,     0.22,   484.30,   337.62
12.5,     0.19,     0.25,    -0.21,     0.21,   448.56,   306.66
13.0,     0.14,     0.22,    -0.21,     0.20,   411.94,   267.65
13.5,     0.10,     0.18,    -0.21,     0.19,   377.94,   221.96
14.0,     0.07,     0.15,    -0.21,     0.17,   349.17,   172.34
14.5,     0.05,     0.12,    -0.20,     0.16,   328.12,   124.17
15.0,     0.03,     0.10,    -0.20,     0.14,   314.72,    81.82
15.5,     0.03,     0.08,    -0.20,     0.13,   307.09,    47.94
16.0,     0.02,     0.07,    -0.19,     0.11,   303.09,    23.48
16.5,     0.02,     0.07,    -0.18,     0.10,   301.32,     8.28
17.0,     0.02,     0.06,    -0.18,     0.10,   300.79,     2.46
18.0,     0.02,     0.05,    -0.17,     0.08,   300.59,     0.45
19.0,     0.01,     0.04,    -0.16,     0.07,   300.53,     0.05
20.0,     0.01,     0.04,    -0.15,     0.06,   300.50,     0.03
