r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     0.74,     0.60,     0.14,     0.16,   587.33,   318.97
-4.0,     0.88,     0.64,     0.15,     0.15,   672.33,   315.35
-3.0,     1.12,     0.63,     0.15,     0.14,   821.64,   287.90
-2.0,     1.39,     0.52,     0.11,     0.13,   991.22,   219.59
-1.0,     1.55,     0.39,     0.05,     0.13,  1086.39,   142.53
 0.0,     1.59,     0.35,    -0.01,     0.12,  1102.25,   121.15
 1.0,     1.54,     0.42,    -0.06,     0.12,  1078.27,   155.09
 2.0,     1.36,     0.55,    -0.12,     0.13,   978.37,   234.78
 3.0,     1.10,     0.64,    -0.15,     0.14,   812.35,   298.32
 4.0,     0.88,     0.64,    -0.15,     0.15,   668.53,   319.45
 5.0,     0.74,     0.60,    -0.14,     0.16,   584.18,   319.70
 6.0,     0.67,     0.53,    -0.14,     0.19,   541.45,   309.71
 7.0,     0.62,     0.48,    -0.13,     0.22,   518.28,   294.60
 8.0,     0.57,     0.44,    -0.13,     0.25,   502.46,   283.50
 9.0,     0.51,     0.42,    -0.13,     0.28,   490.47,   281.62
10.0,     0.47,     0.41,    -0.12,     0.31,   488.71,   293.04
11.0,     0.45,     0.41,    -0.12,     0.33,   496.97,   312.22
12.0,     0.41,     0.40,    -0.12,     0.33,   497.09,   319.20
13.0,     0.33,     0.35,    -0.13,     0.31,   472.67,   299.20
14.0,     0.21,     0.28,    -0.16,     0.28,   424.69,   249.59
15.0,     0.11,     0.19,    -0.17,     0.24,   371.18,   179.26
16.0,     0.04,     0.14,    -0.18,     0.21,   330.72,   105.09
17.0,     0.02,     0.12,    -0.18,     0.17,   309.58,    45.77
18.0,     0.01,     0.11,    -0.17,     0.15,   302.38,    13.82
18.3,     0.01,     0.11,    -0.17,     0.14,   301.89,    11.59
19.0,     0.00,     0.10,    -0.16,     0.13,   300.80,     2.71
20.0,     0.00,     0.08,    -0.16,     0.11,   300.55,     0.47
