r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     0.82,     0.63,     0.10,     0.18,   558.82,   311.86
-4.0,     0.98,     0.70,     0.11,     0.16,   641.41,   317.24
-3.0,     1.26,     0.71,     0.12,     0.15,   796.49,   301.68
-2.9,     1.28,     0.71,     0.12,     0.15,   807.39,   298.52
-2.0,     1.59,     0.62,     0.10,     0.14,   986.84,   240.49
-1.0,     1.81,     0.49,     0.05,     0.13,  1098.66,   160.14
-0.2,     1.85,     0.45,     0.01,     0.13,  1114.21,   138.58
 0.0,     1.86,     0.44,    -0.00,     0.13,  1118.44,   132.11
 1.0,     1.79,     0.49,    -0.05,     0.13,  1090.03,   165.46
 2.0,     1.58,     0.62,    -0.10,     0.14,   976.81,   246.92
 3.0,     1.26,     0.70,    -0.12,     0.15,   797.20,   308.55
 4.0,     1.00,     0.69,    -0.11,     0.16,   650.00,   325.33
 4.2,     0.96,     0.68,    -0.11,     0.17,   632.75,   324.26
 5.0,     0.84,     0.63,    -0.10,     0.18,   569.32,   320.30
 6.0,     0.75,     0.56,    -0.10,     0.21,   528.98,   305.34
 7.0,     0.70,     0.50,    -0.10,     0.24,   506.62,   287.48
 7.8,     0.64,     0.47,    -0.11,     0.27,   493.48,   277.34
 8.0,     0.62,     0.46,    -0.11,     0.27,   489.90,   274.52
 9.0,     0.55,     0.43,    -0.11,     0.30,   476.12,   270.51
10.0,     0.49,     0.42,    -0.11,     0.33,   472.59,   279.46
11.0,     0.47,     0.42,    -0.10,     0.35,   480.66,   297.56
12.0,     0.44,     0.42,    -0.10,     0.36,   487.82,   311.09
13.0,     0.39,     0.40,    -0.11,     0.34,   479.00,   307.39
14.0,     0.30,     0.34,    -0.13,     0.32,   449.18,   280.94
15.0,     0.19,     0.26,    -0.15,     0.28,   406.02,   233.16
16.0,     0.10,     0.19,    -0.16,     0.24,   362.21,   169.80
17.0,     0.05,     0.14,    -0.17,     0.21,   328.54,   101.94
18.0,     0.02,     0.12,    -0.17,     0.18,   309.83,    47.15
19.0,     0.01,     0.11,    -0.16,     0.15,   302.67,    15.33
20.0,     0.00,     0.10,    -0.16,     0.13,   300.97,     3.63
