r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     0.91,     0.67,     0.08,     0.19,   550.69,   314.73
-4.0,     1.10,     0.74,     0.09,     0.18,   634.76,   324.09
-3.0,     1.41,     0.76,     0.10,     0.17,   791.34,   308.44
-2.0,     1.79,     0.67,     0.08,     0.16,   989.23,   243.76
-1.0,     2.03,     0.55,     0.04,     0.14,  1109.48,   163.48
 0.0,     2.09,     0.51,    -0.00,     0.14,  1129.58,   141.61
 1.0,     2.00,     0.58,    -0.04,     0.14,  1095.20,   178.81
 2.0,     1.74,     0.71,    -0.08,     0.16,   967.60,   259.48
 3.0,     1.38,     0.77,    -0.10,     0.17,   776.49,   316.66
 4.0,     1.08,     0.74,    -0.09,     0.18,   627.11,   327.53
 5.0,     0.90,     0.67,    -0.08,     0.20,   545.79,   316.86
 6.0,     0.81,     0.60,    -0.08,     0.22,   507.58,   298.30
 7.0,     0.74,     0.54,    -0.08,     0.25,   488.56,   278.46
 8.0,     0.66,     0.49,    -0.09,     0.28,   474.56,   261.89
 9.0,     0.58,     0.46,    -0.09,     0.30,   463.28,   252.85
10.0,     0.51,     0.44,    -0.09,     0.32,   459.01,   255.47
11.0,     0.48,     0.43,    -0.09,     0.34,   463.48,   268.50
12.0,     0.46,     0.43,    -0.08,     0.35,   469.03,   281.99
13.0,     0.41,     0.43,    -0.09,     0.35,   464.41,   285.24
14.0,     0.33,     0.39,    -0.10,     0.33,   443.49,   270.81
15.0,     0.23,     0.32,    -0.12,     0.30,   410.18,   237.46
16.0,     0.14,     0.24,    -0.15,     0.26,   373.15,   188.72
17.0,     0.07,     0.17,    -0.16,     0.23,   340.11,   130.14
18.0,     0.03,     0.14,    -0.16,     0.19,   317.35,    73.83
19.0,     0.02,     0.12,    -0.16,     0.17,   306.05,    33.51
20.0,     0.01,     0.11,    -0.15,     0.15,   302.19,    12.32
