r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     1.45,     0.71,     0.02,     0.26,   524.54,   306.53
-4.2,     1.64,     0.77,     0.02,     0.25,   579.72,   327.98
-4.0,     1.68,     0.79,     0.02,     0.25,   589.94,   331.79
-3.0,     2.07,     0.89,     0.02,     0.25,   716.58,   341.39
-2.0,     2.62,     0.96,     0.01,     0.24,   913.38,   312.48
-1.0,     3.06,     0.96,    -0.00,     0.24,  1074.50,   256.71
 0.0,     3.18,     0.95,    -0.01,     0.23,  1118.66,   232.89
 1.0,     3.01,     0.97,    -0.01,     0.24,  1058.59,   265.38
 2.0,     2.56,     0.97,    -0.02,     0.25,   894.41,   316.74
 3.0,     2.04,     0.89,    -0.03,     0.25,   706.21,   338.52
 4.0,     1.66,     0.79,    -0.02,     0.26,   584.70,   326.79
 5.0,     1.44,     0.72,    -0.02,     0.26,   519.97,   302.82
 6.0,     1.28,     0.67,    -0.03,     0.26,   483.99,   276.35
 7.0,     1.14,     0.63,    -0.03,     0.26,   460.50,   249.38
 8.0,     1.01,     0.60,    -0.05,     0.26,   442.94,   224.33
 9.0,     0.88,     0.57,    -0.06,     0.26,   429.85,   205.17
10.0,     0.77,     0.54,    -0.07,     0.27,   420.11,   191.55
11.0,     0.67,     0.51,    -0.08,     0.27,   412.50,   181.61
12.0,     0.58,     0.47,    -0.09,     0.28,   405.87,   172.83
13.0,     0.52,     0.44,    -0.09,     0.28,   399.25,   164.86
14.0,     0.45,     0.42,    -0.09,     0.28,   391.81,   156.38
15.0,     0.39,     0.39,    -0.10,     0.28,   382.95,   146.34
16.0,     0.34,     0.37,    -0.10,     0.27,   373.43,   136.14
17.0,     0.29,     0.35,    -0.10,     0.26,   363.17,   125.10
18.0,     0.24,     0.32,    -0.11,     0.25,   352.20,   112.68
19.0,     0.19,     0.29,    -0.11,     0.24,   341.29,    99.02
20.0,     0.15,     0.25,    -0.11,     0.22,   330.62,    82.14
