r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     0.35,     0.33,     0.30,     0.18,   761.79,   280.76
-4.0,     0.39,     0.32,     0.29,     0.16,   837.22,   259.73
-3.0,     0.45,     0.28,     0.26,     0.14,   927.22,   217.19
-2.0,     0.52,     0.20,     0.18,     0.12,  1004.07,   155.08
-1.0,     0.56,     0.13,     0.09,     0.11,  1033.07,   107.77
 0.0,     0.56,     0.12,    -0.00,     0.11,  1032.16,    93.95
 1.0,     0.55,     0.13,    -0.09,     0.11,  1029.50,   107.49
 2.0,     0.52,     0.21,    -0.18,     0.12,   995.25,   160.84
 3.0,     0.45,     0.28,    -0.25,     0.14,   919.90,   222.52
 4.0,     0.40,     0.32,    -0.29,     0.16,   838.05,   262.37
 4.1,     0.39,     0.32,    -0.29,     0.16,   832.10,   264.00
 5.0,     0.36,     0.33,    -0.30,     0.18,   766.63,   281.34
 6.0,     0.34,     0.32,    -0.29,     0.19,   707.25,   290.27
 7.0,     0.33,     0.30,    -0.29,     0.19,   663.24,   293.74
 7.9,     0.33,     0.28,    -0.28,     0.19,   636.07,   296.19
 8.0,     0.33,     0.28,    -0.28,     0.19,   633.60,   296.42
 9.0,     0.32,     0.27,    -0.28,     0.18,   603.98,   302.46
10.0,     0.30,     0.27,    -0.28,     0.18,   561.93,   303.17
11.0,     0.27,     0.27,    -0.27,     0.19,   520.02,   292.46
12.0,     0.24,     0.24,    -0.27,     0.19,   480.35,   265.80
13.0,     0.18,     0.20,    -0.26,     0.18,   422.44,   208.68
14.0,     0.09,     0.14,    -0.24,     0.17,   356.77,   126.03
15.0,     0.04,     0.10,    -0.21,     0.15,   315.15,    50.58
16.0,     0.02,     0.08,    -0.20,     0.12,   302.46,    11.12
17.0,     0.02,     0.06,    -0.18,     0.11,   300.68,     1.22
18.0,     0.01,     0.05,    -0.17,     0.09,   300.51,     0.08
19.0,     0.02,     0.05,    -0.16,     0.08,   300.50,     0.01
20.0,     0.02,     0.04,    -0.15,     0.08,   300.48,     0.01
