r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     1.74,     0.84,     0.02,     0.26,   629.86,   288.25
-3.0,     2.30,     0.89,     0.01,     0.26,   799.11,   295.64
-1.0,     2.74,     0.86,     0.01,     0.26,   935.62,   261.25
 1.0,     2.71,     0.87,    -0.01,     0.26,   924.13,   261.95
 3.0,     2.27,     0.90,    -0.01,     0.25,   783.16,   296.26
 5.0,     1.73,     0.84,    -0.01,     0.26,   624.63,   285.89
 7.0,     1.26,     0.71,    -0.03,     0.25,   508.51,   234.55
 9.0,     0.87,     0.60,    -0.06,     0.24,   434.81,   177.02
11.0,     0.55,     0.50,    -0.08,     0.23,   388.33,   131.60
13.0,     0.33,     0.40,    -0.09,     0.22,   356.88,    99.92
15.0,     0.19,     0.31,    -0.09,     0.20,   334.07,    75.41
17.0,     0.09,     0.21,    -0.09,     0.17,   317.30,    51.35
19.0,     0.04,     0.13,    -0.09,     0.13,   306.72,    28.28
21.0,     0.02,     0.09,    -0.09,     0.11,   301.82,    11.13
