r, W_Mean, W_RMS, U_Mean, U_RMS, T_Mean, T_RMS
cm, m/s, m/s, m/s, m/s, K, K
-5.0,     1.01,     0.61,     0.14,     0.17,   675.79,   264.87
-3.0,     1.37,     0.55,     0.10,     0.16,   845.01,   230.94
-1.0,     1.60,     0.44,     0.04,     0.16,   965.61,   173.96
 1.0,     1.59,     0.45,    -0.05,     0.17,   961.17,   175.56
 3.0,     1.34,     0.56,    -0.11,     0.17,   835.58,   232.80
 5.0,     0.98,     0.61,    -0.13,     0.17,   663.43,   262.08
 7.0,     0.68,     0.57,    -0.15,     0.19,   531.17,   248.70
 9.0,     0.49,     0.49,    -0.16,     0.20,   460.04,   221.41
11.0,     0.33,     0.41,    -0.16,     0.21,   415.00,   190.52
13.0,     0.19,     0.32,    -0.15,     0.21,   375.10,   148.54
15.0,     0.07,     0.20,    -0.14,     0.18,   335.26,    90.26
17.0,     0.01,     0.11,    -0.14,     0.14,   308.48,    32.04
19.0,    -0.01,     0.09,    -0.13,     0.10,   301.05,     5.24
21.0,    -0.00,     0.07,    -0.12,     0.08,   300.24,     0.42
