s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C
 6.2000797E+001, 1.0439066E+001, 1.9145771E+001, 4.6676743E+001, 1.8392492E+001, 1.0141080E+001, 8.5721228E+000, 1.6255975E+001, 3.9496732E+001, 1.3935416E+001, 7.4425050E+000, 9.2440700E+000, 2.0266504E+001, 3.6410901E+001, 1.1098364E+001, 6.4474034E+000, 7.0819053E+000, 1.6737013E+001, 2.4660344E+001, 1.0279804E+001, 4.7973998E+000, 1.2667574E+001, 6.4167466E+000, 3.5044416E+000, 2.1246053E+000, 1.4235467E+000, 1.0121348E+002, 6.0545608E+001, 4.4385646E+001, 3.6324451E+001, 3.1967168E+001
 6.2501151E+001, 1.0588542E+001, 1.9805649E+001, 4.7283960E+001, 1.8871476E+001, 1.0293037E+001, 7.8959313E+000, 1.6518235E+001, 3.6802691E+001, 1.3977671E+001, 7.1026306E+000, 7.3175201E+000, 1.6096658E+001, 2.9985310E+001, 1.4875999E+001, 6.2583745E+000, 5.4629167E+000, 1.1847554E+001, 2.1315142E+001, 1.7611043E+001, 6.3128481E+000, 1.0128740E+001, 3.8450739E+000, 1.9728399E+000, 1.5741628E+000, 1.6393531E+000, 1.0292361E+002, 6.0839357E+001, 4.4777266E+001, 3.6831197E+001, 3.2805507E+001
 6.3000935E+001, 1.0658582E+001, 2.0009248E+001, 4.7220360E+001, 1.9727586E+001, 1.0473609E+001, 8.6563935E+000, 1.7164957E+001, 3.8373890E+001, 1.5321203E+001, 8.0553707E+000, 8.4019159E+000, 1.7294667E+001, 3.2699606E+001, 1.1188248E+001, 6.5289987E+000, 8.2760785E+000, 1.2735167E+001, 2.1090223E+001, 8.7808529E+000, 4.8878998E+000, 1.3286737E+001, 9.3354645E+000, 5.4256383E+000, 2.5037270E+000, 1.1701944E+000, 1.0464235E+002, 6.2020405E+001, 4.5000381E+001, 3.6447223E+001, 3.2423261E+001
 6.3500643E+001, 1.0262190E+001, 2.0648881E+001, 4.4512757E+001, 1.9251533E+001, 1.0103695E+001, 8.0820601E+000, 1.7647316E+001, 3.8055516E+001, 1.2627355E+001, 7.5085996E+000, 7.2000088E+000, 1.5171528E+001, 3.1978350E+001, 1.0054167E+001, 6.0560602E+000, 5.7127625E+000, 1.4301686E+001, 2.2844926E+001, 1.0071948E+001, 5.4708384E+000, 1.3838128E+001, 8.6979190E+000, 5.0722863E+000, 2.5104899E+000, 2.0437335E+000, 1.0908732E+002, 6.6592835E+001, 4.8281484E+001, 3.8380492E+001, 3.3502794E+001
 6.4000683E+001, 1.0829555E+001, 2.0494707E+001, 4.4863086E+001, 2.0508733E+001, 1.1079430E+001, 9.5975837E+000, 1.7087695E+001, 3.7035837E+001, 2.0810867E+001, 9.5660830E+000, 1.0275172E+001, 1.7388460E+001, 3.4981443E+001, 1.6941732E+001, 7.5918072E+000, 6.5488171E+000, 1.0037368E+001, 2.4211461E+001, 1.3715106E+001, 6.3670674E+000, 1.1945631E+001, 5.1715466E+000, 2.5961935E+000, 2.2320599E+000, 1.4105522E+000, 1.1160016E+002, 6.7965576E+001, 4.9433762E+001, 3.8698183E+001, 3.3311883E+001
 6.4500785E+001, 1.1168169E+001, 2.0663745E+001, 4.8930473E+001, 2.0742027E+001, 1.0831719E+001, 1.3573567E+001, 2.3936087E+001, 3.8752993E+001, 1.7441591E+001, 8.5597693E+000, 1.4376312E+001, 1.9319185E+001, 2.9359721E+001, 1.0985368E+001, 7.5275693E+000, 1.1476612E+001, 1.4038423E+001, 2.0170025E+001, 7.9119060E+000, 5.1653016E+000, 8.7708956E+000, 4.4690769E+000, 3.6312031E+000, 2.2414655E+000, 1.4933885E+000, 1.1276601E+002, 6.8692495E+001, 4.9689007E+001, 3.8934944E+001, 3.3377317E+001
 6.5000896E+001, 1.1308277E+001, 2.1379042E+001, 4.7849236E+001, 2.0441735E+001, 1.0883047E+001, 9.4511646E+000, 1.7690303E+001, 4.0713238E+001, 2.1427172E+001, 9.9998534E+000, 7.7663995E+000, 1.2686547E+001, 3.0251742E+001, 1.6094688E+001, 8.4802609E+000, 4.6606272E+000, 6.6192983E+000, 1.7520775E+001, 8.5924417E+000, 4.2730762E+000, 8.8530593E+000, 5.2245672E+000, 2.8698378E+000, 1.7084550E+000, 1.0598962E+000, 1.1467992E+002, 6.8698380E+001, 4.8940586E+001, 3.8452507E+001, 3.3057036E+001
 6.5500387E+001, 1.1358044E+001, 2.0630170E+001, 4.7218977E+001, 2.0461010E+001, 1.0771162E+001, 1.0504402E+001, 2.0183055E+001, 3.8813694E+001, 1.8007230E+001, 1.0124285E+001, 9.5305532E+000, 1.8840880E+001, 3.2836319E+001, 1.8236964E+001, 9.2596177E+000, 8.6416626E+000, 1.4253151E+001, 2.1467554E+001, 1.4564584E+001, 9.5049678E+000, 1.2484886E+001, 5.7583751E+000, 2.9367175E+000, 1.9178798E+000, 1.4307161E+000, 1.1773677E+002, 6.9475455E+001, 4.9195709E+001, 3.8869958E+001, 3.3584443E+001
 6.6000939E+001, 1.0481742E+001, 1.8887200E+001, 4.7418575E+001, 1.9192107E+001, 1.0348804E+001, 8.3248999E+000, 1.6674587E+001, 3.4668842E+001, 1.7468140E+001, 8.7060565E+000, 8.9459352E+000, 1.8976163E+001, 3.0385800E+001, 1.5005871E+001, 8.0195364E+000, 7.4087622E+000, 1.3243694E+001, 2.5899547E+001, 1.6090561E+001, 6.7505167E+000, 1.3406914E+001, 4.6201028E+000, 2.5326472E+000, 1.7284086E+000, 1.2454368E+000, 1.1894752E+002, 6.8687180E+001, 4.8743553E+001, 3.8661017E+001, 3.3480277E+001
 6.6500880E+001, 1.0950376E+001, 2.0034351E+001, 4.8442136E+001, 1.9013410E+001, 1.0707470E+001, 8.5333230E+000, 2.0427221E+001, 3.8460550E+001, 1.3871736E+001, 7.6713107E+000, 9.6786337E+000, 2.1217892E+001, 2.9728873E+001, 1.2663038E+001, 6.4465844E+000, 7.0190122E+000, 1.3521739E+001, 2.1233768E+001, 8.4390652E+000, 5.2826585E+000, 1.5279492E+001, 7.8654111E+000, 3.7735672E+000, 2.0163961E+000, 1.4324254E+000, 1.2313148E+002, 7.0791467E+001, 4.9616006E+001, 3.9174361E+001, 3.3973764E+001
 6.7000707E+001, 1.1525734E+001, 2.1942765E+001, 4.8168900E+001, 1.9645564E+001, 1.0921829E+001, 9.8376226E+000, 2.2063757E+001, 4.0791150E+001, 1.5691853E+001, 8.9555443E+000, 1.0418808E+001, 2.0186969E+001, 3.2832344E+001, 1.3628782E+001, 8.1102415E+000, 1.2902982E+001, 2.0511282E+001, 2.3685502E+001, 9.4019365E+000, 5.7367729E+000, 1.0322237E+001, 5.0288247E+000, 3.3944951E+000, 2.5094769E+000, 1.6688078E+000, 1.2595754E+002, 7.1939944E+001, 5.0719566E+001, 3.9993482E+001, 3.4368035E+001
 6.7500654E+001, 1.0698999E+001, 1.9701607E+001, 4.8619397E+001, 1.9523371E+001, 1.0729877E+001, 7.5905093E+000, 1.4913462E+001, 3.8701816E+001, 1.7235095E+001, 7.9212978E+000, 8.5630701E+000, 1.5304108E+001, 3.5327508E+001, 1.3394928E+001, 7.4985757E+000, 6.2136040E+000, 1.2161005E+001, 3.1518557E+001, 1.0427478E+001, 5.6154542E+000, 1.9714899E+001, 7.3516694E+000, 3.4765376E+000, 2.4137709E+000, 2.0142233E+000, 1.3060294E+002, 7.2744269E+001, 5.0659666E+001, 4.0501267E+001, 3.5227667E+001
 6.8000955E+001, 1.1005787E+001, 2.0749962E+001, 4.8143611E+001, 1.9246920E+001, 1.0685064E+001, 7.7112523E+000, 1.3170881E+001, 3.9513753E+001, 1.3817503E+001, 7.7518625E+000, 6.2476661E+000, 1.0691100E+001, 3.5141887E+001, 1.2791636E+001, 7.5552619E+000, 5.1436028E+000, 8.8742778E+000, 3.2002668E+001, 1.2349939E+001, 6.4914446E+000, 2.2157051E+001, 1.1844066E+001, 5.0654891E+000, 2.8120312E+000, 2.2172144E+000, 1.3831586E+002, 7.7231586E+001, 5.2357270E+001, 4.1449780E+001, 3.6188739E+001
 6.8500459E+001, 1.1025444E+001, 2.2164700E+001, 4.5932017E+001, 1.9926110E+001, 1.0418822E+001, 9.4809925E+000, 2.1605338E+001, 4.0294690E+001, 1.6345146E+001, 7.6427226E+000, 8.5144577E+000, 2.1529960E+001, 3.4453199E+001, 1.0109448E+001, 6.3181572E+000, 8.6373720E+000, 2.0247654E+001, 2.7143492E+001, 7.7033575E+000, 4.8423954E+000, 1.5705173E+001, 9.6662201E+000, 6.1304614E+000, 2.9713931E+000, 1.4699489E+000, 1.4139013E+002, 8.0147728E+001, 5.3260511E+001, 4.1455005E+001, 3.6003585E+001
 6.9000577E+001, 1.1245898E+001, 2.2484372E+001, 4.5251620E+001, 2.3790417E+001, 1.1407183E+001, 1.2608706E+001, 2.4885289E+001, 3.8711118E+001, 1.8483627E+001, 9.4110145E+000, 1.2889221E+001, 1.9435095E+001, 2.9050334E+001, 1.6445086E+001, 9.4608972E+000, 7.2945121E+000, 1.3892587E+001, 1.8723488E+001, 1.2506902E+001, 7.2512964E+000, 9.0623319E+000, 4.9841793E+000, 2.7378598E+000, 2.3048924E+000, 1.6324244E+000, 1.4056452E+002, 8.0693673E+001, 5.4774929E+001, 4.2459313E+001, 3.5887060E+001
 6.9500055E+001, 1.1196592E+001, 2.2394741E+001, 4.6087165E+001, 2.2282644E+001, 1.1169937E+001, 8.8421632E+000, 2.0318460E+001, 4.0638492E+001, 1.8997998E+001, 1.1759726E+001, 8.0013808E+000, 1.6195810E+001, 3.3930775E+001, 2.0202322E+001, 1.1654354E+001, 5.8115939E+000, 9.9905901E+000, 2.5054041E+001, 1.7156358E+001, 1.1780463E+001, 1.2149451E+001, 4.6818281E+000, 2.8644910E+000, 2.2538160E+000, 1.6876153E+000, 1.3880401E+002, 7.8927319E+001, 5.4196844E+001, 4.2447053E+001, 3.6159797E+001
 7.0000872E+001, 1.1416882E+001, 2.2869319E+001, 4.7086599E+001, 2.2659333E+001, 1.1068408E+001, 1.4887417E+001, 2.1331176E+001, 3.9940149E+001, 2.4209252E+001, 9.4236150E+000, 1.2763352E+001, 1.9827827E+001, 2.9255005E+001, 2.1394055E+001, 9.0961942E+000, 9.9274108E+000, 1.3508339E+001, 2.1672912E+001, 1.6189153E+001, 8.4736557E+000, 1.1627365E+001, 5.5632246E+000, 2.7090924E+000, 2.0678454E+000, 1.7680137E+000, 1.3976470E+002, 7.9094296E+001, 5.4185934E+001, 4.2820638E+001, 3.6779060E+001
 7.0500158E+001, 1.0869087E+001, 2.0125605E+001, 4.8382116E+001, 1.9628400E+001, 1.0959349E+001, 9.8851669E+000, 2.0859108E+001, 3.9043016E+001, 2.1146962E+001, 1.1396652E+001, 1.1197592E+001, 1.4813799E+001, 2.8861401E+001, 2.3214637E+001, 1.2391455E+001, 7.6954503E+000, 1.1385836E+001, 2.1584146E+001, 1.8734833E+001, 1.0790328E+001, 1.0997755E+001, 7.4671268E+000, 4.5839543E+000, 2.1020482E+000, 1.1203934E+000, 1.4116316E+002, 8.1728429E+001, 5.5323468E+001, 4.2500171E+001, 3.6046909E+001
 7.1000190E+001, 1.0828084E+001, 1.9472902E+001, 4.6667693E+001, 1.9488188E+001, 1.0732598E+001, 8.6271042E+000, 1.6620295E+001, 3.8003172E+001, 1.9049042E+001, 1.0019558E+001, 8.1786927E+000, 1.9005234E+001, 3.2275105E+001, 1.8455084E+001, 8.5905867E+000, 8.4487154E+000, 1.6070712E+001, 2.6312539E+001, 1.7078453E+001, 9.1869237E+000, 1.6427370E+001, 6.8044264E+000, 4.0041979E+000, 2.8611787E+000, 2.2499437E+000, 1.4626680E+002, 8.2864873E+001, 5.6101194E+001, 4.3395621E+001, 3.6968416E+001
 7.1500216E+001, 1.0928886E+001, 2.2250983E+001, 4.9177067E+001, 2.3467354E+001, 1.1580194E+001, 9.4620583E+000, 2.3824332E+001, 4.4902686E+001, 2.3628053E+001, 1.0635101E+001, 9.8701573E+000, 1.3883906E+001, 3.3009448E+001, 1.8723315E+001, 9.8780051E+000, 5.7673193E+000, 8.7970246E+000, 2.1735255E+001, 1.1496623E+001, 6.8438925E+000, 1.7306156E+001, 8.8365421E+000, 4.6215909E+000, 2.3700105E+000, 1.7089728E+000, 1.4980116E+002, 8.4992416E+001, 5.7187928E+001, 4.3685848E+001, 3.7383966E+001
 7.2000129E+001, 1.0763859E+001, 2.1394494E+001, 4.9152952E+001, 2.0797051E+001, 1.1083406E+001, 1.0256373E+001, 1.8447640E+001, 3.9653445E+001, 1.9696453E+001, 8.4455016E+000, 1.0460613E+001, 2.1931675E+001, 2.9550367E+001, 1.9555057E+001, 7.8147403E+000, 8.6520743E+000, 1.8257961E+001, 2.4660502E+001, 1.6056726E+001, 7.7046048E+000, 1.8083593E+001, 1.1647397E+001, 7.0729873E+000, 4.2729870E+000, 2.7707058E+000, 1.5520161E+002, 9.0264967E+001, 6.0161334E+001, 4.5418228E+001, 3.8186454E+001
 7.2500230E+001, 1.0899997E+001, 2.0606109E+001, 4.5120293E+001, 2.0937268E+001, 1.0984387E+001, 9.2777350E+000, 2.3655152E+001, 4.0562103E+001, 2.0169732E+001, 8.7476504E+000, 1.2816935E+001, 2.2427564E+001, 2.9616351E+001, 1.9171538E+001, 8.0486683E+000, 1.0727695E+001, 1.6948226E+001, 1.7526536E+001, 8.8699099E+000, 5.1384437E+000, 1.0531315E+001, 9.4149406E+000, 4.5684777E+000, 2.6662955E+000, 1.9244631E+000, 1.5442351E+002, 9.2788588E+001, 6.0402342E+001, 4.5600777E+001, 3.8493537E+001
 7.3000288E+001, 1.0822458E+001, 2.1657779E+001, 4.7465273E+001, 2.0360617E+001, 1.0811802E+001, 9.0139554E+000, 1.9433306E+001, 3.7848259E+001, 1.6517250E+001, 8.4247252E+000, 9.7095743E+000, 2.4176255E+001, 3.9364846E+001, 1.5377187E+001, 8.0020502E+000, 1.1997561E+001, 2.1869140E+001, 2.8909272E+001, 1.2518181E+001, 7.6323085E+000, 1.5396708E+001, 7.9013975E+000, 5.0711353E+000, 2.8272297E+000, 1.4892113E+000, 1.5473013E+002, 9.1520652E+001, 6.0400457E+001, 4.5376658E+001, 3.8104308E+001
 7.3500522E+001, 1.0707288E+001, 2.1872395E+001, 4.4823980E+001, 2.2494296E+001, 1.1130225E+001, 1.0130731E+001, 1.8807658E+001, 3.8648705E+001, 1.9688365E+001, 9.9110022E+000, 1.1328536E+001, 1.6833229E+001, 3.3188610E+001, 2.3931015E+001, 9.9180666E+000, 7.5059000E+000, 1.4066207E+001, 2.5583398E+001, 2.1296180E+001, 8.6939605E+000, 1.4266958E+001, 6.3727640E+000, 3.6563737E+000, 2.2246328E+000, 1.4061015E+000, 1.5689326E+002, 9.0790207E+001, 6.0247533E+001, 4.5419477E+001, 3.8042913E+001
 7.4000309E+001, 1.1673134E+001, 2.5598395E+001, 4.9450696E+001, 2.5166557E+001, 1.2060415E+001, 9.3754165E+000, 1.7146163E+001, 4.2531515E+001, 2.1909780E+001, 1.0702317E+001, 8.6664746E+000, 1.5661005E+001, 3.3100419E+001, 2.4183562E+001, 1.2079653E+001, 8.7198393E+000, 1.8022441E+001, 2.5152134E+001, 1.6172083E+001, 9.9450579E+000, 1.3259475E+001, 6.0404627E+000, 3.5511089E+000, 2.3276393E+000, 1.4841106E+000, 1.5692545E+002, 9.0067574E+001, 5.9939034E+001, 4.5332640E+001, 3.7843784E+001
 7.4500505E+001, 1.0799577E+001, 2.1060168E+001, 4.5155261E+001, 2.1946981E+001, 1.1415970E+001, 1.1190227E+001, 2.7229094E+001, 3.9241943E+001, 2.1596426E+001, 1.0428393E+001, 1.1634381E+001, 2.3749454E+001, 3.2452036E+001, 2.0504236E+001, 9.2933630E+000, 9.6065055E+000, 1.4836793E+001, 2.3699674E+001, 1.7705369E+001, 1.0567383E+001, 1.5718907E+001, 8.6980406E+000, 4.8444831E+000, 3.1521692E+000, 2.2063407E+000, 1.6027591E+002, 9.2483648E+001, 6.1006658E+001, 4.6156767E+001, 3.8416751E+001
 7.5000284E+001, 1.0919084E+001, 2.1790987E+001, 4.6040333E+001, 2.2935175E+001, 1.1605505E+001, 9.2380587E+000, 2.1963443E+001, 3.8463092E+001, 1.6595716E+001, 9.3697965E+000, 1.2586384E+001, 2.1493899E+001, 3.7536200E+001, 2.1921516E+001, 1.2400156E+001, 1.0682796E+001, 1.9166018E+001, 2.9767374E+001, 1.7992912E+001, 1.1030470E+001, 1.7852071E+001, 8.9906558E+000, 4.5319013E+000, 2.4454634E+000, 1.6551031E+000, 1.6314434E+002, 9.4612136E+001, 6.1996458E+001, 4.6684864E+001, 3.9136943E+001
 7.5500613E+001, 1.1419919E+001, 2.4075284E+001, 4.7108915E+001, 2.5541852E+001, 1.2731938E+001, 9.0316405E+000, 1.8591320E+001, 4.1262688E+001, 1.9261008E+001, 9.5439317E+000, 8.2967485E+000, 1.6476184E+001, 3.8069791E+001, 1.8890324E+001, 8.2631334E+000, 6.2832835E+000, 1.3559573E+001, 2.8968206E+001, 1.4426422E+001, 7.2281223E+000, 2.0679016E+001, 1.4181708E+001, 9.4839159E+000, 6.7547078E+000, 4.4244374E+000, 1.6742858E+002, 9.9523716E+001, 6.4972013E+001, 4.8645250E+001, 3.9951670E+001
 7.6000034E+001, 1.1751169E+001, 2.2633128E+001, 4.9082927E+001, 2.1777581E+001, 1.1559077E+001, 1.1402668E+001, 2.7405326E+001, 4.0253705E+001, 2.3729216E+001, 1.4413488E+001, 1.1604304E+001, 2.4853477E+001, 3.6289202E+001, 2.0720969E+001, 1.1393352E+001, 9.9607984E+000, 2.0077862E+001, 2.5885305E+001, 1.7895339E+001, 7.7767308E+000, 1.3028826E+001, 6.8520898E+000, 2.9827104E+000, 1.3438378E+000, 1.1487057E+000, 1.6744937E+002, 1.0007667E+002, 6.5822742E+001, 4.9946781E+001, 4.1554493E+001
 7.6500021E+001, 1.1324898E+001, 2.2435635E+001, 4.7917839E+001, 2.1780535E+001, 1.1402180E+001, 1.0323629E+001, 1.9605843E+001, 4.4005179E+001, 2.5339699E+001, 1.0855327E+001, 1.1719846E+001, 2.0403181E+001, 3.8840379E+001, 2.4824148E+001, 9.8519506E+000, 9.7105059E+000, 1.4468512E+001, 3.1204816E+001, 1.9253573E+001, 8.1686924E+000, 1.7313921E+001, 6.9744567E+000, 3.1492258E+000, 2.3815843E+000, 1.4730244E+000, 1.6824104E+002, 9.9050984E+001, 6.5183445E+001, 4.9188801E+001, 4.0423348E+001
 7.7001066E+001, 1.1799960E+001, 2.3454287E+001, 4.8959259E+001, 2.2018604E+001, 1.1406311E+001, 9.8639613E+000, 2.1514137E+001, 4.1580331E+001, 1.8117707E+001, 9.0623565E+000, 9.2244758E+000, 2.0911732E+001, 3.7653257E+001, 1.9274804E+001, 7.9116462E+000, 7.8345446E+000, 1.8600131E+001, 2.8343908E+001, 1.5648618E+001, 7.3769863E+000, 1.9074369E+001, 1.3060284E+001, 7.5567741E+000, 4.8023414E+000, 2.5931122E+000, 1.7392358E+002, 1.0576346E+002, 6.8879277E+001, 5.1233940E+001, 4.1169693E+001
 7.7500648E+001, 1.1666663E+001, 2.1161638E+001, 5.0496152E+001, 2.1850987E+001, 1.1354795E+001, 8.8211946E+000, 1.5597928E+001, 3.9971504E+001, 2.1763133E+001, 9.6610737E+000, 7.6260978E+000, 1.4915795E+001, 3.5347269E+001, 2.2358779E+001, 1.1041710E+001, 6.3983104E+000, 1.3701191E+001, 2.3628027E+001, 2.0664589E+001, 1.4111833E+001, 1.2594967E+001, 7.9050156E+000, 6.6063099E+000, 4.7016579E+000, 3.1728070E+000, 1.7611383E+002, 1.0766703E+002, 7.0761973E+001, 5.2770962E+001, 4.2532124E+001
 7.8000420E+001, 1.1539703E+001, 2.3912922E+001, 4.9486231E+001, 2.2031196E+001, 1.1408673E+001, 9.1900099E+000, 1.8434184E+001, 4.1780774E+001, 1.7521850E+001, 9.3898718E+000, 7.8189026E+000, 1.6304152E+001, 3.9002681E+001, 1.8087400E+001, 8.9669204E+000, 7.3371849E+000, 1.5422701E+001, 3.2116971E+001, 1.5073367E+001, 7.9682492E+000, 1.8497471E+001, 6.2179391E+000, 3.7283774E+000, 2.6747795E+000, 1.6150525E+000, 1.7533732E+002, 1.0389972E+002, 6.8740628E+001, 5.1878316E+001, 4.1863385E+001
 7.8501154E+001, 1.1567238E+001, 2.4702282E+001, 4.8705638E+001, 1.9762980E+001, 1.0882776E+001, 1.1744603E+001, 2.3170563E+001, 4.3124947E+001, 1.6601262E+001, 8.8578169E+000, 1.3570205E+001, 2.6824885E+001, 3.7371692E+001, 1.6268245E+001, 8.1679862E+000, 1.4887718E+001, 2.2070472E+001, 2.8051969E+001, 1.1315845E+001, 6.2878556E+000, 2.1907453E+001, 1.3364981E+001, 6.4950554E+000, 3.1962585E+000, 1.6627044E+000, 1.8315092E+002, 1.0965777E+002, 6.9896328E+001, 5.1386903E+001, 4.1207761E+001
 7.9000435E+001, 1.2097751E+001, 2.2261124E+001, 5.4236256E+001, 2.2589321E+001, 1.2168922E+001, 9.3127058E+000, 1.7592838E+001, 3.9688967E+001, 2.0633230E+001, 1.0251499E+001, 9.5391397E+000, 1.8900506E+001, 3.2887699E+001, 2.1024925E+001, 1.1331930E+001, 1.2240510E+001, 1.7857417E+001, 2.7487346E+001, 2.0003149E+001, 8.6954252E+000, 1.4832190E+001, 6.6140868E+000, 3.5016573E+000, 2.4809016E+000, 2.1626483E+000, 1.8208319E+002, 1.0855945E+002, 6.9926754E+001, 5.2164920E+001, 4.2386652E+001
 7.9500177E+001, 1.1833596E+001, 2.3311526E+001, 5.0767350E+001, 2.1387156E+001, 1.1748742E+001, 1.1153821E+001, 2.7730253E+001, 4.6635399E+001, 2.4283383E+001, 1.2661718E+001, 1.1569852E+001, 2.5574943E+001, 3.8110120E+001, 1.9191612E+001, 1.1650823E+001, 9.2675478E+000, 1.5947629E+001, 2.9910149E+001, 1.8667013E+001, 9.0458673E+000, 1.7434353E+001, 8.0969134E+000, 4.7959083E+000, 2.8073130E+000, 1.8141408E+000, 1.8486361E+002, 1.0894815E+002, 7.0060510E+001, 5.1740607E+001, 4.1858665E+001
 8.0000082E+001, 1.1755350E+001, 2.3253281E+001, 4.8943513E+001, 2.3889285E+001, 1.1793238E+001, 9.3423731E+000, 1.8138412E+001, 3.9015631E+001, 1.8665291E+001, 9.1884277E+000, 9.6709715E+000, 2.0874873E+001, 3.9542707E+001, 1.7145390E+001, 1.1476914E+001, 1.2563956E+001, 2.1289334E+001, 3.6090089E+001, 1.6005530E+001, 9.0005053E+000, 1.8795823E+001, 8.2770213E+000, 5.4717934E+000, 2.6186495E+000, 1.8157578E+000, 1.8587222E+002, 1.0938115E+002, 7.1128564E+001, 5.1820013E+001, 4.2131392E+001
 8.0500666E+001, 1.1313202E+001, 2.0594226E+001, 4.7662747E+001, 2.2991334E+001, 1.1697689E+001, 9.0238735E+000, 1.7184289E+001, 3.9373921E+001, 2.7687997E+001, 1.1202668E+001, 8.4114842E+000, 2.0145150E+001, 3.2318571E+001, 2.4987010E+001, 1.0467025E+001, 1.1177679E+001, 2.1256137E+001, 2.6730668E+001, 1.7738208E+001, 8.5295480E+000, 2.2120158E+001, 1.1014720E+001, 5.2009515E+000, 2.6370430E+000, 1.4873752E+000, 1.9158755E+002, 1.1181109E+002, 7.1442716E+001, 5.1694719E+001, 4.1853611E+001
 8.1000241E+001, 1.1761008E+001, 2.2460621E+001, 4.8155771E+001, 2.2637417E+001, 1.1636016E+001, 9.3779175E+000, 1.8330190E+001, 3.9951502E+001, 1.8474783E+001, 9.2145065E+000, 1.0242786E+001, 2.0920127E+001, 4.0413805E+001, 1.9502780E+001, 1.0054604E+001, 1.2643358E+001, 2.1610800E+001, 2.8476495E+001, 1.4615473E+001, 6.9739696E+000, 1.5209276E+001, 8.1797339E+000, 4.5420813E+000, 3.1904888E+000, 1.9837256E+000, 1.9168738E+002, 1.1326884E+002, 7.2049235E+001, 5.2542747E+001, 4.2338260E+001
 8.1500891E+001, 1.1384308E+001, 2.2979688E+001, 4.6815610E+001, 2.0469708E+001, 1.1026592E+001, 9.7781700E+000, 2.0466914E+001, 3.9874146E+001, 2.0929678E+001, 1.1773275E+001, 8.4162033E+000, 1.6384103E+001, 3.2611060E+001, 2.1046471E+001, 1.1225020E+001, 6.4565101E+000, 1.1619489E+001, 2.6887173E+001, 2.0687502E+001, 9.2088320E+000, 2.1712589E+001, 1.5271926E+001, 1.1007216E+001, 6.5275925E+000, 3.7653546E+000, 1.9508565E+002, 1.1755192E+002, 7.5775431E+001, 5.4543501E+001, 4.3154244E+001
 8.2000996E+001, 1.1712785E+001, 2.2002822E+001, 4.7395851E+001, 2.0513234E+001, 1.1266259E+001, 1.1018539E+001, 2.5026163E+001, 4.3219991E+001, 1.7290577E+001, 9.5134840E+000, 9.3008460E+000, 2.0670048E+001, 3.7299947E+001, 2.7415316E+001, 1.0638246E+001, 9.6844791E+000, 1.5998866E+001, 2.6749325E+001, 2.7173843E+001, 1.9342486E+001, 1.7584341E+001, 8.1062391E+000, 4.7411547E+000, 3.0340530E+000, 1.8956347E+000, 1.9599474E+002, 1.1837165E+002, 7.6890686E+001, 5.5463721E+001, 4.3738726E+001
 8.2501159E+001, 1.2271574E+001, 2.7540766E+001, 5.0268574E+001, 2.2313833E+001, 1.1652706E+001, 9.9819939E+000, 1.9861508E+001, 4.2755784E+001, 1.5903276E+001, 8.7823215E+000, 1.3795113E+001, 2.4002741E+001, 3.8460925E+001, 1.4828409E+001, 8.2508723E+000, 1.3963428E+001, 2.3001020E+001, 2.9474933E+001, 1.7231831E+001, 8.8047985E+000, 2.1998946E+001, 1.3948939E+001, 8.1446208E+000, 4.9354760E+000, 3.4222045E+000, 1.9876169E+002, 1.2095841E+002, 7.7982462E+001, 5.6318594E+001, 4.4753948E+001
 8.3000892E+001, 1.2310642E+001, 2.5014165E+001, 4.9949151E+001, 2.1694219E+001, 1.2241575E+001, 1.2453026E+001, 2.9066790E+001, 4.1223013E+001, 2.5636103E+001, 1.1303963E+001, 1.1616321E+001, 2.2562068E+001, 3.8802566E+001, 2.6186774E+001, 1.0139380E+001, 1.0491997E+001, 1.7535590E+001, 3.3149132E+001, 2.1622894E+001, 9.4648203E+000, 2.1891685E+001, 1.1994008E+001, 6.6806410E+000, 3.4719836E+000, 1.9780331E+000, 2.0074756E+002, 1.2255600E+002, 7.9025461E+001, 5.6750607E+001, 4.4927813E+001
 8.3500200E+001, 1.2199697E+001, 2.5277266E+001, 4.9888145E+001, 2.3667498E+001, 1.2009753E+001, 1.0254710E+001, 2.0864581E+001, 4.5998054E+001, 2.3444120E+001, 1.1401696E+001, 8.8262985E+000, 1.8290995E+001, 4.0780522E+001, 2.3424435E+001, 1.3460032E+001, 8.5859643E+000, 1.5336163E+001, 3.2479023E+001, 2.0575032E+001, 1.1242768E+001, 2.1997212E+001, 1.3089074E+001, 6.8262241E+000, 4.5559628E+000, 2.8798020E+000, 2.0532455E+002, 1.2700039E+002, 8.1971353E+001, 5.8911874E+001, 4.6215687E+001
