s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 6.5000782E+001, 4.0738787E+001, 4.6548250E+001, 4.1647540E+001, 5.0823730E+001, 4.0678562E+001, 9.3055083E+000, 9.4032404E+000, 1.0337160E+001, 1.0451826E+001, 1.1501876E+001, 2.8682656E+000, 3.2573503E+000, 3.5202510E+000, 3.9598165E+000, 3.3335752E+000, 1.3512584E+000, 1.6384566E+000, 1.8575715E+000, 1.8407607E+000, 1.4877258E+000
 6.5500641E+001, 3.0273534E+001, 3.6673653E+001, 4.8879474E+001, 3.8002136E+001, 2.8288254E+001, 9.0891582E+000, 9.4394161E+000, 1.2958921E+001, 9.6590566E+000, 6.8320556E+000, 3.3168672E+000, 3.8310899E+000, 4.9421866E+000, 3.7431356E+000, 3.0590961E+000, 2.0795717E+000, 2.2101775E+000, 2.6761480E+000, 2.0468270E+000, 1.7362269E+000
 6.6000257E+001, 2.8704486E+001, 4.0355506E+001, 3.9574315E+001, 4.0557367E+001, 2.9770952E+001, 9.2451629E+000, 1.1325982E+001, 1.2606578E+001, 1.7148195E+001, 1.3243369E+001, 3.3044705E+000, 3.5412053E+000, 4.6116458E+000, 4.6989913E+000, 4.8446779E+000, 1.4210953E+000, 1.3243441E+000, 1.8980526E+000, 1.6906737E+000, 1.9033007E+000
 6.6500596E+001, 4.2460028E+001, 4.6047079E+001, 3.6427584E+001, 4.3595858E+001, 4.4144605E+001, 9.0829199E+000, 8.6969253E+000, 1.0205518E+001, 9.7032939E+000, 1.1044380E+001, 3.4643823E+000, 3.5954737E+000, 3.9643791E+000, 3.7469668E+000, 3.9618403E+000, 1.6712101E+000, 1.5673370E+000, 1.9449323E+000, 1.7958302E+000, 1.9340566E+000
 6.7000408E+001, 2.7618768E+001, 3.6742507E+001, 4.1569676E+001, 3.8805938E+001, 3.0093203E+001, 7.5620327E+000, 8.7987075E+000, 1.5436353E+001, 1.0931535E+001, 7.4729956E+000, 2.7902804E+000, 3.6933755E+000, 6.0021885E+000, 4.6005318E+000, 3.3308109E+000, 2.0853945E+000, 2.3752356E+000, 2.4685752E+000, 2.3953687E+000, 2.1146459E+000
 6.7500416E+001, 3.1012589E+001, 4.7017020E+001, 3.8812392E+001, 4.6160950E+001, 3.0677390E+001, 1.3637790E+001, 1.8936465E+001, 1.4644754E+001, 1.3735502E+001, 1.2312167E+001, 4.9584595E+000, 5.1051738E+000, 4.8420581E+000, 4.2773293E+000, 3.5405159E+000, 1.8501525E+000, 2.0483277E+000, 1.9095685E+000, 1.5514166E+000, 1.3633488E+000
 6.8000165E+001, 4.1227724E+001, 4.4200917E+001, 4.1696474E+001, 4.2902748E+001, 3.7475582E+001, 8.8144890E+000, 9.5626417E+000, 1.0121498E+001, 1.1712450E+001, 8.4090688E+000, 3.5925007E+000, 3.6092188E+000, 4.0754028E+000, 3.6033425E+000, 3.2285027E+000, 1.6709596E+000, 1.9156448E+000, 2.3942902E+000, 1.8288832E+000, 1.5563112E+000
 6.8500183E+001, 3.1694082E+001, 4.5913352E+001, 3.6459230E+001, 4.3850604E+001, 2.7858583E+001, 1.1530520E+001, 1.2324226E+001, 1.4959202E+001, 1.2651081E+001, 9.1517361E+000, 3.7256356E+000, 6.5412990E+000, 6.6283114E+000, 4.4477033E+000, 3.5268033E+000, 2.2788629E+000, 2.5789282E+000, 2.7548234E+000, 1.9820473E+000, 1.7999744E+000
 6.9000756E+001, 3.2893273E+001, 5.0411159E+001, 3.5243755E+001, 5.1179007E+001, 3.2881540E+001, 1.3169524E+001, 1.4511932E+001, 1.2995582E+001, 1.6736994E+001, 1.4769512E+001, 4.3141506E+000, 4.6900779E+000, 5.4934657E+000, 5.1228811E+000, 4.1600601E+000, 1.8363579E+000, 2.3421854E+000, 2.4155316E+000, 1.7867261E+000, 1.8407308E+000
 6.9500745E+001, 3.3083321E+001, 4.7245907E+001, 3.6319506E+001, 4.9790482E+001, 3.7193000E+001, 1.2452096E+001, 1.1821276E+001, 1.0830986E+001, 9.9048995E+000, 1.2812255E+001, 3.4809042E+000, 3.6504688E+000, 4.0214689E+000, 3.4438739E+000, 3.4466678E+000, 1.4269913E+000, 1.5361212E+000, 2.0477898E+000, 1.8182930E+000, 1.6821107E+000
 7.0000408E+001, 3.5092705E+001, 4.8509775E+001, 4.1297427E+001, 4.9556909E+001, 3.7107701E+001, 1.2891481E+001, 1.4342903E+001, 1.1930841E+001, 1.5768801E+001, 1.5849309E+001, 3.8776732E+000, 5.2745726E+000, 5.0550286E+000, 4.6035296E+000, 4.0306841E+000, 1.9134943E+000, 2.3624824E+000, 2.5300936E+000, 2.1083774E+000, 1.8739822E+000
 7.0500383E+001, 3.6407888E+001, 5.4032483E+001, 3.6392842E+001, 5.3963283E+001, 3.4456794E+001, 2.2133558E+001, 1.3242737E+001, 1.1431623E+001, 1.4329686E+001, 2.2059908E+001, 5.7808985E+000, 4.6304850E+000, 4.5197746E+000, 5.1479349E+000, 6.1020653E+000, 2.1531809E+000, 2.0025013E+000, 2.3050914E+000, 2.4350035E+000, 2.5266892E+000
 7.1000349E+001, 3.5496951E+001, 5.0161324E+001, 3.3536799E+001, 5.1134670E+001, 3.3019755E+001, 1.6874468E+001, 1.2037429E+001, 1.1217811E+001, 1.3429844E+001, 1.0295878E+001, 4.7736332E+000, 3.6030646E+000, 4.3589518E+000, 3.9241198E+000, 3.3221343E+000, 1.9624996E+000, 2.0046777E+000, 2.0505924E+000, 1.7120040E+000, 1.6811013E+000
 7.1500625E+001, 3.7460707E+001, 4.9769179E+001, 3.4769142E+001, 5.0608184E+001, 3.0738421E+001, 1.7697485E+001, 1.3955456E+001, 1.1827503E+001, 1.8806407E+001, 9.1941934E+000, 4.6786366E+000, 4.1798135E+000, 4.6537653E+000, 5.7080935E+000, 4.2580958E+000, 2.0261094E+000, 1.9507809E+000, 2.4601441E+000, 2.3281678E+000, 2.1944380E+000
 7.2000094E+001, 3.0804288E+001, 5.0554135E+001, 4.1013317E+001, 5.2705256E+001, 2.5733462E+001, 2.1097765E+001, 1.6976921E+001, 1.4477875E+001, 1.9043194E+001, 1.5016810E+001, 5.8114153E+000, 4.7570237E+000, 5.0212525E+000, 6.0580833E+000, 5.6982424E+000, 2.2073970E+000, 2.2157564E+000, 2.4512008E+000, 2.6378256E+000, 2.4847410E+000
 7.2500007E+001, 3.8140233E+001, 5.1057629E+001, 3.7846067E+001, 5.1196933E+001, 2.9620272E+001, 1.6223711E+001, 1.0965952E+001, 1.1459645E+001, 1.1613673E+001, 1.0970660E+001, 5.2102703E+000, 4.3359665E+000, 4.9674623E+000, 4.0638049E+000, 3.7380909E+000, 1.5582938E+000, 1.8328982E+000, 2.4476719E+000, 1.8784678E+000, 1.6545904E+000
 7.3000302E+001, 2.6792469E+001, 4.9711018E+001, 4.0912815E+001, 5.3825884E+001, 2.1571307E+001, 1.0975107E+001, 1.8073992E+001, 1.5863021E+001, 1.4611971E+001, 8.5003781E+000, 4.3499403E+000, 4.5596823E+000, 6.1948360E+000, 5.0781741E+000, 3.4211057E+000, 2.0359859E+000, 2.3141779E+000, 2.8190729E+000, 2.6536863E+000, 1.9869279E+000
 7.3500029E+001, 3.2195991E+001, 5.1172356E+001, 3.9839436E+001, 4.9448583E+001, 2.4367922E+001, 1.8471357E+001, 1.4839857E+001, 1.5458079E+001, 1.8859542E+001, 9.2778687E+000, 5.1451475E+000, 5.9920035E+000, 5.5937036E+000, 5.3091421E+000, 3.5765300E+000, 1.9600169E+000, 2.0135786E+000, 2.4209111E+000, 1.9877805E+000, 1.6780315E+000
 7.4000791E+001, 4.4174062E+001, 5.2099806E+001, 3.4609610E+001, 5.1505724E+001, 3.6413572E+001, 1.7934348E+001, 1.2581177E+001, 1.1935513E+001, 1.3892761E+001, 9.6220995E+000, 5.6878169E+000, 4.7513365E+000, 5.9512694E+000, 5.0701625E+000, 3.2691887E+000, 2.1570216E+000, 2.2283917E+000, 3.1784854E+000, 2.3147787E+000, 1.7318765E+000
 7.4500331E+001, 3.0881821E+001, 4.8727203E+001, 4.3106158E+001, 4.8313933E+001, 2.1792951E+001, 1.3989768E+001, 1.7019778E+001, 1.7112265E+001, 1.4582813E+001, 1.0267893E+001, 5.3560933E+000, 5.2006879E+000, 6.2841474E+000, 5.1018082E+000, 3.8082804E+000, 2.3109604E+000, 2.1765073E+000, 2.9973416E+000, 2.4767657E+000, 2.0398201E+000
 7.5000094E+001, 3.2592659E+001, 4.7518162E+001, 4.3185342E+001, 5.2001511E+001, 2.3642316E+001, 1.4970337E+001, 1.1470135E+001, 1.8006415E+001, 1.2046327E+001, 8.0938184E+000, 4.8438213E+000, 4.8007229E+000, 7.1974969E+000, 4.6088535E+000, 3.4659780E+000, 1.9508825E+000, 2.2163439E+000, 2.5872917E+000, 1.7868328E+000, 1.5213572E+000
 7.5500364E+001, 4.7828784E+001, 5.1038200E+001, 3.8811288E+001, 4.8803749E+001, 2.8663813E+001, 1.7567463E+001, 1.4238516E+001, 1.3907032E+001, 1.2119260E+001, 1.0522447E+001, 4.4635779E+000, 4.5576096E+000, 4.4556905E+000, 4.7375966E+000, 3.5261235E+000, 1.9861052E+000, 2.0803671E+000, 2.5653254E+000, 2.4645708E+000, 1.7570736E+000
 7.6000930E+001, 4.2080962E+001, 4.9396243E+001, 3.6250717E+001, 5.0019090E+001, 2.0503091E+001, 1.5927478E+001, 1.4334821E+001, 1.4229581E+001, 1.2351748E+001, 7.7773549E+000, 5.5454649E+000, 5.4449633E+000, 6.4437576E+000, 4.5132192E+000, 3.4536985E+000, 2.4470072E+000, 2.2953876E+000, 2.6987901E+000, 2.3061141E+000, 1.8744266E+000
 7.6500044E+001, 3.1988878E+001, 5.2693080E+001, 5.2014158E+001, 4.0103896E+001, 1.7964030E+001, 1.3621600E+001, 1.7982895E+001, 1.8961877E+001, 1.2520632E+001, 6.8362492E+000, 5.3947522E+000, 6.8410501E+000, 7.3030535E+000, 4.1719003E+000, 3.2352167E+000, 2.4783530E+000, 2.9000827E+000, 3.3771127E+000, 2.1724320E+000, 1.6766082E+000
 7.7000310E+001, 4.1911288E+001, 5.3542459E+001, 4.3119775E+001, 4.8888197E+001, 2.3281324E+001, 2.0244331E+001, 1.4365246E+001, 1.5238338E+001, 1.4185754E+001, 8.1250232E+000, 5.3101811E+000, 4.5987166E+000, 5.4955676E+000, 4.7792402E+000, 3.3463198E+000, 1.8996436E+000, 1.8402143E+000, 2.7173025E+000, 1.8763836E+000, 1.5742805E+000
 7.7500135E+001, 4.8080991E+001, 5.5105079E+001, 3.9006861E+001, 5.0134756E+001, 1.9287803E+001, 2.4125209E+001, 1.4762396E+001, 1.3535703E+001, 1.0589682E+001, 6.1263197E+000, 7.0509013E+000, 6.0085474E+000, 5.0635025E+000, 3.9299988E+000, 2.6657321E+000, 2.7105923E+000, 2.6413751E+000, 2.5500727E+000, 1.7929719E+000, 1.2596077E+000
 7.8000495E+001, 4.5372118E+001, 5.3867351E+001, 4.3428115E+001, 4.4928878E+001, 1.9626250E+001, 2.0687726E+001, 1.7141499E+001, 1.9818208E+001, 1.1600162E+001, 7.1077409E+000, 5.9445459E+000, 5.7744899E+000, 6.4426351E+000, 4.1334569E+000, 3.1786605E+000, 2.8880054E+000, 3.0047542E+000, 2.7571818E+000, 1.8655388E+000, 1.5500220E+000
 7.8500370E+001, 4.7033717E+001, 5.2747075E+001, 3.6272115E+001, 4.8159268E+001, 2.9470482E+001, 1.7158639E+001, 1.2830966E+001, 1.1794889E+001, 1.4087591E+001, 7.8783810E+000, 5.8185682E+000, 5.0236781E+000, 4.9748500E+000, 4.5855067E+000, 2.9014574E+000, 2.0428065E+000, 2.4048924E+000, 2.4992558E+000, 2.0883491E+000, 1.3383003E+000
 7.9000468E+001, 4.7649598E+001, 4.9037274E+001, 3.7374410E+001, 5.2010794E+001, 2.0981045E+001, 2.0948185E+001, 1.3906814E+001, 1.4967852E+001, 1.3856308E+001, 7.7092638E+000, 5.8817113E+000, 5.7237640E+000, 6.0712454E+000, 4.8000250E+000, 3.3510147E+000, 2.4162101E+000, 2.7937377E+000, 2.9652284E+000, 2.0914757E+000, 1.5006571E+000
 7.9500521E+001, 4.1051396E+001, 5.3122865E+001, 4.8921540E+001, 4.2803039E+001, 1.8863190E+001, 1.5738185E+001, 1.5500280E+001, 1.8122814E+001, 1.3079522E+001, 7.0099615E+000, 4.7461255E+000, 4.8798801E+000, 5.5044339E+000, 5.4311131E+000, 3.1769318E+000, 1.9353529E+000, 2.4785510E+000, 2.5027349E+000, 2.9557100E+000, 1.6636113E+000
 8.0000212E+001, 4.8659785E+001, 5.5905443E+001, 4.7536326E+001, 4.8697472E+001, 1.8836897E+001, 2.2804222E+001, 1.4605228E+001, 1.3081503E+001, 1.1476932E+001, 7.1926579E+000, 6.0444678E+000, 6.2767188E+000, 4.8525895E+000, 4.3660985E+000, 3.0772770E+000, 2.5720516E+000, 2.8658557E+000, 2.7185835E+000, 1.8195530E+000, 1.4618545E+000
 8.0500392E+001, 5.1644865E+001, 5.2066292E+001, 4.3737613E+001, 4.4089318E+001, 1.8140297E+001, 2.0584673E+001, 1.3393392E+001, 1.3735463E+001, 1.1574486E+001, 6.7303437E+000, 5.0997117E+000, 5.1831814E+000, 5.1190592E+000, 4.3689887E+000, 3.7783627E+000, 1.8948356E+000, 2.3093980E+000, 2.7176360E+000, 1.9794596E+000, 1.7549423E+000
 8.1000358E+001, 5.0158176E+001, 5.6076906E+001, 4.7143061E+001, 4.4360836E+001, 1.7977528E+001, 2.1448346E+001, 1.4334661E+001, 1.5318461E+001, 1.4388269E+001, 6.9530331E+000, 5.8480666E+000, 5.6965783E+000, 5.3462493E+000, 4.6864356E+000, 2.8944564E+000, 2.4892575E+000, 2.5136152E+000, 2.6690523E+000, 1.7139608E+000, 1.2840251E+000
 8.1500531E+001, 4.7208955E+001, 5.4099812E+001, 4.2952522E+001, 4.4109486E+001, 1.7868061E+001, 2.4550750E+001, 1.5255264E+001, 1.5374128E+001, 9.8287042E+000, 6.5201396E+000, 6.3469728E+000, 5.3282558E+000, 6.3169726E+000, 4.0071511E+000, 2.9691322E+000, 2.0463340E+000, 2.2878538E+000, 2.8594607E+000, 1.7335635E+000, 1.4098273E+000
 8.2000272E+001, 4.3947450E+001, 5.4745033E+001, 5.1676755E+001, 3.8741915E+001, 1.7625196E+001, 1.7838460E+001, 2.1983519E+001, 1.5551834E+001, 1.1273663E+001, 6.5618071E+000, 7.6014373E+000, 7.7474610E+000, 5.5478910E+000, 4.3140847E+000, 3.1268850E+000, 3.3343259E+000, 3.6024782E+000, 3.0135362E+000, 2.0486543E+000, 1.5790005E+000
 8.2500693E+001, 4.0354671E+001, 5.7066100E+001, 4.4836600E+001, 3.2796901E+001, 1.7759118E+001, 2.3927024E+001, 1.7875339E+001, 1.8624389E+001, 9.7604564E+000, 6.6935460E+000, 7.1828347E+000, 5.6153864E+000, 6.2651725E+000, 3.7229728E+000, 2.9418747E+000, 2.6584560E+000, 2.8190205E+000, 2.7310525E+000, 1.6977196E+000, 1.3928290E+000
 8.3000165E+001, 4.6107529E+001, 5.1884689E+001, 4.0384713E+001, 4.2832034E+001, 1.8063259E+001, 3.4142429E+001, 1.8856926E+001, 1.4123859E+001, 1.0179219E+001, 7.0417026E+000, 1.0594603E+001, 6.8051887E+000, 6.0485166E+000, 3.5865023E+000, 2.9975388E+000, 2.9271516E+000, 3.1878431E+000, 2.6879500E+000, 1.5201810E+000, 1.2552198E+000
 8.3500168E+001, 3.4161182E+001, 5.4580249E+001, 5.2442757E+001, 3.7083475E+001, 1.8151489E+001, 1.2801422E+001, 1.7323482E+001, 2.1824589E+001, 1.0793277E+001, 6.9720536E+000, 7.9026557E+000, 7.2443870E+000, 7.0214616E+000, 4.9483477E+000, 3.3538360E+000, 2.2707910E+000, 2.4480389E+000, 2.7445310E+000, 2.2814697E+000, 1.5695486E+000
 8.4000026E+001, 4.8905409E+001, 5.4559256E+001, 5.4797027E+001, 3.9558144E+001, 1.7279302E+001, 2.8082308E+001, 1.8978888E+001, 1.6446172E+001, 9.4677674E+000, 6.6991285E+000, 6.7333657E+000, 6.1344577E+000, 5.7095100E+000, 3.4887242E+000, 2.7637081E+000, 2.7734575E+000, 3.1929073E+000, 3.1927283E+000, 1.8103325E+000, 1.2752164E+000
 8.4500627E+001, 3.9534431E+001, 5.5795961E+001, 4.8889466E+001, 3.3916083E+001, 1.6836602E+001, 2.2845467E+001, 2.1261642E+001, 1.6926155E+001, 1.1888029E+001, 6.4431314E+000, 8.3297482E+000, 7.1802144E+000, 5.9076900E+000, 4.4908766E+000, 3.6894248E+000, 2.7912777E+000, 3.2006129E+000, 2.9536756E+000, 1.8534025E+000, 1.3725860E+000
 8.5000629E+001, 4.5971358E+001, 5.6314192E+001, 5.5640211E+001, 4.0665546E+001, 1.8123372E+001, 2.2908343E+001, 1.3838315E+001, 1.3925808E+001, 1.1398823E+001, 7.4688781E+000, 7.7443118E+000, 5.6294490E+000, 5.2726924E+000, 4.1735152E+000, 3.1706637E+000, 2.7927315E+000, 3.0108327E+000, 2.8375219E+000, 1.9809436E+000, 1.6441518E+000
 8.5500747E+001, 4.2199181E+001, 5.4615423E+001, 5.3967527E+001, 4.0876609E+001, 1.7751312E+001, 2.2556092E+001, 1.8242020E+001, 1.9956143E+001, 1.0498576E+001, 6.6654443E+000, 8.7612528E+000, 9.0287208E+000, 6.7744573E+000, 5.2664623E+000, 3.2965150E+000, 4.7361746E+000, 3.8644246E+000, 2.8977608E+000, 2.0940949E+000, 1.6942382E+000
 8.6000880E+001, 4.0658928E+001, 5.5895487E+001, 5.7700454E+001, 3.4197961E+001, 1.7452845E+001, 1.7344343E+001, 1.8325701E+001, 2.0020666E+001, 1.2514894E+001, 6.7084049E+000, 6.1690247E+000, 5.7915757E+000, 7.3892280E+000, 4.4226561E+000, 2.8496819E+000, 2.5098719E+000, 2.7092435E+000, 3.7602606E+000, 2.1169459E+000, 1.5669991E+000
 8.6500230E+001, 4.4826350E+001, 5.5377664E+001, 4.9002363E+001, 4.5745912E+001, 1.8036311E+001, 2.3752163E+001, 1.6694597E+001, 1.4966616E+001, 1.2120877E+001, 6.8723544E+000, 6.8532378E+000, 6.0480809E+000, 5.3114941E+000, 4.1544244E+000, 2.9214394E+000, 2.8423694E+000, 2.8877373E+000, 2.5017325E+000, 1.9330766E+000, 1.3973834E+000
 8.7000100E+001, 4.3261819E+001, 5.4990248E+001, 5.4660571E+001, 4.4918467E+001, 1.9458562E+001, 1.8064725E+001, 1.3205007E+001, 1.7163338E+001, 1.3749799E+001, 8.0153888E+000, 5.7374297E+000, 5.1649702E+000, 7.3051254E+000, 3.9089332E+000, 2.9527444E+000, 2.2963895E+000, 2.4525074E+000, 3.0060975E+000, 1.9544548E+000, 1.5355534E+000
 8.7500620E+001, 4.2723869E+001, 5.6278330E+001, 5.4696109E+001, 3.6353989E+001, 1.7945415E+001, 1.7340654E+001, 1.7992117E+001, 1.8638460E+001, 1.0284380E+001, 6.9852327E+000, 6.2438412E+000, 5.7973431E+000, 6.8893833E+000, 4.4416121E+000, 3.1766435E+000, 2.1348773E+000, 2.4832643E+000, 3.2796859E+000, 1.9509125E+000, 1.5762998E+000
 8.8000356E+001, 4.4215723E+001, 5.4251295E+001, 4.8860321E+001, 4.1833467E+001, 1.7874429E+001, 1.9554908E+001, 1.9308928E+001, 1.8044135E+001, 1.0992087E+001, 6.8722738E+000, 6.8311742E+000, 6.5236126E+000, 6.3809526E+000, 3.9635220E+000, 3.1743976E+000, 2.5897212E+000, 2.4357626E+000, 3.4007003E+000, 1.9119566E+000, 1.5806083E+000
 8.8500098E+001, 4.2638328E+001, 5.4368210E+001, 5.4524392E+001, 3.4445663E+001, 1.8092464E+001, 1.9274148E+001, 1.7509990E+001, 2.2021668E+001, 1.3717191E+001, 7.2934464E+000, 6.7496369E+000, 5.2283371E+000, 8.2898057E+000, 4.8415519E+000, 3.4476875E+000, 2.2671034E+000, 2.6927609E+000, 3.4402100E+000, 1.8368406E+000, 1.4742754E+000
 8.9000945E+001, 4.0949401E+001, 5.8417530E+001, 6.1093276E+001, 4.1146357E+001, 1.8406273E+001, 1.9999385E+001, 1.4949163E+001, 2.0711979E+001, 1.1694029E+001, 6.9543356E+000, 6.7070013E+000, 5.9397645E+000, 5.9353907E+000, 4.6763560E+000, 3.0834957E+000, 2.3580792E+000, 2.4426689E+000, 2.7121504E+000, 2.3268496E+000, 1.5040010E+000
 8.9500325E+001, 4.2867983E+001, 5.6126745E+001, 4.4239224E+001, 4.4637731E+001, 2.3897434E+001, 2.1041433E+001, 2.1839063E+001, 1.6117972E+001, 9.6109937E+000, 7.1154514E+000, 7.5982570E+000, 9.6528871E+000, 6.4873512E+000, 4.1477073E+000, 3.0590573E+000, 3.0867976E+000, 3.0059030E+000, 3.0866401E+000, 2.0084932E+000, 1.5289332E+000
 9.0000122E+001, 3.9984842E+001, 5.3958737E+001, 4.3725790E+001, 4.8518286E+001, 1.9442792E+001, 1.6986734E+001, 1.7891941E+001, 1.5528460E+001, 1.4909147E+001, 9.4740013E+000, 5.3874034E+000, 5.6579971E+000, 6.0105430E+000, 4.8797080E+000, 3.8780823E+000, 2.4543489E+000, 2.5935891E+000, 2.6804732E+000, 2.0343164E+000, 1.6991068E+000
 9.0500581E+001, 3.9873391E+001, 5.5368321E+001, 4.3800512E+001, 4.8445934E+001, 1.9335607E+001, 1.5923698E+001, 1.3818298E+001, 1.3491202E+001, 1.4179723E+001, 7.7805071E+000, 5.5118780E+000, 5.3894738E+000, 5.5092300E+000, 5.1972089E+000, 3.7398268E+000, 2.2919437E+000, 2.3491513E+000, 2.6546067E+000, 2.3108249E+000, 1.8618677E+000
 9.1000673E+001, 4.0051436E+001, 5.5895009E+001, 5.0824235E+001, 4.6576795E+001, 1.9530067E+001, 1.9289810E+001, 1.9312117E+001, 1.5868670E+001, 1.0692725E+001, 7.1348815E+000, 6.5298336E+000, 5.4068689E+000, 5.2877475E+000, 3.7956211E+000, 2.9635428E+000, 2.2577558E+000, 2.3732844E+000, 2.6467834E+000, 1.8878380E+000, 1.6142730E+000
 9.1500493E+001, 4.5203728E+001, 5.4693555E+001, 4.9570576E+001, 3.8662832E+001, 1.9831128E+001, 1.7265301E+001, 1.6874549E+001, 1.6337284E+001, 1.0791988E+001, 6.8453242E+000, 5.8756415E+000, 7.3978924E+000, 6.3853082E+000, 4.5639754E+000, 3.3784093E+000, 3.1089620E+000, 3.2438228E+000, 2.9838679E+000, 2.2942954E+000, 1.5734148E+000
 9.2000106E+001, 3.1271269E+001, 5.2109051E+001, 6.5384375E+001, 4.2572329E+001, 1.8651494E+001, 1.3828714E+001, 1.4845075E+001, 2.3225593E+001, 1.1603083E+001, 7.6791618E+000, 5.3099347E+000, 8.0522992E+000, 8.8564166E+000, 4.5357232E+000, 3.5260833E+000, 2.8742782E+000, 4.1215346E+000, 3.2825889E+000, 2.0203128E+000, 1.5728432E+000
 9.2500836E+001, 3.1685863E+001, 5.5649786E+001, 5.4530740E+001, 3.4540828E+001, 1.9387564E+001, 1.5415098E+001, 1.7707944E+001, 1.4992527E+001, 1.2419817E+001, 7.6277585E+000, 5.2297340E+000, 5.7135683E+000, 5.3967426E+000, 4.3908374E+000, 3.0945155E+000, 2.7267720E+000, 2.5007340E+000, 2.3542181E+000, 2.2076326E+000, 1.7370698E+000
 9.3000740E+001, 4.4024697E+001, 5.3020310E+001, 6.1065855E+001, 3.6364566E+001, 2.1034088E+001, 1.6371648E+001, 1.6220422E+001, 1.8308775E+001, 9.7500029E+000, 6.6206264E+000, 4.9680415E+000, 5.8968770E+000, 5.6888864E+000, 3.9938727E+000, 3.0297566E+000, 2.2208170E+000, 2.5303558E+000, 2.7359325E+000, 2.0756728E+000, 1.7167727E+000
 9.3500203E+001, 2.9503494E+001, 4.5539927E+001, 6.1264867E+001, 3.3627522E+001, 2.3359038E+001, 1.0232958E+001, 1.4204490E+001, 2.0998560E+001, 1.8241906E+001, 8.4286093E+000, 4.5301573E+000, 4.9769112E+000, 8.7614751E+000, 8.2328227E+000, 4.6370620E+000, 2.0405387E+000, 2.7037310E+000, 4.5867995E+000, 3.5139886E+000, 2.3523583E+000
 9.4000418E+001, 3.5564681E+001, 4.8495330E+001, 5.9576080E+001, 4.3911334E+001, 3.0911546E+001, 1.2065973E+001, 1.3999452E+001, 2.7347329E+001, 1.7678472E+001, 8.6483456E+000, 4.5203527E+000, 5.8818556E+000, 9.7267874E+000, 5.5070985E+000, 4.4272695E+000, 1.9427715E+000, 2.8803203E+000, 2.5957561E+000, 1.8694457E+000, 1.7712164E+000
 9.4500838E+001, 3.7999074E+001, 5.3830053E+001, 4.8895438E+001, 4.8826740E+001, 2.4372585E+001, 1.2762629E+001, 1.3871115E+001, 1.6967704E+001, 1.2490863E+001, 7.2493791E+000, 3.8966238E+000, 4.6476040E+000, 6.9430619E+000, 4.7764383E+000, 3.5328241E+000, 2.1689752E+000, 3.2086523E+000, 3.8868057E+000, 2.4806661E+000, 2.0635346E+000
 9.5000423E+001, 3.4895154E+001, 5.3062630E+001, 5.3341374E+001, 3.7860394E+001, 1.8351210E+001, 1.4543226E+001, 1.6028084E+001, 2.0315522E+001, 1.1224082E+001, 7.3368560E+000, 5.0987564E+000, 6.2973518E+000, 9.0019750E+000, 4.4755383E+000, 3.1374604E+000, 2.3485437E+000, 2.8066208E+000, 4.2197356E+000, 2.0532896E+000, 1.4046692E+000
 9.5500363E+001, 3.1435551E+001, 5.1588098E+001, 6.2388831E+001, 3.8394186E+001, 1.9182849E+001, 1.8901489E+001, 1.7021329E+001, 2.2054219E+001, 1.4036156E+001, 7.8951157E+000, 6.5800749E+000, 6.1391886E+000, 8.8915579E+000, 5.7716627E+000, 3.7847078E+000, 2.2680151E+000, 2.7081511E+000, 3.0189995E+000, 2.4904647E+000, 1.7632473E+000
 9.6000886E+001, 4.1616432E+001, 5.8967924E+001, 5.6340992E+001, 4.3550686E+001, 2.1986727E+001, 1.2967669E+001, 1.3575753E+001, 1.5236651E+001, 1.0880317E+001, 6.9112792E+000, 4.1108407E+000, 4.2954196E+000, 4.9982476E+000, 4.1635298E+000, 3.0325046E+000, 2.0198759E+000, 2.3622776E+000, 2.6193225E+000, 2.2410168E+000, 1.5420537E+000
 9.6500295E+001, 3.5595540E+001, 4.8389264E+001, 5.8447890E+001, 3.6235462E+001, 2.1767865E+001, 1.0254859E+001, 1.4985528E+001, 2.7408945E+001, 1.3268953E+001, 7.6177270E+000, 4.9180186E+000, 7.0977968E+000, 1.1453909E+001, 5.0544041E+000, 3.6758987E+000, 2.8475965E+000, 4.0510242E+000, 4.7927126E+000, 2.6394488E+000, 1.6786423E+000
 9.7000109E+001, 2.7690567E+001, 4.8875593E+001, 5.6387141E+001, 3.7542378E+001, 2.0988332E+001, 1.2889035E+001, 1.4268741E+001, 2.5878521E+001, 1.2877949E+001, 8.5780423E+000, 5.2821014E+000, 6.3320665E+000, 1.4532957E+001, 7.7636777E+000, 4.3480714E+000, 2.4712554E+000, 4.1541946E+000, 6.5728381E+000, 3.8511912E+000, 2.3219973E+000
 9.7500547E+001, 4.0915547E+001, 5.5764400E+001, 5.4661811E+001, 5.2225218E+001, 2.8583234E+001, 1.4531645E+001, 1.2542476E+001, 1.4690141E+001, 1.1277182E+001, 7.9699783E+000, 3.9014755E+000, 4.0514118E+000, 5.0531832E+000, 4.5271944E+000, 3.2094522E+000, 1.6792318E+000, 2.2170276E+000, 2.4418362E+000, 2.4176650E+000, 2.0223880E+000
