cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 2.2586735E+001, 1.2675703E+003, 1.2917708E+003, 3.4913966E+000, 1.6879157E+002, 1.8802222E+002, 8.2299034E-001, 4.5127196E-002, 3.9615381E-002, 3.3251137E-002, 6.2132887E-002, 1.4229987E-001, 3.4279522E-002, 6.4215136E-001, 5.0227891E-004
 2.4617347E+001, 1.2695354E+003, 1.2938651E+003, 3.6658471E+000, 1.7888992E+002, 1.9915676E+002, 8.8798667E-001, 4.9220668E-002, 4.0272084E-002, 3.1147381E-002, 5.4923596E-002, 1.3986658E-001, 3.2110702E-002, 6.5138863E-001, 4.6850497E-004
 2.6647959E+001, 1.2682445E+003, 1.2924824E+003, 3.8234113E+000, 1.9074220E+002, 2.1208509E+002, 9.5462987E-001, 5.3441677E-002, 4.0801783E-002, 2.9036742E-002, 4.8508200E-002, 1.3716438E-001, 2.9934785E-002, 6.6011461E-001, 4.3506665E-004
 2.8678571E+001, 1.2633679E+003, 1.2872706E+003, 3.9619235E+000, 2.0370523E+002, 2.2608991E+002, 1.0189438E+000, 5.7883842E-002, 4.1168086E-002, 2.6929230E-002, 4.2731962E-002, 1.3413916E-001, 2.7762092E-002, 6.6846022E-001, 4.0202445E-004
 3.0709184E+001, 1.2551755E+003, 1.2785563E+003, 4.0868839E+000, 2.1675956E+002, 2.4001384E+002, 1.0802423E+000, 6.2541832E-002, 4.1369306E-002, 2.4836233E-002, 3.7533830E-002, 1.3080822E-001, 2.5604364E-002, 6.7645273E-001, 3.6951354E-004
 3.2739796E+001, 1.2432259E+003, 1.2658261E+003, 4.1939060E+000, 2.3001112E+002, 2.5413961E+002, 1.1391222E+000, 6.7501374E-002, 4.1387741E-002, 2.2742200E-002, 3.2833634E-002, 1.2710864E-001, 2.3445567E-002, 6.8419932E-001, 3.3728531E-004
 3.4770408E+001, 1.2281627E+003, 1.2497645E+003, 4.2873305E+000, 2.4273052E+002, 2.6782859E+002, 1.1997769E+000, 7.2679578E-002, 4.1212442E-002, 2.0695513E-002, 2.8699638E-002, 1.2310505E-001, 2.1335581E-002, 6.9156101E-001, 3.0603739E-004
 3.6801020E+001, 1.2090287E+003, 1.2293897E+003, 4.3623117E+000, 2.5538044E+002, 2.8122390E+002, 1.2532419E+000, 7.8093568E-002, 4.0786918E-002, 1.8762555E-002, 2.5038175E-002, 1.1880406E-001, 1.9342840E-002, 6.9852713E-001, 2.7673271E-004
 3.8831633E+001, 1.1874475E+003, 1.2064733E+003, 4.4268087E+000, 2.6783865E+002, 2.9438109E+002, 1.3048338E+000, 8.3650586E-002, 4.0199515E-002, 1.6902231E-002, 2.1736424E-002, 1.1430877E-001, 1.7424980E-002, 7.0519666E-001, 2.4870968E-004
 4.0862245E+001, 1.1634023E+003, 1.1809860E+003, 4.4725472E+000, 2.7992710E+002, 3.0704342E+002, 1.3572023E+000, 8.9288990E-002, 3.9435313E-002, 1.5161623E-002, 1.8814988E-002, 1.0967375E-001, 1.5630539E-002, 7.1147377E-001, 2.2261989E-004
 4.2892857E+001, 1.1370942E+003, 1.1530776E+003, 4.5031369E+000, 2.9141566E+002, 3.1906203E+002, 1.4171354E+000, 9.4969182E-002, 3.8514539E-002, 1.3546652E-002, 1.6195338E-002, 1.0495029E-001, 1.3965621E-002, 7.1739286E-001, 1.9845303E-004
 4.4923469E+001, 1.1091316E+003, 1.1234729E+003, 4.5173757E+000, 3.0178553E+002, 3.2980364E+002, 1.4754696E+000, 1.0067215E-001, 3.7476312E-002, 1.2028201E-002, 1.3822183E-002, 1.0016448E-001, 1.2400208E-002, 7.2302313E-001, 1.7577961E-004
 4.6954082E+001, 1.0806067E+003, 1.0933707E+003, 4.5248057E+000, 3.1032329E+002, 3.3852468E+002, 1.5328197E+000, 1.0622919E-001, 3.6368101E-002, 1.0636708E-002, 1.1721561E-002, 9.5465544E-002, 1.0965679E-002, 7.2824770E-001, 1.5506696E-004
 4.8984694E+001, 1.0516677E+003, 1.0628959E+003, 4.5261237E+000, 3.1638455E+002, 3.4456854E+002, 1.5753969E+000, 1.1161086E-001, 3.5208598E-002, 9.3635240E-003, 9.9160007E-003, 9.0875209E-002, 9.6531176E-003, 7.3305092E-001, 1.3620169E-004
 5.1015306E+001, 1.0221183E+003, 1.0318160E+003, 4.5182562E+000, 3.2021469E+002, 3.4823870E+002, 1.6235959E+000, 1.1686252E-001, 3.3979953E-002, 8.2103360E-003, 8.3618857E-003, 8.6361033E-002, 8.4642640E-003, 7.3747787E-001, 1.1918366E-004
 5.3045918E+001, 9.9256426E+002, 1.0008113E+003, 4.5028435E+000, 3.2301044E+002, 3.5080836E+002, 1.6467399E+000, 1.2191411E-001, 3.2716021E-002, 7.1806112E-003, 7.0047422E-003, 8.1997021E-002, 7.4026919E-003, 7.4153804E-001, 1.0401902E-004
 5.5076531E+001, 9.6327634E+002, 9.7024812E+002, 4.4830119E+000, 3.2440068E+002, 3.5184675E+002, 1.6632513E+000, 1.2676850E-001, 3.1422925E-002, 6.2680193E-003, 5.8242755E-003, 7.7784127E-002, 6.4618756E-003, 7.4525488E-001, 9.0573159E-005
 5.7107143E+001, 9.3442713E+002, 9.4025437E+002, 4.4577804E+000, 3.2457899E+002, 3.5153496E+002, 1.6829800E+000, 1.3137434E-001, 3.0135262E-002, 5.4609250E-003, 4.8072504E-003, 7.3770597E-002, 5.6298196E-003, 7.4863414E-001, 7.8690132E-005
 5.9137755E+001, 9.0654248E+002, 9.1128698E+002, 4.4262847E+000, 3.2369849E+002, 3.5024840E+002, 1.6967028E+000, 1.3570692E-001, 2.8898215E-002, 4.7218607E-003, 3.9380483E-003, 6.9979511E-002, 4.8678976E-003, 7.5172529E-001, 6.7853339E-005
 6.1168367E+001, 8.7902839E+002, 8.8274646E+002, 4.3910580E+000, 3.2117245E+002, 3.4728815E+002, 1.7107193E+000, 1.3984903E-001, 2.7659518E-002, 4.0670933E-003, 3.2237509E-003, 6.6335674E-002, 4.1928797E-003, 7.5453229E-001, 5.8293713E-005
 6.3198980E+001, 8.5202679E+002, 8.5482916E+002, 4.3531256E+000, 3.1712654E+002, 3.4272354E+002, 1.7155896E+000, 1.4380885E-001, 2.6431006E-002, 3.4826526E-003, 2.6284729E-003, 6.2837800E-002, 3.5903635E-003, 7.5710117E-001, 4.9776353E-005
 6.5229592E+001, 8.2581703E+002, 8.2780399E+002, 4.3132557E+000, 3.1148601E+002, 3.3643955E+002, 1.7115393E+000, 1.4757204E-001, 2.5222040E-002, 2.9670825E-003, 2.1352313E-003, 5.9502032E-002, 3.0588479E-003, 7.5944077E-001, 4.2294032E-005
 6.7260204E+001, 8.0028779E+002, 8.0156721E+002, 4.2708625E+000, 3.0462625E+002, 3.2883632E+002, 1.7072324E+000, 1.5115492E-001, 2.4036251E-002, 2.5099726E-003, 1.7230407E-003, 5.6317030E-002, 2.5876006E-003, 7.6158493E-001, 3.5679682E-005
 6.9290816E+001, 7.7509047E+002, 7.7575547E+002, 4.2254708E+000, 2.9651725E+002, 3.1979896E+002, 1.6993953E+000, 1.5461831E-001, 2.2850540E-002, 2.1074173E-003, 1.3810689E-003, 5.3229729E-002, 2.1725952E-003, 7.6356792E-001, 2.9872230E-005
 7.1321429E+001, 7.5065976E+002, 7.5075624E+002, 4.1777542E+000, 2.8764890E+002, 3.1000667E+002, 1.6879979E+000, 1.5792215E-001, 2.1687781E-002, 1.7555680E-003, 1.0944306E-003, 5.0278941E-002, 1.8098639E-003, 7.6539094E-001, 2.4808814E-005
 7.3352041E+001, 7.2727179E+002, 7.2683269E+002, 4.1299906E+000, 2.7817852E+002, 2.9974409E+002, 1.6696418E+000, 1.6102934E-001, 2.0580075E-002, 1.4376599E-003, 8.5517585E-004, 4.7498720E-002, 1.4821236E-003, 7.6706750E-001, 2.0241206E-005
 7.5382653E+001, 7.0545393E+002, 7.0457412E+002, 4.0781905E+000, 2.6833289E+002, 2.8920112E+002, 1.6527440E+000, 1.6387688E-001, 1.9543909E-002, 1.1674778E-003, 6.6394194E-004, 4.4946689E-002, 1.2035853E-003, 7.6855740E-001, 1.6377345E-005
 7.7413265E+001, 6.8503081E+002, 6.8384455E+002, 4.0258988E+000, 2.5881959E+002, 2.7891195E+002, 1.6356008E+000, 1.6647184E-001, 1.8576170E-002, 9.4520777E-004, 5.1812521E-004, 4.2616977E-002, 9.7444100E-004, 7.6986476E-001, 1.3220214E-005
 7.9443878E+001, 6.6590991E+002, 6.6454127E+002, 3.9687420E+000, 2.4902743E+002, 2.6828996E+002, 1.6233829E+000, 1.6882931E-001, 1.7670103E-002, 7.7179981E-004, 4.0825143E-004, 4.0497839E-002, 7.9566991E-004, 7.7100051E-001, 1.0780217E-005
 8.1474490E+001, 6.4833338E+002, 6.4683087E+002, 3.9169663E+000, 2.3908709E+002, 2.5751911E+002, 1.6090683E+000, 1.7095698E-001, 1.6830446E-002, 6.3870995E-004, 3.2578747E-004, 3.8583450E-002, 6.5846387E-004, 7.7198421E-001, 8.9165840E-006
 8.3505102E+001, 6.3200955E+002, 6.3037820E+002, 3.8676849E+000, 2.2985577E+002, 2.4754257E+002, 1.5910016E+000, 1.7289506E-001, 1.6052759E-002, 5.3122194E-004, 2.6042006E-004, 3.6838599E-002, 5.4765149E-004, 7.7285603E-001, 7.4091955E-006
 8.5535714E+001, 6.1727640E+002, 6.1555022E+002, 3.8278192E+000, 2.2082436E+002, 2.3782699E+002, 1.5620813E+000, 1.7463355E-001, 1.5348985E-002, 4.4127988E-004, 2.0763949E-004, 3.5272699E-002, 4.5492771E-004, 7.7362576E-001, 6.1465503E-006
 8.7566327E+001, 6.0367399E+002, 6.0189435E+002, 3.7880637E+000, 2.1198283E+002, 2.2832961E+002, 1.5324806E+000, 1.7621980E-001, 1.4699946E-002, 3.6660875E-004, 1.6445574E-004, 3.3843400E-002, 3.7794717E-004, 7.7431524E-001, 5.0974136E-006
 8.9596939E+001, 5.9113152E+002, 5.8934403E+002, 3.7543747E+000, 2.0353967E+002, 2.1920739E+002, 1.5029067E+000, 1.7765884E-001, 1.4106205E-002, 3.0412349E-004, 1.2926987E-004, 3.2546304E-002, 3.1352937E-004, 7.7493128E-001, 4.2179521E-006
 9.1627551E+001, 5.7941385E+002, 5.7761836E+002, 3.7137591E+000, 1.9579572E+002, 2.1082536E+002, 1.4863944E+000, 1.7898470E-001, 1.3555200E-002, 2.5047465E-004, 1.0268478E-004, 3.1350326E-002, 2.5822129E-004, 7.7548978E-001, 3.4633195E-006
 9.3658163E+001, 5.6841710E+002, 5.6663496E+002, 3.6843830E+000, 1.8849432E+002, 2.0294195E+002, 1.4658679E+000, 1.8021616E-001, 1.3040701E-002, 2.0337694E-004, 8.1777678E-005, 3.0238943E-002, 2.0966695E-004, 7.7600239E-001, 2.8011073E-006
 9.5688776E+001, 5.5814902E+002, 5.5642789E+002, 3.6515116E+000, 1.8134587E+002, 1.9514967E+002, 1.4483566E+000, 1.8135773E-001, 1.2557867E-002, 1.6611882E-004, 6.5896347E-005, 2.9208390E-002, 1.7125652E-004, 7.7646704E-001, 2.2801617E-006
 9.7719388E+001, 5.4846953E+002, 5.4680644E+002, 3.6263574E+000, 1.7382445E+002, 1.8695040E+002, 1.4307056E+000, 1.8243093E-001, 1.2100832E-002, 1.3457360E-004, 5.1983095E-005, 2.8239573E-002, 1.3873567E-004, 7.7689875E-001, 1.8402754E-006
 9.9750000E+001, 5.3924395E+002, 5.3766920E+002, 3.5890529E+000, 1.6639105E+002, 1.7889482E+002, 1.4175132E+000, 1.8344548E-001, 1.1668788E-002, 1.0464572E-004, 3.9614540E-005, 2.7323535E-002, 1.0788219E-004, 7.7730645E-001, 1.4226772E-006
