s,m/s
Time,w
 0.0000000E+000, 0.0000000E+000
 6.2500000E-003, 1.5996592E-006
 1.2500000E-002, 7.5270806E-006
 1.8750000E-002, 7.4404604E-005
 2.5000000E-002, 3.7378728E-004
 3.1250000E-002, 1.0716517E-003
 3.7500000E-002, 2.0014191E-003
 4.3750000E-002, 2.9726000E-003
 5.0000000E-002, 3.9596282E-003
 5.6250000E-002, 4.9484238E-003
 6.2500000E-002, 5.9206858E-003
 6.8750000E-002, 6.8641254E-003
 7.5000000E-002, 7.7747630E-003
 8.1250000E-002, 8.6685973E-003
 8.7500000E-002, 9.5487626E-003
 9.3750000E-002, 1.0415085E-002
 1.0000000E-001, 1.1280352E-002
 1.0625000E-001, 1.2155389E-002
 1.1250000E-001, 1.3044422E-002
 1.1875000E-001, 1.3938355E-002
 1.2500000E-001, 1.4717311E-002
 1.3125000E-001, 1.5383316E-002
 1.3750000E-001, 1.5784482E-002
 1.4375000E-001, 1.6154272E-002
 1.5000000E-001, 1.6659196E-002
 1.5625000E-001, 1.7382412E-002
 1.6250000E-001, 1.8170338E-002
 1.6875000E-001, 1.8431849E-002
 1.7500000E-001, 1.8091119E-002
 1.8125000E-001, 1.7643227E-002
 1.8750000E-001, 1.7356291E-002
 1.9375000E-001, 1.7265745E-002
 2.0000000E-001, 1.7401541E-002
 2.0625000E-001, 1.7701566E-002
 2.1250000E-001, 1.7891640E-002
 2.1875000E-001, 1.7851820E-002
 2.2500000E-001, 1.7638193E-002
 2.3125000E-001, 1.7461025E-002
 2.3750000E-001, 1.7951114E-002
 2.4375000E-001, 1.8824670E-002
 2.5000000E-001, 1.9387126E-002
 2.5625000E-001, 1.8648580E-002
 2.6250000E-001, 1.4865550E-002
 2.6875000E-001, 7.5274437E-003
 2.7500000E-001, 1.1802943E-004
 2.8125000E-001,-3.0868257E-003
 2.8750000E-001,-1.3269599E-003
 2.9375000E-001, 3.1222042E-003
 3.0000000E-001, 7.5834176E-003
 3.0625000E-001, 1.1100546E-002
 3.1250000E-001, 1.3718325E-002
 3.1875000E-001, 1.5706413E-002
 3.2500000E-001, 1.7050978E-002
 3.3125000E-001, 1.7872928E-002
 3.3750000E-001, 1.8456443E-002
 3.4375000E-001, 1.9110253E-002
 3.5000000E-001, 1.9919827E-002
 3.5625000E-001, 2.0880297E-002
 3.6250000E-001, 2.1948496E-002
 3.6792093E-001, 2.2999905E-002
 3.7334185E-001, 2.4329720E-002
 3.7876278E-001, 2.5940424E-002
 3.8418370E-001, 2.7432617E-002
 3.8960463E-001, 2.8611380E-002
 3.9433878E-001, 2.9606157E-002
 3.9907293E-001, 3.1022871E-002
 4.0380707E-001, 3.2821315E-002
 4.0806365E-001, 3.4377350E-002
 4.1232022E-001, 3.5750265E-002
 4.1657680E-001, 3.7041393E-002
 4.2083337E-001, 3.8287624E-002
 4.2508994E-001, 3.9417773E-002
 4.2934652E-001, 4.0546015E-002
 4.3295496E-001, 4.1606842E-002
 4.3656340E-001, 4.3029845E-002
 4.4017184E-001, 4.4924568E-002
 4.4378028E-001, 4.6643125E-002
 4.4738872E-001, 4.7793777E-002
 4.5051269E-001, 4.8517450E-002
 4.5363667E-001, 4.9639849E-002
 4.5676065E-001, 5.1304333E-002
 4.5988462E-001, 5.2955832E-002
 4.6300860E-001, 5.4167756E-002
 4.6613257E-001, 5.5158010E-002
 4.6925655E-001, 5.6117367E-002
 4.7198853E-001, 5.7179189E-002
 4.7472051E-001, 5.8758343E-002
 4.7745249E-001, 6.0651882E-002
 4.8018448E-001, 6.2271727E-002
 4.8291646E-001, 6.3404186E-002
 4.8564844E-001, 6.4323440E-002
 4.8838042E-001, 6.5317166E-002
 4.9111240E-001, 6.6473244E-002
 4.9384438E-001, 6.7817864E-002
 4.9657636E-001, 6.9296607E-002
 4.9930835E-001, 7.0864371E-002
 5.0204033E-001, 7.2493439E-002
 5.0477231E-001, 7.4192234E-002
 5.0750429E-001, 7.5942196E-002
 5.1023627E-001, 7.7718627E-002
 5.1296825E-001, 7.9479834E-002
 5.1570024E-001, 8.1243432E-002
 5.1810885E-001, 8.2897095E-002
 5.2051747E-001, 8.4867341E-002
 5.2292609E-001, 8.7018985E-002
 5.2533471E-001, 8.8802330E-002
 5.2774333E-001, 9.0100802E-002
 5.3015195E-001, 9.1277652E-002
 5.3256057E-001, 9.2609561E-002
 5.3496918E-001, 9.4187039E-002
 5.3737780E-001, 9.6020911E-002
 5.3978642E-001, 9.8019969E-002
 5.4219504E-001, 1.0010225E-001
 5.4460366E-001, 1.0217031E-001
 5.4701228E-001, 1.0419280E-001
 5.4942090E-001, 1.0616209E-001
 5.5154791E-001, 1.0787453E-001
 5.5367493E-001, 1.0980086E-001
 5.5580195E-001, 1.1203594E-001
 5.5792896E-001, 1.1417958E-001
 5.6005598E-001, 1.1598523E-001
 5.6218300E-001, 1.1749595E-001
 5.6431002E-001, 1.1886886E-001
 5.6643703E-001, 1.2033791E-001
 5.6856405E-001, 1.2191515E-001
 5.7069107E-001, 1.2356482E-001
 5.7281809E-001, 1.2523516E-001
 5.7494510E-001, 1.2689076E-001
 5.7707212E-001, 1.2849447E-001
 5.7919914E-001, 1.3001156E-001
 5.8132615E-001, 1.3146743E-001
 5.8345317E-001, 1.3281446E-001
 5.8558019E-001, 1.3410366E-001
 5.8770721E-001, 1.3530173E-001
 5.8962083E-001, 1.3628557E-001
 5.9153445E-001, 1.3723271E-001
 5.9344808E-001, 1.3822889E-001
 5.9536170E-001, 1.3896967E-001
 5.9727533E-001, 1.3895280E-001
 5.9918895E-001, 1.3847516E-001
 6.0110257E-001, 1.3772197E-001
 6.0281403E-001, 1.3691153E-001
 6.0452549E-001, 1.3614686E-001
 6.0623695E-001, 1.3524617E-001
 6.0794841E-001, 1.3367093E-001
 6.0965986E-001, 1.3113095E-001
 6.1137132E-001, 1.2805537E-001
 6.1308278E-001, 1.2464520E-001
 6.1479424E-001, 1.2098416E-001
 6.1650570E-001, 1.1709294E-001
 6.1821716E-001, 1.1295503E-001
 6.1972590E-001, 1.0912260E-001
 6.2123464E-001, 1.0541000E-001
 6.2274338E-001, 1.0184193E-001
 6.2425212E-001, 9.7941569E-002
 6.2576086E-001, 9.3612976E-002
 6.2726960E-001, 8.9123617E-002
 6.2877834E-001, 8.4840697E-002
 6.3028708E-001, 8.1057301E-002
 6.3164084E-001, 7.8353440E-002
 6.3299461E-001, 7.6467104E-002
 6.3434837E-001, 7.5364934E-002
 6.3570214E-001, 7.4532560E-002
 6.3705590E-001, 7.3963636E-002
 6.3840967E-001, 7.3737476E-002
 6.3976343E-001, 7.3906684E-002
 6.4111720E-001, 7.4450385E-002
 6.4247096E-001, 7.5238089E-002
 6.4382473E-001, 7.6112626E-002
 6.4517849E-001, 7.7040626E-002
 6.4653226E-001, 7.8098622E-002
 6.4788602E-001, 7.9418591E-002
 6.4923979E-001, 8.1114282E-002
 6.5059355E-001, 8.3302740E-002
 6.5181004E-001, 8.5863599E-002
 6.5302654E-001, 8.9131108E-002
 6.5424303E-001, 9.2828968E-002
 6.5545952E-001, 9.6700745E-002
 6.5667602E-001, 1.0061513E-001
 6.5789251E-001, 1.0471440E-001
 6.5910900E-001, 1.0944156E-001
 6.6032550E-001, 1.1512110E-001
 6.6154199E-001, 1.2194418E-001
 6.6275848E-001, 1.3010922E-001
 6.6397497E-001, 1.3972772E-001
 6.6531312E-001, 1.5199809E-001
 6.6665126E-001, 1.6598122E-001
 6.6798940E-001, 1.8176977E-001
 6.6932754E-001, 1.9969233E-001
 6.7066569E-001, 2.1997310E-001
 6.7200383E-001, 2.4259446E-001
 6.7334197E-001, 2.6761463E-001
 6.7468011E-001, 2.9503249E-001
 6.7601826E-001, 3.2490782E-001
 6.7735640E-001, 3.5708750E-001
 6.7869454E-001, 3.9115945E-001
 6.8003268E-001, 4.2676268E-001
 6.8137082E-001, 4.6322109E-001
 6.8270897E-001, 4.9963885E-001
 6.8404711E-001, 5.3495915E-001
 6.8538525E-001, 5.6811533E-001
 6.8672339E-001, 5.9812000E-001
 6.8806154E-001, 6.2423360E-001
 6.8939968E-001, 6.4598441E-001
 6.9073782E-001, 6.6328465E-001
 6.9207596E-001, 6.7628365E-001
 6.9341411E-001, 6.8536990E-001
 6.9475225E-001, 6.9105812E-001
 6.9609039E-001, 6.9402619E-001
 6.9726330E-001, 6.9501785E-001
 6.9843621E-001, 6.9516990E-001
 6.9960912E-001, 6.9454183E-001
 7.0078202E-001, 6.9274554E-001
 7.0195493E-001, 6.8987631E-001
 7.0312784E-001, 6.8647190E-001
 7.0430075E-001, 6.8287391E-001
 7.0547366E-001, 6.7931652E-001
 7.0652304E-001, 6.7635080E-001
 7.0757243E-001, 6.7372441E-001
 7.0862181E-001, 6.7132355E-001
 7.0967119E-001, 6.6862608E-001
 7.1072058E-001, 6.6539086E-001
 7.1176996E-001, 6.6162170E-001
 7.1281935E-001, 6.5741368E-001
 7.1386873E-001, 6.5289491E-001
 7.1491811E-001, 6.4801028E-001
 7.1596750E-001, 6.4272917E-001
 7.1701688E-001, 6.3694305E-001
 7.1806627E-001, 6.3055571E-001
 7.1911565E-001, 6.2351258E-001
 7.2016503E-001, 6.1583042E-001
 7.2121442E-001, 6.0755760E-001
 7.2226380E-001, 5.9878230E-001
 7.2331319E-001, 5.8955283E-001
 7.2436257E-001, 5.7987769E-001
 7.2541195E-001, 5.6981754E-001
 7.2646134E-001, 5.5942495E-001
 7.2751072E-001, 5.4878056E-001
 7.2856011E-001, 5.3792160E-001
 7.2960949E-001, 5.2686291E-001
 7.3065887E-001, 5.1563077E-001
 7.3170826E-001, 5.0426498E-001
 7.3275764E-001, 4.9282123E-001
 7.3380703E-001, 4.8133030E-001
 7.3485641E-001, 4.6978479E-001
 7.3590579E-001, 4.5809754E-001
 7.3695518E-001, 4.4621163E-001
 7.3800456E-001, 4.3414652E-001
 7.3905395E-001, 4.2196126E-001
 7.4010333E-001, 4.0970004E-001
 7.4115271E-001, 3.9739584E-001
 7.4220210E-001, 3.8505342E-001
 7.4325148E-001, 3.7270233E-001
 7.4430087E-001, 3.6040422E-001
 7.4535025E-001, 3.4822728E-001
 7.4639963E-001, 3.3625145E-001
 7.4744902E-001, 3.2461021E-001
 7.4849840E-001, 3.1342862E-001
 7.4954779E-001, 3.0282368E-001
 7.5059717E-001, 2.9293109E-001
 7.5164655E-001, 2.8389368E-001
 7.5269594E-001, 2.7578254E-001
 7.5374532E-001, 2.6864548E-001
 7.5479471E-001, 2.6259220E-001
 7.5572872E-001, 2.5827741E-001
 7.5666274E-001, 2.5503783E-001
 7.5759675E-001, 2.5284438E-001
 7.5853076E-001, 2.5163125E-001
 7.5946478E-001, 2.5136739E-001
 7.6039879E-001, 2.5208412E-001
 7.6133281E-001, 2.5387799E-001
 7.6226682E-001, 2.5684872E-001
 7.6320084E-001, 2.6102324E-001
 7.6413485E-001, 2.6641046E-001
 7.6506887E-001, 2.7302234E-001
 7.6600288E-001, 2.8089539E-001
 7.6693690E-001, 2.8995744E-001
 7.6787091E-001, 3.0010040E-001
 7.6880492E-001, 3.1122510E-001
 7.6973894E-001, 3.2332639E-001
 7.7067295E-001, 3.3640561E-001
 7.7160697E-001, 3.5034134E-001
 7.7254098E-001, 3.6498258E-001
 7.7347500E-001, 3.8015040E-001
 7.7440901E-001, 3.9570685E-001
 7.7534303E-001, 4.1150027E-001
 7.7627704E-001, 4.2745781E-001
 7.7721106E-001, 4.4343959E-001
 7.7814507E-001, 4.5937871E-001
 7.7907909E-001, 4.7513679E-001
 7.8001310E-001, 4.9060002E-001
 7.8094711E-001, 5.0572983E-001
 7.8188113E-001, 5.2040565E-001
 7.8281514E-001, 5.3452519E-001
 7.8374916E-001, 5.4794299E-001
 7.8468317E-001, 5.6067913E-001
 7.8561719E-001, 5.7278312E-001
 7.8655120E-001, 5.8418718E-001
 7.8748522E-001, 5.9471442E-001
 7.8841923E-001, 6.0432329E-001
 7.8935325E-001, 6.1290744E-001
 7.9028726E-001, 6.2045397E-001
 7.9122127E-001, 6.2683531E-001
 7.9215529E-001, 6.3188141E-001
 7.9308930E-001, 6.3541009E-001
 7.9402332E-001, 6.3731582E-001
 7.9495733E-001, 6.3747201E-001
 7.9589135E-001, 6.3563711E-001
 7.9682536E-001, 6.3176438E-001
 7.9775938E-001, 6.2581823E-001
 7.9869339E-001, 6.1784731E-001
 7.9962741E-001, 6.0790210E-001
 8.0056142E-001, 5.9613223E-001
 8.0149544E-001, 5.8266851E-001
 8.0242945E-001, 5.6771769E-001
 8.0326359E-001, 5.5320322E-001
 8.0409773E-001, 5.3816172E-001
 8.0493188E-001, 5.2273174E-001
 8.0576602E-001, 5.0703137E-001
 8.0660016E-001, 4.9113261E-001
 8.0743431E-001, 4.7514959E-001
 8.0826845E-001, 4.5934489E-001
