cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 6.7500000E+000, 1.0123404E+003, 1.0239396E+003, 6.4491460E-001, 1.5515757E+002, 1.9539896E+002, 2.7979909E-001, 3.5943606E-003, 6.0129546E-002, 6.1254571E-002, 1.9917362E-001, 1.2528824E-001, 3.6032101E-002, 5.0251686E-001, 4.0234206E-003
 7.2500000E+000, 1.0250999E+003, 1.0375112E+003, 7.3747467E-001, 1.5655836E+002, 1.9843201E+002, 3.0142465E-001, 4.0571254E-003, 6.1159849E-002, 6.1114699E-002, 1.9052852E-001, 1.2621078E-001, 3.5949823E-002, 5.0899593E-001, 4.0417439E-003
 7.7500000E+000, 1.0365051E+003, 1.0495256E+003, 8.3007085E-001, 1.5712363E+002, 2.0078560E+002, 3.2315231E-001, 4.6249001E-003, 6.2060198E-002, 6.0917969E-002, 1.8263081E-001, 1.2694308E-001, 3.5834100E-002, 5.1504425E-001, 4.0536240E-003
 8.2500000E+000, 1.0468427E+003, 1.0603331E+003, 9.2167572E-001, 1.5723722E+002, 2.0281679E+002, 3.4477603E-001, 5.2501406E-003, 6.2856914E-002, 6.0703423E-002, 1.7529286E-001, 1.2755165E-001, 3.5707896E-002, 5.2073449E-001, 4.0626844E-003
 8.7500000E+000, 1.0567320E+003, 1.0707517E+003, 1.0119574E+000, 1.5743052E+002, 2.0475121E+002, 3.6624882E-001, 5.8606280E-003, 6.3600126E-002, 6.0492321E-002, 1.6838195E-001, 1.2810854E-001, 3.5583718E-002, 5.2611147E-001, 4.0711160E-003
 9.2500000E+000, 1.0665205E+003, 1.0810848E+003, 1.0119574E+000, 1.5819906E+002, 2.0751020E+002, 3.6624882E-001, 6.4648632E-003, 6.4341987E-002, 6.0228746E-002, 1.6181904E-001, 1.2860956E-001, 3.5428674E-002, 5.3129758E-001, 4.0747304E-003
 9.7500000E+000, 1.0762822E+003, 1.0914440E+003, 1.1872275E+000, 1.5891100E+002, 2.1022825E+002, 4.1012826E-001, 7.0895217E-003, 6.5084250E-002, 5.9900567E-002, 1.5553557E-001, 1.2904446E-001, 3.5235627E-002, 5.3636479E-001, 4.0728021E-003
 1.0250000E+001, 1.0859721E+003, 1.1017803E+003, 1.2724104E+000, 1.5892064E+002, 2.1205333E+002, 4.3084146E-001, 7.7274428E-003, 6.5804090E-002, 5.9547981E-002, 1.4949011E-001, 1.2943132E-001, 3.5028224E-002, 5.4129475E-001, 4.0685622E-003
 1.0750000E+001, 1.0954498E+003, 1.1118093E+003, 1.3553721E+000, 1.5882210E+002, 2.1406773E+002, 4.5128236E-001, 8.4121455E-003, 6.6481895E-002, 5.9173219E-002, 1.4364740E-001, 1.2975298E-001, 3.4807776E-002, 5.4612199E-001, 4.0621095E-003
 1.1250000E+001, 1.1048609E+003, 1.1216721E+003, 1.4359514E+000, 1.5903545E+002, 2.1689153E+002, 4.7188426E-001, 9.1528020E-003, 6.7125032E-002, 5.8763982E-002, 1.3798401E-001, 1.3000445E-001, 3.4567048E-002, 5.5088032E-001, 4.0523851E-003
 1.1750000E+001, 1.1140288E+003, 1.1312627E+003, 1.5141988E+000, 1.5906034E+002, 2.1963522E+002, 4.9260315E-001, 9.9611102E-003, 6.7723535E-002, 5.8323462E-002, 1.3249544E-001, 1.3017904E-001, 3.4307919E-002, 5.5557352E-001, 4.0396993E-003
 1.2250000E+001, 1.1230072E+003, 1.1406766E+003, 1.5899705E+000, 1.5886738E+002, 2.2213936E+002, 5.1327584E-001, 1.0827639E-002, 6.8290606E-002, 5.7844745E-002, 1.2717446E-001, 1.3028296E-001, 3.4026321E-002, 5.6021117E-001, 4.0236885E-003
 1.2750000E+001, 1.1316190E+003, 1.1496693E+003, 1.6633152E+000, 1.5813872E+002, 2.2415347E+002, 5.3408780E-001, 1.1775233E-002, 6.8810688E-002, 5.7326737E-002, 1.2202782E-001, 1.3029954E-001, 3.3721610E-002, 5.6479783E-001, 4.0039931E-003
 1.3250000E+001, 1.1397181E+003, 1.1580163E+003, 1.7345126E+000, 1.5711288E+002, 2.2608069E+002, 5.5432185E-001, 1.2814945E-002, 6.9291346E-002, 5.6751949E-002, 1.1705229E-001, 1.3021868E-001, 3.3383499E-002, 5.6935946E-001, 3.9791603E-003
 1.3750000E+001, 1.1475957E+003, 1.1660725E+003, 1.8037048E+000, 1.5623431E+002, 2.2846617E+002, 5.7400349E-001, 1.3876561E-002, 6.9803766E-002, 5.6092417E-002, 1.1224672E-001, 1.3008308E-001, 3.2995539E-002, 5.7390340E-001, 3.9469683E-003
 1.4250000E+001, 1.1552863E+003, 1.1738919E+003, 1.8708077E+000, 1.5560385E+002, 2.3127363E+002, 5.9405486E-001, 1.4926777E-002, 7.0319281E-002, 5.5398565E-002, 1.0767569E-001, 1.2991487E-001, 3.2587391E-002, 5.7831496E-001, 3.9112716E-003
 1.4750000E+001, 1.1628539E+003, 1.1816306E+003, 1.9360371E+000, 1.5526322E+002, 2.3420230E+002, 6.1464244E-001, 1.6009172E-002, 7.0830189E-002, 5.4681832E-002, 1.0311782E-001, 1.2971887E-001, 3.2165783E-002, 5.8275441E-001, 3.8740437E-003
 1.5250000E+001, 1.1695447E+003, 1.1884959E+003, 1.9360371E+000, 1.5448119E+002, 2.3598832E+002, 6.1464244E-001, 1.7063155E-002, 7.1263071E-002, 5.4026654E-002, 9.8883218E-002, 1.2950594E-001, 3.1780385E-002, 5.8688412E-001, 3.8405033E-003
 1.5750000E+001, 1.1766018E+003, 1.1957792E+003, 1.9988708E+000, 1.5424666E+002, 2.3855836E+002, 6.3624594E-001, 1.8122005E-002, 7.1729421E-002, 5.3314529E-002, 9.4724585E-002, 1.2926848E-001, 3.1361487E-002, 5.9102567E-001, 3.8022175E-003
 1.6250000E+001, 1.1833554E+003, 1.2027038E+003, 2.0603994E+000, 1.5420128E+002, 2.4140585E+002, 6.5770632E-001, 1.9224181E-002, 7.2172993E-002, 5.2572566E-002, 9.0694650E-002, 1.2897759E-001, 3.0925039E-002, 5.9512464E-001, 3.7610714E-003
 1.6750000E+001, 1.1898091E+003, 1.2092110E+003, 2.1199685E+000, 1.5453339E+002, 2.4494206E+002, 6.7949168E-001, 2.0398154E-002, 7.2615903E-002, 5.1745931E-002, 8.6824057E-002, 1.2859974E-001, 3.0438783E-002, 5.9923117E-001, 3.7121791E-003
 1.7250000E+001, 1.1956129E+003, 1.2148878E+003, 2.1775841E+000, 1.5530130E+002, 2.4919017E+002, 7.0197371E-001, 2.1675276E-002, 7.3001861E-002, 5.0877150E-002, 8.3109163E-002, 1.2812183E-001, 2.9927735E-002, 6.0331107E-001, 3.6593309E-003
 1.7750000E+001, 1.2007475E+003, 1.2197847E+003, 2.2331153E+000, 1.5637462E+002, 2.5374558E+002, 7.2492730E-001, 2.3040124E-002, 7.3323180E-002, 4.9991244E-002, 7.9530704E-002, 1.2756157E-001, 2.9406614E-002, 6.0734436E-001, 3.6046587E-003
 1.8250000E+001, 1.2052746E+003, 1.2240388E+003, 2.2868999E+000, 1.5737726E+002, 2.5802260E+002, 7.4730023E-001, 2.4489000E-002, 7.3606779E-002, 4.9059833E-002, 7.6083706E-002, 1.2691712E-001, 2.8858725E-002, 6.1136526E-001, 3.5458469E-003
 1.8750000E+001, 1.2088064E+003, 1.2272431E+003, 2.3390006E+000, 1.5775637E+002, 2.6132241E+002, 7.6933410E-001, 2.6063986E-002, 7.3808764E-002, 4.8103347E-002, 7.2755906E-002, 1.2616543E-001, 2.8296086E-002, 6.1537445E-001, 3.4846034E-003
 1.9250000E+001, 1.2113886E+003, 1.2293388E+003, 2.3886236E+000, 1.5781827E+002, 2.6423415E+002, 7.9142250E-001, 2.7759928E-002, 7.3927802E-002, 4.7129474E-002, 6.9536116E-002, 1.2531299E-001, 2.7723220E-002, 6.1936940E-001, 3.4215499E-003
 1.9750000E+001, 1.2134314E+003, 1.2306772E+003, 2.4357840E+000, 1.5818361E+002, 2.6781276E+002, 8.1404613E-001, 2.9548507E-002, 7.3990755E-002, 4.6129291E-002, 6.6423061E-002, 1.2437757E-001, 2.7134877E-002, 6.2335098E-001, 3.3559261E-003
 2.0250000E+001, 1.2149521E+003, 1.2312545E+003, 2.4800736E+000, 1.5899323E+002, 2.7217227E+002, 8.3831416E-001, 3.1450113E-002, 7.3980756E-002, 4.5108227E-002, 6.3406101E-002, 1.2334787E-001, 2.6534251E-002, 6.2732793E-001, 3.2881778E-003
 2.0750000E+001, 1.2159853E+003, 1.2312913E+003, 2.5225031E+000, 1.6008970E+002, 2.7661552E+002, 8.6245060E-001, 3.3399817E-002, 7.3924229E-002, 4.4087865E-002, 6.0482681E-002, 1.2227210E-001, 2.5934038E-002, 6.3125459E-001, 3.2201169E-003
 2.1250000E+001, 1.2162367E+003, 1.2303328E+003, 2.5634571E+000, 1.6176312E+002, 2.8173658E+002, 8.8579049E-001, 3.5443913E-002, 7.3793920E-002, 4.3064521E-002, 5.7645030E-002, 1.2111937E-001, 2.5332071E-002, 6.3515715E-001, 3.1515185E-003
 2.1750000E+001, 1.2159005E+003, 1.2285588E+003, 2.6019135E+000, 1.6419623E+002, 2.8785104E+002, 9.1076786E-001, 3.7552902E-002, 7.3609424E-002, 4.2038209E-002, 5.4896131E-002, 1.1990924E-001, 2.4728358E-002, 6.3902295E-001, 3.0822829E-003
 2.2250000E+001, 1.2154447E+003, 1.2266214E+003, 2.6393804E+000, 1.6708562E+002, 2.9445129E+002, 9.3449712E-001, 3.9664636E-002, 7.3419670E-002, 4.0999105E-002, 5.2246360E-002, 1.1868050E-001, 2.4117121E-002, 6.4283357E-001, 3.0115741E-003
 2.2750000E+001, 1.2147073E+003, 1.2243739E+003, 2.6768401E+000, 1.7006180E+002, 3.0100182E+002, 9.5449001E-001, 4.1800070E-002, 7.3228429E-002, 3.9924385E-002, 4.9703198E-002, 1.1741382E-001, 2.3484932E-002, 6.4661686E-001, 2.9374898E-003
 2.3250000E+001, 1.2133758E+003, 1.2214274E+003, 2.7130839E+000, 1.7318036E+002, 3.0751374E+002, 9.7373811E-001, 4.4002107E-002, 7.2991768E-002, 3.8831244E-002, 4.7269752E-002, 1.1608275E-001, 2.2841908E-002, 6.5036650E-001, 2.8614146E-003
 2.3750000E+001, 1.2114178E+003, 1.2177318E+003, 2.7791826E+000, 1.7649736E+002, 3.1409216E+002, 1.0145891E+000, 4.6252248E-002, 7.2707194E-002, 3.7737562E-002, 4.4946876E-002, 1.1470289E-001, 2.2198566E-002, 6.5405514E-001, 2.7848060E-003
 2.4250000E+001, 1.2089818E+003, 1.2135188E+003, 2.7791826E+000, 1.8019918E+002, 3.2081821E+002, 1.0145891E+000, 4.8536102E-002, 7.2416950E-002, 3.6602516E-002, 4.2745999E-002, 1.1327503E-001, 2.1530892E-002, 6.5771554E-001, 2.7042137E-003
 2.4750000E+001, 1.2060593E+003, 1.2088115E+003, 2.8090878E+000, 1.8445568E+002, 3.2775511E+002, 1.0361695E+000, 5.0855957E-002, 7.2097998E-002, 3.5451723E-002, 4.0667740E-002, 1.1180211E-001, 2.0853955E-002, 6.6131920E-001, 2.6218269E-003
 2.5250000E+001, 1.2027097E+003, 1.2036417E+003, 2.8372416E+000, 1.8877447E+002, 3.3466940E+002, 1.0574094E+000, 5.3180114E-002, 7.1744357E-002, 3.4320585E-002, 3.8697598E-002, 1.1031401E-001, 2.0188579E-002, 6.6482523E-001, 2.5406512E-003
 2.5750000E+001, 1.1987978E+003, 1.1978447E+003, 2.8642573E+000, 1.9281961E+002, 3.4123595E+002, 1.0770857E+000, 5.5523538E-002, 7.1341261E-002, 3.3215414E-002, 3.6830869E-002, 1.0880242E-001, 1.9538479E-002, 6.6823520E-001, 2.4612192E-003
 2.6250000E+001, 1.1942060E+003, 1.1912994E+003, 2.8902422E+000, 1.9642365E+002, 3.4718289E+002, 1.0949818E+000, 5.7888170E-002, 7.0879017E-002, 3.2146803E-002, 3.5064249E-002, 1.0726838E-001, 1.8909884E-002, 6.7154020E-001, 2.3843084E-003
 2.6750000E+001, 1.1892419E+003, 1.1843960E+003, 2.9149741E+000, 1.9970850E+002, 3.5254823E+002, 1.1116864E+000, 6.0237883E-002, 7.0385263E-002, 3.1112881E-002, 3.3386829E-002, 1.0573763E-001, 1.8301695E-002, 6.7473725E-001, 2.3097124E-003
 2.7250000E+001, 1.1841896E+003, 1.1773751E+003, 2.9382695E+000, 2.0296884E+002, 3.5786495E+002, 1.1282641E+000, 6.2552820E-002, 6.9887897E-002, 3.0097945E-002, 3.1789466E-002, 1.0422214E-001, 1.7704674E-002, 6.7784350E-001, 2.2362274E-003
 2.7750000E+001, 1.1789477E+003, 1.1701715E+003, 2.9821821E+000, 2.0620656E+002, 3.6305004E+002, 1.1591409E+000, 6.4840667E-002, 6.9384808E-002, 2.9100203E-002, 3.0260822E-002, 1.0271803E-001, 1.7117766E-002, 6.8087178E-001, 2.1638277E-003
 2.8250000E+001, 1.1734315E+003, 1.1627742E+003, 2.9821821E+000, 2.0943232E+002, 3.6791325E+002, 1.1591409E+000, 6.7122838E-002, 6.8864421E-002, 2.8116196E-002, 2.8800345E-002, 1.0121028E-001, 1.6538939E-002, 6.8383400E-001, 2.0922978E-003
 2.8750000E+001, 1.1675248E+003, 1.1550834E+003, 3.0032623E+000, 2.1251552E+002, 3.7224345E+002, 1.1723808E+000, 6.9398450E-002, 6.8311182E-002, 2.7166481E-002, 2.7400891E-002, 9.9704184E-002, 1.5980283E-002, 6.8671177E-001, 2.0232795E-003
 2.9250000E+001, 1.1613586E+003, 1.1471855E+003, 3.0240274E+000, 2.1550736E+002, 3.7622692E+002, 1.1838049E+000, 7.1666241E-002, 6.7738891E-002, 2.6236151E-002, 2.6058993E-002, 9.8198448E-002, 1.5433030E-002, 6.8952390E-001, 1.9555450E-003
 2.9750000E+001, 1.1549363E+003, 1.1391188E+003, 3.0441907E+000, 2.1848211E+002, 3.7988662E+002, 1.1940572E+000, 7.3933718E-002, 6.7143194E-002, 2.5325083E-002, 2.4770147E-002, 9.6688624E-002, 1.4897108E-002, 6.9227642E-001, 1.8891388E-003
 3.0250000E+001, 1.1480807E+003, 1.1306323E+003, 3.0631268E+000, 2.2136878E+002, 3.8322098E+002, 1.2039798E+000, 7.6219783E-002, 6.6501833E-002, 2.4444878E-002, 2.3532461E-002, 9.5164258E-002, 1.4379340E-002, 6.9496433E-001, 1.8250044E-003
 3.0750000E+001, 1.1409080E+003, 1.1217828E+003, 3.0805090E+000, 2.2416198E+002, 3.8640612E+002, 1.2140754E+000, 7.8511897E-002, 6.5824173E-002, 2.3594773E-002, 2.2344462E-002, 9.3633920E-002, 1.3879278E-002, 6.9758507E-001, 1.7630537E-003
 3.1250000E+001, 1.1335728E+003, 1.1126833E+003, 3.0965383E+000, 2.2685146E+002, 3.8959851E+002, 1.2245261E+000, 8.0793880E-002, 6.5117301E-002, 2.2780102E-002, 2.1202211E-002, 9.2110091E-002, 1.3400060E-002, 7.0012967E-001, 1.7036947E-003
 3.1750000E+001, 1.1261573E+003, 1.1034481E+003, 3.1114696E+000, 2.2951053E+002, 3.9289621E+002, 1.2348908E+000, 8.3046627E-002, 6.4402252E-002, 2.1990246E-002, 2.0111396E-002, 9.0602983E-002, 1.2935439E-002, 7.0259924E-001, 1.6459604E-003
 3.2250000E+001, 1.1187862E+003, 1.0942274E+003, 3.1395996E+000, 2.3224550E+002, 3.9643158E+002, 1.2523502E+000, 8.5251549E-002, 6.3705817E-002, 2.1207564E-002, 1.9075983E-002, 8.9121455E-002, 1.2475038E-002, 7.0500425E-001, 1.5884706E-003
 3.2750000E+001, 1.1115468E+003, 1.0851401E+003, 3.1395996E+000, 2.3507584E+002, 4.0013901E+002, 1.2523502E+000, 8.7399273E-002, 6.3027651E-002, 2.0440682E-002, 1.8092490E-002, 8.7673902E-002, 1.2023930E-002, 7.0733410E-001, 1.5320231E-003
 3.3250000E+001, 1.1043688E+003, 1.0761798E+003, 3.1523446E+000, 2.3782732E+002, 4.0363465E+002, 1.2600831E+000, 8.9489576E-002, 6.2358605E-002, 1.9701935E-002, 1.7153857E-002, 8.6263704E-002, 1.1589373E-002, 7.0957983E-001, 1.4776263E-003
 3.3750000E+001, 1.0972218E+003, 1.0673389E+003, 3.1643360E+000, 2.4046850E+002, 4.0683581E+002, 1.2672212E+000, 9.1535923E-002, 6.1700179E-002, 1.8979002E-002, 1.6257604E-002, 8.4879908E-002, 1.1164119E-002, 7.1176189E-001, 1.4242844E-003
 3.4250000E+001, 1.0899486E+003, 1.0584550E+003, 3.1761623E+000, 2.4289155E+002, 4.0965375E+002, 1.2732814E+000, 9.3551649E-002, 6.1040727E-002, 1.8274034E-002, 1.5409344E-002, 8.3513051E-002, 1.0749432E-002, 7.1387862E-001, 1.3721682E-003
 3.4750000E+001, 1.0827419E+003, 1.0497116E+003, 3.1872945E+000, 2.4524233E+002, 4.1239259E+002, 1.2792058E+000, 9.5556270E-002, 6.0378624E-002, 1.7577041E-002, 1.4585941E-002, 8.2151510E-002, 1.0339436E-002, 7.1596470E-001, 1.3205707E-003
 3.5250000E+001, 1.0748381E+003, 1.0405407E+003, 3.2091295E+000, 2.4725077E+002, 4.1406768E+002, 1.2894974E+000, 9.7505599E-002, 5.9708113E-002, 1.6923589E-002, 1.3830060E-002, 8.0825326E-002, 9.9550524E-003, 7.1793391E-001, 1.2721749E-003
 3.5750000E+001, 1.0672290E+003, 1.0317875E+003, 3.2201773E+000, 2.4907639E+002, 4.1563073E+002, 1.2932642E+000, 9.9405411E-002, 5.9056905E-002, 1.6282629E-002, 1.3101536E-002, 7.9530907E-002, 9.5780173E-003, 7.1985192E-001, 1.2246947E-003
 3.6250000E+001, 1.0596305E+003, 1.0231100E+003, 3.2314308E+000, 2.5075448E+002, 4.1702769E+002, 1.2955599E+000, 1.0125684E-001, 5.8407062E-002, 1.5672546E-002, 1.2413139E-002, 7.8268902E-002, 9.2191450E-003, 7.2168931E-001, 1.1795127E-003
 3.6750000E+001, 1.0521536E+003, 1.0145789E+003, 3.2423985E+000, 2.5235505E+002, 4.1841459E+002, 1.2972008E+000, 1.0304620E-001, 5.7765044E-002, 1.5096968E-002, 1.1763534E-002, 7.7049427E-002, 8.8805694E-003, 7.2343807E-001, 1.1369022E-003
 3.7250000E+001, 1.0449758E+003, 1.0063775E+003, 3.2528393E+000, 2.5404989E+002, 4.1997131E+002, 1.2990855E+000, 1.0476162E-001, 5.7154951E-002, 1.4536735E-002, 1.1152374E-002, 7.5877141E-002, 8.5510207E-003, 7.2511582E-001, 1.0952831E-003
 3.7750000E+001, 1.0378867E+003, 9.9835891E+002, 3.2627881E+000, 2.5581706E+002, 4.2142590E+002, 1.3013072E+000, 1.0643114E-001, 5.6566569E-002, 1.3980877E-002, 1.0582042E-002, 7.4730756E-002, 8.2240456E-003, 7.2674322E-001, 1.0538302E-003
 3.8250000E+001, 1.0306214E+003, 9.9026685E+002, 3.2627881E+000, 2.5745162E+002, 4.2242077E+002, 1.3013072E+000, 1.0806895E-001, 5.5968455E-002, 1.3455698E-002, 1.0051495E-002, 7.3605520E-002, 7.9151166E-003, 7.2829640E-001, 1.0146699E-003
 3.8750000E+001, 1.0232524E+003, 9.8216339E+002, 3.2810442E+000, 2.5903915E+002, 4.2311558E+002, 1.3066491E+000, 1.0966590E-001, 5.5364077E-002, 1.2964825E-002, 9.5586269E-003, 7.2508567E-002, 7.6263677E-003, 7.2976951E-001, 9.7807369E-004
 3.9250000E+001, 1.0158045E+003, 9.7405258E+002, 3.2894696E+000, 2.6066016E+002, 4.2367036E+002, 1.3092549E+000, 1.1122453E-001, 5.4756740E-002, 1.2502789E-002, 9.1002307E-003, 7.1437679E-002, 7.3545818E-003, 7.3117192E-001, 9.4361163E-004
 3.9750000E+001, 1.0083092E+003, 9.6598005E+002, 3.2894696E+000, 2.6228420E+002, 4.2406554E+002, 1.3092549E+000, 1.1274494E-001, 5.4151259E-002, 1.2064093E-002, 8.6742625E-003, 7.0392104E-002, 7.0965252E-003, 7.3251131E-001, 9.1084997E-004
 4.0250000E+001, 1.0007025E+003, 9.5787294E+002, 3.2974481E+000, 2.6374362E+002, 4.2416960E+002, 1.3114878E+000, 1.1423594E-001, 5.3543989E-002, 1.1646650E-002, 8.2765027E-003, 6.9366118E-002, 6.8509708E-003, 7.3379617E-001, 8.7964530E-004
 4.0750000E+001, 9.9293770E+002, 9.4966658E+002, 3.3120877E+000, 2.6491278E+002, 4.2390376E+002, 1.3158943E+000, 1.1570783E-001, 5.2926951E-002, 1.1252142E-002, 7.9040554E-003, 6.8353474E-002, 6.6189069E-003, 7.3503034E-001, 8.5015294E-004
 4.1250000E+001, 9.8505471E+002, 9.4141444E+002, 3.3191460E+000, 2.6583729E+002, 4.2330832E+002, 1.3182049E+000, 1.1716361E-001, 5.2299145E-002, 1.0880257E-002, 7.5513576E-003, 6.7352887E-002, 6.4001512E-003, 7.3621920E-001, 8.2238330E-004
 4.1750000E+001, 9.7710754E+002, 9.3316509E+002, 3.3260559E+000, 2.6658271E+002, 4.2246503E+002, 1.3202866E+000, 1.1860164E-001, 5.1666080E-002, 1.0526093E-002, 7.2163772E-003, 6.6364899E-002, 6.1918194E-003, 7.3736915E-001, 7.9595819E-004
 4.2250000E+001, 9.6912268E+002, 9.2496248E+002, 3.3260559E+000, 2.6715723E+002, 4.2135434E+002, 1.3202866E+000, 1.2002113E-001, 5.1027982E-002, 1.0190902E-002, 6.8939461E-003, 6.5391025E-002, 5.9946485E-003, 7.3848215E-001, 7.7100082E-004
 4.2750000E+001, 9.6120287E+002, 9.1690254E+002, 3.3328716E+000, 2.6763607E+002, 4.2007921E+002, 1.3218054E+000, 1.2140925E-001, 5.0394664E-002, 9.8741778E-003, 6.5791813E-003, 6.4440557E-002, 5.8083399E-003, 7.3955771E-001, 7.4747177E-004
 4.3250000E+001, 9.5361693E+002, 9.0921308E+002, 3.3457406E+000, 2.6815941E+002, 4.1894531E+002, 1.3243046E+000, 1.2274298E-001, 4.9791280E-002, 9.5646901E-003, 6.2711833E-003, 6.3527229E-002, 5.6262883E-003, 7.4060092E-001, 7.2444056E-004
 4.3750000E+001, 9.4644251E+002, 9.0195740E+002, 3.3517598E+000, 2.6868992E+002, 4.1797592E+002, 1.3256979E+000, 1.2401793E-001, 4.9226579E-002, 9.2552453E-003, 5.9715193E-003, 6.2652482E-002, 5.4442619E-003, 7.4161723E-001, 7.0135340E-004
 4.4250000E+001, 9.3942333E+002, 8.9488758E+002, 3.3517598E+000, 2.6907481E+002, 4.1691554E+002, 1.3256979E+000, 1.2526207E-001, 4.8674036E-002, 8.9546062E-003, 5.6818144E-003, 6.1798721E-002, 5.2674154E-003, 7.4260553E-001, 6.7891716E-004
 4.4750000E+001, 9.3244081E+002, 8.8784204E+002, 3.3577992E+000, 2.6930187E+002, 4.1577154E+002, 1.3269640E+000, 1.2648865E-001, 4.8122129E-002, 8.6655547E-003, 5.4034528E-003, 6.0957264E-002, 5.0973851E-003, 7.4356644E-001, 6.5734986E-004
 4.5250000E+001, 9.2545546E+002, 8.8078526E+002, 3.3703945E+000, 2.6945854E+002, 4.1463362E+002, 1.3282436E+000, 1.2770505E-001, 4.7568941E-002, 8.3843609E-003, 5.1365496E-003, 6.0122426E-002, 4.9319770E-003, 7.4450671E-001, 6.3633211E-004
