cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg,cm,kW/m2,kW/m2,cm,kW/m2,cm,kW/m2,cm,K,K,K,K,K,K,K,K,K,K
 9.5000000E+000, 1.2226838E+003, 1.2441549E+003, 1.7962755E+000, 2.0338130E+002, 2.2960983E+002, 6.1495172E-001, 3.6741164E-002, 5.5599822E-002, 3.7689750E-002, 7.0636515E-002, 1.8195178E-001, 3.8855413E-002, 5.7723038E-001, 5.4511228E-004, 5.0000000E+000, 2.9618309E+001, 1.7142743E+001, 1.2385321E+001, 7.9667250E-001, 2.6276297E+001, 9.6352020E-001, 5.0000000E+000, 1.1271982E+003, 6.2481716E+002, 5.6759429E+002, 5.0774566E+002, 4.6590761E+002, 1.9857414E+002, 1.8648936E+002, 1.5800767E+002, 1.2027272E+002, 9.6517212E+001
 1.0500000E+001, 1.2211732E+003, 1.2420263E+003, 1.9447759E+000, 2.1260209E+002, 2.4093247E+002, 6.7641072E-001, 4.2240250E-002, 5.5812743E-002, 3.5063243E-002, 6.1463345E-002, 1.7770773E-001, 3.6147673E-002, 5.9036009E-001, 5.0696622E-004, 6.0000000E+000, 2.9618309E+001, 1.7142743E+001, 1.3761468E+001, 8.0140605E-001, 2.7401380E+001, 9.0199291E-001, 6.0000000E+000, 1.0765546E+003, 5.8850178E+002, 5.3737026E+002, 4.8529032E+002, 4.5162553E+002, 2.1994074E+002, 1.7466112E+002, 1.4870095E+002, 1.1275297E+002, 9.1172021E+001
 1.1500000E+001, 1.2132607E+003, 1.2329557E+003, 2.0743934E+000, 2.2658649E+002, 2.5734862E+002, 7.4010807E-001, 4.8020429E-002, 5.5618774E-002, 3.2536173E-002, 5.3756348E-002, 1.7282470E-001, 3.3542447E-002, 6.0258305E-001, 4.7024799E-004, 7.0000000E+000, 3.0131907E+001, 1.6411475E+001, 1.5137615E+001, 8.1877365E-001, 2.8526525E+001, 8.1094946E-001, 7.0000000E+000, 1.0068626E+003, 5.5511727E+002, 5.0889415E+002, 4.6499920E+002, 4.3724728E+002, 2.3397949E+002, 1.6479908E+002, 1.4122907E+002, 1.0686304E+002, 8.8292936E+001
 1.2500000E+001, 1.2020686E+003, 1.2204288E+003, 2.1866173E+000, 2.4237148E+002, 2.7534701E+002, 8.0026129E-001, 5.3730446E-002, 5.5204707E-002, 3.0155413E-002, 4.7236761E-002, 1.6776021E-001, 3.1088055E-002, 6.1378814E-001, 4.3567930E-004, 8.0000000E+000, 2.8733529E+001, 1.4162024E+001, 1.6513761E+001, 8.2545520E-001, 2.9651726E+001, 7.6250283E-001, 8.0000000E+000, 9.3060611E+002, 5.2566498E+002, 4.8468523E+002, 4.4810305E+002, 4.2273834E+002, 2.4374576E+002, 1.5835318E+002, 1.3571978E+002, 1.0276207E+002, 8.3563859E+001
 1.3500000E+001, 1.1883757E+003, 1.2053063E+003, 2.2863310E+000, 2.5778769E+002, 2.9254202E+002, 8.5635785E-001, 5.9335681E-002, 5.4634390E-002, 2.7896152E-002, 4.1695594E-002, 1.6259796E-001, 2.8758920E-002, 6.2412267E-001, 4.0285036E-004, 9.0000000E+000, 2.7352815E+001, 1.2876011E+001, 1.7889908E+001, 8.2876315E-001, 3.0776976E+001, 6.9073881E-001, 9.0000000E+000, 8.5683461E+002, 4.9461790E+002, 4.6203997E+002, 4.3264834E+002, 4.0677578E+002, 2.5429482E+002, 1.4869603E+002, 1.3251441E+002, 1.0068155E+002, 7.7112089E+001
 1.4500000E+001, 1.1725557E+003, 1.1880211E+003, 2.3697924E+000, 2.7246600E+002, 3.0868698E+002, 9.1436634E-001, 6.4812389E-002, 5.3916625E-002, 2.5787743E-002, 3.6958256E-002, 1.5740874E-001, 2.6585302E-002, 6.3364477E-001, 3.7225537E-004, 1.0000000E+001, 2.5749860E+001, 1.1569476E+001, 1.9266055E+001, 8.2529838E-001, 3.1902269E+001, 6.5185048E-001, 1.0000000E+001, 7.9158742E+002, 4.6121495E+002, 4.3595791E+002, 4.1567989E+002, 3.9164802E+002, 2.6843103E+002, 1.3586179E+002, 1.2409767E+002, 9.8187251E+001, 7.2211399E+001
 1.5500000E+001, 1.1554545E+003, 1.1694288E+003, 2.4427456E+000, 2.8697289E+002, 3.2441809E+002, 9.7041363E-001, 7.0127606E-002, 5.3113835E-002, 2.3793782E-002, 3.2903860E-002, 1.5225230E-001, 2.4529672E-002, 6.4246129E-001, 3.4331667E-004, 1.1000000E+001, 2.5749860E+001, 1.1569476E+001, 2.0642202E+001, 8.1995435E-001, 3.3027602E+001, 5.9422154E-001, 1.1000000E+001, 7.9158742E+002, 4.6121495E+002, 4.3595791E+002, 4.1567989E+002, 3.9164802E+002, 2.6843103E+002, 1.3586179E+002, 1.2409767E+002, 9.8187251E+001, 7.2211399E+001
 1.6500000E+001, 1.1379715E+003, 1.1505579E+003, 2.5119730E+000, 3.0011272E+002, 3.3846318E+002, 1.0104031E+000, 7.5174363E-002, 5.2289012E-002, 2.1927143E-002, 2.9404657E-002, 1.4727782E-001, 2.2605302E-002, 6.5056819E-001, 3.1625086E-004, 1.2000000E+001, 2.2372819E+001, 8.9831579E+000, 2.2018349E+001, 8.0658653E-001, 3.4152970E+001, 5.4344598E-001, 1.2000000E+001, 6.3366766E+002, 3.9871246E+002, 3.9170797E+002, 3.8173917E+002, 3.6709755E+002, 2.5500654E+002, 1.0362394E+002, 1.0699480E+002, 8.4370196E+001, 6.5763469E+001
 1.7500000E+001, 1.1196080E+003, 1.1307953E+003, 2.5749552E+000, 3.1040739E+002, 3.4925255E+002, 1.0441543E+000, 8.0071032E-002, 5.1366848E-002, 2.0213859E-002, 2.6359962E-002, 1.4238212E-001, 2.0839030E-002, 6.5807251E-001, 2.9144854E-004, 1.3000000E+001, 2.0333930E+001, 7.6850204E+000, 2.3394495E+001, 7.9991551E-001, 3.5278371E+001, 5.1082493E-001, 1.3000000E+001, 5.3572344E+002, 3.7218789E+002, 3.7270378E+002, 3.6647870E+002, 3.5587359E+002, 2.2325788E+002, 8.5671028E+001, 9.6437992E+001, 7.6817700E+001, 5.9383154E+001
 1.8500000E+001, 1.0999443E+003, 1.1096721E+003, 2.6286687E+000, 3.1863703E+002, 3.5778132E+002, 1.0773162E+000, 8.4920521E-002, 5.0310458E-002, 1.8640764E-002, 2.3692730E-002, 1.3746836E-001, 1.9217283E-002, 6.6510930E-001, 2.6870124E-004, 1.4000000E+001, 2.0333930E+001, 7.6850204E+000, 2.4770642E+001, 7.9368677E-001, 3.6403800E+001, 4.6959005E-001, 1.4000000E+001, 5.3572344E+002, 3.7218789E+002, 3.7270378E+002, 3.6647870E+002, 3.5587359E+002, 2.2325788E+002, 8.5671028E+001, 9.6437992E+001, 7.6817700E+001, 5.9383154E+001
 1.9500000E+001, 1.0791016E+003, 1.0873522E+003, 2.6738485E+000, 3.2622335E+002, 3.6554077E+002, 1.1105285E+000, 8.9718118E-002, 4.9142409E-002, 1.7193864E-002, 2.1330849E-002, 1.3255676E-001, 1.7725632E-002, 6.7174151E-001, 2.4777375E-004, 1.5000000E+001, 4.0760609E+000, 2.9910667E+000, 2.6146789E+001, 7.8237965E-001, 3.7529257E+001, 4.4662289E-001, 1.5000000E+001, 3.3607287E+002, 3.3450632E+002, 3.3772875E+002, 3.3698577E+002, 3.3486097E+002, 8.1237583E+001, 6.2302809E+001, 7.1029136E+001, 5.8129282E+001, 4.8006363E+001
 2.0500000E+001, 1.0570198E+003, 1.0637516E+003, 2.7094344E+000, 3.3344631E+002, 3.7287674E+002, 1.1468938E+000, 9.4556524E-002, 4.7850056E-002, 1.5836770E-002, 1.9203468E-002, 1.2755721E-001, 1.6326567E-002, 6.7812518E-001, 2.2815441E-004,NaN,NaN,NaN, 2.7522936E+001, 7.7689862E-001, 3.8654737E+001, 4.1233972E-001, 1.6000000E+001, 3.0334879E+002, 3.2309782E+002, 3.2626562E+002, 3.2496595E+002, 3.2582617E+002, 2.1084325E+001, 5.5954913E+001, 6.2786108E+001, 4.9063149E+001, 4.2927599E+001
 2.1500000E+001, 1.0341260E+003, 1.0393968E+003, 2.7370078E+000, 3.3957495E+002, 3.7890899E+002, 1.1830063E+000, 9.9377269E-002, 4.6450304E-002, 1.4591634E-002, 1.7283659E-002, 1.2254319E-001, 1.5042922E-002, 6.8420959E-001, 2.1017839E-004,NaN,NaN,NaN, 2.8899083E+001, 7.7122352E-001, 3.9780240E+001, 3.9303353E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.2500000E+001, 1.0107175E+003, 1.0146043E+003, 2.7592282E+000, 3.4490426E+002, 3.8397725E+002, 1.2175045E+000, 1.0410623E-001, 4.4990984E-002, 1.3453379E-002, 1.5547654E-002, 1.1760109E-001, 1.3869463E-002, 6.8996889E-001, 1.9375356E-004,NaN,NaN,NaN, 3.0275229E+001, 7.5854322E-001, 4.0905762E+001, 3.6423182E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.3500000E+001, 9.8773034E+002, 9.9035879E+002, 2.7774604E+000, 3.5007346E+002, 3.8883188E+002, 1.2483592E+000, 1.0864604E-001, 4.3564403E-002, 1.2381919E-002, 1.3949825E-002, 1.1284337E-001, 1.2764865E-002, 6.9542408E-001, 1.7826050E-004,NaN,NaN,NaN, 3.1651376E+001, 7.5127746E-001, 4.2031304E+001, 3.4786019E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.4500000E+001, 9.6547620E+002, 9.6691241E+002, 2.7932798E+000, 3.5481300E+002, 3.9327430E+002, 1.2743925E+000, 1.1300109E-001, 4.2194807E-002, 1.1345850E-002, 1.2485545E-002, 1.0826217E-001, 1.1696753E-002, 7.0062389E-001, 1.6325498E-004,NaN,NaN,NaN, 3.3027523E+001, 7.3473645E-001, 4.3156863E+001, 3.2343733E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.5500000E+001, 9.4393588E+002, 9.4427353E+002, 2.7932798E+000, 3.5786437E+002, 3.9597991E+002, 1.2743925E+000, 1.1714678E-001, 4.0871689E-002, 1.0372740E-002, 1.1164648E-002, 1.0388585E-001, 1.0693546E-002, 7.0550829E-001, 1.4918600E-004,NaN,NaN,NaN, 3.4403670E+001, 7.2563901E-001, 4.4282437E+001, 3.0123606E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.6500000E+001, 9.2244889E+002, 9.2173472E+002, 2.8132049E+000, 3.5889678E+002, 3.9663330E+002, 1.3181491E+000, 1.2118633E-001, 3.9522956E-002, 9.4842555E-003, 9.9623755E-003, 9.9609561E-002, 9.7775830E-003, 7.1013101E-001, 1.3637169E-004,NaN,NaN,NaN, 3.5779817E+001, 7.0617339E-001, 4.5408027E+001, 2.8856626E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.7500000E+001, 9.0144442E+002, 8.9970927E+002, 2.8214383E+000, 3.5888431E+002, 3.9625745E+002, 1.3325773E+000, 1.2504662E-001, 3.8185851E-002, 8.6863982E-003, 8.8621109E-003, 9.5518373E-002, 8.9550496E-003, 7.1444710E-001, 1.2487354E-004,NaN,NaN,NaN, 3.7155963E+001, 6.8787337E-001, 4.6533630E+001, 2.6950031E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.8500000E+001, 8.8142674E+002, 8.7873897E+002, 2.8295154E+000, 3.5835007E+002, 3.9532336E+002, 1.3408486E+000, 1.2865018E-001, 3.6914244E-002, 7.9634433E-003, 7.8804847E-003, 9.1691495E-002, 8.2097354E-003, 7.1841676E-001, 1.1445469E-004,NaN,NaN,NaN, 3.8532110E+001, 6.7854591E-001, 4.7659246E+001, 2.5855033E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 2.9500000E+001, 8.6211297E+002, 8.5859576E+002, 2.8365149E+000, 3.5719459E+002, 3.9362429E+002, 1.3480967E+000, 1.3204544E-001, 3.5680860E-002, 7.3173568E-003, 7.0082936E-003, 8.8078089E-002, 7.5436668E-003, 7.2207483E-001, 1.0514590E-004,NaN,NaN,NaN, 3.9908257E+001, 6.6916192E-001, 4.8784873E+001, 2.4207493E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.0500000E+001, 8.4339242E+002, 8.3915067E+002, 2.8406208E+000, 3.5553526E+002, 3.9131539E+002, 1.3540226E+000, 1.3529209E-001, 3.4476515E-002, 6.7240050E-003, 6.2141317E-003, 8.4616736E-002, 6.9319640E-003, 7.2551349E-001, 9.6578816E-005,NaN,NaN,NaN, 4.1284404E+001, 6.5038428E-001, 4.9910512E+001, 2.3255655E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.1500000E+001, 8.2538079E+002, 8.2054282E+002, 2.8409487E+000, 3.5365643E+002, 3.8871554E+002, 1.3603210E+000, 1.3838039E-001, 3.3328494E-002, 6.1580038E-003, 5.4910717E-003, 8.1316416E-002, 6.3484575E-003, 7.2876555E-001, 8.8392485E-005,NaN,NaN,NaN, 4.2660550E+001, 6.4099733E-001, 5.1036160E+001, 2.1824212E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.2500000E+001, 8.0815555E+002, 8.0285089E+002, 2.8362910E+000, 3.5197495E+002, 3.8629974E+002, 1.3693631E+000, 1.4129353E-001, 3.2251061E-002, 5.6133865E-003, 4.8388743E-003, 7.8194892E-002, 5.7869963E-003, 7.3182836E-001, 8.0513287E-005,NaN,NaN,NaN, 4.4036697E+001, 6.2204828E-001, 5.2161819E+001, 2.0506068E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.3500000E+001, 7.9188540E+002, 7.8621461E+002, 2.8321568E+000, 3.5029764E+002, 3.8387353E+002, 1.3774488E+000, 1.4399885E-001, 3.1251116E-002, 5.1032403E-003, 4.2594018E-003, 7.5289354E-002, 5.2610725E-003, 7.3466159E-001, 7.3147126E-005,NaN,NaN,NaN, 4.5412844E+001, 6.1240413E-001, 5.3287486E+001, 1.9742626E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.4500000E+001, 7.7661422E+002, 7.7063499E+002, 2.8306497E+000, 3.4825095E+002, 3.8107849E+002, 1.3797490E+000, 1.4651718E-001, 3.0307263E-002, 4.6403470E-003, 3.7463456E-003, 7.2580046E-002, 4.7838629E-003, 7.3726549E-001, 6.6469139E-005,NaN,NaN,NaN, 4.6788991E+001, 6.0262241E-001, 5.4413162E+001, 1.8588429E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.5500000E+001, 7.6145514E+002, 7.5529772E+002, 2.8306497E+000, 3.4554194E+002, 3.7748904E+002, 1.3797490E+000, 1.4892949E-001, 2.9380373E-002, 4.2192592E-003, 3.2912756E-003, 6.9979217E-002, 4.3497517E-003, 7.3970564E-001, 6.0401774E-005,NaN,NaN,NaN, 4.8165138E+001, 5.8269459E-001, 5.5538846E+001, 1.7916003E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.6500000E+001, 7.4690046E+002, 7.4054070E+002, 2.8301033E+000, 3.4242373E+002, 3.7353341E+002, 1.3786755E+000, 1.5123770E-001, 2.8484503E-002, 3.8238052E-003, 2.8798284E-003, 6.7485988E-002, 3.9420672E-003, 7.4201470E-001, 5.4712619E-005,NaN,NaN,NaN, 4.9541284E+001, 5.7260551E-001, 5.6664538E+001, 1.6900836E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.7500000E+001, 7.3301038E+002, 7.2648203E+002, 2.8293345E+000, 3.3863984E+002, 3.6898474E+002, 1.3723821E+000, 1.5342979E-001, 2.7623443E-002, 3.4578141E-003, 2.5089877E-003, 6.5114789E-002, 3.5647568E-003, 7.4418160E-001, 4.9451200E-005,NaN,NaN,NaN, 5.0917431E+001, 5.6248799E-001, 5.7790236E+001, 1.6306063E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.8500000E+001, 7.1969703E+002, 7.1305631E+002, 2.8293345E+000, 3.3424340E+002, 3.6383056E+002, 1.3723821E+000, 1.5551714E-001, 2.6798922E-002, 3.1122844E-003, 2.1742675E-003, 6.2852966E-002, 3.2085406E-003, 7.4622893E-001, 4.4484082E-005,NaN,NaN,NaN, 5.2293578E+001, 5.4234529E-001, 5.8915941E+001, 1.5409408E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 3.9500000E+001, 7.0665031E+002, 6.9992515E+002, 2.8309144E+000, 3.2952416E+002, 3.5835448E+002, 1.3639505E+000, 1.5753064E-001, 2.5994211E-002, 2.7868444E-003, 1.8757979E-003, 6.0666487E-002, 2.8730354E-003, 7.4817722E-001, 3.9807087E-005,NaN,NaN,NaN, 5.3669725E+001, 5.3237831E-001, 6.0036656E+001, 1.4881258E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.0500000E+001, 6.9376619E+002, 6.8696611E+002, 2.8287141E+000, 3.2441191E+002, 3.5249335E+002, 1.3462573E+000, 1.5948900E-001, 2.5196213E-002, 2.4853911E-003, 1.6095586E-003, 5.8536228E-002, 2.5622588E-003, 7.5003594E-001, 3.5476531E-005,NaN,NaN,NaN, 5.5045872E+001, 5.1269005E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.1500000E+001, 6.8096387E+002, 6.7410334E+002, 2.8287141E+000, 3.1864241E+002, 3.4596825E+002, 1.3462573E+000, 1.6141189E-001, 2.4395608E-002, 2.2063672E-003, 1.3736054E-003, 5.6440827E-002, 2.2746054E-003, 7.5182127E-001, 3.1465919E-005,NaN,NaN,NaN, 5.6422018E+001, 5.0296902E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.2500000E+001, 6.6816059E+002, 6.6127574E+002, 2.8239032E+000, 3.1222760E+002, 3.3881036E+002, 1.3392011E+000, 1.6330366E-001, 2.3589213E-002, 1.9501627E-003, 1.1719098E-003, 5.4374615E-002, 2.0104770E-003, 7.5353294E-001, 2.7787827E-005,NaN,NaN,NaN, 5.7798165E+001, 4.9333715E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.3500000E+001, 6.5524454E+002, 6.4843289E+002, 2.8159614E+000, 3.0495131E+002, 3.3075777E+002, 1.3321671E+000, 1.6517020E-001, 2.2771018E-002, 1.7212381E-003, 9.9627110E-004, 5.2333626E-002, 1.7744723E-003, 7.5517403E-001, 2.4507966E-005,NaN,NaN,NaN, 5.9174312E+001, 4.7438048E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.4500000E+001, 6.4246636E+002, 6.3574392E+002, 2.8086013E+000, 2.9700087E+002, 3.2201492E+002, 1.3250744E+000, 1.6700320E-001, 2.1951661E-002, 1.5136673E-003, 8.3688254E-004, 5.0328503E-002, 1.5604817E-003, 7.5675359E-001, 2.1534061E-005,NaN,NaN,NaN, 6.0550459E+001, 4.6507221E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.5500000E+001, 6.3008800E+002, 6.2342729E+002, 2.7992607E+000, 2.8865273E+002, 3.1287946E+002, 1.3147969E+000, 1.6877014E-001, 2.1152938E-002, 1.3231288E-003, 6.9141470E-004, 4.8394977E-002, 1.3640503E-003, 7.5825788E-001, 1.8802934E-005,NaN,NaN,NaN, 6.1926606E+001, 4.5588450E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.6500000E+001, 6.1826502E+002, 6.1166842E+002, 2.7892828E+000, 2.8026861E+002, 3.0373684E+002, 1.3047996E+000, 1.7043923E-001, 2.0392263E-002, 1.1486062E-003, 5.6821158E-004, 4.6565928E-002, 1.1841301E-003, 7.5966216E-001, 1.6306150E-005,NaN,NaN,NaN, 6.3302752E+001, 4.3787059E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
 4.7500000E+001, 6.0687168E+002, 6.0036290E+002, 2.7692954E+000, 2.7200632E+002, 2.9471248E+002, 1.2808701E+000, 1.7201381E-001, 1.9662538E-002, 9.9521116E-004, 4.7588979E-004, 4.4836318E-002, 1.0259909E-003, 7.6095604E-001, 1.4120135E-005,NaN,NaN,NaN, 6.4678899E+001, 4.2903542E-001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
