cm,K,K,cm,K,K,K,K,K,K,K,K,K,K,cm,cm,kW/m2,kW/m2,kW/m2,kW/m2,cm,kW/m2
z,T_CL,T_CL_RMS,r,T_20,T_20_RMS,T_60,T_60_RMS,T_100,T_100_RMS,T_140,T_140_RMS,T_180,T_180_RMS,r2,HF_00-y,HF_00,HF_41,HF_61,HF_81,z2,HF_207
 5.0000000E-001, 8.3805647E+002, 1.7632465E+002,-9.5000000E+000, 1.2041531E+003, 1.4759537E+002, 9.7671586E+002, 2.3590621E+002, 7.2061180E+002, 2.1571956E+002, 5.8704289E+002, 1.5947080E+002, 5.1001060E+002, 1.0559177E+002, 5.2000000E+001, 1.0000000E-001, 2.0662479E+000, 1.1741558E+001, 9.0199807E+000, 6.9474187E+000, 0.0000000E+000, 7.7489979E-001
 2.5000000E+000, 9.6090831E+002, 1.7763985E+002,-7.4655172E+000, 1.2099735E+003, 1.2983324E+002, 1.0491828E+003, 2.1755807E+002, 7.6686807E+002, 2.2275563E+002, 6.0499420E+002, 1.6300654E+002, 5.1994723E+002, 1.0891990E+002, 5.6480000E+001, 2.9900000E-001, 2.9760954E+000, 1.0621360E+001, 8.3050573E+000, 6.4520052E+000, 4.5000000E+000, 7.3890014E-001
 4.5000000E+000, 1.0157750E+003, 1.5753770E+002,-5.4310345E+000, 1.2048140E+003, 1.2759396E+002, 1.1035890E+003, 1.9932020E+002, 8.0486757E+002, 2.2637158E+002, 6.2152308E+002, 1.6510667E+002, 5.2635841E+002, 1.1100141E+002, 6.0960000E+001, 4.9800000E-001, 2.8731776E+000, 9.0491242E+000, 7.1404560E+000, 5.6127818E+000, 9.0000000E+000, 7.8765371E-001
 6.5000000E+000, 1.0596268E+003, 1.4597427E+002,-3.3965517E+000, 1.1917767E+003, 1.2647594E+002, 1.1347246E+003, 1.8144734E+002, 8.3063122E+002, 2.2406068E+002, 6.3428066E+002, 1.6741223E+002, 5.3029736E+002, 1.1184384E+002, 6.5440000E+001, 6.9700000E-001, 2.5315402E+000, 8.2916832E+000, 6.6429729E+000, 5.2670682E+000, 1.3500000E+001, 9.0136678E-001
 8.5000000E+000, 1.0943066E+003, 1.4142186E+002,-1.3620690E+000, 1.1843105E+003, 1.2117913E+002, 1.1541730E+003, 1.7557831E+002, 8.4806553E+002, 2.2307187E+002, 6.4016501E+002, 1.6684002E+002, 5.3174646E+002, 1.0998186E+002, 6.9920000E+001, 8.9600000E-001, 2.2401678E+000, 7.6115530E+000, 6.1863813E+000, 4.9488683E+000, 1.8000000E+001, 1.0149524E+000
 1.0500000E+001, 1.1161747E+003, 1.3587290E+002, 6.7241379E-001, 1.1889810E+003, 1.1783568E+002, 1.1518752E+003, 1.8070090E+002, 8.5103427E+002, 2.2255744E+002, 6.4112000E+002, 1.6391494E+002, 5.3125091E+002, 1.0736001E+002, 7.4400000E+001, 1.0950000E+000, 1.9909173E+000, 7.0000669E+000, 5.7668029E+000, 4.6549165E+000, 2.2500000E+001, 1.0782317E+000
 1.2500000E+001, 1.1330023E+003, 1.3298652E+002, 2.7068966E+000, 1.2059587E+003, 1.1514858E+002, 1.1243218E+003, 1.9241500E+002, 8.3861487E+002, 2.1937885E+002, 6.4008418E+002, 1.6135647E+002, 5.2895024E+002, 1.0462066E+002, 7.8880000E+001, 1.2940000E+000, 1.7767767E+000, 6.4495773E+000, 5.3808607E+000, 4.3826064E+000, 2.7000000E+001, 1.0807619E+000
 1.4500000E+001, 1.1485483E+003, 1.2930168E+002, 4.7413793E+000, 1.2282551E+003, 1.0999122E+002, 1.0781101E+003, 2.0358641E+002, 8.1166262E+002, 2.1547305E+002, 6.3263439E+002, 1.5850197E+002, 5.2724409E+002, 1.0453522E+002, 8.3360000E+001, 1.4930000E+000, 1.5919161E+000, 5.9532848E+000, 5.0255404E+000, 4.1297845E+000, 3.1500000E+001, 1.0430064E+000
 1.6500000E+001, 1.1638681E+003, 1.2486558E+002, 6.7758621E+000, 1.2315867E+003, 1.1481066E+002, 1.0095097E+003, 2.1762621E+002, 7.7550403E+002, 2.1219705E+002, 6.1643851E+002, 1.5431068E+002, 5.2332743E+002, 1.0506562E+002, 8.7840000E+001, 1.6920000E+000, 1.4315462E+000, 5.5051339E+000, 4.6981376E+000, 3.8946431E+000, 3.6000000E+001, 9.5485514E-001
 1.8500000E+001, 1.1769586E+003, 1.2106682E+002, 8.8103448E+000, 1.1996751E+003, 1.4157241E+002, 9.3248259E+002, 2.3409295E+002, 7.3462581E+002, 2.0777909E+002, 5.9760949E+002, 1.5098919E+002, 5.1691787E+002, 1.0508286E+002, 9.2320000E+001, 1.8910000E+000, 1.1693370E+000, 4.7323053E+000, 4.1175829E+000, 3.4714391E+000, 4.0500000E+001, 9.3443275E-001
