s,m/s
Time,w
 0.0000000E+000,-5.1472956E-003
 2.5000000E-002,-5.1293869E-003
 5.0000000E-002,-5.0550921E-003
 7.5000000E-002,-4.7950397E-003
 1.0000000E-001,-8.3836330E-004
 1.2500000E-001, 3.4835765E-003
 1.5000000E-001, 9.3214339E-003
 1.7500000E-001, 1.5284141E-002
 2.0000000E-001, 2.1026723E-002
 2.2500000E-001, 2.4083545E-002
 2.5000000E-001, 2.5762449E-002
 2.7500000E-001, 2.7267400E-002
 3.0000000E-001, 2.9226000E-002
 3.2500000E-001, 3.2120566E-002
 3.5000000E-001, 3.6028638E-002
 3.7500000E-001, 4.0476220E-002
 4.0000000E-001, 4.6736237E-002
 4.2108486E-001, 5.4433251E-002
 4.3987356E-001, 6.1503884E-002
 4.5631378E-001, 6.7802403E-002
 4.7275400E-001, 7.3852206E-002
 4.8677932E-001, 7.6612626E-002
 5.0080463E-001, 7.8181899E-002
 5.1482994E-001, 8.0196711E-002
 5.2654384E-001, 8.6089758E-002
 5.3825773E-001, 9.3535554E-002
 5.4997163E-001, 1.0137791E-001
 5.6026192E-001, 1.0842712E-001
 5.7055222E-001, 1.1658391E-001
 5.8084251E-001, 1.2499616E-001
 5.8996985E-001, 1.3151283E-001
 5.9909718E-001, 1.3674121E-001
 6.0822452E-001, 1.4124715E-001
 6.1626398E-001, 1.4521016E-001
 6.2430344E-001, 1.4865627E-001
 6.3234290E-001, 1.4785779E-001
 6.4038237E-001, 1.4217851E-001
 6.4842183E-001, 1.3294785E-001
 6.5646129E-001, 1.1989596E-001
 6.6450075E-001, 1.0130602E-001
 6.7161901E-001, 8.0980776E-002
 6.7873726E-001, 5.8287653E-002
 6.8510552E-001, 3.6528257E-002
 6.9147379E-001, 1.4446826E-002
 6.9784206E-001,-6.4826935E-003
 7.0421032E-001,-2.6050275E-002
 7.0986447E-001,-4.2179025E-002
 7.1551861E-001,-5.6646411E-002
 7.2117276E-001,-6.9135726E-002
 7.2682691E-001,-7.9487592E-002
 7.3248105E-001,-8.8130486E-002
 7.3813520E-001,-9.4629579E-002
 7.4378934E-001,-9.8329876E-002
 7.4944349E-001,-1.0056954E-001
 7.5509764E-001,-1.0274053E-001
 7.6012843E-001,-1.0558909E-001
 7.6515923E-001,-1.0783405E-001
 7.7019003E-001,-1.0903792E-001
 7.7522083E-001,-1.0948932E-001
 7.8025163E-001,-1.0925409E-001
 7.8459446E-001,-1.0941999E-001
 7.8893728E-001,-1.1037139E-001
 7.9328011E-001,-1.1098191E-001
 7.9762294E-001,-1.1252653E-001
 8.0196576E-001,-1.1325074E-001
 8.0630859E-001,-1.1285130E-001
 8.1065142E-001,-1.0915138E-001
 8.1499424E-001,-1.0215001E-001
 8.1933707E-001,-8.9561715E-002
 8.2367990E-001,-6.9909058E-002
 8.2802272E-001,-4.1883115E-002
 8.3236555E-001,-5.6088714E-003
 8.3670838E-001, 3.8785950E-002
 8.4105120E-001, 9.0733730E-002
 8.4539403E-001, 1.4870841E-001
 8.4973686E-001, 2.1184661E-001
 8.5407968E-001, 2.8077973E-001
 8.5842251E-001, 3.5522703E-001
 8.6276534E-001, 4.3728508E-001
 8.6710817E-001, 5.2943743E-001
 8.7145099E-001, 6.3181613E-001
 8.7579382E-001, 7.4520040E-001
 8.8013665E-001, 8.6947471E-001
 8.8447947E-001, 1.0038425E+000
 8.8882230E-001, 1.1462004E+000
 8.9316513E-001, 1.2963413E+000
 8.9750795E-001, 1.4549843E+000
 9.0185078E-001, 1.6238673E+000
 9.0619361E-001, 1.8047113E+000
 9.1053643E-001, 1.9967658E+000
 9.1487926E-001, 2.1891738E+000
 9.1861031E-001, 2.3394361E+000
 9.2234135E-001, 2.4643809E+000
 9.2564204E-001, 2.5497632E+000
 9.2894273E-001, 2.6125065E+000
 9.3224342E-001, 2.6565629E+000
 9.3554410E-001, 2.7065163E+000
 9.3884479E-001, 2.7765064E+000
 9.4214548E-001, 2.8619627E+000
 9.4544617E-001, 2.9521112E+000
 9.4874685E-001, 3.0281111E+000
 9.5171693E-001, 3.0641442E+000
 9.5468700E-001, 3.0658753E+000
 9.5765708E-001, 3.0130144E+000
 9.6062715E-001, 2.9005106E+000
 9.6359723E-001, 2.7743154E+000
 9.6656730E-001, 2.6209283E+000
 9.6953738E-001, 2.4696665E+000
 9.7250745E-001, 2.3461433E+000
 9.7511933E-001, 2.2639558E+000
 9.7773121E-001, 2.2280420E+000
 9.8034308E-001, 2.2377731E+000
 9.8295496E-001, 2.2864281E+000
 9.8556684E-001, 2.3751369E+000
 9.8817871E-001, 2.5004625E+000
 9.9046148E-001, 2.6399874E+000
