cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
 1.6330808E+001, 1.2047154E+003, 1.2297748E+003, 2.5926484E+000, 1.5309118E+002, 2.7350157E+002, 8.0009931E-001, 5.3374963E-002, 6.0860699E-002, 2.6244752E-002, 1.4814250E-002, 1.2055438E-001, 2.0584120E-002, 6.9842081E-001, 2.0761395E-003
 1.7335859E+001, 1.1975728E+003, 1.2193222E+003, 2.6877650E+000, 1.6207803E+002, 2.8696720E+002, 8.5500263E-001, 5.7642562E-002, 6.0129267E-002, 2.4622329E-002, 1.3400795E-002, 1.1739037E-001, 1.9311631E-002, 7.0267513E-001, 1.9474441E-003
 1.8340909E+001, 1.1887901E+003, 1.2071184E+003, 2.7738762E+000, 1.7093327E+002, 2.9956660E+002, 9.0789714E-001, 6.1948063E-002, 5.9296491E-002, 2.3070950E-002, 1.2126273E-002, 1.1418713E-001, 1.8094863E-002, 7.0675251E-001, 1.8244677E-003
 1.9345960E+001, 1.1785298E+003, 1.1932945E+003, 2.8512826E+000, 1.7957211E+002, 3.1137109E+002, 9.5677151E-001, 6.6251259E-002, 5.8359275E-002, 2.1620227E-002, 1.0978339E-002, 1.1098068E-001, 1.6957040E-002, 7.1061392E-001, 1.7095572E-003
 2.0351010E+001, 1.1673614E+003, 1.1783787E+003, 2.9204686E+000, 1.8802388E+002, 3.2304977E+002, 1.0040340E+000, 7.0503402E-002, 5.7357952E-002, 2.0257726E-002, 9.9388923E-003, 1.0780792E-001, 1.5888413E-002, 7.1427359E-001, 1.6016446E-003
 2.1356061E+001, 1.1554194E+003, 1.1624995E+003, 2.9819760E+000, 1.9626899E+002, 3.3465099E+002, 1.0501524E+000, 7.4736520E-002, 5.6303880E-002, 1.8953111E-002, 8.9937141E-003, 1.0464296E-001, 1.4865185E-002, 7.1778833E-001, 1.4982525E-003
 2.2361111E+001, 1.1428018E+003, 1.1459754E+003, 3.0362861E+000, 2.0395609E+002, 3.4540111E+002, 1.0959866E+000, 7.8945157E-002, 5.5214752E-002, 1.7691220E-002, 8.1345303E-003, 1.0148885E-001, 1.3875467E-002, 7.2118116E-001, 1.3982594E-003
 2.3366162E+001, 1.1292556E+003, 1.1286928E+003, 3.0850731E+000, 2.1082049E+002, 3.5468846E+002, 1.1366323E+000, 8.3132584E-002, 5.4071650E-002, 1.6492021E-002, 7.3530853E-003, 9.8347476E-002, 1.2934919E-002, 7.2443453E-001, 1.3033093E-003
 2.4371212E+001, 1.1147119E+003, 1.1106005E+003, 3.1283764E+000, 2.1716797E+002, 3.6277352E+002, 1.1736580E+000, 8.7311909E-002, 5.2868415E-002, 1.5355431E-002, 6.6405753E-003, 9.5210571E-002, 1.2043475E-002, 7.2755875E-001, 1.2133263E-003
 2.5376263E+001, 1.0994359E+003, 1.0920403E+003, 3.1656231E+000, 2.2317029E+002, 3.6982333E+002, 1.2082716E+000, 9.1454519E-002, 5.1635057E-002, 1.4266685E-002, 5.9899677E-003, 9.2098105E-002, 1.1189557E-002, 7.3056872E-001, 1.1270967E-003
 2.6381313E+001, 1.0833480E+003, 1.0727089E+003, 3.1974772E+000, 2.2915193E+002, 3.7645641E+002, 1.2422736E+000, 9.5591099E-002, 5.0352414E-002, 1.3228823E-002, 5.3962943E-003, 8.8988718E-002, 1.0375547E-002, 7.3347322E-001, 1.0448791E-003
 2.7386364E+001, 1.0667034E+003, 1.0528837E+003, 3.2240713E+000, 2.3470737E+002, 3.8240297E+002, 1.2724170E+000, 9.9703486E-002, 4.9040551E-002, 1.2231430E-002, 4.8544664E-003, 8.5895029E-002, 9.5932787E-003, 7.3628344E-001, 9.6583941E-004
 2.8391414E+001, 1.0495242E+003, 1.0326560E+003, 3.2456512E+000, 2.3963509E+002, 3.8732480E+002, 1.3021164E+000, 1.0376111E-001, 4.7701360E-002, 1.1291465E-002, 4.3618532E-003, 8.2842526E-002, 8.8560511E-003, 7.3897162E-001, 8.9139710E-004
 2.9396465E+001, 1.0322055E+003, 1.0124235E+003, 3.2617656E+000, 2.4380409E+002, 3.9121215E+002, 1.3307732E+000, 1.0770842E-001, 4.6352769E-002, 1.0424598E-002, 3.9068273E-003, 7.9876326E-002, 8.1761550E-003, 7.4151087E-001, 8.2278597E-004
 3.0401515E+001, 1.0149925E+003, 9.9245681E+002, 3.2751136E+000, 2.4726706E+002, 3.9419976E+002, 1.3564489E+000, 1.1151910E-001, 4.5018327E-002, 9.6212419E-003, 3.4867155E-003, 7.7014797E-002, 7.5460721E-003, 7.4390723E-001, 7.5917043E-004
 3.1406566E+001, 9.9795856E+002, 9.7280789E+002, 3.2858276E+000, 2.5000778E+002, 3.9640214E+002, 1.3761434E+000, 1.1522266E-001, 4.3709430E-002, 8.8508922E-003, 3.1003263E-003, 7.4231805E-002, 6.9418763E-003, 7.4620754E-001, 6.9810767E-004
 3.2411616E+001, 9.8094565E+002, 9.5332020E+002, 3.2938302E+000, 2.5219621E+002, 3.9797534E+002, 1.3957010E+000, 1.1885327E-001, 4.2413536E-002, 8.1071692E-003, 2.7424146E-003, 7.1502049E-002, 6.3585641E-003, 7.4843335E-001, 6.3917803E-004
 3.3416667E+001, 9.6387298E+002, 9.3404950E+002, 3.2966067E+000, 2.5403930E+002, 3.9880769E+002, 1.4136862E+000, 1.2236260E-001, 4.1140488E-002, 7.4080172E-003, 2.4189273E-003, 6.8862892E-002, 5.8102096E-003, 7.5054431E-001, 5.8383887E-004
 3.4421717E+001, 9.4709089E+002, 9.1534747E+002, 3.2967163E+000, 2.5546552E+002, 3.9900755E+002, 1.4312724E+000, 1.2573198E-001, 3.9893981E-002, 6.7609795E-003, 2.1282468E-003, 6.6329473E-002, 5.3027290E-003, 7.5252693E-001, 5.3264447E-004
 3.5426768E+001, 9.3030715E+002, 8.9700671E+002, 3.2950186E+000, 2.5614553E+002, 3.9795833E+002, 1.4445253E+000, 1.2892790E-001, 3.8693650E-002, 6.1649319E-003, 1.8697986E-003, 6.3926398E-002, 4.8352407E-003, 7.5437327E-001, 4.8549330E-004
 3.6431818E+001, 9.1393687E+002, 8.7936093E+002, 3.2930829E+000, 2.5617038E+002, 3.9616781E+002, 1.4552768E+000, 1.3197668E-001, 3.7552167E-002, 5.5905830E-003, 1.6371530E-003, 6.1630898E-002, 4.3847710E-003, 7.5613155E-001, 4.4004138E-004
 3.7436869E+001, 8.9794644E+002, 8.6237304E+002, 3.2875705E+000, 2.5567557E+002, 3.9377190E+002, 1.4641543E+000, 1.3487983E-001, 3.6457441E-002, 5.0504944E-003, 1.4293882E-003, 5.9443896E-002, 3.9611720E-003, 7.5778748E-001, 3.9728812E-004
 3.8441919E+001, 8.8231495E+002, 8.4609642E+002, 3.2839258E+000, 2.5472911E+002, 3.9070985E+002, 1.4707604E+000, 1.3763091E-001, 3.5411904E-002, 4.5461173E-003, 1.2449640E-003, 5.7370597E-002, 3.5655822E-003, 7.5933853E-001, 3.5736156E-004
 3.9446970E+001, 8.6649426E+002, 8.2994933E+002, 3.2813771E+000, 2.5340584E+002, 3.8688731E+002, 1.4698167E+000, 1.4029713E-001, 3.4374226E-002, 4.0821667E-003, 1.0825711E-003, 5.5362398E-002, 3.2016994E-003, 7.6079939E-001, 3.2066894E-004
 4.0452020E+001, 8.5066849E+002, 8.1395176E+002, 3.2798600E+000, 2.5170047E+002, 3.8253473E+002, 1.4662934E+000, 1.4287839E-001, 3.3344499E-002, 3.6586524E-003, 9.4182234E-004, 5.3419434E-002, 2.8695313E-003, 7.6217029E-001, 2.8718778E-004
 4.1457071E+001, 8.3485272E+002, 7.9806736E+002, 3.2752027E+000, 2.4930845E+002, 3.7744976E+002, 1.4610638E+000, 1.4538836E-001, 3.2317725E-002, 3.2731294E-003, 8.1966576E-004, 5.1531760E-002, 2.5671603E-003, 7.6346041E-001, 2.5675611E-004
 4.2462121E+001, 8.1900015E+002, 7.8230357E+002, 3.2672284E+000, 2.4618184E+002, 3.7151264E+002, 1.4592780E+000, 1.4783582E-001, 3.1290767E-002, 2.9240824E-003, 7.1305264E-004, 4.9693162E-002, 2.2933980E-003, 7.6467637E-001, 2.2923510E-004
 4.3467172E+001, 8.0326133E+002, 7.6680265E+002, 3.2569847E+000, 2.4248942E+002, 3.6488684E+002, 1.4576104E+000, 1.5019909E-001, 3.0277345E-002, 2.6097859E-003, 6.2061309E-004, 4.7919564E-002, 2.0468909E-003, 7.6581499E-001, 2.0447579E-004
 4.4472222E+001, 7.8777344E+002, 7.5160262E+002, 3.2450581E+000, 2.3840495E+002, 3.5791931E+002, 1.4546769E+000, 1.5246616E-001, 2.9282220E-002, 2.3323960E-003, 5.4178949E-004, 4.6220222E-002, 1.8293302E-003, 7.6687055E-001, 1.8266687E-004
 4.5477273E+001, 7.7268403E+002, 7.3682926E+002, 3.2327553E+000, 2.3412595E+002, 3.5081917E+002, 1.4504392E+000, 1.5462010E-001, 2.8314370E-002, 2.0925998E-003, 4.7465405E-004, 4.4608023E-002, 1.6412547E-003, 7.6783868E-001, 1.6386388E-004
 4.6482323E+001, 7.5815561E+002, 7.2272972E+002, 3.2211227E+000, 2.2978413E+002, 3.4364263E+002, 1.4458469E+000, 1.5664371E-001, 2.7391169E-002, 1.8820311E-003, 4.1679741E-004, 4.3094766E-002, 1.4761028E-003, 7.6872640E-001, 1.4736235E-004
 4.7487374E+001, 7.4416006E+002, 7.0936559E+002, 3.2140444E+000, 2.2535365E+002, 3.3629009E+002, 1.4364580E+000, 1.5854933E-001, 2.6512000E-002, 1.6941834E-003, 3.6529253E-004, 4.1670833E-002, 1.3287713E-003, 7.6954739E-001, 1.3263104E-004
 4.8492424E+001, 7.3065128E+002, 6.9662314E+002, 3.2081145E+000, 2.2095294E+002, 3.2893401E+002, 1.4236620E+000, 1.6035412E-001, 2.5672530E-002, 1.5234784E-003, 3.1916516E-004, 4.0322910E-002, 1.1948850E-003, 7.7031419E-001, 1.1922527E-004
 4.9497475E+001, 7.1763107E+002, 6.8441740E+002, 3.2003961E+000, 2.1656384E+002, 3.2168648E+002, 1.4118164E+000, 1.6207243E-001, 2.4870976E-002, 1.3632217E-003, 2.7747338E-004, 3.9039567E-002, 1.0691935E-003, 7.7103984E-001, 1.0663496E-004
 5.0502525E+001, 7.0492885E+002, 6.7256104E+002, 3.1778362E+000, 2.1198866E+002, 3.1428251E+002, 1.3955471E+000, 1.6372143E-001, 2.4094940E-002, 1.2165590E-003, 2.4060332E-004, 3.7808562E-002, 9.5416393E-004, 7.7172521E-001, 9.5129034E-005
 5.1507576E+001, 6.9252991E+002, 6.6095985E+002, 3.1644734E+000, 2.0708947E+002, 3.0673147E+002, 1.3877742E+000, 1.6532358E-001, 2.3334636E-002, 1.0806475E-003, 2.0785769E-004, 3.6613029E-002, 8.4756668E-004, 7.7238079E-001, 8.4471142E-005
 5.2512626E+001, 6.8035237E+002, 6.4957135E+002, 3.1508725E+000, 2.0174460E+002, 2.9897611E+002, 1.3773452E+000, 1.6688340E-001, 2.2586686E-002, 9.5646235E-004, 1.7921836E-004, 3.5449793E-002, 7.5016655E-004, 7.7300673E-001, 7.4733493E-005
 5.3517677E+001, 6.6826971E+002, 6.3830960E+002, 3.1350606E+000, 1.9611610E+002, 2.9098786E+002, 1.3668109E+000, 1.6841249E-001, 2.1844873E-002, 8.4384979E-004, 1.5413347E-004, 3.4310378E-002, 6.6184297E-004, 7.7360697E-001, 6.5906349E-005
 5.4522727E+001, 6.5656801E+002, 6.2741830E+002, 3.1193763E+000, 1.9058734E+002, 2.8307939E+002, 1.3556645E+000, 1.6989123E-001, 2.1120801E-002, 7.4202569E-004, 1.3227189E-004, 3.3209160E-002, 5.8198094E-004, 7.7417703E-001, 5.7919514E-005
 5.5527778E+001, 6.4520907E+002, 6.1696911E+002, 3.1026453E+000, 1.8505513E+002, 2.7514293E+002, 1.3460336E+000, 1.7130264E-001, 2.0427015E-002, 6.4765394E-004, 1.1257031E-004, 3.2158323E-002, 5.0796387E-004, 7.7471684E-001, 5.0517441E-005
 5.6532828E+001, 6.3393757E+002, 6.0664287E+002, 3.0856734E+000, 1.7917215E+002, 2.6700480E+002, 1.3348596E+000, 1.7269096E-001, 1.9742890E-002, 5.5654310E-004, 9.4381719E-005, 3.1124748E-002, 4.3650439E-004, 7.7524484E-001, 4.3372915E-005
 5.7537879E+001, 6.2279339E+002, 5.9647530E+002, 3.0673823E+000, 1.7298606E+002, 2.5869201E+002, 1.3236285E+000, 1.7404162E-001, 1.9072130E-002, 4.7346147E-004, 7.8108651E-005, 3.0119821E-002, 3.7134233E-004, 7.7575068E-001, 3.6869151E-005
 5.8542929E+001, 6.1164428E+002, 5.8629987E+002, 3.0482311E+000, 1.6668924E+002, 2.5015872E+002, 1.3140500E+000, 1.7537151E-001, 1.8403361E-002, 4.0060246E-004, 6.4132807E-005, 2.9131372E-002, 3.1419801E-004, 7.7623628E-001, 3.1173580E-005
 5.9547980E+001, 6.0098781E+002, 5.7657912E+002, 3.0303330E+000, 1.6074301E+002, 2.4197979E+002, 1.3015512E+000, 1.7662662E-001, 1.7766822E-002, 3.3757657E-004, 5.2476370E-005, 2.8199113E-002, 2.6476593E-004, 7.7668643E-001, 2.6246898E-005
 6.0553030E+001, 5.9098317E+002, 5.6746003E+002, 3.0136118E+000, 1.5524340E+002, 2.3436645E+002, 1.2863779E+000, 1.7779437E-001, 1.7172551E-002, 2.8101512E-004, 4.3039409E-005, 2.7331838E-002, 2.2040402E-004, 7.7710168E-001, 2.1819638E-005
 6.1558081E+001, 5.8154391E+002, 5.5890204E+002, 2.9951583E+000, 1.4994778E+002, 2.2714652E+002, 1.2738659E+000, 1.7887725E-001, 1.6616694E-002, 2.3368917E-004, 3.5504665E-005, 2.6528172E-002, 1.8328562E-004, 7.7747958E-001, 1.8125698E-005
 6.2563131E+001, 5.7261431E+002, 5.5086029E+002, 2.9776967E+000, 1.4492304E+002, 2.2018791E+002, 1.2615969E+000, 1.7988188E-001, 1.6095679E-002, 1.9556301E-004, 2.9363203E-005, 2.5783317E-002, 1.5338275E-004, 7.7782247E-001, 1.5157201E-005
 6.3568182E+001, 5.6419845E+002, 5.4334567E+002, 2.9614484E+000, 1.4003655E+002, 2.1338437E+002, 1.2473306E+000, 1.8081184E-001, 1.5610700E-002, 1.6315656E-004, 2.4333728E-005, 2.5094151E-002, 1.2796593E-004, 7.7813587E-001, 1.2634859E-005
 6.4573232E+001, 5.5611432E+002, 5.3621022E+002, 2.9464103E+000, 1.3519864E+002, 2.0661526E+002, 1.2310358E+000, 1.8168899E-001, 1.5150764E-002, 1.3526771E-004, 2.0208954E-005, 2.4444419E-002, 1.0609232E-004, 7.7842773E-001, 1.0464636E-005
 6.5578283E+001, 5.4836500E+002, 5.2941035E+002, 2.9304754E+000, 1.3035604E+002, 1.9983260E+002, 1.2141224E+000, 1.8251938E-001, 1.4713169E-002, 1.1120735E-004, 1.6889485E-005, 2.3829595E-002, 8.7221451E-005, 7.7870074E-001, 8.5942657E-006
 6.6583333E+001, 5.4075873E+002, 5.2275731E+002, 2.9145615E+000, 1.2556757E+002, 1.9307842E+002, 1.1972272E+000, 1.8332339E-001, 1.4285889E-002, 9.1798946E-005, 1.4208606E-005, 2.3234791E-002, 7.1999173E-005, 7.7895992E-001, 7.0920190E-006
 6.7588384E+001, 5.3349553E+002, 5.1639708E+002, 2.8974171E+000, 1.2096864E+002, 1.8664424E+002, 1.1817322E+000, 1.8408308E-001, 1.3879317E-002, 7.6576204E-005, 1.1977141E-005, 2.2673206E-002, 6.0059768E-005, 7.7920077E-001, 5.9175303E-006
 6.8593434E+001, 5.2666066E+002, 5.1043893E+002, 2.8808633E+000, 1.1666369E+002, 1.8058156E+002, 1.1657421E+000, 1.8478673E-001, 1.3500632E-002, 6.4760724E-005, 1.0179024E-005, 2.2153339E-002, 5.0792725E-005, 7.7942087E-001, 5.0078954E-006
 6.9598485E+001, 5.2011968E+002, 5.0476896E+002, 2.8639458E+000, 1.1255688E+002, 1.7462733E+002, 1.1514340E+000, 1.8545073E-001, 1.3141569E-002, 5.5485299E-005, 8.7257030E-006, 2.1663018E-002, 4.3517881E-005, 7.7962608E-001, 4.2943691E-006
 7.0603535E+001, 5.1383798E+002, 4.9939337E+002, 2.8474036E+000, 1.0859961E+002, 1.6867097E+002, 1.1383601E+000, 1.8607707E-001, 1.2801732E-002, 4.7965018E-005, 7.5165946E-006, 2.1200655E-002, 3.7619622E-005, 7.7981803E-001, 3.7153111E-006
 7.1608586E+001, 5.0781793E+002, 4.9421912E+002, 2.8303405E+000, 1.0489179E+002, 1.6291107E+002, 1.1268379E+000, 1.8667597E-001, 1.2475864E-002, 4.1786614E-005, 6.4499125E-006, 2.0758696E-002, 3.2773815E-005, 7.8000027E-001, 3.2386882E-006
 7.2613636E+001, 5.0204976E+002, 4.8922590E+002, 2.8149933E+000, 1.0143590E+002, 1.5748167E+002, 1.1167528E+000, 1.8725005E-001, 1.2162843E-002, 3.6581001E-005, 5.4642261E-006, 2.0335146E-002, 2.8690981E-005, 7.8017405E-001, 2.8360915E-006
 7.3618687E+001, 4.9655589E+002, 4.8443718E+002, 2.7994401E+000, 9.8324828E+001, 1.5254345E+002, 1.1061235E+000, 1.8779698E-001, 1.1864503E-002, 3.1758437E-005, 4.5499363E-006, 1.9931650E-002, 2.4908578E-005, 7.8033942E-001, 2.4612246E-006
 7.4623737E+001, 4.9138875E+002, 4.7988273E+002, 2.7847135E+000, 9.5604105E+001, 1.4819265E+002, 1.0960081E+000, 1.8831443E-001, 1.1582022E-002, 2.7435843E-005, 3.7472998E-006, 1.9549932E-002, 2.1518308E-005, 7.8049554E-001, 2.1239861E-006
 7.5628788E+001, 4.8644781E+002, 4.7547170E+002, 2.7687296E+000, 9.3210138E+001, 1.4429504E+002, 1.0881901E+000, 1.8881024E-001, 1.1310976E-002, 2.3689739E-005, 3.0885026E-006, 1.9184210E-002, 1.8580187E-005, 7.8064457E-001, 1.8314374E-006
 7.6633838E+001, 4.8172030E+002, 4.7125220E+002, 2.7552518E+000, 9.0979895E+001, 1.4067864E+002, 1.0791688E+000, 1.8928147E-001, 1.1053071E-002, 2.0457627E-005, 2.5256439E-006, 1.8836668E-002, 1.6045198E-005, 7.8078576E-001, 1.5798927E-006
 7.7638889E+001, 4.7709038E+002, 4.6711033E+002, 2.7426004E+000, 8.8817832E+001, 1.3715896E+002, 1.0678655E+000, 1.8974254E-001, 1.0800187E-002, 1.7870277E-005, 2.0855290E-006, 1.8496680E-002, 1.4015904E-005, 7.8092312E-001, 1.3796610E-006
 7.8643939E+001, 4.7264270E+002, 4.6308475E+002, 2.7299359E+000, 8.6584694E+001, 1.3372625E+002, 1.0578989E+000, 1.9018971E-001, 1.0554710E-002, 1.5597065E-005, 1.6907283E-006, 1.8166973E-002, 1.2232992E-005, 7.8105602E-001, 1.2041301E-006
 7.9648990E+001, 4.6833597E+002, 4.5916995E+002, 2.7173266E+000, 8.4253395E+001, 1.3028049E+002, 1.0486675E+000, 1.9062531E-001, 1.0315819E-002, 1.3129090E-005, 1.3033253E-006, 1.7845764E-002, 1.0297325E-005, 7.8118580E-001, 1.0118670E-006
 8.0654040E+001, 4.6416683E+002, 4.5538661E+002, 2.7033931E+000, 8.1845493E+001, 1.2679986E+002, 1.0409637E+000, 1.9104751E-001, 1.0084762E-002, 1.0192333E-005, 9.5722368E-007, 1.7534346E-002, 7.9939866E-006, 7.8131224E-001, 7.8100603E-007
 8.1659091E+001, 4.5994279E+002, 4.5153723E+002, 2.6899121E+000, 7.9181142E+001, 1.2305124E+002, 1.0322911E+000, 1.9147945E-001, 9.8486685E-003, 6.8570542E-006, 6.4677382E-007, 1.7215686E-002, 5.3780817E-006, 7.8144196E-001, 5.2040787E-007
 8.2664141E+001, 4.5580713E+002, 4.4778515E+002, 2.6754447E+000, 7.6285135E+001, 1.1911427E+002, 1.0237417E+000, 1.9189956E-001, 9.6185043E-003, 4.2022152E-006, 4.1118917E-007, 1.6905836E-002, 3.2958550E-006, 7.8156737E-001, 3.1643434E-007
 8.3669192E+001, 4.5188101E+002, 4.4423219E+002, 2.6605578E+000, 7.3494090E+001, 1.1532319E+002, 1.0148836E+000, 1.9229607E-001, 9.4004378E-003, 2.6079517E-006, 2.6495644E-007, 1.6613519E-002, 2.0454523E-006, 7.8168455E-001, 1.9562581E-007
 8.4674242E+001, 4.4823616E+002, 4.4092561E+002, 2.6445181E+000, 7.0955450E+001, 1.1183552E+002, 1.0083886E+000, 1.9266449E-001, 9.1972758E-003, 1.7179562E-006, 1.7887439E-007, 1.6341987E-002, 1.3474166E-006, 7.8179267E-001, 1.2862293E-007
 8.5679293E+001, 4.4475940E+002, 4.3780743E+002, 2.6306889E+000, 6.8548127E+001, 1.0839722E+002, 1.0006378E+000, 1.9301267E-001, 9.0049745E-003, 1.2049998E-006, 1.2842229E-007, 1.6085417E-002, 9.4509786E-007, 7.8189443E-001, 9.0103730E-008
 8.6684343E+001, 4.4143874E+002, 4.3484424E+002, 2.6163722E+000, 6.6334156E+001, 1.0509985E+002, 9.9327634E-001, 1.9334024E-001, 8.8238577E-003, 9.3819132E-007, 1.0229102E-007, 1.5844062E-002, 7.3583633E-007, 7.8198988E-001, 7.0105357E-008
 8.7689394E+001, 4.3822582E+002, 4.3195639E+002, 2.6040270E+000, 6.4365325E+001, 1.0209323E+002, 9.8576941E-001, 1.9365636E-001, 8.6489477E-003, 8.1526186E-007, 9.1398996E-008, 1.5611161E-002, 6.3942106E-007, 7.8208182E-001, 6.0914952E-008
 8.8694444E+001, 4.3517284E+002, 4.2916977E+002, 2.5924920E+000, 6.2670344E+001, 9.9467583E+001, 9.7715066E-001, 1.9395778E-001, 8.4820946E-003, 7.8622903E-007, 8.8955220E-008, 1.5389107E-002, 6.1665022E-007, 7.8216938E-001, 5.8782638E-008
 8.9699495E+001, 4.3238389E+002, 4.2660175E+002, 2.5823655E+000, 6.1088909E+001, 9.7116229E+001, 9.6953920E-001, 1.9423402E-001, 8.3291238E-003, 8.1568498E-007, 9.1051313E-008, 1.5185604E-002, 6.3975293E-007, 7.8224954E-001, 6.1052647E-008
 9.0704545E+001, 4.2974361E+002, 4.2414008E+002, 2.5715506E+000, 5.9638300E+001, 9.5021154E+001, 9.6352218E-001, 1.9449822E-001, 8.1828343E-003, 8.3360110E-007, 8.9786193E-008, 1.4990976E-002, 6.5380479E-007, 7.8232623E-001, 6.2463425E-008
