s,m/s
Time,w
 0.0000000E+000,-4.1635984E-003
 2.0412415E-002,-4.1079129E-003
 4.0824829E-002,-3.2705374E-003
 6.1237244E-002,-1.4112022E-004
 8.1649658E-002, 6.2388582E-003
 1.0206207E-001, 1.4181211E-002
 1.2247449E-001, 2.2970002E-002
 1.4288690E-001, 3.2332615E-002
 1.6329932E-001, 4.1931208E-002
 1.8371173E-001, 5.1563393E-002
 2.0412415E-001, 6.1264845E-002
 2.2453656E-001, 7.1034643E-002
 2.4494897E-001, 7.9290929E-002
 2.6536139E-001, 8.4612430E-002
 2.8577380E-001, 8.6138644E-002
 3.0618622E-001, 8.4395192E-002
 3.2659863E-001, 8.1377971E-002
 3.4701105E-001, 7.9268910E-002
 3.6742346E-001, 7.8459227E-002
 3.8783588E-001, 7.9259461E-002
 4.0824829E-001, 7.7777222E-002
 4.2517548E-001, 7.8703228E-002
 4.4210266E-001, 7.2292321E-002
 4.5624489E-001, 5.7716541E-002
 4.7038711E-001, 5.0104945E-002
 4.8452934E-001, 4.9230864E-002
 4.9867157E-001, 5.2653617E-002
 5.1281379E-001, 5.8365579E-002
 5.2695602E-001, 6.5534538E-002
 5.4109825E-001, 7.2792340E-002
 5.5524047E-001, 8.0384579E-002
 5.6762870E-001, 8.7627483E-002
 5.8001693E-001, 9.5469033E-002
 5.9008339E-001, 1.0179203E-001
 6.0014986E-001, 1.0796692E-001
 6.0916552E-001, 1.1305126E-001
 6.1818119E-001, 1.1697212E-001
 6.2719686E-001, 1.1957809E-001
 6.3621252E-001, 1.2035951E-001
 6.4522819E-001, 1.1880728E-001
 6.5279516E-001, 1.1668205E-001
 6.6036213E-001, 1.1490470E-001
 6.6792911E-001, 1.1198822E-001
 6.7549608E-001, 1.0656497E-001
 6.8306305E-001, 9.8811729E-002
 6.9063003E-001, 8.9132932E-002
 6.9718185E-001, 8.0115611E-002
 7.0373367E-001, 7.0770633E-002
 7.1028549E-001, 5.9096204E-002
 7.1683731E-001, 4.5028931E-002
 7.2338913E-001, 3.0065327E-002
 7.2925470E-001, 1.6117313E-002
 7.3512027E-001, 1.8772420E-003
 7.4098584E-001,-1.3493597E-002
 7.4685140E-001,-2.9935601E-002
 7.5271697E-001,-4.6642984E-002
 7.5858254E-001,-6.4185604E-002
 7.6444811E-001,-8.2698313E-002
 7.6946416E-001,-9.8800930E-002
 7.7448020E-001,-1.1418689E-001
 7.7949625E-001,-1.3006802E-001
 7.8451230E-001,-1.4655454E-001
 7.8952834E-001,-1.6326756E-001
 7.9454439E-001,-1.7993682E-001
 7.9892964E-001,-1.9398904E-001
 8.0331489E-001,-2.0735865E-001
 8.0770014E-001,-2.2053283E-001
 8.1208539E-001,-2.3378178E-001
 8.1647064E-001,-2.4692410E-001
 8.2085589E-001,-2.5984141E-001
 8.2524114E-001,-2.7211231E-001
 8.2962639E-001,-2.8381367E-001
 8.3401163E-001,-2.9504946E-001
 8.3839688E-001,-3.0581375E-001
 8.4278213E-001,-3.1621131E-001
 8.4716738E-001,-3.2655933E-001
 8.5155263E-001,-3.3688312E-001
 8.5536200E-001,-3.4551935E-001
 8.5917137E-001,-3.5362669E-001
 8.6298074E-001,-3.6138588E-001
 8.6679012E-001,-3.6937525E-001
 8.7059949E-001,-3.7729334E-001
 8.7440886E-001,-3.8477263E-001
 8.7821823E-001,-3.9192227E-001
 8.8202760E-001,-3.9889784E-001
 8.8583697E-001,-4.0574395E-001
 8.8964634E-001,-4.1232451E-001
 8.9345571E-001,-4.1861831E-001
 8.9726508E-001,-4.2456698E-001
 9.0107445E-001,-4.3018935E-001
 9.0488382E-001,-4.3549055E-001
 9.0869320E-001,-4.4030420E-001
 9.1250257E-001,-4.4463230E-001
 9.1631194E-001,-4.4847604E-001
 9.2012131E-001,-4.5163072E-001
 9.2393068E-001,-4.5390727E-001
 9.2774005E-001,-4.5508697E-001
 9.3154942E-001,-4.5498171E-001
 9.3535879E-001,-4.5341772E-001
 9.3916816E-001,-4.5050647E-001
 9.4297753E-001,-4.4627453E-001
 9.4678690E-001,-4.4097192E-001
 9.5059628E-001,-4.3458114E-001
 9.5395801E-001,-4.2778253E-001
 9.5731974E-001,-4.1978874E-001
 9.6068147E-001,-4.1166317E-001
 9.6404320E-001,-4.0334482E-001
 9.6740493E-001,-3.9444916E-001
 9.7076666E-001,-3.8474906E-001
 9.7412840E-001,-3.7395692E-001
 9.7749013E-001,-3.6230055E-001
 9.8085186E-001,-3.4989825E-001
 9.8421359E-001,-3.3691178E-001
 9.8757532E-001,-3.2331133E-001
 9.9093705E-001,-3.0934402E-001
