cm,K,K,m/s,K,K,m/s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,kg/kg
z,TC_CL,TG_CL,w_CL,TC_CL_RMS,TG_CL_RMS,w_CL_RMS,X_O2,X_CO2,X_CO,X_FUEL,X_H2O,X_H2,X_N2,Y_Soot
 5.0000000E-001, 6.0817823E+002, 5.9284183E+002, 2.3931611E-003, 7.7303801E+001, 1.0830651E+002, 8.2525533E-002, 7.9126108E-004, 2.2144612E-002, 5.0710941E-002, 4.7420476E-001, 1.0469232E-001, 4.0034953E-002, 3.0445560E-001, 9.3590717E-004
 1.5000000E+000, 7.4446564E+002, 7.3983396E+002, 9.4714583E-002, 8.5160475E+001, 1.2887016E+002, 1.2543930E-001, 1.7419163E-003, 2.9104905E-002, 6.2838705E-002, 3.3122410E-001, 1.3228931E-001, 4.9609504E-002, 3.8951679E-001, 1.2651215E-003
 2.5000000E+000, 8.2612310E+002, 8.2694036E+002, 9.4714583E-002, 1.0127047E+002, 1.5816862E+002, 1.2543930E-001, 3.1308463E-003, 3.3311954E-002, 6.6857702E-002, 2.6318506E-001, 1.4436109E-001, 5.2782397E-002, 4.3246114E-001, 1.4049389E-003
 3.5000000E+000, 8.8705151E+002, 8.9303813E+002, 4.3533657E-001, 1.1108932E+002, 1.7952995E+002, 1.9712152E-001, 4.6043407E-003, 3.6650017E-002, 6.8202003E-002, 2.1983244E-001, 1.5137058E-001, 5.3843686E-002, 4.6150851E-001, 1.4718624E-003
 4.5000000E+000, 9.3355189E+002, 9.4469320E+002, 6.3688009E-001, 1.1335691E+002, 1.8864965E+002, 2.3948129E-001, 6.4942661E-003, 3.9393398E-002, 6.8161944E-002, 1.8865966E-001, 1.5554559E-001, 5.3812061E-002, 4.8394701E-001, 1.4979934E-003
 5.5000000E+000, 9.7266510E+002, 9.8834319E+002, 8.4067401E-001, 1.1527749E+002, 1.9749643E+002, 2.8510104E-001, 8.2302296E-003, 4.1831517E-002, 6.7505964E-002, 1.6485945E-001, 1.5839074E-001, 5.3294182E-002, 5.0194020E-001, 1.5036718E-003
 6.5000000E+000, 1.0062932E+003, 1.0263990E+003, 1.0429971E+000, 1.1669957E+002, 2.0388259E+002, 3.3098519E-001, 1.0075091E-002, 4.4084046E-002, 6.6293296E-002, 1.4579955E-001, 1.6017681E-001, 5.2336813E-002, 5.1735760E-001, 1.4914234E-003
 7.5000000E+000, 1.0359609E+003, 1.0600008E+003, 1.2397399E+000, 1.1594181E+002, 2.0808073E+002, 3.7674526E-001, 1.2030348E-002, 4.6110771E-002, 6.4794991E-002, 1.2997799E-001, 1.6122086E-001, 5.1153940E-002, 5.3092192E-001, 1.4692644E-003
 8.5000000E+000, 1.0615651E+003, 1.0890507E+003, 1.4289982E+000, 1.1290713E+002, 2.0958989E+002, 4.2115809E-001, 1.4245919E-002, 4.7918714E-002, 6.3017648E-002, 1.1657654E-001, 1.6154575E-001, 4.9750775E-002, 5.4325941E-001, 1.4379467E-003
 9.5000000E+000, 1.0828110E+003, 1.1131824E+003, 1.6068932E+000, 1.0855519E+002, 2.0899394E+002, 4.6589921E-001, 1.6801649E-002, 4.9387653E-002, 6.1143694E-002, 1.0496854E-001, 1.6122397E-001, 4.8271337E-002, 5.5462751E-001, 1.4025979E-003
 1.0500000E+001, 1.1003251E+003, 1.1329338E+003, 1.7742356E+000, 1.0448468E+002, 2.0862455E+002, 5.0980293E-001, 1.9633052E-002, 5.0556078E-002, 5.9225021E-002, 9.4798673E-002, 1.6038558E-001, 4.6756595E-002, 5.6518155E-001, 1.3647019E-003
 1.1500000E+001, 1.1152546E+003, 1.1495783E+003, 1.9294880E+000, 1.0112053E+002, 2.0938270E+002, 5.5249848E-001, 2.2610713E-002, 5.1582042E-002, 5.7197095E-002, 8.5828467E-002, 1.5917963E-001, 4.5155602E-002, 5.7510159E-001, 1.3228206E-003
 1.2500000E+001, 1.1275592E+003, 1.1628495E+003, 2.0737377E+000, 9.8760667E+001, 2.1209472E+002, 5.9420631E-001, 2.5694534E-002, 5.2502992E-002, 5.5057725E-002, 7.7958400E-002, 1.5765953E-001, 4.3466625E-002, 5.8444045E-001, 1.2771442E-003
 1.3500000E+001, 1.1373335E+003, 1.1725784E+003, 2.2061079E+000, 9.6887220E+001, 2.1711034E+002, 6.3665828E-001, 2.8900939E-002, 5.3228047E-002, 5.2941215E-002, 7.0948915E-002, 1.5587421E-001, 4.1795696E-002, 5.9321500E-001, 1.2313185E-003
 1.4500000E+001, 1.1450288E+003, 1.1793092E+003, 2.3269483E+000, 9.5540632E+001, 2.2404322E+002, 6.8083687E-001, 3.2217680E-002, 5.3776044E-002, 5.0854423E-002, 6.4658560E-002, 1.5386180E-001, 4.0148229E-002, 6.0150932E-001, 1.1855036E-003
 1.5500000E+001, 1.1508872E+003, 1.1834135E+003, 2.4387443E+000, 9.5190273E+001, 2.3306354E+002, 7.2426529E-001, 3.5662046E-002, 5.4222419E-002, 4.8707379E-002, 5.8993684E-002, 1.5161235E-001, 3.8453194E-002, 6.0950055E-001, 1.1375743E-003
 1.6500000E+001, 1.1549092E+003, 1.1850213E+003, 2.5400311E+000, 9.5393517E+001, 2.4296893E+002, 7.6927379E-001, 3.9246105E-002, 5.4533731E-002, 4.6542819E-002, 5.3882326E-002, 1.4913462E-001, 3.6744330E-002, 6.1719427E-001, 1.0887449E-003
 1.7500000E+001, 1.1565845E+003, 1.1835647E+003, 2.6319897E+000, 9.5586594E+001, 2.5300513E+002, 8.1499143E-001, 4.3036248E-002, 5.4667644E-002, 4.4373573E-002, 4.9266697E-002, 1.4638309E-001, 3.5031768E-002, 6.2464604E-001, 1.0394103E-003
 1.8500000E+001, 1.1559812E+003, 1.1793035E+003, 2.7145756E+000, 9.6427131E+001, 2.6304044E+002, 8.6066803E-001, 4.7009705E-002, 5.4611450E-002, 4.2242294E-002, 4.5072523E-002, 1.4339745E-001, 3.3349179E-002, 6.3184708E-001, 9.9072387E-004
 1.9500000E+001, 1.1537630E+003, 1.1729955E+003, 2.7884453E+000, 9.8580814E+001, 2.7359453E+002, 9.0812515E-001, 5.1042954E-002, 5.4429628E-002, 4.0164810E-002, 4.1256945E-002, 1.4029602E-001, 3.1709060E-002, 6.3875176E-001, 9.4307709E-004
 2.0500000E+001, 1.1505096E+003, 1.1654770E+003, 2.8543592E+000, 1.0179561E+002, 2.8434282E+002, 9.5618450E-001, 5.5074891E-002, 5.4163093E-002, 3.8143487E-002, 3.7761869E-002, 1.3714348E-001, 3.0113279E-002, 6.4536929E-001, 8.9653105E-004
