s,kW,kW
Time,HRR,HRR_rad_loss
7.871380E+00,1.329690E+01,4.870277E+00
7.883770E+00,1.390299E+01,3.909456E+00
7.896120E+00,1.432095E+01,8.617133E+00
7.909240E+00,1.480740E+01,7.157623E+00
7.922020E+00,1.508772E+01,5.993272E+00
7.934270E+00,1.556494E+01,4.705403E+00
7.946290E+00,1.569204E+01,3.649645E+00
7.957500E+00,1.579445E+01,8.788178E+00
7.968470E+00,1.590550E+01,7.618433E+00
7.979270E+00,1.604146E+01,6.463411E+00
7.990250E+00,1.609377E+01,5.297186E+00
8.001030E+00,1.613888E+01,4.346362E+00
8.011670E+00,1.619223E+01,8.257763E+00
8.022080E+00,1.577286E+01,7.341884E+00
8.031980E+00,1.585431E+01,6.716558E+00
8.041060E+00,1.580641E+01,5.915509E+00
8.049790E+00,1.600867E+01,5.136371E+00
8.058800E+00,1.614967E+01,7.756671E+00
8.067550E+00,1.617990E+01,7.289817E+00
8.076610E+00,1.621506E+01,6.894041E+00
8.086240E+00,1.628848E+01,6.206901E+00
8.097080E+00,1.632637E+01,5.421648E+00
8.108650E+00,1.626688E+01,7.976670E+00
8.120610E+00,1.621417E+01,7.336118E+00
8.132780E+00,1.584096E+01,6.377949E+00
8.144710E+00,1.533069E+01,5.116421E+00
8.155910E+00,1.433467E+01,4.109673E+00
8.166750E+00,1.362630E+01,7.181164E+00
8.177550E+00,1.318342E+01,6.505854E+00
8.188410E+00,1.316171E+01,5.875357E+00
8.199130E+00,1.313808E+01,5.135953E+00
8.209100E+00,1.316678E+01,4.565785E+00
8.218560E+00,1.342172E+01,7.079991E+00
8.227240E+00,1.372990E+01,6.710345E+00
8.235470E+00,1.415421E+01,6.431054E+00
8.243650E+00,1.452177E+01,5.990392E+00
8.252680E+00,1.497727E+01,5.483421E+00
8.261520E+00,1.547135E+01,7.985525E+00
8.271420E+00,1.591854E+01,7.418126E+00
8.283740E+00,1.606447E+01,6.702090E+00
8.295950E+00,1.611532E+01,5.730129E+00
8.308070E+00,1.623504E+01,4.918746E+00
8.320070E+00,1.619010E+01,8.031768E+00
8.331600E+00,1.550368E+01,7.468153E+00
8.343130E+00,1.522250E+01,6.738893E+00
8.355250E+00,1.473989E+01,5.640304E+00
8.365900E+00,1.452918E+01,4.760572E+00
8.375630E+00,1.445394E+01,7.001652E+00
8.384980E+00,1.367202E+01,6.587926E+00
8.394330E+00,1.295956E+01,5.999924E+00
8.403860E+00,1.259335E+01,5.168630E+00
8.413670E+00,1.267495E+01,4.381758E+00
8.424140E+00,1.340802E+01,6.767133E+00
8.434760E+00,1.380488E+01,6.322333E+00
8.445910E+00,1.425337E+01,5.841836E+00
8.458390E+00,1.465495E+01,4.991869E+00
8.471090E+00,1.506568E+01,4.222996E+00
8.483930E+00,1.554313E+01,8.323227E+00
8.496270E+00,1.564132E+01,7.372163E+00
8.508100E+00,1.575600E+01,6.619414E+00
8.519770E+00,1.605338E+01,5.588233E+00
8.530810E+00,1.621895E+01,4.665123E+00
8.542990E+00,1.676428E+01,8.669474E+00
8.555090E+00,1.696291E+01,7.679358E+00
8.566490E+00,1.699408E+01,6.618705E+00
8.577230E+00,1.647604E+01,5.542911E+00
8.588390E+00,1.500567E+01,4.532674E+00
8.600080E+00,1.381801E+01,7.519006E+00
8.611860E+00,1.366966E+01,6.741109E+00
8.623870E+00,1.415000E+01,6.072616E+00
8.636070E+00,1.465176E+01,5.215562E+00
8.647370E+00,1.505421E+01,4.449189E+00
8.658560E+00,1.520589E+01,9.192776E+00
8.670480E+00,1.552347E+01,7.804087E+00
8.682560E+00,1.590766E+01,6.915922E+00
8.694300E+00,1.597979E+01,5.722199E+00
8.705760E+00,1.614948E+01,4.635401E+00
8.719050E+00,1.599879E+01,9.209048E+00
8.733160E+00,1.562613E+01,7.915348E+00
8.745890E+00,1.534450E+01,6.786042E+00
8.759080E+00,1.513701E+01,5.379237E+00
8.771580E+00,1.487639E+01,4.364155E+00
8.784930E+00,1.472841E+01,7.822150E+00
8.797080E+00,1.424063E+01,7.139361E+00
8.809750E+00,1.392637E+01,6.262734E+00
8.823150E+00,1.438104E+01,5.318504E+00
8.837080E+00,1.473122E+01,4.557110E+00
8.850550E+00,1.525563E+01,7.735094E+00
8.862930E+00,1.563663E+01,7.393270E+00
8.874190E+00,1.613299E+01,7.041780E+00
8.884760E+00,1.654015E+01,6.515517E+00
8.895940E+00,1.690534E+01,5.904230E+00
8.906970E+00,1.736414E+01,8.490468E+00
8.917690E+00,1.743674E+01,8.019467E+00
8.929020E+00,1.690586E+01,7.256760E+00
8.940750E+00,1.664837E+01,6.232790E+00
8.951720E+00,1.628742E+01,5.362400E+00
8.962590E+00,1.555913E+01,7.265863E+00
8.972610E+00,1.432994E+01,6.707007E+00
8.982080E+00,1.303749E+01,5.878758E+00
8.992260E+00,1.216230E+01,4.930931E+00
9.003360E+00,1.214086E+01,4.176794E+00
9.015560E+00,1.242063E+01,6.307581E+00
9.028980E+00,1.281000E+01,5.982854E+00
9.042140E+00,1.324399E+01,5.436945E+00
9.056080E+00,1.400597E+01,4.627043E+00
9.069960E+00,1.487154E+01,3.952040E+00
9.082170E+00,1.605378E+01,8.056452E+00
9.093830E+00,1.736359E+01,7.552454E+00
9.105030E+00,1.816532E+01,6.946403E+00
9.115530E+00,1.833072E+01,6.235471E+00
9.125540E+00,1.780288E+01,5.513410E+00
9.135650E+00,1.766852E+01,8.498607E+00
9.146360E+00,1.690685E+01,7.804363E+00
9.157310E+00,1.553399E+01,6.387584E+00
9.168420E+00,1.410932E+01,4.845723E+00
9.178620E+00,1.256807E+01,3.662114E+00
9.188830E+00,1.142964E+01,5.753660E+00
9.199630E+00,1.098115E+01,5.272565E+00
9.211850E+00,1.102309E+01,4.504147E+00
9.224620E+00,1.156600E+01,3.755349E+00
9.237900E+00,1.260427E+01,3.194570E+00
9.251220E+00,1.379372E+01,7.272094E+00
9.263730E+00,1.471076E+01,6.489597E+00
9.274830E+00,1.566983E+01,6.025329E+00
9.285080E+00,1.627859E+01,5.295368E+00
9.294980E+00,1.690971E+01,4.579765E+00
9.304610E+00,1.720562E+01,9.031196E+00
9.314270E+00,1.735516E+01,7.905850E+00
9.324870E+00,1.760570E+01,6.947279E+00
9.336260E+00,1.748106E+01,5.750570E+00
9.348080E+00,1.676429E+01,4.507266E+00
9.359970E+00,1.587615E+01,8.476548E+00
9.371670E+00,1.529728E+01,7.346770E+00
9.383280E+00,1.451698E+01,5.831825E+00
9.394150E+00,1.396263E+01,4.488032E+00
9.404040E+00,1.314401E+01,3.629080E+00
9.413700E+00,1.255607E+01,6.472740E+00
9.423870E+00,1.229856E+01,5.926105E+00
9.435610E+00,1.289129E+01,5.374535E+00
9.446630E+00,1.318273E+01,4.728422E+00
9.457750E+00,1.366867E+01,4.095703E+00
9.469360E+00,1.434357E+01,8.115840E+00
9.480370E+00,1.497925E+01,7.117449E+00
9.492190E+00,1.533598E+01,6.452779E+00
9.505070E+00,1.546524E+01,5.333966E+00
9.517910E+00,1.572869E+01,4.300109E+00
9.531780E+00,1.606956E+01,8.987864E+00
9.544970E+00,1.591462E+01,7.693555E+00
9.557830E+00,1.588705E+01,6.532951E+00
9.570450E+00,1.582846E+01,5.220753E+00
9.582070E+00,1.571713E+01,4.148647E+00
9.593070E+00,1.571866E+01,8.659400E+00
9.603920E+00,1.507760E+01,7.513303E+00
9.614520E+00,1.446693E+01,6.421638E+00
9.624910E+00,1.412106E+01,5.214159E+00
9.635180E+00,1.402524E+01,4.191904E+00
9.645360E+00,1.408714E+01,8.512140E+00
9.655590E+00,1.409496E+01,7.213440E+00
9.666220E+00,1.429461E+01,6.355173E+00
9.677970E+00,1.440094E+01,5.252651E+00
9.689680E+00,1.453195E+01,4.236788E+00
9.700690E+00,1.478082E+01,8.981586E+00
9.711970E+00,1.510228E+01,7.562066E+00
9.724400E+00,1.549715E+01,6.366420E+00
9.736670E+00,1.550658E+01,4.972320E+00
9.748890E+00,1.541437E+01,3.931983E+00
9.760570E+00,1.537765E+01,8.412340E+00
9.772470E+00,1.529838E+01,7.435897E+00
9.784710E+00,1.528315E+01,6.278816E+00
9.796660E+00,1.524082E+01,5.161375E+00
9.808620E+00,1.536107E+01,4.353939E+00
9.820700E+00,1.577027E+01,7.731845E+00
9.832010E+00,1.612550E+01,7.326128E+00
9.842970E+00,1.606854E+01,6.743095E+00
9.853370E+00,1.515466E+01,5.948701E+00
9.863710E+00,1.474801E+01,5.337819E+00
9.873740E+00,1.463807E+01,6.393517E+00
9.883880E+00,1.439719E+01,6.480919E+00
9.896210E+00,1.458493E+01,6.259756E+00
9.908150E+00,1.462417E+01,5.839813E+00
9.918810E+00,1.464205E+01,5.465482E+00
9.929940E+00,1.481596E+01,5.984733E+00
9.940860E+00,1.499224E+01,6.151822E+00
9.952610E+00,1.576264E+01,5.925013E+00
9.963670E+00,1.620109E+01,5.626826E+00
9.974550E+00,1.622960E+01,5.371763E+00
9.985260E+00,1.624815E+01,6.503293E+00
9.995790E+00,1.612847E+01,6.427164E+00
1.000600E+01,1.549450E+01,5.888164E+00
1.001710E+01,1.568428E+01,5.223615E+00
1.002850E+01,1.636559E+01,4.820445E+00
1.003990E+01,1.715583E+01,7.234180E+00
1.005080E+01,1.762930E+01,7.307471E+00
1.006090E+01,1.806478E+01,7.065657E+00
1.007200E+01,1.789598E+01,6.447224E+00
1.008300E+01,1.788418E+01,5.909417E+00
1.009360E+01,1.769157E+01,8.770626E+00
1.010390E+01,1.737110E+01,8.297465E+00
1.011470E+01,1.678003E+01,7.382341E+00
1.012520E+01,1.592389E+01,6.042969E+00
1.013550E+01,1.491999E+01,5.029986E+00
1.014550E+01,1.354929E+01,6.650648E+00
1.015510E+01,1.204533E+01,5.904285E+00
1.016440E+01,1.108308E+01,5.009324E+00
1.017390E+01,1.086410E+01,4.245617E+00
1.018360E+01,1.120244E+01,3.579187E+00
1.019350E+01,1.197396E+01,4.876393E+00
1.020380E+01,1.278563E+01,4.953121E+00
1.021430E+01,1.361169E+01,4.798586E+00
1.022510E+01,1.422788E+01,4.468275E+00
1.023620E+01,1.501454E+01,4.183921E+00
1.024760E+01,1.575525E+01,6.714943E+00
1.025960E+01,1.687080E+01,6.592053E+00
1.027150E+01,1.767722E+01,6.241082E+00
1.028250E+01,1.791896E+01,5.706216E+00
1.029280E+01,1.796089E+01,5.225402E+00
1.030270E+01,1.772811E+01,8.695501E+00
1.031270E+01,1.744699E+01,8.042216E+00
1.032280E+01,1.703532E+01,7.039591E+00
1.033390E+01,1.601274E+01,5.630959E+00
1.034510E+01,1.487126E+01,4.352413E+00
1.035630E+01,1.398064E+01,7.108298E+00
1.036650E+01,1.357065E+01,6.288432E+00
1.037590E+01,1.343054E+01,5.607571E+00
1.038500E+01,1.353824E+01,4.783388E+00
1.039390E+01,1.377970E+01,4.106255E+00
1.040280E+01,1.424622E+01,6.857454E+00
1.041180E+01,1.470218E+01,6.472251E+00
1.042080E+01,1.526974E+01,6.208543E+00
1.043040E+01,1.562162E+01,5.584312E+00
1.044070E+01,1.607154E+01,4.890459E+00
1.045060E+01,1.656803E+01,7.786725E+00
1.046060E+01,1.671399E+01,7.390612E+00
1.047030E+01,1.667284E+01,6.772418E+00
1.048050E+01,1.657095E+01,5.799764E+00
1.049180E+01,1.627795E+01,4.898305E+00
1.050320E+01,1.575518E+01,7.720759E+00
1.051490E+01,1.494651E+01,7.035258E+00
1.052660E+01,1.415101E+01,5.745052E+00
1.053800E+01,1.353943E+01,4.549862E+00
1.054990E+01,1.307872E+01,3.644176E+00
1.056120E+01,1.311587E+01,7.377534E+00
1.057240E+01,1.344676E+01,6.459788E+00
1.058240E+01,1.388778E+01,5.411501E+00
1.059200E+01,1.400700E+01,4.404722E+00
1.060180E+01,1.392458E+01,3.618465E+00
1.061200E+01,1.397462E+01,6.845311E+00
1.062270E+01,1.408029E+01,6.027908E+00
1.063320E+01,1.436692E+01,5.228903E+00
1.064250E+01,1.474315E+01,4.715051E+00
1.065120E+01,1.521615E+01,4.536173E+00
1.065930E+01,1.578435E+01,5.777652E+00
1.066730E+01,1.573768E+01,5.967859E+00
1.067550E+01,1.588651E+01,5.702373E+00
1.068430E+01,1.601186E+01,5.314657E+00
1.069370E+01,1.640639E+01,5.048694E+00
1.070300E+01,1.731939E+01,6.526242E+00
1.071210E+01,1.796193E+01,6.499327E+00
1.072070E+01,1.794957E+01,5.978302E+00
1.072980E+01,1.709740E+01,5.253551E+00
1.073920E+01,1.544541E+01,4.641511E+00
1.074890E+01,1.395586E+01,5.379578E+00
1.075850E+01,1.262669E+01,5.140635E+00
1.076870E+01,1.198134E+01,4.520863E+00
1.077900E+01,1.207906E+01,3.911593E+00
1.078910E+01,1.258259E+01,3.467841E+00
1.079830E+01,1.316479E+01,5.468975E+00
1.080710E+01,1.384818E+01,5.522265E+00
1.081560E+01,1.421118E+01,5.494484E+00
1.082450E+01,1.452961E+01,5.083277E+00
1.083430E+01,1.488709E+01,4.513514E+00
1.084450E+01,1.471243E+01,7.761197E+00
1.085590E+01,1.517490E+01,7.077497E+00
1.086830E+01,1.537094E+01,6.234098E+00
1.088000E+01,1.522338E+01,5.157564E+00
1.089100E+01,1.519756E+01,4.282588E+00
1.090170E+01,1.528648E+01,9.128849E+00
1.091260E+01,1.532063E+01,7.641021E+00
1.092360E+01,1.501546E+01,6.353949E+00
1.093470E+01,1.449498E+01,4.994787E+00
1.094530E+01,1.395386E+01,3.898080E+00
1.095590E+01,1.363983E+01,7.690826E+00
1.096700E+01,1.323997E+01,6.593769E+00
1.097810E+01,1.329250E+01,5.572179E+00
1.098850E+01,1.338919E+01,4.635242E+00
1.099880E+01,1.358904E+01,3.868902E+00
1.100900E+01,1.427929E+01,7.220848E+00
1.101920E+01,1.488978E+01,6.794330E+00
1.102950E+01,1.559197E+01,6.291068E+00
1.104000E+01,1.631621E+01,5.619820E+00
1.105040E+01,1.665610E+01,5.067212E+00
1.106050E+01,1.689530E+01,8.416233E+00
1.107080E+01,1.675487E+01,7.954685E+00
1.108160E+01,1.625541E+01,7.132114E+00
1.109200E+01,1.597861E+01,6.051617E+00
1.110210E+01,1.577417E+01,5.054125E+00
1.111200E+01,1.571270E+01,9.137005E+00
1.112170E+01,1.553239E+01,7.728752E+00
1.113100E+01,1.507212E+01,6.720444E+00
1.114000E+01,1.457461E+01,5.684502E+00
1.114910E+01,1.430260E+01,4.744393E+00
1.115840E+01,1.405009E+01,7.645354E+00
1.116850E+01,1.354159E+01,6.442851E+00
1.117950E+01,1.314649E+01,5.197054E+00
1.119090E+01,1.267705E+01,4.149328E+00
1.120270E+01,1.251226E+01,3.302836E+00
1.121400E+01,1.269493E+01,6.627895E+00
1.122540E+01,1.313454E+01,6.116047E+00
1.123650E+01,1.389996E+01,5.722459E+00
1.124760E+01,1.417464E+01,5.014748E+00
1.125940E+01,1.455253E+01,4.229279E+00
1.127200E+01,1.513505E+01,8.630780E+00
1.128550E+01,1.567081E+01,7.292236E+00
1.129810E+01,1.617995E+01,6.444257E+00
1.131010E+01,1.612348E+01,5.341239E+00
1.132200E+01,1.615006E+01,4.314974E+00
1.133320E+01,1.655274E+01,9.122546E+00
1.134450E+01,1.677145E+01,7.945738E+00
1.135530E+01,1.695471E+01,6.873832E+00
1.136490E+01,1.650077E+01,5.712619E+00
1.137360E+01,1.583497E+01,4.673212E+00
1.138180E+01,1.531460E+01,8.228954E+00
1.139020E+01,1.480101E+01,7.328183E+00
1.139880E+01,1.432274E+01,6.500327E+00
1.140810E+01,1.378767E+01,5.574871E+00
1.141740E+01,1.332199E+01,4.822696E+00
1.142800E+01,1.309426E+01,7.391480E+00
1.143930E+01,1.284911E+01,6.706680E+00
1.145180E+01,1.302395E+01,5.971574E+00
1.146360E+01,1.315150E+01,5.093953E+00
1.147540E+01,1.312785E+01,4.241820E+00
1.148740E+01,1.340988E+01,8.124116E+00
1.150000E+01,1.344534E+01,6.996144E+00
1.151240E+01,1.389552E+01,6.176287E+00
1.152490E+01,1.423777E+01,5.113861E+00
1.153720E+01,1.456321E+01,4.207491E+00
1.154860E+01,1.500430E+01,8.899933E+00
1.155990E+01,1.502117E+01,7.563880E+00
1.157100E+01,1.533440E+01,6.695676E+00
1.158240E+01,1.560045E+01,5.449278E+00
1.159440E+01,1.595293E+01,4.446519E+00
1.160660E+01,1.610934E+01,8.249833E+00
1.161870E+01,1.577460E+01,7.413155E+00
1.163090E+01,1.558282E+01,6.511850E+00
1.164450E+01,1.545979E+01,5.637578E+00
1.165740E+01,1.566019E+01,5.232170E+00
1.167070E+01,1.597997E+01,7.811332E+00
1.168290E+01,1.628820E+01,7.624859E+00
1.169460E+01,1.610955E+01,7.152296E+00
1.170650E+01,1.573186E+01,6.388174E+00
1.171800E+01,1.578302E+01,5.836579E+00
1.172970E+01,1.607080E+01,7.351107E+00
1.174050E+01,1.674251E+01,7.215515E+00
1.175080E+01,1.748850E+01,6.755916E+00
1.176100E+01,1.731567E+01,6.140680E+00
1.177070E+01,1.694059E+01,5.579465E+00
1.177940E+01,1.594923E+01,6.841327E+00
1.178740E+01,1.451585E+01,6.679526E+00
1.179610E+01,1.339172E+01,6.301076E+00
1.180770E+01,1.265480E+01,5.383179E+00
1.181960E+01,1.241172E+01,4.696303E+00
1.183090E+01,1.267999E+01,6.404130E+00
1.184260E+01,1.327882E+01,6.243600E+00
1.185590E+01,1.385315E+01,5.853896E+00
1.186920E+01,1.441738E+01,5.263398E+00
1.188190E+01,1.518658E+01,4.805018E+00
1.189400E+01,1.598661E+01,7.657957E+00
1.190560E+01,1.680396E+01,7.559635E+00
1.191700E+01,1.714767E+01,7.252555E+00
1.192840E+01,1.742970E+01,6.481828E+00
1.193980E+01,1.739849E+01,5.634922E+00
1.195080E+01,1.720143E+01,8.501450E+00
1.196210E+01,1.663906E+01,7.704505E+00
1.197300E+01,1.569529E+01,6.426197E+00
1.198410E+01,1.466475E+01,5.002121E+00
1.199450E+01,1.375654E+01,3.950506E+00
1.200470E+01,1.327349E+01,6.159937E+00
1.201480E+01,1.309329E+01,5.732889E+00
1.202500E+01,1.347851E+01,5.250626E+00
1.203540E+01,1.395672E+01,4.658026E+00
1.204640E+01,1.444916E+01,4.141095E+00
1.205780E+01,1.511732E+01,7.216834E+00
1.207010E+01,1.556858E+01,6.771845E+00
1.208300E+01,1.613953E+01,6.147180E+00
1.209580E+01,1.642579E+01,5.204998E+00
1.210750E+01,1.663208E+01,4.421236E+00
1.211790E+01,1.680661E+01,9.508590E+00
1.212760E+01,1.719618E+01,8.140721E+00
1.213780E+01,1.729809E+01,7.156899E+00
1.214860E+01,1.678667E+01,5.950965E+00
1.215910E+01,1.563194E+01,4.827602E+00
1.217030E+01,1.453834E+01,7.811292E+00
1.218200E+01,1.373295E+01,6.801951E+00
1.219350E+01,1.362472E+01,5.717977E+00
1.220410E+01,1.373430E+01,4.728517E+00
1.221400E+01,1.306445E+01,4.016343E+00
1.222400E+01,1.252123E+01,6.468217E+00
1.223390E+01,1.220572E+01,5.996797E+00
1.224380E+01,1.211181E+01,5.515529E+00
1.225370E+01,1.201471E+01,4.826186E+00
1.226410E+01,1.221397E+01,4.208821E+00
1.227480E+01,1.248461E+01,6.752970E+00
1.228530E+01,1.258955E+01,6.248718E+00
1.229590E+01,1.306052E+01,5.825540E+00
1.230650E+01,1.347602E+01,5.142346E+00
1.231750E+01,1.399585E+01,4.428596E+00
1.232860E+01,1.468319E+01,7.794611E+00
1.234070E+01,1.511584E+01,6.956935E+00
1.235300E+01,1.572828E+01,6.284336E+00
1.236480E+01,1.606037E+01,5.446235E+00
1.237560E+01,1.609316E+01,4.760251E+00
1.238700E+01,1.674059E+01,8.457225E+00
1.240020E+01,1.744885E+01,7.639696E+00
1.241260E+01,1.751442E+01,6.762831E+00
1.242450E+01,1.682829E+01,5.595482E+00
1.243580E+01,1.559927E+01,4.514779E+00
1.244650E+01,1.449474E+01,8.691703E+00
1.245760E+01,1.368530E+01,7.431112E+00
1.246910E+01,1.355974E+01,6.567248E+00
1.248090E+01,1.368700E+01,5.513665E+00
1.249320E+01,1.389837E+01,4.445414E+00
1.250480E+01,1.437773E+01,8.768765E+00
1.251640E+01,1.440529E+01,7.585197E+00
1.252750E+01,1.466230E+01,6.757519E+00
1.253810E+01,1.464811E+01,5.680891E+00
1.254820E+01,1.480761E+01,4.766876E+00
1.255830E+01,1.506089E+01,8.459344E+00
1.256850E+01,1.535840E+01,7.524247E+00
1.257930E+01,1.579992E+01,6.774291E+00
1.259020E+01,1.592065E+01,5.669819E+00
1.260070E+01,1.596558E+01,4.609790E+00
1.261060E+01,1.604698E+01,8.531676E+00
1.262090E+01,1.593152E+01,7.470492E+00
1.263100E+01,1.581558E+01,6.556540E+00
1.264150E+01,1.547114E+01,5.444186E+00
1.265210E+01,1.525203E+01,4.474706E+00
1.266200E+01,1.523326E+01,8.201535E+00
1.267200E+01,1.467098E+01,7.315981E+00
1.268210E+01,1.461382E+01,6.641976E+00
1.269250E+01,1.464125E+01,5.811482E+00
1.270280E+01,1.479927E+01,5.043205E+00
1.271280E+01,1.488353E+01,7.749648E+00
1.272350E+01,1.479500E+01,7.250149E+00
1.273390E+01,1.488537E+01,6.784667E+00
1.274420E+01,1.496961E+01,6.068167E+00
1.275540E+01,1.487176E+01,5.164914E+00
1.276770E+01,1.467347E+01,7.790956E+00
1.277930E+01,1.458863E+01,6.916824E+00
1.279020E+01,1.482976E+01,6.114258E+00
1.280180E+01,1.481865E+01,5.151682E+00
1.281500E+01,1.459936E+01,4.364142E+00
1.282860E+01,1.430765E+01,7.365941E+00
1.284220E+01,1.400078E+01,6.613420E+00
1.285490E+01,1.396279E+01,5.685113E+00
1.286850E+01,1.455139E+01,4.722926E+00
1.288190E+01,1.460490E+01,4.095275E+00
1.289500E+01,1.502791E+01,8.282615E+00
1.290820E+01,1.545637E+01,7.512568E+00
1.292050E+01,1.561003E+01,6.837507E+00
1.293310E+01,1.560984E+01,5.857836E+00
1.294550E+01,1.569468E+01,5.086680E+00
1.295770E+01,1.579081E+01,8.635876E+00
1.296940E+01,1.565984E+01,7.888601E+00
1.298120E+01,1.568861E+01,7.097754E+00
1.299310E+01,1.574867E+01,5.887733E+00
1.300480E+01,1.536006E+01,4.765074E+00
1.301690E+01,1.462996E+01,7.422360E+00
1.302870E+01,1.322342E+01,6.501774E+00
1.303960E+01,1.250030E+01,5.595869E+00
1.305090E+01,1.267705E+01,4.680453E+00
1.306420E+01,1.344674E+01,3.785144E+00
1.307710E+01,1.415531E+01,8.017761E+00
1.308970E+01,1.432237E+01,7.058538E+00
1.310220E+01,1.480359E+01,6.345640E+00
1.311460E+01,1.529070E+01,5.319111E+00
1.312730E+01,1.576003E+01,4.344583E+00
1.313920E+01,1.637757E+01,9.405087E+00
1.315110E+01,1.686169E+01,8.045702E+00
1.316300E+01,1.728687E+01,6.962573E+00
1.317450E+01,1.778043E+01,5.679043E+00
1.318500E+01,1.770410E+01,4.681536E+00
1.319490E+01,1.741588E+01,8.794387E+00
1.320470E+01,1.693906E+01,7.826391E+00
1.321510E+01,1.643789E+01,6.596772E+00
1.322750E+01,1.591040E+01,5.022339E+00
1.324010E+01,1.476851E+01,3.903646E+00
1.325190E+01,1.419277E+01,7.609439E+00
1.326280E+01,1.387058E+01,6.927574E+00
1.327440E+01,1.401330E+01,6.355142E+00
1.328710E+01,1.410020E+01,5.426131E+00
1.330110E+01,1.429051E+01,4.462177E+00
1.331540E+01,1.474511E+01,9.112895E+00
1.332920E+01,1.513677E+01,7.717126E+00
1.334250E+01,1.532016E+01,6.698692E+00
1.335620E+01,1.522544E+01,5.448211E+00
1.337130E+01,1.474926E+01,4.311194E+00
1.338550E+01,1.447784E+01,8.481032E+00
1.339910E+01,1.448010E+01,7.522641E+00
1.341180E+01,1.487078E+01,6.732592E+00
1.342350E+01,1.554733E+01,6.011464E+00
1.343480E+01,1.628514E+01,5.377406E+00
1.344630E+01,1.673224E+01,7.696522E+00
1.345950E+01,1.609316E+01,7.096269E+00
1.347170E+01,1.539890E+01,6.324597E+00
1.348270E+01,1.501013E+01,5.741878E+00
1.349330E+01,1.521649E+01,5.397581E+00
1.350490E+01,1.533820E+01,6.903628E+00
1.351710E+01,1.555352E+01,6.906322E+00
1.352840E+01,1.606087E+01,6.611806E+00
1.353890E+01,1.674314E+01,6.155803E+00
1.354920E+01,1.678157E+01,5.705091E+00
1.355900E+01,1.651490E+01,7.259867E+00
1.356870E+01,1.655845E+01,7.158163E+00
1.357850E+01,1.656297E+01,6.516041E+00
1.358830E+01,1.626185E+01,5.624893E+00
1.359770E+01,1.541064E+01,4.897290E+00
1.360700E+01,1.395954E+01,5.738096E+00
1.361740E+01,1.181014E+01,5.453192E+00
1.362880E+01,1.135305E+01,4.816893E+00
1.364120E+01,1.133114E+01,4.095101E+00
1.365390E+01,1.170215E+01,3.540788E+00
1.366620E+01,1.236326E+01,6.083296E+00
1.367790E+01,1.361420E+01,5.889405E+00
1.368930E+01,1.480168E+01,5.769608E+00
1.370060E+01,1.577774E+01,5.319384E+00
1.371210E+01,1.654182E+01,4.771597E+00
1.372380E+01,1.698259E+01,8.950338E+00
1.373510E+01,1.725344E+01,8.083441E+00
1.374730E+01,1.726564E+01,7.157591E+00
1.376010E+01,1.685429E+01,5.888173E+00
1.377200E+01,1.653389E+01,4.826100E+00
1.378430E+01,1.625925E+01,9.166922E+00
1.379730E+01,1.548794E+01,7.758892E+00
1.380940E+01,1.417457E+01,6.297598E+00
1.382080E+01,1.318230E+01,4.819654E+00
1.383150E+01,1.248249E+01,3.777889E+00
1.384100E+01,1.195829E+01,6.606819E+00
1.385140E+01,1.150241E+01,5.891041E+00
1.386260E+01,1.159259E+01,5.172089E+00
1.387500E+01,1.205645E+01,4.401381E+00
1.388730E+01,1.295396E+01,3.813751E+00
1.390000E+01,1.370235E+01,7.225193E+00
1.391220E+01,1.455722E+01,6.598047E+00
1.392390E+01,1.550198E+01,6.092634E+00
1.393540E+01,1.626479E+01,5.399052E+00
1.394710E+01,1.691396E+01,4.749410E+00
1.395850E+01,1.735918E+01,8.518650E+00
1.397050E+01,1.788165E+01,7.906144E+00
1.398220E+01,1.822772E+01,7.060300E+00
1.399330E+01,1.834239E+01,5.989990E+00
1.400450E+01,1.800770E+01,5.031980E+00
1.401520E+01,1.739170E+01,8.553412E+00
1.402600E+01,1.595504E+01,7.701204E+00
1.403680E+01,1.438347E+01,6.555789E+00
1.404740E+01,1.289576E+01,5.225563E+00
1.405830E+01,1.199864E+01,4.092451E+00
1.406950E+01,1.188181E+01,6.653670E+00
1.408090E+01,1.195736E+01,6.131492E+00
1.409250E+01,1.231803E+01,5.566460E+00
1.410410E+01,1.294784E+01,4.777332E+00
1.411580E+01,1.354347E+01,4.107084E+00
1.412800E+01,1.417477E+01,8.081221E+00
1.413960E+01,1.460569E+01,7.145434E+00
1.415050E+01,1.510272E+01,6.411189E+00
1.416170E+01,1.578172E+01,5.363426E+00
1.417280E+01,1.655570E+01,4.289870E+00
1.418310E+01,1.701861E+01,9.457748E+00
1.419290E+01,1.759864E+01,8.373897E+00
1.420190E+01,1.796738E+01,7.411497E+00
1.421090E+01,1.776301E+01,6.035349E+00
1.422030E+01,1.737478E+01,4.740833E+00
1.423010E+01,1.693435E+01,8.534472E+00
1.423980E+01,1.594808E+01,7.452250E+00
1.424910E+01,1.480321E+01,6.091393E+00
1.425770E+01,1.417671E+01,4.905263E+00
1.426610E+01,1.385044E+01,3.947866E+00
1.427450E+01,1.387835E+01,7.336313E+00
1.428330E+01,1.387309E+01,6.602239E+00
1.429280E+01,1.443947E+01,6.114371E+00
1.430320E+01,1.435054E+01,5.396912E+00
1.431420E+01,1.449378E+01,4.581696E+00
