D,m,cm,m/s,m/s
height_over_D,z,x,UMean_x,UMean_z
2.500000E+00,6.000000E-01,-9.800000E+00,6.413920E-02,1.786950E-01
2.500000E+00,6.000000E-01,-9.400000E+00,6.272610E-02,2.185070E-01
2.500000E+00,6.000000E-01,-9.000000E+00,5.975020E-02,2.697780E-01
2.500000E+00,6.000000E-01,-8.600000E+00,5.619070E-02,3.296370E-01
2.500000E+00,6.000000E-01,-8.399950E+00,4.965640E-02,4.046470E-01
2.500000E+00,6.000000E-01,-8.199950E+00,4.764900E-02,4.301690E-01
2.500000E+00,6.000000E-01,-7.800000E+00,3.982690E-02,5.195230E-01
2.500000E+00,6.000000E-01,-7.400000E+00,2.987380E-02,6.233470E-01
2.500000E+00,6.000000E-01,-7.000000E+00,1.999160E-02,7.400640E-01
2.500000E+00,6.000000E-01,-6.660580E+00,9.840350E-03,8.675710E-01
2.500000E+00,6.000000E-01,-6.460580E+00,1.013380E-02,8.673890E-01
2.500000E+00,6.000000E-01,-6.200000E+00,2.369700E-03,9.957730E-01
2.500000E+00,6.000000E-01,-5.800000E+00,-5.860090E-03,1.122130E+00
2.500000E+00,6.000000E-01,-5.400000E+00,-1.120880E-02,1.241300E+00
2.500000E+00,6.000000E-01,-5.000000E+00,-1.493130E-02,1.362320E+00
2.500000E+00,6.000000E-01,-4.600000E+00,-1.791350E-02,1.484500E+00
2.500000E+00,6.000000E-01,-4.200000E+00,-2.283410E-02,1.605130E+00
2.500000E+00,6.000000E-01,-3.800000E+00,-2.675810E-02,1.723350E+00
2.500000E+00,6.000000E-01,-3.400000E+00,-2.584460E-02,1.855370E+00
2.500000E+00,6.000000E-01,-3.000000E+00,-2.294770E-02,2.004640E+00
2.500000E+00,6.000000E-01,-2.600000E+00,-1.767960E-02,2.185710E+00
2.500000E+00,6.000000E-01,-2.200000E+00,-1.241910E-02,2.408450E+00
2.500000E+00,6.000000E-01,-1.800000E+00,-5.810480E-03,2.671210E+00
2.500000E+00,6.000000E-01,-1.400000E+00,3.262470E-03,2.930350E+00
2.500000E+00,6.000000E-01,-1.400000E+00,3.124430E-03,2.946700E+00
2.500000E+00,6.000000E-01,-1.000000E+00,9.671830E-03,3.182350E+00
2.500000E+00,6.000000E-01,-6.000000E-01,1.006850E-02,3.338620E+00
2.500000E+00,6.000000E-01,-2.000000E-01,7.321520E-03,3.415750E+00
2.500000E+00,6.000000E-01,2.000000E-01,2.177800E-03,3.441150E+00
2.500000E+00,6.000000E-01,6.000000E-01,-3.874840E-03,3.368820E+00
2.500000E+00,6.000000E-01,1.000000E+00,-6.339540E-03,3.256720E+00
2.500000E+00,6.000000E-01,1.400000E+00,-3.263110E-03,3.028980E+00
2.500000E+00,6.000000E-01,1.800000E+00,2.618960E-03,2.755110E+00
2.500000E+00,6.000000E-01,2.200000E+00,5.113940E-03,2.481130E+00
2.500000E+00,6.000000E-01,2.600000E+00,3.700600E-03,2.238710E+00
2.500000E+00,6.000000E-01,3.000000E+00,1.390590E-03,2.041970E+00
2.500000E+00,6.000000E-01,3.400000E+00,-9.807400E-05,1.885870E+00
2.500000E+00,6.000000E-01,3.800000E+00,3.011090E-03,1.728440E+00
2.500000E+00,6.000000E-01,4.200000E+00,3.060860E-03,1.613310E+00
2.500000E+00,6.000000E-01,4.600000E+00,1.619060E-03,1.499520E+00
2.500000E+00,6.000000E-01,5.000000E+00,-8.282150E-04,1.377430E+00
2.500000E+00,6.000000E-01,5.400000E+00,-2.241530E-03,1.251140E+00
2.500000E+00,6.000000E-01,5.800000E+00,-5.986430E-03,1.126780E+00
2.500000E+00,6.000000E-01,6.200000E+00,-9.778710E-03,1.002260E+00
2.500000E+00,6.000000E-01,6.600000E+00,-1.448080E-02,8.803240E-01
2.500000E+00,6.000000E-01,7.000000E+00,-2.084590E-02,7.607220E-01
2.500000E+00,6.000000E-01,7.400000E+00,-2.933720E-02,6.480620E-01
2.500000E+00,6.000000E-01,7.800000E+00,-3.782040E-02,5.459660E-01
2.500000E+00,6.000000E-01,8.200000E+00,-4.649730E-02,4.580410E-01
2.500000E+00,6.000000E-01,8.600000E+00,-5.421360E-02,3.799830E-01
2.500000E+00,6.000000E-01,9.000000E+00,-6.123100E-02,3.122300E-01
2.500000E+00,6.000000E-01,9.400000E+00,-6.527750E-02,2.537410E-01
2.500000E+00,6.000000E-01,9.601600E+00,-6.682140E-02,2.064810E-01
2.500000E+00,6.000000E-01,9.801600E+00,-6.715240E-02,2.179480E-01
2.500000E+00,6.000000E-01,1.019690E+01,-6.775150E-02,1.794840E-01
2.500000E+00,6.000000E-01,1.039690E+01,-6.696260E-02,1.705920E-01
2.500000E+00,6.000000E-01,1.060000E+01,-6.645590E-02,1.453890E-01
2.500000E+00,6.000000E-01,1.100000E+01,-6.517680E-02,1.288270E-01
2.500000E+00,6.000000E-01,1.140000E+01,-6.333790E-02,1.185160E-01
2.500000E+00,6.000000E-01,1.180000E+01,-6.188530E-02,1.128700E-01
2.500000E+00,6.000000E-01,1.220000E+01,-6.022950E-02,1.083530E-01
2.500000E+00,6.000000E-01,1.260000E+01,-5.985190E-02,1.044190E-01
2.500000E+00,6.000000E-01,1.300000E+01,-5.859550E-02,1.008410E-01
2.500000E+00,6.000000E-01,1.340000E+01,-5.745450E-02,9.775790E-02
2.500000E+00,6.000000E-01,1.380000E+01,-5.616730E-02,9.515400E-02
2.500000E+00,6.000000E-01,1.420000E+01,-5.519810E-02,9.274660E-02
2.500000E+00,6.000000E-01,1.460000E+01,-5.430500E-02,9.051440E-02
2.500000E+00,6.000000E-01,1.500000E+01,-5.363940E-02,8.823470E-02
3.000000E+00,6.700000E-01,-1.490000E+01,6.135840E-02,1.003490E-01
3.000000E+00,6.700000E-01,-1.490000E+01,6.197640E-02,9.922810E-02
3.000000E+00,6.700000E-01,-1.460000E+01,6.262080E-02,1.032220E-01
3.000000E+00,6.700000E-01,-1.460000E+01,6.333360E-02,1.021310E-01
3.000000E+00,6.700000E-01,-1.420000E+01,6.455090E-02,1.070910E-01
3.000000E+00,6.700000E-01,-1.420000E+01,6.574000E-02,1.056790E-01
3.000000E+00,6.700000E-01,-1.380000E+01,6.630570E-02,1.110290E-01
3.000000E+00,6.700000E-01,-1.380000E+01,6.710890E-02,1.091770E-01
3.000000E+00,6.700000E-01,-1.340000E+01,6.781690E-02,1.166580E-01
3.000000E+00,6.700000E-01,-1.301800E+01,6.961750E-02,1.227760E-01
3.000000E+00,6.700000E-01,-1.281800E+01,6.974320E-02,1.203050E-01
3.000000E+00,6.700000E-01,-1.260000E+01,7.165370E-02,1.274290E-01
3.000000E+00,6.700000E-01,-1.220000E+01,7.189000E-02,1.375920E-01
3.000000E+00,6.700000E-01,-1.180000E+01,7.272750E-02,1.510540E-01
3.000000E+00,6.700000E-01,-1.140000E+01,7.045110E-02,1.682560E-01
3.000000E+00,6.700000E-01,-1.100000E+01,6.753580E-02,1.885610E-01
3.000000E+00,6.700000E-01,-1.060000E+01,6.369270E-02,2.178370E-01
3.000000E+00,6.700000E-01,-1.020000E+01,5.937840E-02,2.535520E-01
3.000000E+00,6.700000E-01,-9.800000E+00,5.575860E-02,2.995020E-01
3.000000E+00,6.700000E-01,-9.400000E+00,5.008130E-02,3.548330E-01
3.000000E+00,6.700000E-01,-9.000000E+00,4.334970E-02,4.205610E-01
3.000000E+00,6.700000E-01,-8.600000E+00,3.438720E-02,4.989370E-01
3.000000E+00,6.700000E-01,-8.200000E+00,2.617760E-02,5.857520E-01
3.000000E+00,6.700000E-01,-7.800000E+00,1.751340E-02,6.822410E-01
3.000000E+00,6.700000E-01,-7.400000E+00,8.124510E-03,7.941700E-01
3.000000E+00,6.700000E-01,-7.000000E+00,-1.118760E-03,9.194070E-01
3.000000E+00,6.700000E-01,-6.603020E+00,-8.562400E-03,1.052380E+00
3.000000E+00,6.700000E-01,-6.403020E+00,-7.396260E-03,1.055370E+00
3.000000E+00,6.700000E-01,-6.200000E+00,-1.141260E-02,1.183510E+00
3.000000E+00,6.700000E-01,-5.800000E+00,-1.503790E-02,1.310100E+00
3.000000E+00,6.700000E-01,-5.400000E+00,-1.878770E-02,1.431680E+00
3.000000E+00,6.700000E-01,-5.000000E+00,-2.288810E-02,1.554640E+00
3.000000E+00,6.700000E-01,-4.600000E+00,-2.573290E-02,1.671170E+00
3.000000E+00,6.700000E-01,-4.200000E+00,-2.610070E-02,1.794550E+00
3.000000E+00,6.700000E-01,-3.800000E+00,-2.412280E-02,1.931230E+00
3.000000E+00,6.700000E-01,-3.400000E+00,-2.117580E-02,2.082140E+00
3.000000E+00,6.700000E-01,-3.000000E+00,-1.715680E-02,2.232760E+00
3.000000E+00,6.700000E-01,-2.600000E+00,-1.120760E-02,2.406930E+00
3.000000E+00,6.700000E-01,-2.200000E+00,-4.911110E-03,2.616860E+00
3.000000E+00,6.700000E-01,-1.800000E+00,4.054970E-04,2.855600E+00
3.000000E+00,6.700000E-01,-1.400000E+00,3.438900E-03,3.112660E+00
3.000000E+00,6.700000E-01,-1.000000E+00,4.475390E-03,3.350750E+00
3.000000E+00,6.700000E-01,-6.000000E-01,1.674530E-03,3.516500E+00
3.000000E+00,6.700000E-01,-2.000000E-01,-2.609710E-03,3.598590E+00
3.000000E+00,6.700000E-01,2.000000E-01,-3.481290E-03,3.611070E+00
3.000000E+00,6.700000E-01,6.000000E-01,8.315710E-04,3.554610E+00
3.000000E+00,6.700000E-01,1.000000E+00,5.084480E-03,3.424040E+00
3.000000E+00,6.700000E-01,1.400000E+00,8.279690E-03,3.232690E+00
3.000000E+00,6.700000E-01,1.800000E+00,9.976690E-03,2.999080E+00
3.000000E+00,6.700000E-01,2.200000E+00,6.879430E-03,2.745840E+00
3.000000E+00,6.700000E-01,2.600000E+00,1.820860E-03,2.500050E+00
3.000000E+00,6.700000E-01,3.000000E+00,-4.877240E-03,2.282330E+00
3.000000E+00,6.700000E-01,3.400000E+00,-7.817640E-03,2.102060E+00
3.000000E+00,6.700000E-01,3.800000E+00,-8.598450E-03,1.946670E+00
3.000000E+00,6.700000E-01,4.200000E+00,-1.177660E-02,1.807140E+00
3.000000E+00,6.700000E-01,4.600000E+00,-1.219180E-02,1.672730E+00
3.000000E+00,6.700000E-01,5.000000E+00,-1.180910E-02,1.550860E+00
3.000000E+00,6.700000E-01,5.400000E+00,-1.171600E-02,1.432380E+00
3.000000E+00,6.700000E-01,5.800000E+00,-1.095430E-02,1.316360E+00
3.000000E+00,6.700000E-01,6.200000E+00,-9.787190E-03,1.193740E+00
3.000000E+00,6.700000E-01,6.600000E+00,-1.138750E-02,1.076830E+00
3.000000E+00,6.700000E-01,7.000000E+00,-1.557250E-02,9.604560E-01
3.000000E+00,6.700000E-01,7.400000E+00,-2.279560E-02,8.526510E-01
3.000000E+00,6.700000E-01,7.800000E+00,-3.130040E-02,7.465890E-01
3.000000E+00,6.700000E-01,8.200000E+00,-3.180960E-02,6.502620E-01
3.000000E+00,6.700000E-01,8.600000E+00,-4.011060E-02,5.594620E-01
3.000000E+00,6.700000E-01,9.000000E+00,-4.897670E-02,4.724660E-01
3.000000E+00,6.700000E-01,9.400000E+00,-5.748840E-02,3.993920E-01
3.000000E+00,6.700000E-01,9.800000E+00,-6.363730E-02,3.282010E-01
3.000000E+00,6.700000E-01,1.020000E+01,-6.869200E-02,2.674050E-01
3.000000E+00,6.700000E-01,1.060000E+01,-7.241070E-02,2.189960E-01
3.000000E+00,6.700000E-01,1.100000E+01,-7.449020E-02,1.847180E-01
3.000000E+00,6.700000E-01,1.140000E+01,-7.507380E-02,1.603270E-01
3.000000E+00,6.700000E-01,1.180000E+01,-7.549200E-02,1.407050E-01
3.000000E+00,6.700000E-01,1.220000E+01,-7.429620E-02,1.248620E-01
3.000000E+00,6.700000E-01,1.260000E+01,-7.287760E-02,1.141360E-01
3.000000E+00,6.700000E-01,1.300000E+01,-7.087130E-02,1.067300E-01
3.000000E+00,6.700000E-01,1.340000E+01,-6.908030E-02,1.017770E-01
3.000000E+00,6.700000E-01,1.380000E+01,-6.689550E-02,9.798010E-02
3.000000E+00,6.700000E-01,1.420000E+01,-6.468890E-02,9.479640E-02
3.000000E+00,6.700000E-01,1.460000E+01,-6.268180E-02,9.224230E-02
3.000000E+00,6.700000E-01,1.500000E+01,-6.096550E-02,8.951090E-02
3.500000E+00,7.400000E-01,-1.490000E+01,6.546220E-02,1.145870E-01
3.500000E+00,7.400000E-01,-1.460000E+01,6.773440E-02,1.212510E-01
3.500000E+00,7.400000E-01,-1.420000E+01,6.945170E-02,1.283410E-01
3.500000E+00,7.400000E-01,-1.380000E+01,7.038080E-02,1.355920E-01
3.500000E+00,7.400000E-01,-1.340000E+01,7.176060E-02,1.466850E-01
3.500000E+00,7.400000E-01,-1.300590E+01,7.045020E-02,1.647890E-01
3.500000E+00,7.400000E-01,-1.280590E+01,7.113980E-02,1.611510E-01
3.500000E+00,7.400000E-01,-1.260000E+01,6.934080E-02,1.840560E-01
3.500000E+00,7.400000E-01,-1.220000E+01,6.625320E-02,2.102380E-01
3.500000E+00,7.400000E-01,-1.180000E+01,6.246110E-02,2.412510E-01
3.500000E+00,7.400000E-01,-1.140000E+01,5.635710E-02,2.750630E-01
3.500000E+00,7.400000E-01,-1.100000E+01,5.060250E-02,3.129690E-01
3.500000E+00,7.400000E-01,-1.060000E+01,4.168050E-02,3.548170E-01
3.500000E+00,7.400000E-01,-1.020000E+01,3.422160E-02,4.026440E-01
3.500000E+00,7.400000E-01,-9.800000E+00,2.427310E-02,4.613820E-01
3.500000E+00,7.400000E-01,-9.400000E+00,1.778780E-02,5.271200E-01
3.500000E+00,7.400000E-01,-9.000000E+00,1.068030E-02,5.958420E-01
3.500000E+00,7.400000E-01,-8.600000E+00,4.121650E-03,6.733590E-01
3.500000E+00,7.400000E-01,-8.200000E+00,-3.862200E-03,7.631330E-01
3.500000E+00,7.400000E-01,-7.800000E+00,-9.239710E-03,8.597840E-01
3.500000E+00,7.400000E-01,-7.400000E+00,-1.350150E-02,9.677400E-01
3.500000E+00,7.400000E-01,-7.000000E+00,-1.794820E-02,1.078960E+00
3.500000E+00,7.400000E-01,-6.600000E+00,-2.124260E-02,1.185130E+00
3.500000E+00,7.400000E-01,-6.200000E+00,-2.225200E-02,1.304530E+00
3.500000E+00,7.400000E-01,-5.800000E+00,-2.758090E-02,1.432700E+00
3.500000E+00,7.400000E-01,-5.400000E+00,-3.352680E-02,1.566840E+00
3.500000E+00,7.400000E-01,-5.000000E+00,-3.628320E-02,1.692470E+00
3.500000E+00,7.400000E-01,-4.600000E+00,-3.950290E-02,1.819770E+00
3.500000E+00,7.400000E-01,-4.200000E+00,-3.958060E-02,1.953290E+00
3.500000E+00,7.400000E-01,-3.800000E+00,-3.650450E-02,2.097120E+00
3.500000E+00,7.400000E-01,-3.400000E+00,-3.267970E-02,2.253630E+00
3.500000E+00,7.400000E-01,-3.000000E+00,-3.310850E-02,2.437350E+00
3.500000E+00,7.400000E-01,-2.600000E+00,-3.309410E-02,2.634010E+00
3.500000E+00,7.400000E-01,-2.200000E+00,-3.291840E-02,2.856890E+00
3.500000E+00,7.400000E-01,-1.800000E+00,-3.060240E-02,3.081300E+00
3.500000E+00,7.400000E-01,-1.400000E+00,-2.516390E-02,3.290570E+00
3.500000E+00,7.400000E-01,-1.000000E+00,-1.897050E-02,3.460010E+00
3.500000E+00,7.400000E-01,-6.000000E-01,-1.424940E-02,3.595480E+00
3.500000E+00,7.400000E-01,-2.000000E-01,-7.720310E-03,3.670470E+00
3.500000E+00,7.400000E-01,2.000000E-01,2.620460E-03,3.679750E+00
3.500000E+00,7.400000E-01,6.000000E-01,1.191220E-02,3.622280E+00
3.500000E+00,7.400000E-01,1.000000E+00,1.751190E-02,3.505770E+00
3.500000E+00,7.400000E-01,1.400000E+00,2.015790E-02,3.354420E+00
3.500000E+00,7.400000E-01,1.800000E+00,2.113680E-02,3.169070E+00
3.500000E+00,7.400000E-01,2.200000E+00,1.650480E-02,2.956880E+00
3.500000E+00,7.400000E-01,2.600000E+00,1.227160E-02,2.724130E+00
3.500000E+00,7.400000E-01,3.000000E+00,9.555310E-03,2.511320E+00
3.500000E+00,7.400000E-01,3.400000E+00,8.382620E-03,2.320490E+00
3.500000E+00,7.400000E-01,3.800000E+00,1.121120E-02,2.153390E+00
3.500000E+00,7.400000E-01,4.200000E+00,1.938430E-02,2.005400E+00
3.500000E+00,7.400000E-01,4.600000E+00,2.360420E-02,1.868840E+00
3.500000E+00,7.400000E-01,5.000000E+00,2.409080E-02,1.735240E+00
3.500000E+00,7.400000E-01,5.400000E+00,2.119540E-02,1.603570E+00
3.500000E+00,7.400000E-01,5.800000E+00,1.595300E-02,1.476430E+00
3.500000E+00,7.400000E-01,6.200000E+00,7.862270E-03,1.353150E+00
3.500000E+00,7.400000E-01,6.600000E+00,-5.537680E-04,1.228150E+00
3.500000E+00,7.400000E-01,7.000000E+00,-8.143820E-03,1.112400E+00
3.500000E+00,7.400000E-01,7.400000E+00,-1.290150E-02,1.007920E+00
3.500000E+00,7.400000E-01,7.800000E+00,-1.785630E-02,9.095050E-01
3.500000E+00,7.400000E-01,8.200000E+00,-2.240650E-02,8.153010E-01
3.500000E+00,7.400000E-01,8.600000E+00,-2.516480E-02,7.269090E-01
3.500000E+00,7.400000E-01,9.000000E+00,-3.000640E-02,6.452150E-01
3.500000E+00,7.400000E-01,9.400000E+00,-3.554400E-02,5.670870E-01
3.500000E+00,7.400000E-01,9.800000E+00,-4.136340E-02,4.941050E-01
3.500000E+00,7.400000E-01,1.020000E+01,-4.835190E-02,4.288530E-01
3.500000E+00,7.400000E-01,1.060000E+01,-5.527160E-02,3.730050E-01
3.500000E+00,7.400000E-01,1.100000E+01,-6.115850E-02,3.225680E-01
3.500000E+00,7.400000E-01,1.140000E+01,-6.540830E-02,2.744610E-01
3.500000E+00,7.400000E-01,1.180000E+01,-6.671570E-02,2.332170E-01
3.500000E+00,7.400000E-01,1.220000E+01,-6.928940E-02,1.946240E-01
3.500000E+00,7.400000E-01,1.260000E+01,-6.953940E-02,1.664780E-01
3.500000E+00,7.400000E-01,1.300000E+01,-7.018510E-02,1.430780E-01
3.500000E+00,7.400000E-01,1.340000E+01,-6.975790E-02,1.255850E-01
3.500000E+00,7.400000E-01,1.380000E+01,-6.806430E-02,1.136020E-01
3.500000E+00,7.400000E-01,1.420000E+01,-6.607820E-02,1.048310E-01
3.500000E+00,7.400000E-01,1.460000E+01,-6.412960E-02,1.001110E-01
3.500000E+00,7.400000E-01,1.500000E+01,-6.197140E-02,9.592500E-02
