Z/Q^0.4, dT (C), V/Q^0.2
0.001559, 572.454610, 0.085164
0.004679, 606.896270, 0.197739
0.007798, 644.583070, 0.338611
0.010917, 680.224080, 0.484218
0.014036, 710.041250, 0.624151
0.017155, 736.183810, 0.753085
0.020274, 758.653150, 0.870128
0.023394, 777.208920, 0.974680
0.026513, 792.636620, 1.068733
0.029632, 805.872570, 1.153055
0.032751, 816.868590, 1.229422
0.035870, 826.267730, 1.299048
0.038989, 834.215960, 1.363429
0.042109, 840.191210, 1.422908
0.045228, 844.297490, 1.477551
0.048347, 846.983120, 1.527089
0.051466, 849.051690, 1.573804
0.054585, 850.505630, 1.617144
0.057704, 851.299950, 1.658084
0.060824, 851.526770, 1.695789
0.063943, 850.807330, 1.729707
0.067062, 849.514840, 1.759631
0.070181, 847.185280, 1.785532
0.073300, 843.815670, 1.808022
0.076419, 839.293480, 1.827751
0.079539, 834.211410, 1.847681
0.082658, 828.925750, 1.866850
0.085777, 822.971740, 1.883410
0.088896, 815.592430, 1.893015
0.092015, 809.715130, 1.910598
0.095134, 801.009190, 1.918043
0.098254, 790.854350, 1.921970
0.101373, 779.757410, 1.923164
0.104492, 768.513740, 1.924500
0.107611, 756.442360, 1.926677
0.110730, 744.365840, 1.928371
0.113849, 731.931280, 1.929930
0.116969, 719.084710, 1.931673
0.120088, 705.454550, 1.934373
0.123207, 691.582980, 1.936211
0.126326, 677.704060, 1.937514
0.129445, 663.561970, 1.937688
0.132564, 650.277690, 1.934902
0.135684, 637.325730, 1.930468
0.138803, 623.439570, 1.924782
0.141922, 609.568420, 1.920926
0.145041, 595.468310, 1.916077
0.148160, 581.485870, 1.911670
0.151279, 567.458480, 1.906738
0.154398, 553.699720, 1.901957
0.157518, 539.988640, 1.898656
0.160637, 526.879240, 1.893836
0.163756, 513.919100, 1.888722
0.166875, 501.352570, 1.882161
0.169994, 488.372390, 1.876755
0.173113, 474.823000, 1.868217
0.176233, 460.939310, 1.855317
0.179352, 448.286590, 1.839525
0.182471, 436.231840, 1.824358
0.185590, 425.689410, 1.810574
0.188709, 414.560860, 1.797007
0.191828, 404.334650, 1.783808
0.194948, 393.790570, 1.771519
0.198067, 383.552120, 1.759954
0.201186, 373.558660, 1.749628
0.204305, 363.147250, 1.739012
0.207424, 353.684960, 1.727000
0.210543, 344.194600, 1.715930
0.213663, 335.038900, 1.707599
0.216782, 325.536720, 1.700283
0.219901, 316.648890, 1.691538
0.223020, 307.710660, 1.682143
0.226139, 299.310090, 1.671519
0.229258, 291.102720, 1.662498
0.232378, 283.911030, 1.654896
0.235497, 277.035860, 1.647202
0.238616, 270.347880, 1.639220
0.241735, 262.948430, 1.628131
0.244854, 257.473190, 1.625179
0.247973, 251.065300, 1.616817
0.251093, 244.595750, 1.607650
0.254212, 238.883600, 1.598307
0.257331, 233.569190, 1.589121
0.260450, 228.692320, 1.579723
0.263569, 224.085440, 1.571140
0.266688, 219.658730, 1.562368
0.269808, 215.286560, 1.554109
0.272927, 210.966630, 1.546370
0.276046, 206.678640, 1.537813
0.279165, 202.733050, 1.528612
0.282284, 199.090870, 1.519476
0.285403, 195.774150, 1.509689
0.288523, 192.700310, 1.500039
0.291642, 189.466940, 1.490920
0.294761, 185.911320, 1.482519
0.297880, 182.164520, 1.473888
0.300999, 178.203400, 1.465177
0.304118, 174.401640, 1.457108
0.307238, 171.098840, 1.450656
0.310357, 168.069070, 1.444707
0.313476, 165.319170, 1.437535
0.316595, 162.524040, 1.430361
0.319714, 159.853090, 1.423630
0.322833, 157.484130, 1.417291
0.325952, 155.278070, 1.410632
0.329072, 153.136910, 1.404533
0.332191, 151.179650, 1.399364
0.335310, 149.161210, 1.395229
0.338429, 146.949920, 1.389512
0.341548, 144.613750, 1.383112
0.344667, 142.405510, 1.376652
0.347787, 140.230710, 1.371459
0.350906, 138.081850, 1.365540
0.354025, 135.758830, 1.358602
0.357144, 133.481770, 1.352329
0.360263, 131.292280, 1.346728
0.363382, 129.364400, 1.342113
0.366502, 127.541540, 1.337145
0.369621, 125.948030, 1.332081
0.372740, 124.421980, 1.327355
0.375859, 123.036110, 1.322604
0.378978, 121.654790, 1.318405
0.382097, 120.303050, 1.315691
0.385217, 118.981980, 1.314005
0.388336, 117.734610, 1.313071
0.391455, 116.481340, 1.311066
