Z/Q^0.4, dT (C), V/Q^0.2
0.002458, 631.565060, 0.166603
0.007374, 753.993700, 0.350096
0.012289, 825.955990, 0.544796
0.017205, 867.611220, 0.732928
0.022121, 891.879790, 0.905506
0.027037, 902.133280, 1.056982
0.031952, 902.370200, 1.185742
0.036868, 896.074730, 1.292772
0.041784, 886.131740, 1.382660
0.046700, 873.268130, 1.458667
0.051615, 858.010460, 1.522161
0.056531, 841.125000, 1.575761
0.061447, 823.010510, 1.622576
0.066363, 804.679480, 1.663612
0.071279, 785.932520, 1.699387
0.076194, 766.516400, 1.731168
0.081110, 746.569960, 1.758405
0.086026, 725.313840, 1.781553
0.090942, 702.835700, 1.800842
0.095857, 680.088530, 1.816862
0.100773, 657.653470, 1.829203
0.105689, 635.714240, 1.838620
0.110605, 614.164510, 1.847896
0.115520, 593.329710, 1.854278
0.120436, 572.558440, 1.860365
0.125352, 552.816420, 1.865588
0.130268, 532.976170, 1.869315
0.135184, 513.733460, 1.868869
0.140099, 492.887750, 1.859435
0.145015, 476.454080, 1.863633
0.149931, 457.735290, 1.859210
0.154847, 439.772110, 1.852559
0.159762, 420.570840, 1.844029
0.164678, 402.816190, 1.834879
0.169594, 385.678820, 1.825060
0.174510, 369.666860, 1.815515
0.179426, 355.028670, 1.804780
0.184341, 340.938410, 1.793871
0.189257, 327.866150, 1.783502
0.194173, 315.463620, 1.773850
0.199089, 303.917390, 1.763865
0.204004, 293.145600, 1.753132
0.208920, 282.786700, 1.742415
0.213836, 272.966530, 1.733894
0.218752, 263.870070, 1.725524
0.223667, 255.342470, 1.717038
0.228583, 247.267620, 1.707628
0.233499, 239.906930, 1.696175
0.238415, 232.743390, 1.685724
0.243331, 226.273350, 1.674362
0.248246, 219.963530, 1.662471
0.253162, 214.168430, 1.651653
0.258078, 208.222440, 1.642765
0.262994, 202.568420, 1.634839
0.267909, 196.847680, 1.628699
0.272825, 191.502440, 1.622700
0.277741, 186.248710, 1.616177
0.282657, 181.271180, 1.608369
0.287572, 176.432560, 1.598014
0.292488, 171.764590, 1.585850
0.297404, 167.223000, 1.573725
0.302320, 162.921840, 1.565007
0.307236, 159.107670, 1.556505
0.312151, 155.450120, 1.550142
0.317067, 152.044830, 1.543458
0.321983, 148.668040, 1.534022
0.326899, 145.543760, 1.520991
0.331814, 142.283880, 1.507440
0.336730, 139.178850, 1.494476
0.341646, 136.255600, 1.481882
0.346562, 133.410200, 1.468911
0.351478, 130.669200, 1.454399
0.356393, 128.017560, 1.439476
0.361309, 125.629760, 1.425982
0.366225, 123.354280, 1.414948
0.371141, 121.465970, 1.406538
0.376056, 119.615960, 1.401859
0.380972, 117.835220, 1.395744
0.385888, 116.270090, 1.392333
0.390804, 114.640660, 1.388262
0.395719, 112.983150, 1.385981
0.400635, 111.495680, 1.383887
0.405551, 109.943490, 1.381985
0.410467, 108.462910, 1.379645
0.415383, 106.849680, 1.375963
0.420298, 105.287590, 1.369483
0.425214, 103.655150, 1.359984
0.430130, 102.128530, 1.349539
0.435046, 100.511360, 1.340491
0.439961, 99.004305, 1.331737
0.444877, 97.509936, 1.323235
0.449793, 96.127536, 1.315796
0.454709, 94.728269, 1.309677
0.459624, 93.410188, 1.304931
0.464540, 92.094921, 1.302681
0.469456, 90.874851, 1.301337
0.474372, 89.699777, 1.299323
0.479288, 88.610250, 1.296555
0.484203, 87.534542, 1.293808
0.489119, 86.504270, 1.291779
0.494035, 85.540376, 1.290687
0.498951, 84.693267, 1.290619
0.503866, 83.926660, 1.291363
0.508782, 83.188639, 1.292125
0.513698, 82.418988, 1.291844
0.518614, 81.612020, 1.289978
0.523529, 80.761036, 1.286943
0.528445, 79.863068, 1.283831
0.533361, 78.935365, 1.279743
0.538277, 77.946122, 1.274605
0.543193, 76.892960, 1.267803
0.548108, 75.842344, 1.260366
0.553024, 74.785650, 1.252684
0.557940, 73.713732, 1.244897
0.562856, 72.665732, 1.237448
0.567771, 71.713752, 1.231069
0.572687, 70.844841, 1.225163
0.577603, 70.048196, 1.219930
0.582519, 69.345843, 1.215438
0.587435, 68.724700, 1.212472
0.592350, 68.170794, 1.209042
0.597266, 67.585266, 1.206909
0.602182, 66.955222, 1.204139
0.607098, 66.300555, 1.201775
0.612013, 65.613443, 1.198760
0.616929, 64.933408, 1.195741
