s,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
 9.5000564E+000, 3.6039186E+001, 4.1611834E+001, 2.7459054E+001, 1.0064576E+001, 3.6350867E+001, 2.0530868E+001, 1.1043574E+001, 4.3184586E+000, 1.8612143E+001, 9.5440688E+000, 5.8936531E+000, 2.2073496E+000, 9.5970941E+000, 4.8895944E+000, 2.6829296E+000, 1.0742032E+000, 5.8299144E+000, 2.8448573E+000, 2.0862638E+000, 7.2843949E-001, 4.0895063E+000, 2.2727242E+000, 1.7410192E+000, 9.3439901E-001, 2.9588858E+000, 1.8902094E+000, 1.3475563E+000, 7.1556807E-001
 1.0000934E+001, 3.6691931E+001, 4.2634725E+001, 3.2844768E+001, 9.8636363E+000, 3.5046576E+001, 2.0968726E+001, 1.2391511E+001, 4.4026947E+000, 1.9682686E+001, 1.1510336E+001, 7.1026076E+000, 2.8301760E+000, 1.3018984E+001, 7.4937047E+000, 4.8791425E+000, 1.7384174E+000, 7.9528670E+000, 5.3616913E+000, 3.8427968E+000, 1.5572238E+000, 5.4718597E+000, 3.5700057E+000, 3.0707307E+000, 1.6102409E+000, 3.6594551E+000, 2.4738888E+000, 1.9397639E+000, 1.3919536E+000
 1.0500183E+001, 3.7932708E+001, 4.0383815E+001, 3.2484456E+001, 1.1131191E+001, 3.1201033E+001, 1.9165722E+001, 1.3063693E+001, 5.0551454E+000, 1.8634346E+001, 1.1998021E+001, 7.4573038E+000, 3.1992997E+000, 1.0482544E+001, 7.4597028E+000, 5.4561689E+000, 2.0117440E+000, 5.6793064E+000, 4.2538158E+000, 3.5186055E+000, 1.8829325E+000, 3.7637908E+000, 2.8326601E+000, 2.2394058E+000, 1.3487626E+000, 3.1272410E+000, 2.0529395E+000, 1.6245055E+000, 8.1913296E-001
 1.1000738E+001, 4.0739553E+001, 4.2758304E+001, 2.7141274E+001, 9.2495168E+000, 3.6944539E+001, 1.8436872E+001, 9.3203382E+000, 3.9413958E+000, 2.3855683E+001, 1.0364214E+001, 6.0431480E+000, 2.5357561E+000, 1.3069888E+001, 7.3667961E+000, 5.1083294E+000, 1.9526650E+000, 8.1105372E+000, 4.8824822E+000, 2.8913613E+000, 9.9827156E-001, 5.9331096E+000, 2.9278172E+000, 1.9235621E+000, 6.5585716E-001, 3.6673956E+000, 1.8249257E+000, 1.3464050E+000, 6.5919688E-001
 1.1500166E+001, 4.3639773E+001, 4.3040330E+001, 3.0505755E+001, 1.1320533E+001, 3.1458858E+001, 1.8246209E+001, 1.0924182E+001, 4.2664656E+000, 1.7707621E+001, 8.2151730E+000, 5.1172396E+000, 2.3402475E+000, 1.2145663E+001, 7.5338035E+000, 4.2770372E+000, 1.9563487E+000, 7.9906893E+000, 5.7345639E+000, 3.5295132E+000, 1.3072808E+000, 4.9099836E+000, 3.2228423E+000, 1.9310033E+000, 6.7416633E-001, 3.5417959E+000, 1.9957111E+000, 1.5674549E+000, 8.9561305E-001
 1.2000223E+001, 3.6996199E+001, 4.4399708E+001, 3.3522304E+001, 1.0933617E+001, 3.4769870E+001, 1.9426057E+001, 1.0632996E+001, 4.1022727E+000, 2.5641343E+001, 9.4906373E+000, 5.1577971E+000, 2.2883688E+000, 1.7294292E+001, 6.5890625E+000, 3.5335466E+000, 1.7705668E+000, 1.2345193E+001, 5.6296317E+000, 3.1086949E+000, 1.4137934E+000, 9.8459333E+000, 5.7419785E+000, 3.4304413E+000, 1.8351598E+000, 6.9606237E+000, 4.6032110E+000, 2.9872033E+000, 1.4173822E+000
 1.2500556E+001, 3.8187162E+001, 4.0962184E+001, 3.4602959E+001, 1.0587955E+001, 3.4999179E+001, 1.9983743E+001, 1.1797534E+001, 4.0616299E+000, 1.8523491E+001, 9.3975788E+000, 5.3281315E+000, 2.1990303E+000, 1.2895741E+001, 5.5290737E+000, 3.5302279E+000, 1.3690317E+000, 9.9640742E+000, 4.0140257E+000, 2.6363525E+000, 1.0828696E+000, 7.3020844E+000, 3.9133188E+000, 2.4159303E+000, 1.0413319E+000, 5.1179374E+000, 4.1212460E+000, 3.4711593E+000, 1.4000080E+000
 1.3001544E+001, 3.9634763E+001, 4.5049424E+001, 3.4091512E+001, 1.0655992E+001, 3.7697897E+001, 2.2970516E+001, 1.5100141E+001, 4.5414437E+000, 2.1757324E+001, 1.2420980E+001, 6.2921882E+000, 2.5240927E+000, 1.2149495E+001, 7.7926566E+000, 3.8846009E+000, 1.5267316E+000, 8.2254937E+000, 5.4192975E+000, 2.9140461E+000, 1.1470507E+000, 5.9471587E+000, 4.3171010E+000, 2.4372706E+000, 8.5302131E-001, 4.4294263E+000, 2.7846303E+000, 1.6498456E+000, 6.8488089E-001
 1.3500091E+001, 4.5380997E+001, 4.3771559E+001, 3.1439914E+001, 1.0642765E+001, 3.9915267E+001, 2.1226459E+001, 1.1444967E+001, 4.7840814E+000, 2.4838796E+001, 1.3292164E+001, 8.5140008E+000, 3.7852385E+000, 1.4719724E+001, 6.9074803E+000, 4.0979059E+000, 1.9531443E+000, 8.4563240E+000, 3.7540036E+000, 2.4221908E+000, 1.2653149E+000, 4.1782045E+000, 1.9621446E+000, 1.2765922E+000, 8.4301305E-001, 2.1449339E+000, 1.4238729E+000, 1.1813693E+000, 7.6740847E-001
 1.4000563E+001, 4.0106691E+001, 4.4326982E+001, 3.8855742E+001, 1.1596425E+001, 3.7729879E+001, 2.3284412E+001, 1.2767874E+001, 5.1523979E+000, 2.3848870E+001, 1.4857123E+001, 9.7801597E+000, 3.7257750E+000, 1.5888716E+001, 9.9513366E+000, 6.3736476E+000, 2.7808778E+000, 9.9130534E+000, 5.0376933E+000, 3.4275458E+000, 1.5843636E+000, 4.9794928E+000, 2.7080000E+000, 2.0143459E+000, 1.0361526E+000, 2.9344732E+000, 1.9002960E+000, 1.4802015E+000, 7.9898491E-001
 1.4500846E+001, 3.9481772E+001, 4.4423486E+001, 3.5186148E+001, 1.1197184E+001, 3.5274835E+001, 2.3500407E+001, 1.1467739E+001, 4.7678842E+000, 2.6268560E+001, 1.2412536E+001, 6.4820795E+000, 2.9151855E+000, 1.9615845E+001, 1.0225308E+001, 6.0438533E+000, 2.8195481E+000, 1.1933511E+001, 8.0327288E+000, 4.9999692E+000, 2.4310491E+000, 7.0152775E+000, 5.3090506E+000, 4.1831712E+000, 1.8784386E+000, 4.4349890E+000, 3.6176073E+000, 3.2686157E+000, 2.1954950E+000
 1.5000928E+001, 4.2198793E+001, 4.3554725E+001, 3.6932337E+001, 1.2095986E+001, 3.3260028E+001, 2.5393688E+001, 1.4785106E+001, 4.6968516E+000, 2.0006136E+001, 1.4047283E+001, 9.0702335E+000, 3.1655678E+000, 1.3102527E+001, 9.4065856E+000, 6.2729797E+000, 2.9618584E+000, 9.8439406E+000, 8.1144851E+000, 5.1693709E+000, 2.4867781E+000, 8.1880163E+000, 7.3601013E+000, 5.0508071E+000, 2.3488888E+000, 7.0049259E+000, 5.6631546E+000, 4.6381652E+000, 2.1509131E+000
 1.5500705E+001, 4.6427755E+001, 4.2192844E+001, 3.6978445E+001, 1.2449443E+001, 3.6627519E+001, 2.3446840E+001, 1.4316859E+001, 5.0510162E+000, 2.4375814E+001, 1.3508360E+001, 6.9842455E+000, 2.7367991E+000, 1.6380422E+001, 9.3203669E+000, 5.9537792E+000, 2.2088145E+000, 1.0883410E+001, 5.5937432E+000, 3.5029231E+000, 1.7773666E+000, 7.4935651E+000, 5.1273161E+000, 3.1405082E+000, 1.6228465E+000, 5.8906478E+000, 4.7806812E+000, 3.9139170E+000, 2.2943021E+000
 1.6000276E+001, 3.9980978E+001, 4.6532795E+001, 4.0136277E+001, 1.2887466E+001, 4.0892606E+001, 2.5865774E+001, 1.4616942E+001, 5.3528802E+000, 2.6836574E+001, 1.5824902E+001, 9.4216477E+000, 3.4093919E+000, 1.8558114E+001, 1.0491784E+001, 6.6726916E+000, 2.7880319E+000, 1.0833720E+001, 7.5471338E+000, 6.6926810E+000, 4.2774437E+000, 4.8373418E+000, 5.1425985E+000, 5.0518824E+000, 3.4831145E+000, 2.7299960E+000, 2.9939226E+000, 2.9900442E+000, 1.8498561E+000
 1.6500645E+001, 3.7184758E+001, 4.7563169E+001, 3.9580808E+001, 1.4907402E+001, 4.0237142E+001, 2.6425781E+001, 1.4971865E+001, 5.0436081E+000, 3.0071235E+001, 1.4031359E+001, 7.0969577E+000, 3.2030811E+000, 2.1740709E+001, 9.4934473E+000, 5.4654731E+000, 2.5494118E+000, 1.3309269E+001, 6.7007168E+000, 4.2139370E+000, 1.8231310E+000, 7.1212899E+000, 3.5457637E+000, 2.5532568E+000, 1.3243907E+000, 3.5125625E+000, 1.9995890E+000, 1.3089258E+000, 8.6773010E-001
 1.7000299E+001, 4.3432984E+001, 4.4491292E+001, 4.0500227E+001, 1.4010895E+001, 3.6947319E+001, 2.2177816E+001, 1.3058059E+001, 4.7015888E+000, 2.5448844E+001, 1.2586340E+001, 6.3612128E+000, 2.6090768E+000, 1.7753929E+001, 8.2259856E+000, 4.6439689E+000, 2.2575226E+000, 1.4076145E+001, 7.4913769E+000, 4.9805271E+000, 2.3794831E+000, 1.0994737E+001, 7.1906175E+000, 4.5437646E+000, 2.0949257E+000, 7.9178153E+000, 4.9432187E+000, 3.3880078E+000, 1.5402008E+000
 1.7500793E+001, 4.6946026E+001, 4.4147499E+001, 3.6517897E+001, 1.1681522E+001, 3.6112818E+001, 2.7616528E+001, 1.3145209E+001, 4.8618031E+000, 2.6147885E+001, 1.3789219E+001, 6.8580619E+000, 2.7878839E+000, 1.9014068E+001, 8.2560444E+000, 4.7217328E+000, 1.9970928E+000, 1.3638136E+001, 6.4499508E+000, 3.6971196E+000, 1.6360967E+000, 1.0491417E+001, 5.5281333E+000, 3.7316074E+000, 1.9343567E+000, 8.1200782E+000, 4.5787492E+000, 3.3167710E+000, 1.6421504E+000
 1.8000535E+001, 4.5461416E+001, 4.5677074E+001, 3.9291802E+001, 1.2490358E+001, 3.8215931E+001, 2.4174087E+001, 1.3706592E+001, 5.0886646E+000, 2.4568973E+001, 1.1936535E+001, 7.5873455E+000, 3.3504481E+000, 1.7474451E+001, 7.7281125E+000, 4.5667274E+000, 2.7542508E+000, 1.2109781E+001, 5.7475399E+000, 3.5272626E+000, 1.7602394E+000, 8.0803838E+000, 4.0621145E+000, 2.8344727E+000, 1.4821640E+000, 5.5204170E+000, 3.2015907E+000, 2.2787014E+000, 1.4046596E+000
 1.8501179E+001, 4.5049084E+001, 4.7067062E+001, 3.8233256E+001, 1.3474004E+001, 4.0074644E+001, 2.5471100E+001, 1.5626538E+001, 5.9971031E+000, 2.1716537E+001, 1.2984625E+001, 8.6302661E+000, 2.9858096E+000, 1.4057654E+001, 8.1826993E+000, 6.1113719E+000, 2.1430159E+000, 1.0895268E+001, 5.1803447E+000, 4.1747210E+000, 2.0490632E+000, 7.5935672E+000, 3.5490272E+000, 2.6331019E+000, 1.6432862E+000, 5.2548424E+000, 2.5881809E+000, 1.8722059E+000, 1.1116688E+000
 1.9001445E+001, 4.8731513E+001, 4.5954026E+001, 4.0387727E+001, 1.2957374E+001, 3.8631092E+001, 2.4757372E+001, 1.4471462E+001, 5.2335550E+000, 2.4711978E+001, 1.6084370E+001, 9.8493618E+000, 3.5438038E+000, 1.8112023E+001, 1.0604592E+001, 8.3328569E+000, 2.4405298E+000, 1.2710341E+001, 6.7382692E+000, 4.7921255E+000, 1.8161057E+000, 7.7315198E+000, 5.3988147E+000, 3.8838427E+000, 1.8155594E+000, 4.4216213E+000, 3.4242614E+000, 2.8080329E+000, 1.6315807E+000
 1.9500695E+001, 4.4434012E+001, 4.6366241E+001, 4.0670445E+001, 1.3075144E+001, 4.2143852E+001, 2.4713840E+001, 1.6367016E+001, 5.4899161E+000, 2.7365720E+001, 1.3417077E+001, 8.9508639E+000, 3.0782797E+000, 1.9726818E+001, 1.0874423E+001, 7.3631387E+000, 2.9552922E+000, 1.5239907E+001, 8.8108870E+000, 6.2934507E+000, 2.9244987E+000, 1.0414889E+001, 6.5806382E+000, 4.9157043E+000, 2.3256960E+000, 6.5154459E+000, 4.9275917E+000, 3.4297427E+000, 1.6180806E+000
 2.0000065E+001, 4.7230106E+001, 4.5555791E+001, 3.7756960E+001, 1.2352408E+001, 3.9827674E+001, 2.4074298E+001, 1.1542826E+001, 4.6371518E+000, 2.9464469E+001, 1.3632894E+001, 7.1222766E+000, 3.0712436E+000, 1.9707837E+001, 1.0715490E+001, 6.9062955E+000, 3.1188253E+000, 1.2404606E+001, 9.2227814E+000, 6.7919661E+000, 2.9632350E+000, 8.8412480E+000, 7.2112029E+000, 5.7739219E+000, 2.6141895E+000, 5.6746867E+000, 4.6761168E+000, 3.6028510E+000, 1.8226792E+000
 2.0500630E+001, 4.1885199E+001, 4.7809316E+001, 4.1969302E+001, 1.3330833E+001, 4.1593519E+001, 2.8875791E+001, 1.5478702E+001, 5.2268107E+000, 2.6477112E+001, 1.6828485E+001, 8.2679628E+000, 3.0125292E+000, 2.0357985E+001, 1.0858008E+001, 4.8757243E+000, 1.8467921E+000, 1.4764783E+001, 7.6612390E+000, 4.1507117E+000, 1.4442551E+000, 1.0490142E+001, 6.1022052E+000, 3.7888495E+000, 1.4727445E+000, 7.4864435E+000, 4.8598159E+000, 3.3729283E+000, 1.3809938E+000
 2.1001262E+001, 4.5918117E+001, 4.6217829E+001, 3.7445172E+001, 1.4477139E+001, 4.1527725E+001, 2.4891322E+001, 1.5571437E+001, 5.9018613E+000, 2.6564885E+001, 1.7198139E+001, 1.0573007E+001, 4.2090726E+000, 1.6225778E+001, 1.2227570E+001, 9.6940828E+000, 3.1021347E+000, 1.0943810E+001, 9.4694058E+000, 7.2325708E+000, 3.1313377E+000, 8.0014815E+000, 5.9629285E+000, 5.6525515E+000, 3.6443187E+000, 4.6261346E+000, 3.2958969E+000, 3.2641222E+000, 3.2682055E+000
 2.1500674E+001, 4.2191639E+001, 5.1670208E+001, 3.8893539E+001, 1.2913674E+001, 4.0529375E+001, 2.6171816E+001, 1.4578526E+001, 5.2840515E+000, 2.5235970E+001, 1.5435638E+001, 1.0013317E+001, 4.3517936E+000, 2.0368802E+001, 1.3626278E+001, 9.7109903E+000, 5.1084675E+000, 1.2422241E+001, 8.4868186E+000, 6.1879812E+000, 2.9538784E+000, 6.8711894E+000, 4.7926575E+000, 3.2122702E+000, 1.4402942E+000, 3.4982204E+000, 1.9748414E+000, 1.4912364E+000, 7.2899268E-001
 2.2000482E+001, 3.7922641E+001, 4.9047572E+001, 3.7659355E+001, 1.1626990E+001, 3.8696666E+001, 2.1929185E+001, 1.1983566E+001, 4.9833399E+000, 2.4387813E+001, 1.1439610E+001, 6.7306893E+000, 3.0160406E+000, 1.8714085E+001, 8.4211196E+000, 4.6623720E+000, 2.4251926E+000, 1.5069803E+001, 8.6211225E+000, 6.1604747E+000, 3.5530832E+000, 1.1177664E+001, 7.8093641E+000, 6.2224558E+000, 4.4027967E+000, 6.4277511E+000, 5.5719888E+000, 4.6058473E+000, 3.2998417E+000
 2.2501064E+001, 3.8941298E+001, 4.9406931E+001, 4.0229845E+001, 1.4273564E+001, 4.1410071E+001, 2.0937212E+001, 1.3233732E+001, 5.4891550E+000, 2.4927297E+001, 1.1849224E+001, 7.3913510E+000, 2.9766893E+000, 1.6831142E+001, 7.9826603E+000, 4.6083060E+000, 2.0642770E+000, 1.3381904E+001, 5.8411789E+000, 3.6626187E+000, 1.7216356E+000, 9.3926861E+000, 5.3134538E+000, 4.0985568E+000, 2.1606322E+000, 7.2180417E+000, 5.5912624E+000, 3.8466470E+000, 2.4274847E+000
