s,kW
33.8998579,44.99609212
34.00047073,51.03979969
34.10003857,46.92876671
34.20072365,41.47115376
34.29968073,48.57144974
34.39942893,45.60132961
34.49996618,44.27501342
34.59932641,45.12481753
34.69909184,51.31001361
34.79905765,42.44271134
34.89918155,39.90843733
34.99877903,43.65041745
35.10128285,46.04281866
35.20111153,46.83044918
35.29968677,56.12634148
35.3992955,54.46508994
35.50055711,41.53388329
35.60095823,43.18279092
35.70023138,44.81069838
35.80059145,48.01185168
35.89869534,49.91988983
35.99997524,48.15144487
36.09969766,39.04797417
36.20083461,46.61836347
36.29883931,51.44036022
36.40002064,52.95576432
36.50060629,53.68626356
36.60062403,44.77204689
36.69938032,36.5609452
36.79967665,41.56440116
36.89959867,48.26084674
36.99909006,53.99051953
37.10044657,57.38130989
37.20074969,52.77945008
37.30018837,38.04691009
37.40028829,39.71505436
37.49987162,47.5171215
37.59899252,51.1149087
37.70004832,50.96248987
37.8004525,62.70105351
37.90119266,45.83448425
37.9991514,42.95881582
38.10089669,43.62950681
38.20090074,47.28478851
38.30056448,52.28954607
38.40049171,55.13471713
38.49983662,50.39658817
38.59963015,48.78091257
38.70110044,49.34787554
38.79883222,53.38298597
38.90023959,47.95085134
39.00004783,47.89820841
39.10001489,51.37285843
39.20118154,51.94267767
39.30100533,50.74486342
39.40100706,47.06766513
39.49889672,56.72316653
39.60002118,50.84192983
39.69942499,44.21424249
39.79972335,47.82277244
39.89930896,51.57487064
39.99976996,59.60290902
40.0990308,56.87899483
40.20024102,51.26978838
40.30093714,44.02677336
40.40041102,48.13531665
40.50022326,49.89053024
40.5990381,55.57739272
40.69969716,63.11368852
40.8005535,48.98211775
40.89927712,40.9998338
40.99948487,44.76555089
41.10036614,51.00217455
41.20024371,54.63252423
41.30115024,64.65374044
41.4007425,62.05852426
41.49999461,38.7848888
41.60016699,37.74803753
41.69874073,46.29237595
41.8010657,50.8359797
41.89948724,54.15491591
41.99902943,57.45380511
42.09957332,63.58193586
42.19885829,54.29718563
42.29982516,52.60572163
42.3989644,45.73860581
42.50018621,50.89486952
42.60121544,55.75550594
42.70006897,63.06620488
42.7997954,49.17500373
42.90020247,43.25654422
42.99910419,51.91603246
43.09980621,53.25044393
43.19914546,55.06283061
43.29932766,68.72688802
43.40071126,47.69171619
43.50100752,46.93542095
43.59985951,51.7974528
43.69932496,53.01096425
43.80101481,58.76326926
43.90003464,74.90345978
43.99925209,49.01109737
44.0994068,41.20582988
44.19875936,45.57005638
44.29897229,52.61247943
44.39970716,56.06154799
44.49916079,53.42399113
44.60112777,58.99040227
44.70039379,60.31650072
44.8008215,58.35438228
44.89901065,55.32872788
45.00044146,47.01696762
45.10024057,48.7105317
45.20049267,51.16287384
45.30086512,51.21561469
45.39940458,54.78191662
45.50116813,64.45821193
45.60070658,66.476392
45.7009301,51.24832543
45.79932496,47.03304168
45.9003539,51.76107753
45.99948245,58.13959282
46.09912411,55.86767657
46.19905252,54.31788083
46.29971895,50.94488611
46.40088325,54.41600951
46.50023936,61.06712085
46.60027246,58.91589945
46.70055745,65.70343808
46.80043459,49.71904824
46.8993465,42.42981113
47.00050637,45.92432539
47.09999615,49.28236167
47.20126885,58.3979639
47.299511,78.68175806
47.39941158,57.12966452
47.49982288,50.29667277
47.60102809,42.07756126
47.7006112,51.26918611
47.79951356,59.08197554
47.89931414,60.93214121
48.00095939,62.4875668
48.09978331,50.17858332
48.2010966,56.92080151
48.30076501,58.72906477
48.39951712,65.06423627
48.50000493,54.87485159
48.59936023,55.06701853
48.69916092,54.01849549
48.79982642,53.03280583
48.89982366,52.29384571
49.00066325,61.90409943
49.09917414,80.54651699
49.19985692,46.77357031
49.3008297,46.23604799
49.39910287,51.61781476
49.49938044,54.47211503
49.60037227,69.82190533
49.69895364,66.16164399
49.80059412,55.80474084
49.89931393,47.06732181
50,50.87416467
50.09964178,54.88845064
50.19958784,66.82549628
50.2993624,79.65154965
50.40001522,47.2295517
50.50083873,47.53685267
50.60066085,51.49736998
50.69938153,61.68134878
50.79955474,80.0148068
50.90003465,63.35897311
51.00069269,50.80742004
51.09966873,48.18089881
51.2011955,48.91521936
51.29894748,54.49282682
51.40049691,66.84553557
51.50104186,78.16586985
51.59971899,54.62485345
51.70105377,45.60811285
51.79889643,54.75688691
51.90079454,66.15515701
52.000608,60.83324843
52.10050463,62.83544386
52.19922886,56.83297338
52.30042714,54.20657384
52.39987566,54.89110023
52.49948397,58.07329439
52.59889571,64.38890477
52.70099755,77.12908381
52.80043776,53.36816932
52.90061737,45.60988439
52.99944292,52.5250214
53.10042259,54.26239433
53.19936188,62.77913874
53.29998465,83.90221275
53.40035324,57.45566819
53.49901505,45.80645005
53.60049368,55.7680496
53.69908278,58.41232836
53.80096691,68.73785081
53.89904571,87.21604667
54.00088125,48.62576957
54.09947576,42.97372593
54.19930615,49.19554506
54.30017105,57.19155596
54.3990711,74.69897571
54.50039256,78.69057442
54.59913698,62.57813266
54.70063794,51.47573705
54.79970123,49.6343362
54.89944466,57.73364593
54.99971496,62.57967736
55.10077847,79.70882215
55.19938282,66.94444399
55.29990992,53.68365227
55.40019124,51.40363951
55.50075379,53.55094613
55.59895412,58.0064138
55.69909604,65.42309907
55.80062681,76.48525074
55.90000793,61.36428473
56.00099547,49.94380319
56.09993426,54.17266917
56.2009409,58.60444671
56.29874289,68.2039184
56.40043827,86.14846384
56.50059493,68.50835695
56.59942352,52.73925736
56.70067595,55.28173583
56.79960402,56.94245142
56.89883921,63.65190238
56.9991999,72.03706233
57.10084814,51.06990213
57.19997919,61.02145777
57.30111612,66.17259585
57.39973151,66.60758848
57.50005459,83.92660618
57.59912154,57.55535802
57.69903615,51.65593593
57.79964429,53.41969055
57.89916196,62.36640811
57.99978036,66.94209703
58.09997334,74.93129483
58.19959115,64.5772798
58.2989929,50.32161503
58.40090056,53.73651473
58.50015183,53.48488641
58.60085047,60.68401432
58.69905706,67.20472875
58.80006581,74.98775805
58.90039771,65.87966839
59.00075422,69.67985266
59.1001623,58.6362677
59.19994962,59.81737034
59.30009278,67.83956574
59.39898656,65.42848126
59.50073786,57.27260001
59.60049718,63.62779764
59.70073544,78.35700152
59.80002367,77.73754787
59.9009229,54.4030399
60.00022053,51.71799938
60.10006916,56.3083198
60.2009429,67.93975888
60.30088304,96.6224632
60.3995796,58.48566703
60.49941375,53.36999473
60.59984532,58.3742894
60.69931122,61.78813094
60.80026781,68.49249875
60.90078661,87.80386005
60.9999477,68.81101673
61.10035661,54.36557006
61.20078337,55.18149664
61.29929879,60.18696787
61.40027072,78.92755079
61.49943318,93.70822747
61.59922766,57.03055679
61.69949507,51.68980113
61.8002516,57.27930685
61.90121433,65.85348822
61.9996206,80.1398369
62.09929612,74.87996941
62.19910644,64.24280276
62.30042921,55.42865979
62.3995277,63.75336358
62.50102135,71.14068122
62.60030869,87.4096129
62.70029022,75.26891397
62.80071347,51.25953741
62.89977013,50.715569
63.00105362,58.13435512
63.0995147,60.73426136
63.2001318,72.50802352
63.29948633,85.67617412
63.39986564,68.70828593
63.49975532,60.12774819
63.60033054,59.40120261
63.699242,62.85380757
63.79946896,72.62617676
63.90086751,82.50172442
63.99934067,75.42144097
64.09985675,56.802145
64.20075733,61.38559668
64.30108757,62.24076476
64.40043383,70.31684893
64.49955188,84.33089636
64.60015661,78.98486377
64.70004541,51.4192634
64.80054097,54.50480249
64.89938118,58.95305773
65.00044716,75.33765919
65.10100336,94.4855656
65.19901067,75.47680991
65.30021954,58.39524874
65.39996705,62.81637535
65.4997179,64.8561466
65.60082458,72.86436086
65.69913464,78.38119739
65.79918165,62.12329804
65.90072497,61.64167866
65.99989341,62.35839898
66.10019861,72.45427362
66.19993126,85.33490439
66.29924302,78.63675156
66.40088058,60.65267437
66.50008732,58.76270178
66.60053376,65.97967712
66.69965499,72.10273203
66.80121656,87.96656494
66.90058972,70.21137751
66.9994267,54.30578052
67.10092822,55.07110548
67.1989481,58.60388743
67.30113023,67.25228551
67.40081055,97.1558671
67.49971468,73.30853509
67.59965524,53.4927709
67.70113217,55.42308705
67.80055244,61.40762265
67.89950511,74.698245
68.00040515,97.36865643
68.09970263,81.03654189
68.20092581,56.38933902
68.30114581,60.46491625
68.40013012,69.75468449
68.49992052,83.15801173
68.59925027,73.47607687
68.6992836,66.02550651
68.79952349,62.72442213
68.8989528,65.53482243
69.00053196,73.08266959
69.10078966,79.17766167
69.20007308,78.20774066
69.30057308,69.81868903
69.40099311,62.97564081
69.49965714,67.06722732
69.60052319,71.58466942
69.70001016,86.42976883
69.80067945,91.18335827
69.90014458,61.28315748
70.00036799,65.27937706
70.10078669,65.48319423
70.20072554,68.0804104
70.29923809,94.48889818
70.39953458,80.91862066
70.49951898,60.44877454
70.60077848,58.33819018
70.69929641,68.94201198
70.79973358,75.52362233
70.90016509,93.86900438
71.00014295,74.38282417
71.10090937,61.2084913
71.20035412,59.298698
71.30003711,64.28563769
71.39932209,70.21961812
71.49961784,87.05161671
71.59999732,83.20912974
71.70065144,61.72651697
71.79953693,60.4055676
71.89925283,70.19403916
72.00039325,81.44795235
72.09997466,90.62414915
72.19956054,63.80230434
72.30046688,63.83727947
72.40004118,69.57326183
72.50056355,72.74862353
72.5995888,93.29506818
72.70019154,92.79811028
72.79936286,63.26819835
72.90093169,60.34792929
73.00024407,65.1824931
73.0989085,69.64705528
73.20053737,90.84196083
73.30109588,95.3505822
73.39915506,64.3647587
73.50043536,56.09580275
73.59899064,61.25290933
73.70014153,75.67911558
73.80077154,98.38544203
73.89943432,86.33761365
74.0001007,61.04169435
74.099346,63.49007786
74.19922343,64.52266854
74.30057957,77.58555345
74.39924562,86.77919889
74.49977755,82.98046658
74.59966886,69.67412835
74.70057414,70.3995463
74.79899965,73.37160466
74.90013338,91.54555684
74.99973173,74.04156497
75.09920225,65.18276109
75.19956571,74.65000502
75.3007988,77.0755615
75.39905705,79.18310907
75.49931012,102.8807092
75.60057945,78.04885052
75.70023683,58.8488404
75.79999203,58.95960811
75.90068681,64.87305548
76.00038116,77.96616479
76.0988578,106.3586572
76.20057987,87.02033691
76.30025597,61.91739711
76.39953593,65.14524726
76.49923022,78.92999017
76.60080622,78.59342318
76.70064154,84.09805313
76.7997393,86.3865677
76.89983541,75.16235636
76.99997753,71.19635972
77.10055868,69.22829645
77.19962718,80.47929335
77.30043712,101.5318869
77.39914477,87.63442267
77.50011085,70.58991043
77.5989807,69.49978524
77.70065748,74.4375328
77.80012949,91.71618722
77.90037774,92.11262458
77.99931015,69.42728637
78.10106163,69.54758669
78.20068104,80.06057438
78.30033692,81.42671371
78.39918201,99.80733553
78.50084715,77.22254101
78.59954199,67.65226769
78.70078351,69.80038156
78.80071127,78.58776366
78.90032667,104.7566176
79.00026278,87.51029517
79.09979573,69.19986832
79.1999817,67.96241959
79.30035762,75.47715616
79.40020534,93.32641822
79.50070374,113.7658873
79.59932056,81.68905322
79.6992907,62.92071146
79.80094482,67.68464389
79.90034823,79.72146433
80.0009657,93.39380468
80.0995172,117.3992842
80.2001471,73.5041916
80.29925672,70.05521617
80.39997537,75.4407579
80.50001484,76.06865261
80.59952268,89.50056722
80.69980984,97.92044603
80.80077189,83.37565841
80.9002022,64.72883585
81.00025118,73.7841418
81.09918131,71.32687248
81.1996681,95.02163016
81.30002066,115.4624328
81.40030839,80.12394423
81.5006331,70.85959915
81.59963277,66.04288364
81.69986939,80.71696445
81.79969936,98.83809817
81.90013158,96.34799742
82.00021563,64.48316038
82.09962093,72.37511186
82.20013632,79.93804737
82.30051562,93.10290083
82.39928544,99.37603936
82.50054521,87.21200926
82.59938564,67.15340309
82.70046457,71.60537041
82.80014347,77.85243847
82.90052571,93.60190487
82.99898987,110.7927275
83.09993282,84.85541589
83.19937111,69.26456552
83.30026232,75.98141306
83.40058956,80.33749445
83.5002454,103.9679516
83.59927634,102.1266872
83.69935597,72.06199392
83.79982683,65.12887974
83.90013294,72.97181019
84.00023672,81.29947332
84.10075787,95.81007534
84.19955811,90.89972776
84.3003675,85.0974725
84.40034137,82.65015633
84.49953816,88.98677458
84.60101577,84.71724318
84.70061788,74.07106147
84.79939928,71.37527751
84.89964734,88.29553297
85.00047946,114.2492609
85.10051293,94.38293863
85.20058265,75.95608066
85.29947779,72.10299505
85.39928807,79.29083775
85.49907756,95.90597386
85.6000572,111.131711
85.70036247,99.30383977
85.80053443,64.46252286
85.89997238,75.60363065
86.00057286,81.91147608
86.10110571,100.4468254
86.20016652,108.0939423
86.29922491,84.12009795
86.39926211,72.55033618
86.49989946,76.34004529
86.60004533,82.21211777
86.69971903,95.08501368
86.80086188,113.4144479
86.90050349,89.16979206
86.99987849,72.57534698
87.10025056,80.63883147
87.20028231,86.99186524
87.29941952,97.00894454
87.39951526,116.221791
87.49897902,89.11425474
87.59920217,72.70267055
87.69987444,77.03388525
87.79917363,83.95648716
87.89985544,101.5828275
87.99970122,98.75453764
88.10036342,91.88590158
88.19913821,91.50162797
88.29969969,89.70179038
88.39984696,90.07819726
88.50003604,98.37781248
88.59999003,100.6881473
88.69914961,80.97215153
88.80049424,87.60569481
88.90102452,96.71165906
89.00056698,119.6558537
89.10075465,102.4363746
89.2003466,77.98303051
89.29916125,73.64168522
89.39984856,79.02446935
89.50058308,93.3294945
89.59970532,113.809411
89.70104591,101.1667025
89.79967043,77.70311667
89.89991129,75.30574545
90.00056434,84.95058286
90.10028318,89.92202481
90.19970364,97.84312924
90.30052027,100.1911657
90.39929082,96.186526
90.49983995,89.24950049
90.59995171,78.73026444
90.70003721,99.90903804
90.80105215,119.9598452
90.89984686,108.2318942
90.99958087,76.29471504
91.09998559,78.35653333
91.20054516,77.91852557
91.29922937,99.25779605
91.39979627,121.7594314
91.50061919,108.8363669
91.59974112,77.76534599
91.70053436,80.71042289
91.7991815,96.90305837
91.90063233,114.2206995
91.99978414,109.2535821
92.10080593,88.47652832
92.19962704,92.38778965
92.29971825,89.89426682
92.39939914,89.09565102
92.49972098,106.5756583
92.5992898,120.8882549
92.70057111,99.11198389
92.79992719,83.90621044
92.90032746,87.70356664
93.00006996,103.0417897
93.09942952,120.13582
93.20059416,102.280901
93.30044038,92.49973441
93.39935129,81.20542878
93.49928917,90.93104487
93.59967536,101.5082666
93.69988618,103.4653406
93.8008748,122.5377967
93.90042524,92.09571106
94.00050546,87.53481233
94.1004689,85.10578203
94.19993301,93.28058021
94.29979269,128.0936373
94.39961519,143.8847202
94.49944915,91.95155057
94.60003174,78.22795584
94.6998517,84.51310845
94.8007405,95.65092717
94.90021107,130.5905268
95.00019062,119.9039678
95.10072065,83.51121214
95.20032007,85.41439061
95.30033546,100.1500562
95.39956074,108.5342885
95.50072827,99.73604133
95.60030583,97.97671543
95.7002894,104.0888404
95.80054396,112.1230348
95.89991896,98.32866887
96.00073928,93.25298726
96.09993712,97.46473737
96.19998427,108.2991748
96.29922089,135.8248164
96.39964338,133.2662289
96.49952122,91.87856626
96.60061328,86.44941914
96.70037795,90.74484622
96.79965672,114.8819941
96.89917361,124.7062347
96.99956521,119.9901968
97.10072953,86.39666065
97.19992728,88.89567267
97.30025814,117.387533
97.40034653,114.727
97.50035206,136.9441345
97.6007037,113.5573122
97.70011755,101.5709481
97.79991045,97.97042036
97.89953916,100.4599657
97.99920855,99.9298327
98.0992109,132.2269832
98.20024571,122.6610427
98.300685,94.78791185
98.39946468,97.53647318
98.49935688,101.9489725
98.60054268,112.8742234
98.70080591,134.7739858
98.80038415,127.0408754
98.89963331,104.6804377
98.99936296,89.49661895
99.09958872,101.5297131
99.20025018,96.85577746
99.2997952,118.3196036
99.39989217,123.2832243
99.500169,143.9760508
99.60053336,112.8291082
99.70061108,95.29169479
99.79981865,106.4540361
99.90059884,102.2927899
100,137.0758747
100.099739,145.2709728
100.1998444,101.1973738
100.2998113,99.53953397
100.4008463,90.79494943
100.5005357,113.0077578
100.6006518,130.8718539
100.6991499,142.8334004
100.8002815,105.3626164
100.8994659,91.74334429
100.9993049,99.38221255
101.0999169,128.5484248
101.1996831,142.5315761
101.2996604,94.53513981
101.3995481,91.36160074
101.5001408,102.3123093
101.6001854,148.8225112
101.6996748,133.1463044
101.7993966,106.5964186
101.8996693,104.7355214
101.9994096,95.05064434
102.0994362,104.9987848
102.2004486,127.4269895
102.3004604,137.0166021
102.4001179,109.6176724
102.5001027,94.49938993
102.5992634,98.79823249
102.7003092,119.8047869
102.8007367,137.9194597
102.9001989,124.9216982
103.0000291,101.9277622
103.1005081,108.959562
103.1999924,121.2049863
103.3003234,131.6548557
103.39917,129.276733
103.50082,125.8305251
103.6001788,101.0596738
103.7003848,101.990532
103.7995289,131.3784967
103.89964,163.1132591
103.9998057,129.6860784
104.0994137,109.8581135
104.1994933,104.6710239
104.299494,125.7391121
104.4007495,155.9810573
104.5000761,140.3765679
104.6007576,123.7220008
104.699788,104.623752
104.799534,102.6269023
104.9005904,118.9651918
105.0003137,135.3626105
105.100313,149.9580022
105.1998109,123.753897
105.3003072,123.8587729
105.3992814,121.6372771
105.4995466,140.4867395
105.5999843,145.94829
105.7006384,129.6578859
105.7994723,117.1580268
105.9002452,115.741094
106.0002301,120.8005566
106.1002529,140.9251156
106.2002012,155.8428757
106.2999924,150.7181121
106.3996633,119.963354
106.5002603,118.5064194
106.5994396,114.5269328
106.699581,143.3724106
106.8004677,158.1220579
106.9001955,158.4717745
106.9995083,107.2274431
107.0999287,115.7317612
107.2005005,122.2812583
107.3002497,131.7601846
107.3998598,165.3641376
107.5005447,151.1457342
107.5995555,119.05005
107.699886,119.9875438
107.7997096,133.8480517
107.8998884,142.2676711
107.9999521,164.6420575
108.1005508,147.1770275
108.1993208,105.608582
108.299768,111.3306138
108.4001683,130.7392737
108.5005743,162.6628372
108.6004772,159.5534434
108.6997967,122.1068343
108.7996602,116.3801997
108.8997834,118.3677764
108.999946,135.7040294
109.100168,152.3621979
109.1999267,138.1434413
109.2999741,126.2275832
109.4005992,126.9574608
109.4998671,119.1439713
109.6000496,130.0691419
109.6999651,166.8787285
109.7994145,168.1583554
109.9001656,139.9694779
109.9997511,122.9073689
110.1001781,121.4939077
110.2005932,141.4165563
110.3000732,164.1704128
110.4006633,160.9405596
110.499378,144.4052187
110.6005897,150.2706263
110.6997068,137.7585845
110.8006683,134.3465919
110.9007012,153.677475
110.9997751,166.099088
111.0991623,148.4618997
111.2006352,152.5208957
111.2994522,155.9469231
111.4004327,118.6194975
111.4993732,134.9573519
111.6001508,146.939868
111.7005899,175.6240687
111.8003302,186.0442994
111.9005097,149.1565343
112.0001399,125.9493048
112.0997548,136.9908985
112.2000396,165.5741813
112.3006579,142.7346462
112.3992576,164.1292145
112.4994225,162.4100176
112.599772,143.7388263
112.7005265,132.3049463
112.8002825,159.0278706
112.9006141,181.056167
113.0000925,172.5202507
113.0998834,152.7713254
113.200212,144.092384
113.299515,137.7661185
113.4005653,143.6887475
113.4992669,151.0128079
113.5991064,184.1844458
113.6994365,163.8234134
113.8002605,138.9015615
113.8999698,151.4195184
114.0003354,162.9642346
114.1001299,185.708011
114.1993279,183.6720731
114.3004936,150.707736
114.400274,152.5273839
114.4995371,153.8174836
114.5996531,162.1644878
114.6994016,206.4217146
114.8000089,200.9930277
114.9000391,175.920788
115.0003288,161.1778972
115.1006317,150.4908862
115.1998943,152.4252716
115.2999101,172.0168295
115.3993684,173.1071541
115.4993697,208.2422399
115.599898,168.3073224
115.7000802,147.3958117
115.8004523,157.4124127
115.9000607,194.4915106
115.9998353,194.8908429
116.1007346,184.4994405
116.2000607,176.3984107
116.2994789,169.5747821
116.3993714,166.7984934
116.4999274,178.0153443
116.6001784,167.7605148
116.7007116,219.8656461
116.7995293,182.5515359
116.9005854,177.3226489
117.0006649,185.0406006
117.1006453,185.9053454
