cm,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Height,HF_y-25,HF_y-15,HF_y0,HF_y15,HF_y25
20,6.927213078,19.12456316,36.6998798,16.88797449,8.994910069
50,5.593440559,11.19707372,21.5745566,12.9600294,6.704623801
75,5.567798458,9.939257052,15.33699002,10.32011093,6.308895913
100,5.181086779,8.106540979,10.88227517,8.550053838,6.068374558
