cm,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2
Height,HF_y-25,HF_y-15,HF_y0,HF_y15,HF_y25
20,7.236034396,15.59452245,37.46116947,18.37250176,8.651135402
50,6.802409888,12.16061215,23.47471079,13.77817575,8.091970126
75,6.041346544,10.3459588,16.26393788,11.41015243,7.214116853
100,5.502130691,8.406253211,11.01765683,8.998751552,6.320634609
