s,kW
Time,HRR
0,0
0.099980004,0.00031959
0.199960008,0.001475518
0.299940012,0.003876776
0.399920016,0.009309103
0.49990002,0.018423903
0.599880024,0.03254399
0.699860028,0.056302423
0.799840032,0.092466179
0.899820036,0.142212888
0.99980004,0.202782898
1.099780044,0.269881622
1.199760048,0.343227833
1.299740052,0.42185952
1.399720056,0.505563343
1.49970006,0.593927863
1.599680064,0.693823362
1.699660068,0.809936385
1.799640072,0.958059615
1.899620076,1.1675432
1.99960008,1.462439519
2.099580084,1.803063937
2.199560088,2.20437906
2.299540092,2.784530567
2.399520096,3.586476944
2.4995001,4.808761371
2.599480104,6.541512554
2.699460108,8.831479592
2.799440112,8.749401175
2.899420116,7.812847774
2.99940012,6.264450994
3.099380124,5.733291966
3.199360128,5.239325306
3.299340132,5.387504988
3.399320136,4.670719425
3.49930014,4.943301233
3.599280144,5.790957229
3.699260148,5.526254385
3.799240152,5.228176844
3.899220156,5.352950886
3.99920016,5.538748059
4.099180164,6.078468831
4.199160168,6.408182751
4.299140172,6.443465764
4.399120176,6.530594141
4.49910018,6.41560286
4.599080184,6.528029104
4.699060188,6.892907778
4.799040192,7.152759877
4.899020196,7.196869757
4.9990002,7.452644514
5.098980204,7.851315358
5.198960208,7.9034437
5.298940212,7.939148092
5.398920216,7.7006368
5.49890022,7.325557078
5.598880224,7.271536975
5.698860228,7.818811318
5.798840232,8.426560162
5.898820236,9.508901603
5.99880024,9.875272162
6.098780244,9.981282895
6.198760248,9.722891046
6.298740252,9.693536012
6.398720256,9.386608375
6.49870026,9.04843188
6.598680264,9.349431752
6.698660268,9.450280476
6.798640272,10.53285215
6.898620276,10.92760422
6.99860028,11.55162739
7.098580284,11.94509019
7.198560288,11.93322984
7.298540292,11.16614467
7.398520296,10.26631497
7.4985003,10.16310371
7.598480304,10.17610856
7.698460308,10.82178988
7.798440312,12.10773077
7.898420316,12.81831687
7.99840032,13.1927224
8.098380324,12.66611658
8.198360328,12.22730488
8.298340332,12.43137456
8.398320336,12.67094175
8.49830034,12.92097685
8.598280344,13.23233069
8.698260348,13.70470959
8.798240352,14.07608887
8.898220356,14.06492217
8.99820036,13.24778517
9.098180364,13.17719552
9.198160368,13.34217809
9.298140372,13.80453075
9.398120376,14.47280768
9.49810038,14.41519561
9.598080384,14.96693775
9.698060388,14.53156789
9.798040392,14.07618666
9.898020396,14.35459316
9.9980004,15.69000535
10.0979804,16.76943101
10.19796041,17.74959203
10.29794041,16.48169393
10.39792042,15.57152877
10.49790042,14.56906295
10.59699934,14.55212864
10.69683836,14.78781619
10.79682096,16.35095617
10.89680357,18.76085223
10.99678617,18.54367266
11.09676877,19.08718989
11.19675138,17.35748178
11.29627665,15.97621541
11.39977947,16.02559174
11.49965517,16.10495434
11.60392573,16.83967827
11.69959814,17.87700414
11.80216815,19.18655093
11.90138786,19.27558772
12.00138422,19.06810132
12.10138058,19.39169507
12.19939713,19.66341805
12.30218273,19.37974548
12.39977049,18.73653727
12.49974451,17.1534683
12.60464636,16.80693115
12.69637298,17.96861156
12.79682852,19.19226124
12.89625073,21.5326618
12.99623389,23.83906944
13.09543215,22.72263663
13.20103848,19.61939431
13.30208286,18.37903737
13.39789805,17.62623964
13.49980858,17.97488116
13.60129596,21.24592655
13.70021668,22.40129029
13.80021609,22.43618489
13.90434552,24.34882013
13.99709942,24.31049068
14.09872176,19.59998951
14.19771104,18.5518794
14.29900462,19.85218771
14.39584629,22.00252108
14.50191903,25.02509263
14.60114774,22.65956465
14.70285021,22.84284275
14.80403995,22.33796999
14.90115933,22.70859965
15.00359041,22.39343185
15.10164157,23.02312269
15.20183178,23.01419274
15.30279188,23.45652955
15.39864036,23.34490124
15.49693193,24.79891949
15.59691184,26.29531278
15.69689175,24.92427077
15.79667467,22.63649165
15.90283083,21.33635104
15.99996282,22.08538928
16.10198118,23.99610826
16.19721788,27.33636248
16.29795585,28.28519732
16.39514555,26.58253299
16.50223576,25.53532103
16.60087315,24.21447561
16.702809,21.94379387
16.80407336,24.22338758
16.89699071,27.48201881
16.99519289,27.79295183
17.10306841,28.26847348
17.20269183,27.99346002
17.2959447,26.96734069
17.39657108,24.89807966
17.50189221,24.21848254
17.59884123,26.34141791
17.69890382,27.57578973
17.80181949,25.84394636
17.90026038,27.06890884
17.99826095,29.79951219
18.09620418,29.31903034
18.19782538,28.97056097
18.29991522,27.6293849
18.40104449,26.34531202
18.4993741,25.61198437
18.59721132,28.65140265
18.70009938,31.50223887
18.80241286,31.19419882
18.89819974,31.61021531
18.99809929,27.94239783
19.09805848,26.6784927
19.20190361,26.68870025
19.30280988,28.30107667
19.39894081,30.51631878
19.49663591,32.59810806
19.59785591,33.22735034
19.70073015,32.64311555
19.80354786,28.64770656
19.89726028,27.17426147
19.99979585,27.82833012
20.10355659,30.2849376
20.19869073,31.51935318
20.30049465,33.21675116
20.40371727,33.13105255
20.49713643,31.23846957
20.59832325,29.71758348
20.69801813,28.8240022
20.79999438,29.9741486
20.90362601,32.04350527
20.99887083,30.50296793
21.10052803,32.30319517
21.19740876,31.5408385
21.30070863,34.14329172
21.40322045,35.15683823
21.49673882,32.23195925
21.59796413,29.77346007
21.69834476,29.3506742
21.80386494,30.75621676
21.89713398,34.15686024
22.00304603,35.09079218
22.10306152,33.40901005
22.19920311,32.49965271
22.30138128,30.8466927
22.40087594,29.76521348
22.49687974,32.29513041
22.59850903,34.91050432
22.69767358,35.32945288
22.79798952,36.54333647
22.90134541,33.94884814
22.99716209,32.62767827
23.09935176,32.18398794
23.19764943,31.31949636
23.29971728,33.5178583
23.39648075,35.07860379
23.49854602,34.86724929
23.59976228,33.84424102
23.69651676,34.95762187
23.79649823,35.45865096
23.90236016,34.33382029
23.99772899,34.67204984
24.10005149,36.18599709
24.19913658,32.85441685
24.29941428,32.43121092
24.39946446,34.92164131
24.50129934,38.11769566
24.59706067,36.57426899
24.69777908,34.32065498
24.80041113,32.72127181
24.89684371,35.58075923
25.00253444,35.9520581
25.10198014,35.82330271
25.19930102,38.44782299
25.3039429,39.52299722
25.39872024,37.90783624
25.4979284,35.19389667
25.59749917,29.4111853
25.69886595,30.71014684
25.80111199,34.39889107
25.90060706,40.83838953
26.0032072,42.55136597
26.10092173,40.60829481
26.19783797,37.45850301
26.30029772,33.91809372
26.40057813,32.87275709
26.49794628,33.33749414
26.60108506,36.44101369
26.69945069,41.94717758
26.80188529,41.36202853
26.898318,42.7038736
26.99774476,36.92322833
27.09953925,33.79947528
27.19993395,34.64240865
27.3013806,36.98312768
27.39765823,37.91097064
27.49752925,38.88790099
27.60281767,37.87185687
27.70071208,40.07791366
27.79720137,40.50582517
27.90330272,39.9182398
27.99677211,36.71661088
28.10072656,34.32484812
28.19768383,36.55908104
28.29839342,41.98664321
28.40245344,40.92010668
28.50063365,40.89080545
28.60008583,37.24082617
28.70290944,40.53985593
28.80090437,41.23212269
28.90339704,38.50465252
29.00028694,39.2336806
29.09686522,39.37930474
29.20055682,38.05398875
29.29987832,43.86191516
29.39906687,47.63355138
29.50049226,39.44778632
29.60240533,34.13062631
29.70254632,37.09800353
29.80080794,39.83653816
29.90327755,42.76578721
29.99944554,43.16655513
30.10190991,44.81945713
30.19925085,39.64798221
30.30184659,37.8129327
30.40154589,39.25315847
30.50251718,43.84072625
30.6017514,45.48661891
30.70071096,45.61166983
30.80361913,42.62161112
30.89855328,42.59231639
31.00223754,37.79320855
31.10066184,37.50613486
31.20251719,37.76562585
31.30067063,43.34176547
31.40248926,48.47892337
31.49998392,47.84794465
31.60096507,44.0208648
31.69967067,41.65224369
31.79941705,36.62021862
31.90104042,36.27399625
31.99798546,38.28530786
32.09706431,44.63242859
32.19923641,48.70625979
32.30016433,47.11844217
32.39861521,44.32494267
32.49946856,41.92899919
32.60243882,42.47628796
32.7013479,43.09730394
32.80031821,43.84606696
32.9025748,44.0519
33.00210931,42.27946725
33.1007143,50.85169597
33.19747807,52.32316423
33.29922447,38.02878966
33.3991263,36.54151343
33.49766147,39.30259428
33.59825735,45.00683681
33.70211545,47.57810448
