time,gi
0.0,-0.00034508926
0.0072168784,-0.00073319509
0.014433757,-0.00073319509
0.021650635,-0.00073319509
0.028867513,-0.00073319509
0.036084392,-0.00073319509
0.04330127,-0.00073319509
0.050518149,-0.00073319509
0.057735027,-0.00073319509
0.064951905,-0.00073319509
0.072168784,-0.0003149534
0.079385662,-0.0003149534
0.08660254,-0.0003149534
0.093819419,-0.0003149534
0.1010363,-0.0003149534
0.10825318,-0.0003149534
0.11547005,-0.0003149534
0.12268693,-0.0003149534
0.12990381,-0.0003149534
0.13712069,-0.0003149534
0.14433757,-0.0012606258
0.15048696,-0.0012606258
0.15551761,-0.0012606258
0.16054826,-0.0012606258
0.16557891,-0.0012606258
0.17060955,-0.0012606258
0.1756402,-0.0012606258
0.18067085,-0.0012606258
0.1857015,-0.0012606258
0.19073215,-0.0012606258
0.1957628,-0.0012079795
0.20079345,-0.0012079795
0.20632716,-0.0012079795
0.21186088,-0.0012079795
0.21739459,-0.0012079795
0.22209464,-0.0012079795
0.22679468,-0.0012079795
0.23149473,-0.0012079795
0.23619478,-0.0012079795
0.24089483,-0.0012079795
0.24505182,-0.00030619895
0.24920882,-0.00030619895
0.25336582,-0.00030619895
0.25700124,-0.00030619895
0.26063667,-0.00030619895
0.26427209,-0.00030619895
0.26748026,-0.00030619895
0.27068842,-0.00030619895
0.27389658,-0.00030619895
0.2767758,-0.00030619895
0.27965501,-0.00013753244
0.28253423,-0.00013753244
0.28541344,-0.00013753244
0.28829265,-0.00013753244
0.29086937,-0.00013753244
0.29344608,-0.00013753244
0.2960228,-0.00013753244
0.29859951,-0.00013753244
0.30117622,-0.00013753244
0.30375294,-0.00013753244
0.30601237,-2.8386063e-5
0.30827181,-2.8386063e-5
0.31053125,-2.8386063e-5
0.31279069,-2.8386063e-5
0.31505013,-2.8386063e-5
0.31730957,-2.8386063e-5
0.31956901,-2.8386063e-5
0.32155333,-2.8386063e-5
0.32353766,-2.8386063e-5
0.32552199,-2.8386063e-5
0.32750632,-3.0978722e-5
0.32949064,-3.0978722e-5
0.33147497,-3.0978722e-5
0.3334593,-3.0978722e-5
0.33544363,-3.0978722e-5
0.33742795,-3.0978722e-5
0.33941228,-3.0978722e-5
0.34139661,-3.0978722e-5
0.34338094,-3.0978722e-5
0.34536527,-3.0978722e-5
0.34734959,-1.6330536e-5
0.3491041,-1.6330536e-5
0.35085861,-1.6330536e-5
0.35261312,-1.6330536e-5
0.35436763,-1.6330536e-5
0.35612214,-1.6330536e-5
0.35787665,-1.6330536e-5
0.35963116,-1.6330536e-5
0.36138567,-1.6330536e-5
0.36314018,-1.6330536e-5
0.36489469,5.9874178e-5
0.3666492,5.9874178e-5
0.36840371,5.9874178e-5
0.36997878,5.9874178e-5
0.37155384,5.9874178e-5
0.37312891,5.9874178e-5
0.37470397,5.9874178e-5
0.37627903,5.9874178e-5
0.3778541,5.9874178e-5
0.37942916,5.9874178e-5
0.38100422,0.00020510207
0.38257929,0.00020510207
0.38415435,0.00020510207
0.38572942,0.00020510207
0.38730448,0.00020510207
0.38887954,0.00020510207
0.39045461,0.00020510207
0.39187012,0.00020510207
0.39328563,0.00020510207
0.39470114,0.00020510207
0.39611665,0.00039249299
0.39753216,0.00039249299
0.39894767,0.00039249299
0.40036318,0.00039249299
0.40177869,0.00039249299
0.4031942,0.00039249299
0.40460971,0.00039249299
0.40602522,0.00039249299
0.40744073,0.00039249299
0.40885624,0.00039249299
0.41027175,0.00064013771
0.41168726,0.00064013771
0.41310278,0.00064013771
0.41451829,0.00064013771
0.4159338,0.00064013771
0.41734931,0.00064013771
0.41876482,0.00064013771
0.42002935,0.00064013771
0.42129388,0.00064013771
0.42255841,0.00064013771
0.42382293,0.00096355149
0.42508746,0.00096355149
0.42635199,0.00096355149
0.42761652,0.00096355149
0.42888105,0.00096355149
0.43000622,0.00096355149
0.43113139,0.00096355149
0.43225656,0.00096355149
0.43338173,0.00096355149
0.4345069,0.00096355149
0.43563207,0.0012889498
0.43675724,0.0012889498
0.43788241,0.0012889498
0.43900758,0.0012889498
0.44013275,0.0012889498
0.44125792,0.0012889498
0.44238309,0.0012889498
0.44350826,0.0012889498
0.44463343,0.0012889498
0.4457586,0.0012889498
0.44675734,0.0015984537
0.44775609,0.0015984537
0.44875483,0.0015984537
0.44975358,0.0015984537
0.45075232,0.0015984537
0.45175106,0.0015984537
0.45274981,0.0015984537
0.45374855,0.0015984537
0.4547473,0.0015984537
0.45574604,0.0015984537
0.45674479,0.0019007679
0.45774353,0.0019007679
0.45874228,0.0019007679
0.45974102,0.0019007679
0.46073977,0.0019007679
0.46173851,0.0019007679
0.46273725,0.0019007679
0.463736,0.0019007679
0.46473474,0.0019007679
0.46573349,0.0019007679
0.46673223,0.0021853744
0.46773098,0.0021853744
0.46872972,0.0021853744
0.46972847,0.0021853744
0.47072721,0.0021853744
0.47172596,0.0021853744
0.4727247,0.0021853744
0.47372344,0.0021853744
0.47472219,0.0021853744
0.47572093,0.0021853744
0.47671968,0.0024499486
0.47771842,0.0024499486
0.47871717,0.0024499486
0.47971591,0.0024499486
0.48071466,0.0024499486
0.4817134,0.0024499486
0.48271215,0.0024499486
0.48371089,0.0024499486
0.48470963,0.0024499486
0.48570838,0.0024499486
0.48670712,0.0027060253
0.48770587,0.0027060253
0.48870461,0.0027060253
0.48970336,0.0027060253
0.4907021,0.0027060253
0.49170085,0.0027060253
0.49269959,0.0027060253
0.49369834,0.0027060253
0.49469708,0.0027060253
0.49569582,0.0027060253
0.49669457,0.0029600201
0.49769331,0.0029600201
