time,gi
0.0,-0.00034508926
0.0072168784,-0.00073319509
0.014433757,-0.00073319509
0.021650635,-0.00073319509
0.028867513,-0.00073319509
0.036084392,-0.00073319509
0.04330127,-0.00073319509
0.050518149,-0.00073319509
0.057735027,-0.00073319509
0.064951905,-0.00073319509
0.072168784,-0.00073319509
0.079385662,-0.00073319509
0.08660254,-0.00073319509
0.093819419,-0.00073319509
0.1010363,-0.00073319509
0.10825318,-0.00073319509
0.11547005,-0.00073319509
0.12268693,-0.00073319509
0.12990381,-0.00073319509
0.13712069,-0.00073319509
0.14433757,-0.00073319509
0.15048269,-0.00073319509
0.15550764,-0.00073319509
0.1605326,-0.00073319509
0.16555755,-0.00073319509
0.1705825,-0.00073319509
0.17560745,-0.00073319509
0.18063241,-0.00073319509
0.18565736,-0.00073319509
0.19068231,-0.00073319509
0.19570727,-0.00073319509
0.20073222,-0.00073319509
0.20625967,-0.00073319509
0.21178711,-0.00073319509
0.21731456,-0.00073319509
0.22201666,-0.00073319509
0.22671875,-0.00073319509
0.23142085,-0.00073319509
0.23612295,-0.00073319509
0.24082504,-0.00073319509
0.24500273,-0.00073319509
0.24918042,-0.00073319509
0.25335811,-0.00073319509
0.2570126,-0.00073319509
0.2606671,-0.00073319509
0.2643216,-0.00073319509
0.26754561,-0.00073319509
0.27076962,-0.00073319509
0.27399363,-0.00073319509
0.27688663,-0.00073319509
0.27977964,-0.00073319509
0.28267264,-0.00073319509
0.28556564,-0.00073319509
0.28845865,-0.00073319509
0.29104449,-0.00073319509
0.29363033,-0.00073319509
0.29621618,-0.00073319509
0.29880202,-0.00073319509
0.30138786,-0.00073319509
0.30397371,-0.00073319509
0.30624321,-0.00073319509
0.30851271,-0.00073319509
0.31078221,-0.00073319509
0.31305171,-0.00073319509
0.31532121,-0.00073319509
0.31759071,-0.00073319509
0.31986021,-0.00073319509
0.32185266,-0.00073319509
0.32384512,-0.00073319509
0.32583757,-0.00073319509
0.32783002,-0.00073319509
0.32982247,-0.00073319509
0.33181492,-0.00073319509
0.33380737,-0.00073319509
0.33579983,-0.00073319509
0.33779228,-0.00073319509
0.33978473,-0.00073319509
0.34177718,-0.00073319509
0.34376963,-0.00073319509
0.34576209,-0.00073319509
0.34775454,-0.00073319509
0.34951367,-0.00073319509
0.3512728,-0.00073319509
0.35303194,-0.00073319509
0.35479107,-0.00073319509
0.3565502,-0.00073319509
0.35830934,-0.00073319509
0.36006847,-0.00073319509
0.3618276,-0.00073319509
0.36358674,-0.00073319509
0.36534587,-0.00073319509
0.367105,-0.00073319509
0.36886414,-0.00073319509
0.37044266,-0.00073319509
0.37202118,-0.00073319509
0.3735997,-0.00073319509
0.37517822,-0.00073319509
0.37675674,-0.00073319509
0.37833526,-0.00073319509
0.37991379,-0.00073319509
0.38149231,-0.00073319509
0.38307083,-0.00073319509
0.38464935,-0.00073319509
0.38622787,-0.00073319509
0.38780639,-0.00073319509
0.38938491,-0.00073319509
0.39096344,-0.00073319509
0.39254196,-0.00073319509
0.3939537,-0.00073319509
0.39536545,-0.00073319509
0.39677719,-0.00073319509
0.39818894,-0.00073319509
0.39960068,-0.00073319509
0.40101243,-0.00073319509
0.40242417,-0.00073319509
0.40383592,-0.00073319509
0.40524766,-0.00073319509
0.40665941,-0.00073319509
0.40807116,-0.00073319509
0.4094829,-0.00073319509
0.41089465,-0.00073319509
0.41230639,-0.00073319509
0.41371814,-0.00073319509
0.41512988,-0.00073319509
0.41654163,-0.00073319509
0.41795337,-0.00073319509
0.41936512,-0.00073319509
0.42077686,-0.00073319509
0.42204393,-0.00073319509
0.42331099,-0.00073319509
0.42457805,-0.00073319509
0.42584511,-0.00073319509
0.42711217,-0.00073319509
0.42837923,-0.00073319509
0.4296463,-0.00073319509
0.43091336,-0.00073319509
0.43202568,-0.00073319509
0.43313799,-0.00073319509
0.43425031,-0.00073319509
0.43536263,-0.00073319509
0.43647495,-0.00073319509
0.43758727,-0.00073319509
0.43869958,-0.00073319509
0.4398119,-0.00073319509
0.44092422,-0.00073319509
0.44203654,-0.00073319509
0.44314886,-0.00073319509
0.44426117,-0.00073319509
0.44537349,-0.00073319509
0.44648581,-0.00073319509
0.44759813,-0.00073319509
0.44871044,-0.00073319509
0.44982276,-0.00073319509
0.45093508,-0.00073319509
0.4520474,-0.00073319509
0.45315972,-0.00073319509
0.45427203,-0.00073319509
0.45538435,-0.00073319509
0.45649667,-0.00073319509
0.45760899,-0.00073319509
0.45872131,-0.00073319509
0.45983362,-0.00073319509
0.46094594,-0.00073319509
0.46205826,-0.00073319509
0.46317058,-0.00073319509
0.4642829,-0.00073319509
0.46539521,-0.00073319509
0.46650753,-0.00073319509
0.46761985,-0.00073319509
0.46873217,-0.00073319509
0.46984449,-0.00073319509
0.4709568,-0.00073319509
0.47206912,-0.00073319509
0.47318144,-0.00073319509
0.47429376,-0.00073319509
0.47540608,-0.00073319509
0.47651839,-0.00073319509
0.47763071,-0.00073319509
0.47874303,-0.00073319509
0.47985535,-0.00073319509
0.48096767,-0.00073319509
0.48207998,-0.00073319509
0.4831923,-0.00073319509
0.48430462,-0.00073319509
0.48541694,-0.00073319509
0.48652925,-0.00073319509
0.48752215,-0.00073319509
0.48851505,-0.00073319509
0.48950794,-0.00073319509
0.49050084,-0.00073319509
0.49149373,-0.00073319509
0.49248663,-0.00073319509
0.49347952,-0.00073319509
0.49447242,-0.00073319509
0.49546531,-0.00073319509
0.49645821,-0.00073319509
0.4974511,-0.00073319509
0.498444,-0.00073319509
0.49943689,-0.00073319509
0.50042979,-0.00073319509
