r(cm),TMean(K)_1.0D_21O2_fine,TRMS(K)_1.0D_21O2_fine,fvSootMean(ppm)_1.0D_21O2_fine,fvSootRMS(ppm)_1.0D_21O2_fine,TMean(K)_1.5D_21O2_fine,TRMS(K)_1.5D_21O2_fine,fvSootMean(ppm)_1.5D_21O2_fine,fvSootRMS(ppm)_1.5D_21O2_fine,TMean(K)_2.0D_21O2_fine,TRMS(K)_2.0D_21O2_fine,fvSootMean(ppm)_2.0D_21O2_fine,fvSootRMS(ppm)_2.0D_21O2_fine,TMean(K)_2.5D_21O2_fine,TRMS(K)_2.5D_21O2_fine,fvSootMean(ppm)_2.5D_21O2_fine,fvSootRMS(ppm)_2.5D_21O2_fine,TMean(K)_3.0D_21O2_fine,TRMS(K)_3.0D_21O2_fine,fvSootMean(ppm)_3.0D_21O2_fine,fvSootRMS(ppm)_3.0D_21O2_fine,TMean(K)_3.5D_21O2_fine,TRMS(K)_3.5D_21O2_fine,fvSootMean(ppm)_3.5D_21O2_fine,fvSootRMS(ppm)_3.5D_21O2_fine,TMean(K)_1.0D_21O2_medium,TRMS(K)_1.0D_21O2_medium,fvSootMean(ppm)_1.0D_21O2_medium,fvSootRMS(ppm)_1.0D_21O2_medium,TMean(K)_1.5D_21O2_medium,TRMS(K)_1.5D_21O2_medium,fvSootMean(ppm)_1.5D_21O2_medium,fvSootRMS(ppm)_1.5D_21O2_medium,TMean(K)_2.0D_21O2_medium,TRMS(K)_2.0D_21O2_medium,fvSootMean(ppm)_2.0D_21O2_medium,fvSootRMS(ppm)_2.0D_21O2_medium,TMean(K)_2.5D_21O2_medium,TRMS(K)_2.5D_21O2_medium,fvSootMean(ppm)_2.5D_21O2_medium,fvSootRMS(ppm)_2.5D_21O2_medium,TMean(K)_3.0D_21O2_medium,TRMS(K)_3.0D_21O2_medium,fvSootMean(ppm)_3.0D_21O2_medium,fvSootRMS(ppm)_3.0D_21O2_medium,TMean(K)_3.5D_21O2_medium,TRMS(K)_3.5D_21O2_medium,fvSootMean(ppm)_3.5D_21O2_medium,fvSootRMS(ppm)_3.5D_21O2_medium,TMean(K)_1.0D_21O2_coarse,TRMS(K)_1.0D_21O2_coarse,fvSootMean(ppm)_1.0D_21O2_coarse,fvSootRMS(ppm)_1.0D_21O2_coarse,TMean(K)_1.5D_21O2_coarse,TRMS(K)_1.5D_21O2_coarse,fvSootMean(ppm)_1.5D_21O2_coarse,fvSootRMS(ppm)_1.5D_21O2_coarse,TMean(K)_2.0D_21O2_coarse,TRMS(K)_2.0D_21O2_coarse,fvSootMean(ppm)_2.0D_21O2_coarse,fvSootRMS(ppm)_2.0D_21O2_coarse,TMean(K)_2.5D_21O2_coarse,TRMS(K)_2.5D_21O2_coarse,fvSootMean(ppm)_2.5D_21O2_coarse,fvSootRMS(ppm)_2.5D_21O2_coarse,TMean(K)_3.0D_21O2_coarse,TRMS(K)_3.0D_21O2_coarse,fvSootMean(ppm)_3.0D_21O2_coarse,fvSootRMS(ppm)_3.0D_21O2_coarse,TMean(K)_3.5D_21O2_coarse,TRMS(K)_3.5D_21O2_coarse,fvSootMean(ppm)_3.5D_21O2_coarse,fvSootRMS(ppm)_3.5D_21O2_coarse
-8.19,527.36,371.0864074,0.021572142,0.17080636,575.98,382.8036731,0.059696165,0.376971339,567.24,350.3871908,0.070635534,0.395874612,521.38,293.2308247,0.028223234,0.147296515,474.31,220.1073667,0.023942071,0.130895653,441.32,174.2248903,0.019938082,0.067135722,478.05,321.7166238,0.003339991,0.057592369,536.17,359.4243808,0.014738058,0.145836399,546.65,353.2260033,0.024622564,0.203913668,514.2,294.9267248,0.009476635,0.105511079,470.59,214.0849946,0.004160103,0.03099617,445.05,170.2918975,0.003363919,0.01189029,509.38,345.9061071,0.000459202,0.019651705,512.47,294.8461727,0.000567077,0.01981313,510.05,270.676696,0.000340468,0.014227808,506.57,252.47673,0.000592407,0.016623122,492.28,215.9714118,0.000216354,0.00213958,467.63,171.3488678,0.000227112,0.002079612
-8.16,531.18,373.9254574,0.022309269,0.175694873,578.02,383.8471261,0.060681457,0.379528848,568.82,351.3109604,0.07100461,0.396868506,522.53,294.122264,0.028410537,0.14915222,475.53,221.1066453,0.024119288,0.131852813,442.03,174.8285834,0.020011029,0.068083781,481.81,324.8435445,0.003444999,0.058900695,538.37,360.4981172,0.01525193,0.149251123,547.93,353.8139451,0.024782801,0.204621949,515.37,295.7375715,0.009560131,0.106761264,471.97,215.0904278,0.004148067,0.030763216,446.11,171.2290168,0.003374729,0.011950699,511.94,347.7174979,0.000471018,0.019890796,514.32,296.1333339,0.000585385,0.020297242,511.71,271.8399578,0.000352786,0.014614006,508.02,253.5287633,0.000604645,0.016946052,493.49,216.7860383,0.000219539,0.002213497,468.55,171.9983721,0.000229636,0.002125131
-8.13,534.99,376.7154145,0.023086541,0.180764137,580.04,384.8627486,0.06166658,0.38193134,570.39,352.2451519,0.07137093,0.397844014,523.67,294.9976109,0.028611643,0.151177337,476.77,222.1368726,0.024303499,0.132851257,442.74,175.4210542,0.020086809,0.069083794,485.61,327.9597988,0.003558131,0.060252806,540.59,361.5665478,0.015771454,0.152652869,549.2,354.3891601,0.024943075,0.205349181,516.53,296.5351926,0.009641964,0.108005242,473.35,216.1104099,0.004136651,0.030544219,447.18,172.1601503,0.003387565,0.012044704,514.5,349.518396,0.000482869,0.02012719,516.18,297.415802,0.000603737,0.020771779,513.37,272.9992017,0.000365142,0.014991595,509.48,254.577168,0.000616887,0.017263575,494.7,217.5979521,0.000222736,0.002285629,469.48,172.6460412,0.000232169,0.002170225
-8.1,538.8,379.4611121,0.0238987,0.185965703,582.06,385.8543274,0.062651763,0.384201085,571.95,353.1881283,0.071734902,0.398803675,524.81,295.8588609,0.02882467,0.153342255,478.01,223.1930378,0.024493724,0.133883616,443.45,176.0037577,0.020165083,0.070125969,489.41,331.0630841,0.00367828,0.061637844,542.81,362.6299647,0.016295778,0.156034676,550.48,354.953259,0.025103381,0.206092305,517.69,297.3211525,0.009722384,0.109242245,474.74,217.1421651,0.00412578,0.030337257,448.24,173.0854895,0.003402156,0.012167563,517.06,351.3093066,0.00049475,0.020361225,518.03,298.6932539,0.000622118,0.021236669,515.03,274.1541467,0.000377517,0.015360369,510.93,255.6216435,0.00062913,0.017575541,495.9,218.4070572,0.000225942,0.002356117,470.4,173.2915821,0.000234711,0.002215166
-8.07,542.61,382.1687613,0.024738734,0.191238657,584.09,386.8269785,0.063637528,0.38636876,573.52,354.1376961,0.072097142,0.399751236,525.95,296.7087525,0.02904703,0.155609063,479.25,224.268476,0.024688588,0.134939801,444.15,176.5787706,0.020245436,0.071197943,493.2,334.1498922,0.003803936,0.063042219,545.02,363.6887851,0.016823662,0.159385946,551.75,355.5085112,0.02526372,0.20684719,518.85,298.0975288,0.009801754,0.110471184,476.12,218.1819448,0.004115366,0.030139629,449.31,174.0052822,0.003418136,0.012313232,519.62,353.0901046,0.000506683,0.020593607,519.88,299.9657646,0.000640537,0.021692746,516.7,275.305025,0.000389911,0.015720591,512.38,256.6621806,0.000641368,0.017881959,497.11,219.2134194,0.00022916,0.002425637,471.32,173.9349267,0.000237268,0.002260919
-8.04,546.42,384.8444876,0.025600369,0.196528314,586.11,387.7859299,0.064624945,0.388467524,575.09,355.0918389,0.07245838,0.400691167,527.09,297.5500949,0.029276191,0.157943219,480.48,225.3569427,0.024886681,0.136009353,444.86,177.148434,0.020327601,0.072288882,497,337.2163148,0.003933639,0.064454131,547.24,364.7434,0.017353687,0.162695592,553.03,356.057161,0.025424105,0.207609819,520.01,298.8662699,0.009880491,0.111691195,477.51,219.2260649,0.004105352,0.02994876,450.37,174.9197875,0.003435161,0.012476734,522.18,354.8598831,0.000518727,0.020825763,521.73,301.2337968,0.000659033,0.022141802,518.36,276.4526782,0.000402338,0.016072731,513.83,257.6990238,0.000653595,0.018182819,498.32,220.0172771,0.000232401,0.002495655,472.24,174.5761846,0.000239856,0.002309628
-8.01,550.24,387.4931909,0.026480327,0.201801488,588.13,388.7356434,0.065616007,0.390529141,576.65,356.0493706,0.072819407,0.401628481,528.23,298.3852506,0.029510313,0.160323558,481.72,226.4544044,0.025086822,0.137083192,445.56,177.7151466,0.020411689,0.073393088,500.8,340.25857,0.004066366,0.065867441,549.46,365.7940433,0.017884376,0.165954245,554.3,356.6008376,0.025584571,0.208377276,521.17,299.6286424,0.009959026,0.112902144,478.89,220.2717437,0.004095768,0.029763003,451.43,175.8292362,0.003453021,0.012656348,524.74,356.6166088,0.000531002,0.021060334,523.59,302.4983082,0.000677685,0.022586916,520.02,277.5988135,0.000414828,0.016417338,515.28,258.7327163,0.000665797,0.018477948,499.53,220.8191038,0.000235692,0.002568847,473.17,175.2156542,0.000242508,0.002365321
-7.98,554.05,390.118005,0.027379795,0.20705462,590.16,389.6794864,0.066614035,0.392583101,578.22,357.0103564,0.073181092,0.402568929,529.37,299.2159005,0.029748609,0.162748112,482.96,227.5600965,0.02528819,0.138154338,446.27,178.2813596,0.020498363,0.074512193,504.6,343.2731306,0.004201752,0.067283934,551.68,366.8407154,0.018414192,0.169155014,555.58,357.1402211,0.025745179,0.209148278,522.33,300.384903,0.010037812,0.114104952,480.28,221.3175338,0.004086767,0.029582131,452.5,176.7338013,0.003471695,0.012855055,527.3,358.3567119,0.00054371,0.021301687,525.44,303.7609059,0.000696632,0.023032893,521.68,278.7463111,0.000427438,0.01675498,516.73,259.7641804,0.000677951,0.018766893,500.74,221.6196912,0.000239076,0.002649532,474.09,175.8538618,0.000245283,0.002434561
-7.95,557.86,392.7203139,0.02830477,0.212313764,592.18,390.6198361,0.067623879,0.394657595,579.78,357.976226,0.07354441,0.403519258,530.51,300.0430646,0.029991381,0.165234745,484.2,228.6766765,0.025490317,0.13921776,446.98,178.8496709,0.020588897,0.07565549,508.4,346.2566116,0.00434012,0.068713517,553.9,367.8831745,0.018941477,0.17229314,556.85,357.675009,0.025906023,0.209923221,523.49,301.1342489,0.010117336,0.115301658,481.66,222.3633345,0.004078637,0.029407443,453.56,177.6335862,0.003491371,0.013080804,529.86,360.0748828,0.000557152,0.021556139,527.29,305.0239313,0.000716075,0.023486444,523.34,279.899378,0.000440251,0.017086238,518.18,260.794759,0.000690025,0.019048876,501.94,222.4201912,0.000242617,0.002743775,475.01,176.4915824,0.000248265,0.00252656
-7.92,561.67,395.3001398,0.029265086,0.21762687,594.2,391.558353,0.06865164,0.396780143,581.35,358.949532,0.073910437,0.404487083,531.65,300.867262,0.030239778,0.167816405,485.43,229.8094612,0.025692992,0.140269873,447.68,179.4228255,0.020685055,0.076838136,512.2,349.2057175,0.004482334,0.07017219,556.12,368.920998,0.01946446,0.17536533,558.13,358.2041451,0.026067218,0.210703808,524.65,301.8750463,0.010198121,0.116495176,483.05,223.4100794,0.004071775,0.029241458,454.63,178.5286301,0.003512398,0.013345256,532.42,361.7644024,0.000571706,0.021831521,529.14,306.2903186,0.000736272,0.023955733,525.01,281.0632883,0.00045337,0.017411694,519.64,261.8261301,0.000701976,0.019322858,503.15,223.2220488,0.000246395,0.002858819,475.93,177.1297871,0.00025156,0.002652197
-7.89,565.48,397.8567009,0.030272149,0.223049749,596.22,392.496195,0.069703729,0.398976122,582.91,359.9333364,0.074280239,0.405480032,532.79,301.6886978,0.030495331,0.170531584,486.67,230.964858,0.025896159,0.141308126,448.39,180.0034817,0.020788776,0.078077361,516,352.1174775,0.004629507,0.071677946,558.34,369.9537098,0.019981408,0.178369432,559.4,358.7262425,0.026228884,0.211492354,525.81,302.6053068,0.010280683,0.117688707,484.43,224.4592118,0.004066618,0.029087244,455.69,179.4189298,0.003535195,0.013660978,534.98,363.4182084,0.000587772,0.022135894,530.99,307.563148,0.000757492,0.024449055,526.67,282.2435629,0.000466906,0.017731894,521.09,262.8600495,0.000713762,0.019587738,504.36,224.0267807,0.000250497,0.003001664,476.86,177.7694907,0.000255281,0.002821725
-7.86,569.29,400.3888982,0.031335825,0.228628841,598.25,393.4340573,0.070785374,0.401265061,584.48,360.9302931,0.074654683,0.406504281,533.93,302.5073973,0.030759363,0.173411952,487.91,232.1482933,0.026099808,0.14233087,449.09,180.5937532,0.020901707,0.079387533,519.8,354.989766,0.004782635,0.073245483,560.56,370.980941,0.020490933,0.181304645,560.68,359.240092,0.026391116,0.212290941,526.97,303.3233075,0.010365436,0.118884945,485.82,225.5120798,0.00406353,0.028947525,456.76,180.3044755,0.003560127,0.014037684,537.54,365.0305303,0.000605681,0.022475594,532.85,308.8449552,0.00077996,0.02497287,528.33,283.4447166,0.00048095,0.018047315,522.54,263.8979611,0.000725345,0.019842663,505.57,224.8356368,0.000254993,0.003177099,477.78,178.4115215,0.000259522,0.003041702
-7.83,573.35,402.8955171,0.032461486,0.23438602,600.45,394.3720688,0.071899043,0.403656339,586.12,361.9416639,0.075034219,0.407563044,535.11,303.3232583,0.031032405,0.176470915,489.29,233.3622237,0.02630389,0.14333742,449.91,181.1947144,0.021024774,0.080775764,523.57,357.8218838,0.004942255,0.07488139,562.83,372.0025656,0.020992317,0.184171999,561.94,359.7451081,0.026553963,0.213100651,528.08,304.0281709,0.010452599,0.120085322,487.18,226.5694054,0.004062707,0.028823831,457.78,181.1852855,0.003587391,0.014478785,540.06,366.5985334,0.000625607,0.022853334,534.77,310.1370392,0.000803794,0.025529904,530.11,284.6690036,0.00049555,0.018358315,524.06,264.9406072,0.000736707,0.020087336,506.81,225.6492574,0.000259919,0.003385945,478.72,179.0562945,0.000264331,0.003312357
-7.8,577.52,405.37491,0.033648418,0.240311222,602.73,395.3096037,0.073043386,0.406146702,587.79,362.9665775,0.075418765,0.408655799,536.31,304.1360106,0.031313764,0.179697304,490.74,234.6048883,0.026508239,0.144328073,450.79,181.8061272,0.021157962,0.082240018,527.33,360.6148438,0.005108266,0.07658177,565.13,373.0187555,0.021485697,0.186974603,563.19,360.2415596,0.026717405,0.21392115,529.16,304.7201898,0.01054214,0.121289591,488.53,227.6309945,0.004064112,0.028716024,458.79,182.061434,0.003616946,0.014979779,542.55,368.1232508,0.000647513,0.023267195,536.73,311.4390682,0.000828968,0.026118169,531.96,285.9157176,0.000510696,0.018665118,525.62,265.9878072,0.000747851,0.020322176,508.07,226.4674793,0.00026527,0.00362437,479.66,179.7036866,0.000269697,0.003626741
-7.77,581.69,407.8240489,0.034890313,0.246365931,605.02,396.2450736,0.074213093,0.408721194,589.46,364.0017639,0.075807735,0.409778711,537.51,304.94509,0.03160133,0.183056571,492.19,235.8701903,0.026712503,0.145303926,451.66,182.4265567,0.02130045,0.083770812,531.09,363.3710999,0.005279984,0.07833347,567.44,374.0299362,0.021971996,0.189717331,564.44,360.7305133,0.026881366,0.214750766,530.24,305.400775,0.010633795,0.122495934,489.89,228.6957813,0.004067493,0.028622414,459.8,182.9330718,0.003648538,0.01552935,545.04,369.6093488,0.000671164,0.023711032,538.69,312.7491765,0.000855323,0.026731429,533.81,287.1813866,0.000526322,0.018967827,527.18,267.0385131,0.000758804,0.02054827,509.33,227.2893845,0.000270993,0.003884694,480.61,180.3530756,0.000275556,0.003972233
-7.74,585.87,410.2371444,0.036177604,0.252495812,607.31,397.1757387,0.075399619,0.411357233,591.13,365.0417865,0.076200229,0.410926129,538.71,305.7494628,0.031891635,0.186498557,493.63,237.1486215,0.026916087,0.146266487,452.54,183.05384,0.021451043,0.085355916,534.86,366.0937089,0.00545642,0.080118553,569.74,375.0366859,0.02245261,0.192405919,565.7,361.2135375,0.02704573,0.215587009,531.32,306.0720675,0.010727172,0.123701534,491.24,229.7621767,0.004072479,0.028540424,460.8,183.8004488,0.003681786,0.016112852,547.53,371.0638461,0.000696192,0.024176124,540.65,314.0645016,0.000882612,0.027360901,535.65,288.4607699,0.000542329,0.019266461,528.74,268.0911168,0.000769605,0.020767111,510.59,228.1135696,0.00027701,0.004157369,481.56,181.0035248,0.000281802,0.004333783
-7.71,590.04,412.6044762,0.037500509,0.258646322,609.6,398.0976388,0.076592427,0.414030126,592.8,366.0796305,0.076595268,0.412092458,539.9,306.5474935,0.032180084,0.189967997,495.08,238.4287349,0.027118117,0.147217196,453.41,183.6856999,0.021608704,0.086985784,538.62,368.7851026,0.005636696,0.081920284,572.04,376.0396526,0.022928979,0.195045756,566.95,361.6923351,0.027210362,0.216427307,532.4,306.7364171,0.010821882,0.124903339,492.59,230.8285569,0.004078701,0.028467572,461.81,184.6639599,0.00371632,0.016716863,550.02,372.4943796,0.0007222,0.024653294,542.61,315.3819134,0.000910563,0.027997429,537.5,289.7481884,0.000558605,0.019561011,530.3,269.1438652,0.000780299,0.020980272,511.85,228.938509,0.000283237,0.004433228,482.5,181.6540275,0.000288325,0.004697442
-7.68,594.21,414.9123093,0.038851456,0.264774918,611.89,399.0057805,0.077780364,0.416717762,594.48,367.1075152,0.076992007,0.413273566,541.1,307.3369741,0.03246137,0.193413833,496.53,239.6987018,0.027317472,0.148157105,454.29,184.3202461,0.021772939,0.088657153,542.38,371.445786,0.00582046,0.083728667,574.35,377.0395506,0.023402194,0.197640766,568.2,362.1684571,0.027375123,0.217269669,533.48,307.3959443,0.010917682,0.126098707,493.94,231.8937214,0.004085918,0.028402431,462.82,185.5242243,0.00375191,0.017333282,552.51,373.9077208,0.00074883,0.025134693,544.57,316.6986401,0.000938937,0.028633262,539.34,291.0386544,0.000575053,0.019851486,531.86,270.1952182,0.000790925,0.021189122,513.11,229.762866,0.000289598,0.004705162,483.45,182.3037116,0.000295023,0.005052838
-7.65,598.38,417.1446488,0.040226016,0.270855887,614.18,399.8947462,0.078953012,0.419403244,596.15,368.117884,0.077389828,0.414467227,542.3,308.1154047,0.032730117,0.196795201,497.98,240.9477434,0.027512919,0.149086796,455.16,184.9562029,0.021943855,0.090373083,546.14,374.073295,0.0060082,0.085544016,576.65,378.0372283,0.023872747,0.200192671,569.46,362.6431845,0.02753987,0.2181131,534.56,308.052315,0.011014559,0.127285763,495.29,232.9571866,0.004094101,0.028345319,463.83,186.3821847,0.003788554,0.017961839,555,375.3089765,0.000775821,0.025614696,546.53,318.0126109,0.000967553,0.029262928,541.19,292.3284669,0.000591601,0.020137938,533.42,271.2440415,0.000801512,0.021394686,514.37,230.5856557,0.000296035,0.004968748,484.4,182.951946,0.000301823,0.005393966
-7.62,602.56,419.2867448,0.041622378,0.27687833,616.47,400.7597018,0.080101994,0.422075433,597.82,369.104522,0.077788328,0.415672556,543.5,308.8805408,0.032981712,0.200083978,499.43,242.1673739,0.027703341,0.150006602,456.04,185.5928677,0.022121902,0.092139618,549.91,376.661774,0.006201366,0.08737774,578.95,379.0337406,0.024340473,0.202700809,570.71,363.1175433,0.027704445,0.218957695,535.64,308.7067263,0.011112763,0.128463445,496.64,234.0192613,0.004103455,0.028298533,464.83,187.2391696,0.003826507,0.018610469,557.49,376.7014505,0.000803005,0.026090036,548.49,319.3225238,0.000996298,0.02988327,543.04,293.6153037,0.000608204,0.020420475,534.98,272.2896397,0.000812079,0.021597632,515.63,231.4062721,0.000302514,0.005222049,485.34,183.5983522,0.000308678,0.0057187
-7.59,606.53,421.3292129,0.043040037,0.282840582,618.68,401.5975224,0.081222101,0.424728176,599.4,370.0635992,0.078187225,0.416888873,544.66,309.631056,0.033213144,0.203264885,500.78,243.3523519,0.027888007,0.150917042,456.92,186.2299131,0.022307451,0.093960904,553.67,379.2025351,0.006402217,0.089250046,581.26,380.0303362,0.02480466,0.205162572,571.96,363.5923724,0.027868682,0.219804443,536.72,309.3600061,0.011212764,0.129631347,498,235.0809073,0.004114385,0.028266031,465.84,188.0968383,0.003866241,0.019293379,559.98,378.0868835,0.000830305,0.026559562,550.44,320.6277459,0.001025117,0.030493022,544.88,294.8980319,0.000624844,0.020699273,536.54,273.3316949,0.000822638,0.021798327,516.89,232.2244396,0.000309016,0.005465021,486.29,184.2427621,0.000315566,0.006027829
-7.56,610.09,423.2709187,0.044478638,0.288745172,620.75,402.4075377,0.08231191,0.427359081,600.8,370.994277,0.078586208,0.418114467,545.75,310.3670916,0.033423524,0.206333782,501.92,244.5010282,0.028066749,0.151819376,457.81,186.8671858,0.022500424,0.095835324,557.43,381.6857619,0.006613371,0.091184705,583.56,381.0283049,0.025264317,0.207574439,573.21,364.068359,0.028032414,0.220654799,537.8,310.0127247,0.011315136,0.130789491,499.35,236.1434187,0.004127394,0.028252541,466.85,188.9569548,0.00390833,0.020027012,562.48,379.4657201,0.000857723,0.027024098,552.4,321.9281918,0.001054005,0.031092347,546.73,296.1765093,0.000641527,0.020974611,538.1,274.3701982,0.000833195,0.021996902,518.15,233.0401691,0.000315542,0.005699021,487.24,184.885169,0.000322489,0.006324383
-7.53,613.66,425.1190856,0.045937638,0.294597071,622.82,403.1914769,0.083373577,0.429968355,602.19,371.8985524,0.07898477,0.419345656,546.85,311.0904925,0.033613954,0.209294326,503.06,245.6147716,0.028239974,0.152716239,458.7,187.5046074,0.022700165,0.097754563,561.19,384.1030709,0.006837147,0.093202005,585.86,382.0287185,0.025718514,0.209933406,574.47,364.5460113,0.028195503,0.221510145,538.88,310.6652587,0.011420394,0.131938104,500.7,237.2079946,0.004142934,0.028262276,467.85,189.8210126,0.00395329,0.020824784,564.97,380.8371637,0.000885342,0.027486736,554.36,323.22427,0.001083008,0.031682612,548.57,297.451556,0.000658293,0.021246938,539.66,275.4054309,0.000843756,0.022193275,519.41,233.8537708,0.000322106,0.005926679,488.18,185.5257027,0.000329475,0.00661368
-7.5,617.23,426.8864073,0.047416944,0.300405669,624.88,403.9525595,0.084411758,0.432557882,603.58,372.7803304,0.079382034,0.420576215,547.94,311.8046872,0.03378674,0.212153304,504.21,246.6964812,0.028408474,0.153612268,459.59,188.142207,0.022905578,0.099705867,564.78,386.4501087,0.007074879,0.09531205,588.15,383.0321636,0.02616671,0.212238361,575.71,365.0255951,0.02835788,0.222371287,539.99,311.3178092,0.011528831,0.133077456,502.02,238.2753318,0.004161266,0.028297644,468.85,190.6898375,0.00400142,0.021692253,567.46,382.19899,0.000913356,0.027953561,556.32,324.5169259,0.001112234,0.032266461,550.42,298.725126,0.000675223,0.021516973,541.22,276.4380087,0.000854327,0.022387136,520.67,234.6659302,0.000328745,0.006152141,489.13,186.164637,0.000336581,0.006904014
-7.47,620.79,428.5864921,0.048918065,0.306188578,626.95,404.6941276,0.085432063,0.435130535,604.98,373.6440917,0.079776607,0.421797231,549.03,312.5143007,0.033944233,0.214915717,505.35,247.7486839,0.028573136,0.15451459,460.48,188.7802298,0.023115435,0.101676125,568.22,388.7280942,0.007326513,0.097511059,590.43,384.0385916,0.026608954,0.214490889,576.96,365.5070905,0.028519559,0.223238172,541.11,311.9704064,0.01164042,0.134207758,503.31,239.3453811,0.004182376,0.028358478,469.84,191.5633421,0.004052698,0.02262462,569.95,383.5472823,0.000942088,0.028434415,558.28,325.8077189,0.001141864,0.032847996,552.26,300.0005416,0.000692452,0.021785797,542.78,277.4689502,0.000864917,0.022577903,521.93,235.4778014,0.000335519,0.0063814,490.07,186.8024133,0.000343911,0.007207426
-7.44,624.36,430.2297684,0.050444978,0.311974055,629.01,405.4184523,0.086439616,0.437689661,606.37,374.4937039,0.080166546,0.422997442,550.13,313.2246271,0.034087842,0.217581305,506.49,248.7720218,0.028734674,0.155432814,461.37,189.4192195,0.023328689,0.103655571,571.67,390.9435381,0.007590669,0.099782427,592.71,385.0473506,0.027045884,0.21669511,578.2,365.9902195,0.028680655,0.224109968,542.22,312.6229484,0.011754822,0.135329098,504.61,240.4173706,0.004205979,0.028442148,470.83,192.4405471,0.004106794,0.023607713,572.44,384.8764212,0.000972003,0.028942956,560.24,327.0988174,0.001172159,0.033432765,554.11,301.2825264,0.000710175,0.02205487,544.34,278.4996906,0.000875539,0.022764719,523.19,236.2910276,0.000342518,0.006622279,491.02,187.4396476,0.000351605,0.007539635
-7.41,627.93,431.821593,0.052003985,0.317799016,631.08,406.1262447,0.087438222,0.44023866,607.77,375.3317972,0.080549529,0.424164352,551.22,313.941003,0.034217653,0.220144063,507.64,249.7648437,0.028893491,0.15637813,462.26,190.0599854,0.02354464,0.105639449,575.11,393.1061749,0.007865176,0.102102287,594.98,386.0573758,0.027478531,0.218856567,579.45,366.4745451,0.028841383,0.224985505,543.34,313.2752817,0.011871487,0.136441397,505.9,241.4900885,0.004231621,0.028544567,471.81,193.3198573,0.004163168,0.024622041,574.93,386.1796544,0.001003662,0.029495248,562.2,328.3927851,0.001203436,0.034027229,555.96,302.57676,0.000728626,0.022325905,545.9,279.5319555,0.000886208,0.022946546,524.45,237.1075929,0.000349848,0.00688361,491.97,188.0770817,0.000359839,0.00791825
-7.38,631.49,433.3630378,0.05360226,0.32370167,633.14,406.8170059,0.088430238,0.442780555,609.16,376.1597882,0.08092325,0.425286141,552.31,314.6680957,0.034332787,0.222595007,508.78,250.7240797,0.029049717,0.15736139,463.15,190.703407,0.023762926,0.107627091,578.55,395.2258952,0.008147901,0.104447426,597.26,387.0674353,0.027908031,0.220980588,580.69,366.9596065,0.029002083,0.225863977,544.46,313.9273263,0.011989816,0.137544332,507.19,242.5623141,0.004258831,0.02866172,472.8,194.1994514,0.004221236,0.025648156,577.42,387.4503777,0.001037622,0.030106589,564.16,329.6921032,0.001236007,0.034637585,557.8,303.8888361,0.000748039,0.022600565,547.46,280.5674541,0.000896939,0.023122364,525.71,237.9294624,0.000357613,0.007173481,492.91,188.7154577,0.000368785,0.008359037
-7.35,635.06,434.8534763,0.05524559,0.329711105,635.21,407.4899255,0.089416969,0.445317547,610.55,376.978335,0.081285944,0.426353982,553.4,315.4091842,0.034432289,0.224927018,509.92,251.64695,0.029203369,0.158390622,464.05,191.3501252,0.023983362,0.109619228,582,397.3097477,0.008437597,0.106802867,599.54,388.076325,0.028335355,0.22307063,581.93,367.4450331,0.029163263,0.226745736,545.58,314.5792131,0.012109303,0.138637212,508.49,243.6332483,0.004287277,0.028791238,473.79,195.0776147,0.004280518,0.026671282,579.91,388.6838222,0.0010743,0.030787359,566.12,330.9985416,0.001270106,0.035268207,559.65,305.2228603,0.000768589,0.02288005,549.02,281.6074595,0.000907743,0.023291444,526.97,238.7580924,0.000365893,0.007497005,493.86,189.3553372,0.000378571,0.008871271
-7.32,638.45,436.2933571,0.056936335,0.335838676,637.21,408.1447823,0.090399232,0.447850689,611.9,377.7878816,0.081636818,0.427363809,554.59,316.1656573,0.034516069,0.227139399,510.89,252.5326145,0.02935453,0.159469032,464.94,192.0002334,0.024205732,0.111614962,585.44,399.359852,0.008734543,0.10916698,601.82,389.0829542,0.028761139,0.225127072,583.18,367.9306076,0.02932568,0.227632967,546.7,315.2314061,0.012229631,0.13971882,509.78,244.7028216,0.004316867,0.028933565,474.78,195.9529093,0.004340733,0.027683901,582.25,389.8784908,0.001113852,0.031539554,568.17,332.3126272,0.00130582,0.03592034,561.68,306.580232,0.000790339,0.02316475,550.69,282.6524383,0.000918624,0.023453585,528.24,239.5940001,0.000374719,0.007854534,494.8,189.9969376,0.000389246,0.00945417
-7.29,641.85,437.6857057,0.058672687,0.34207604,639.21,408.782344,0.091377834,0.450379833,613.24,378.5889947,0.081976134,0.428316474,555.77,316.9369907,0.034585469,0.229239843,511.87,253.38289,0.029503478,0.160594592,465.83,192.6530825,0.024429599,0.113609691,588.89,401.3726836,0.009040803,0.111552975,604.09,390.086338,0.029185636,0.227146776,584.42,368.4162767,0.02949039,0.228530022,547.82,315.8847654,0.012350685,0.140787308,511.07,245.7718075,0.004347793,0.029092407,475.76,196.8241864,0.004401834,0.028686018,584.6,391.0366673,0.001156124,0.032355683,570.22,333.6334693,0.001343062,0.036591658,563.72,307.959179,0.000813225,0.02345412,552.36,283.7019031,0.000929579,0.023609203,529.52,240.4365949,0.000384059,0.008241256,495.74,190.6400601,0.000400762,0.010096299
