cm,K,K,m/s,m/s,m/s,m/s
r,T_mean,T_rms,u_mean,u_rms,v_mean,v_rms
-0.2081E+02,0.3050E+03,0.4050E+02,0.3926E-01,0.1080E+00,0.1334E+00,0.1455E+00
-0.2010E+02,0.3149E+03,0.9743E+02,0.5833E-01,0.1169E+00,0.1343E+00,0.1615E+00
-0.1944E+02,0.3306E+03,0.1627E+03,0.6020E-01,0.1259E+00,0.1421E+00,0.1810E+00
-0.1883E+02,0.3453E+03,0.2057E+03,0.8313E-01,0.1457E+00,0.1383E+00,0.2016E+00
-0.1827E+02,0.3635E+03,0.2418E+03,0.9269E-01,0.1655E+00,0.1422E+00,0.2254E+00
-0.1775E+02,0.3880E+03,0.2871E+03,0.1187E+00,0.1828E+00,0.1372E+00,0.2448E+00
-0.1725E+02,0.4115E+03,0.3206E+03,0.1381E+00,0.2004E+00,0.1398E+00,0.2649E+00
-0.1675E+02,0.4356E+03,0.3527E+03,0.1736E+00,0.2248E+00,0.1296E+00,0.2861E+00
-0.1625E+02,0.4587E+03,0.3808E+03,0.2059E+00,0.2539E+00,0.1284E+00,0.3114E+00
-0.1575E+02,0.4767E+03,0.3920E+03,0.2513E+00,0.2921E+00,0.1159E+00,0.3363E+00
-0.1525E+02,0.5024E+03,0.4108E+03,0.2922E+00,0.3296E+00,0.1121E+00,0.3614E+00
-0.1475E+02,0.5254E+03,0.4273E+03,0.3473E+00,0.3619E+00,0.9948E-01,0.3823E+00
-0.1425E+02,0.5436E+03,0.4374E+03,0.3948E+00,0.3931E+00,0.9584E-01,0.4028E+00
-0.1375E+02,0.5588E+03,0.4466E+03,0.4509E+00,0.4227E+00,0.8364E-01,0.4203E+00
-0.1325E+02,0.5740E+03,0.4566E+03,0.4982E+00,0.4481E+00,0.8096E-01,0.4368E+00
-0.1275E+02,0.5929E+03,0.4669E+03,0.5495E+00,0.4744E+00,0.7148E-01,0.4494E+00
-0.1225E+02,0.6156E+03,0.4809E+03,0.5971E+00,0.4921E+00,0.7031E-01,0.4584E+00
-0.1175E+02,0.6347E+03,0.4936E+03,0.6514E+00,0.5132E+00,0.6414E-01,0.4628E+00
-0.1125E+02,0.6538E+03,0.5062E+03,0.7036E+00,0.5478E+00,0.6564E-01,0.4636E+00
-0.1075E+02,0.6744E+03,0.5188E+03,0.7586E+00,0.5911E+00,0.6164E-01,0.4615E+00
-0.1025E+02,0.6944E+03,0.5275E+03,0.8075E+00,0.6319E+00,0.6389E-01,0.4556E+00
-0.9750E+01,0.7162E+03,0.5341E+03,0.8630E+00,0.6653E+00,0.6233E-01,0.4472E+00
-0.9250E+01,0.7392E+03,0.5418E+03,0.9162E+00,0.6964E+00,0.6634E-01,0.4381E+00
-0.8750E+01,0.7572E+03,0.5441E+03,0.9703E+00,0.7223E+00,0.6331E-01,0.4261E+00
-0.8250E+01,0.7730E+03,0.5446E+03,0.1016E+01,0.7415E+00,0.6371E-01,0.4123E+00
-0.7750E+01,0.7955E+03,0.5453E+03,0.1066E+01,0.7558E+00,0.6188E-01,0.3974E+00
-0.7250E+01,0.8309E+03,0.5493E+03,0.1139E+01,0.7673E+00,0.6395E-01,0.3866E+00
-0.6750E+01,0.8785E+03,0.5559E+03,0.1228E+01,0.7969E+00,0.5436E-01,0.3807E+00
-0.6250E+01,0.9251E+03,0.5612E+03,0.1322E+01,0.8354E+00,0.4074E-01,0.3779E+00
-0.5750E+01,0.9788E+03,0.5555E+03,0.1410E+01,0.8699E+00,0.2708E-01,0.3749E+00
-0.5250E+01,0.1046E+04,0.5546E+03,0.1499E+01,0.8914E+00,0.1493E-01,0.3666E+00
-0.4750E+01,0.1103E+04,0.5489E+03,0.1590E+01,0.8974E+00,0.2685E-02,0.3587E+00
-0.4250E+01,0.1154E+04,0.5285E+03,0.1675E+01,0.8983E+00,-0.2987E-02,0.3467E+00
-0.3750E+01,0.1208E+04,0.4996E+03,0.1755E+01,0.8966E+00,-0.6357E-02,0.3321E+00
-0.3250E+01,0.1267E+04,0.4662E+03,0.1826E+01,0.8905E+00,-0.5405E-02,0.3072E+00
-0.2750E+01,0.1325E+04,0.4262E+03,0.1897E+01,0.8722E+00,0.9462E-02,0.2638E+00
-0.2250E+01,0.1382E+04,0.3714E+03,0.1972E+01,0.8341E+00,0.3703E-01,0.2183E+00
-0.1750E+01,0.1425E+04,0.3067E+03,0.2038E+01,0.7792E+00,0.6884E-01,0.1700E+00
-0.1250E+01,0.1404E+04,0.2832E+03,0.2076E+01,0.7161E+00,0.8278E-01,0.1313E+00
-0.7500E+00,0.1326E+04,0.2913E+03,0.2065E+01,0.6664E+00,0.5453E-01,0.1044E+00
-0.2500E+00,0.1251E+04,0.2926E+03,0.2039E+01,0.6470E+00,0.7327E-02,0.8997E-01
0.2500E+00,0.1247E+04,0.2893E+03,0.2046E+01,0.6408E+00,-0.1683E-01,0.8606E-01
0.7500E+00,0.1319E+04,0.2921E+03,0.2081E+01,0.6427E+00,-0.5782E-01,0.9701E-01
0.1250E+01,0.1397E+04,0.2753E+03,0.2092E+01,0.6788E+00,-0.9118E-01,0.1238E+00
0.1750E+01,0.1413E+04,0.2975E+03,0.2043E+01,0.7540E+00,-0.8062E-01,0.1669E+00
0.2250E+01,0.1374E+04,0.3812E+03,0.1966E+01,0.8283E+00,-0.4457E-01,0.2145E+00
0.2750E+01,0.1327E+04,0.4375E+03,0.1890E+01,0.8765E+00,-0.9468E-02,0.2593E+00
0.3250E+01,0.1274E+04,0.4695E+03,0.1817E+01,0.8972E+00,0.9097E-02,0.3067E+00
0.3750E+01,0.1213E+04,0.4996E+03,0.1744E+01,0.9037E+00,0.1421E-01,0.3381E+00
0.4250E+01,0.1161E+04,0.5269E+03,0.1664E+01,0.9013E+00,0.1238E-01,0.3553E+00
0.4750E+01,0.1107E+04,0.5458E+03,0.1579E+01,0.8888E+00,0.7010E-02,0.3670E+00
0.5250E+01,0.1048E+04,0.5565E+03,0.1486E+01,0.8857E+00,-0.5299E-02,0.3742E+00
0.5750E+01,0.9828E+03,0.5618E+03,0.1399E+01,0.8737E+00,-0.1924E-01,0.3773E+00
0.6250E+01,0.9216E+03,0.5586E+03,0.1310E+01,0.8396E+00,-0.3792E-01,0.3771E+00
0.6750E+01,0.8662E+03,0.5557E+03,0.1211E+01,0.8054E+00,-0.4946E-01,0.3755E+00
0.7250E+01,0.8246E+03,0.5506E+03,0.1126E+01,0.7752E+00,-0.5699E-01,0.3818E+00
0.7750E+01,0.7953E+03,0.5449E+03,0.1062E+01,0.7569E+00,-0.5768E-01,0.3935E+00
0.8250E+01,0.7759E+03,0.5452E+03,0.1013E+01,0.7435E+00,-0.6108E-01,0.4086E+00
0.8750E+01,0.7603E+03,0.5479E+03,0.9690E+00,0.7286E+00,-0.5852E-01,0.4264E+00
0.9250E+01,0.7462E+03,0.5472E+03,0.9257E+00,0.7017E+00,-0.5871E-01,0.4444E+00
0.9750E+01,0.7299E+03,0.5433E+03,0.8756E+00,0.6742E+00,-0.5344E-01,0.4568E+00
0.1025E+02,0.7079E+03,0.5349E+03,0.8182E+00,0.6420E+00,-0.5493E-01,0.4653E+00
0.1075E+02,0.6886E+03,0.5295E+03,0.7664E+00,0.5993E+00,-0.5332E-01,0.4714E+00
0.1125E+02,0.6677E+03,0.5204E+03,0.7131E+00,0.5567E+00,-0.5549E-01,0.4748E+00
0.1175E+02,0.6503E+03,0.5104E+03,0.6655E+00,0.5247E+00,-0.5309E-01,0.4760E+00
0.1225E+02,0.6337E+03,0.5012E+03,0.6158E+00,0.5032E+00,-0.6062E-01,0.4725E+00
0.1275E+02,0.6138E+03,0.4921E+03,0.5720E+00,0.4821E+00,-0.6329E-01,0.4622E+00
0.1325E+02,0.5954E+03,0.4796E+03,0.5217E+00,0.4536E+00,-0.7451E-01,0.4493E+00
0.1375E+02,0.5805E+03,0.4687E+03,0.4750E+00,0.4238E+00,-0.7999E-01,0.4331E+00
0.1425E+02,0.5671E+03,0.4617E+03,0.4184E+00,0.3900E+00,-0.9378E-01,0.4148E+00
0.1475E+02,0.5476E+03,0.4470E+03,0.3657E+00,0.3544E+00,-0.1010E+00,0.3932E+00
0.1525E+02,0.5204E+03,0.4245E+03,0.3044E+00,0.3192E+00,-0.1156E+00,0.3707E+00
0.1575E+02,0.4918E+03,0.4026E+03,0.2595E+00,0.2820E+00,-0.1216E+00,0.3457E+00
0.1625E+02,0.4688E+03,0.3860E+03,0.2103E+00,0.2477E+00,-0.1347E+00,0.3196E+00
0.1675E+02,0.4437E+03,0.3584E+03,0.1757E+00,0.2207E+00,-0.1374E+00,0.2924E+00
0.1725E+02,0.4146E+03,0.3209E+03,0.1374E+00,0.1994E+00,-0.1470E+00,0.2703E+00
0.1775E+02,0.3834E+03,0.2723E+03,0.1169E+00,0.1849E+00,-0.1433E+00,0.2497E+00
0.1827E+02,0.3596E+03,0.2348E+03,0.9184E-01,0.1680E+00,-0.1463E+00,0.2292E+00
0.1883E+02,0.3439E+03,0.2070E+03,0.8262E-01,0.1461E+00,-0.1406E+00,0.2035E+00
0.1944E+02,0.3310E+03,0.1668E+03,0.5984E-01,0.1239E+00,-0.1441E+00,0.1810E+00
0.2010E+02,0.3145E+03,0.9108E+02,0.5804E-01,0.1148E+00,-0.1357E+00,0.1605E+00
0.2081E+02,0.3042E+03,0.2908E+02,0.3915E-01,0.1061E+00,-0.1345E+00,0.1441E+00
