cm,K,K,m/s,m/s,m/s,m/s
r,T_mean,T_rms,u_mean,u_rms,v_mean,v_rms
-0.2081E+02,0.3878E+03,0.2498E+03,0.2523E+00,0.4328E+00,0.1059E+00,0.3196E+00
-0.2010E+02,0.4017E+03,0.2731E+03,0.2983E+00,0.4710E+00,0.1008E+00,0.3394E+00
-0.1944E+02,0.4150E+03,0.2910E+03,0.3388E+00,0.5002E+00,0.1021E+00,0.3549E+00
-0.1883E+02,0.4235E+03,0.3015E+03,0.3773E+00,0.5250E+00,0.1011E+00,0.3646E+00
-0.1827E+02,0.4302E+03,0.3091E+03,0.4147E+00,0.5491E+00,0.1006E+00,0.3705E+00
-0.1775E+02,0.4376E+03,0.3169E+03,0.4514E+00,0.5713E+00,0.1009E+00,0.3754E+00
-0.1725E+02,0.4450E+03,0.3236E+03,0.4868E+00,0.5902E+00,0.1005E+00,0.3799E+00
-0.1675E+02,0.4541E+03,0.3311E+03,0.5260E+00,0.6054E+00,0.1023E+00,0.3859E+00
-0.1625E+02,0.4669E+03,0.3438E+03,0.5703E+00,0.6160E+00,0.1036E+00,0.3922E+00
-0.1575E+02,0.4790E+03,0.3587E+03,0.6168E+00,0.6273E+00,0.1060E+00,0.3989E+00
-0.1525E+02,0.4883E+03,0.3682E+03,0.6625E+00,0.6385E+00,0.1086E+00,0.4030E+00
-0.1475E+02,0.4957E+03,0.3747E+03,0.7103E+00,0.6511E+00,0.1116E+00,0.4080E+00
-0.1425E+02,0.5016E+03,0.3771E+03,0.7605E+00,0.6684E+00,0.1142E+00,0.4178E+00
-0.1375E+02,0.5073E+03,0.3770E+03,0.8139E+00,0.6863E+00,0.1138E+00,0.4259E+00
-0.1325E+02,0.5129E+03,0.3754E+03,0.8683E+00,0.7038E+00,0.1132E+00,0.4385E+00
-0.1275E+02,0.5175E+03,0.3750E+03,0.9239E+00,0.7269E+00,0.1110E+00,0.4498E+00
-0.1225E+02,0.5242E+03,0.3770E+03,0.9772E+00,0.7468E+00,0.1088E+00,0.4667E+00
-0.1175E+02,0.5329E+03,0.3798E+03,0.1028E+01,0.7604E+00,0.1031E+00,0.4835E+00
-0.1125E+02,0.5443E+03,0.3865E+03,0.1080E+01,0.7707E+00,0.9985E-01,0.4988E+00
-0.1075E+02,0.5563E+03,0.3981E+03,0.1134E+01,0.7861E+00,0.9241E-01,0.5112E+00
-0.1025E+02,0.5682E+03,0.4138E+03,0.1185E+01,0.8047E+00,0.8708E-01,0.5219E+00
-0.9750E+01,0.5797E+03,0.4259E+03,0.1227E+01,0.8241E+00,0.7878E-01,0.5323E+00
-0.9250E+01,0.5943E+03,0.4349E+03,0.1273E+01,0.8402E+00,0.7283E-01,0.5443E+00
-0.8750E+01,0.6140E+03,0.4457E+03,0.1325E+01,0.8614E+00,0.6766E-01,0.5540E+00
-0.8250E+01,0.6345E+03,0.4553E+03,0.1387E+01,0.8809E+00,0.6274E-01,0.5571E+00
-0.7750E+01,0.6525E+03,0.4598E+03,0.1451E+01,0.8916E+00,0.5120E-01,0.5499E+00
-0.7250E+01,0.6663E+03,0.4637E+03,0.1516E+01,0.8985E+00,0.4103E-01,0.5413E+00
-0.6750E+01,0.6818E+03,0.4683E+03,0.1589E+01,0.9063E+00,0.3419E-01,0.5314E+00
-0.6250E+01,0.7002E+03,0.4724E+03,0.1675E+01,0.9233E+00,0.2438E-01,0.5190E+00
-0.5750E+01,0.7217E+03,0.4782E+03,0.1783E+01,0.9461E+00,0.2039E-01,0.5100E+00
-0.5250E+01,0.7460E+03,0.4807E+03,0.1889E+01,0.9617E+00,0.1354E-01,0.4978E+00
-0.4750E+01,0.7744E+03,0.4783E+03,0.2010E+01,0.9978E+00,0.5990E-02,0.4853E+00
-0.4250E+01,0.8138E+03,0.4806E+03,0.2159E+01,0.1067E+01,-0.1785E-02,0.4745E+00
-0.3750E+01,0.8655E+03,0.4866E+03,0.2325E+01,0.1154E+01,-0.6207E-02,0.4558E+00
-0.3250E+01,0.9269E+03,0.4897E+03,0.2507E+01,0.1241E+01,-0.1468E-01,0.4247E+00
-0.2750E+01,0.9992E+03,0.4810E+03,0.2714E+01,0.1286E+01,-0.2412E-01,0.3800E+00
-0.2250E+01,0.1084E+04,0.4635E+03,0.2934E+01,0.1294E+01,-0.2370E-01,0.3353E+00
-0.1750E+01,0.1185E+04,0.4274E+03,0.3173E+01,0.1294E+01,-0.7076E-02,0.2968E+00
-0.1250E+01,0.1296E+04,0.3780E+03,0.3427E+01,0.1301E+01,0.1149E-01,0.2638E+00
-0.7500E+00,0.1365E+04,0.3385E+03,0.3656E+01,0.1305E+01,0.1561E-01,0.2439E+00
-0.2500E+00,0.1388E+04,0.3206E+03,0.3802E+01,0.1306E+01,-0.5615E-03,0.2330E+00
0.2500E+00,0.1384E+04,0.3266E+03,0.3804E+01,0.1311E+01,-0.1498E-01,0.2312E+00
0.7500E+00,0.1355E+04,0.3515E+03,0.3653E+01,0.1315E+01,-0.2724E-01,0.2353E+00
0.1250E+01,0.1286E+04,0.3985E+03,0.3411E+01,0.1311E+01,-0.1641E-01,0.2503E+00
0.1750E+01,0.1184E+04,0.4413E+03,0.3165E+01,0.1300E+01,0.1166E-01,0.2857E+00
0.2250E+01,0.1085E+04,0.4662E+03,0.2934E+01,0.1290E+01,0.3268E-01,0.3287E+00
0.2750E+01,0.9992E+03,0.4800E+03,0.2717E+01,0.1257E+01,0.3732E-01,0.3717E+00
0.3250E+01,0.9275E+03,0.4865E+03,0.2507E+01,0.1200E+01,0.3425E-01,0.4102E+00
0.3750E+01,0.8672E+03,0.4886E+03,0.2314E+01,0.1131E+01,0.2694E-01,0.4349E+00
0.4250E+01,0.8214E+03,0.4890E+03,0.2145E+01,0.1066E+01,0.1499E-01,0.4595E+00
0.4750E+01,0.7814E+03,0.4849E+03,0.2010E+01,0.1004E+01,0.5309E-02,0.4834E+00
0.5250E+01,0.7489E+03,0.4824E+03,0.1890E+01,0.9607E+00,-0.6017E-02,0.5038E+00
0.5750E+01,0.7223E+03,0.4757E+03,0.1787E+01,0.9370E+00,-0.1568E-01,0.5198E+00
0.6250E+01,0.6997E+03,0.4709E+03,0.1690E+01,0.9168E+00,-0.2655E-01,0.5369E+00
0.6750E+01,0.6836E+03,0.4699E+03,0.1605E+01,0.9081E+00,-0.3986E-01,0.5527E+00
0.7250E+01,0.6716E+03,0.4710E+03,0.1539E+01,0.9046E+00,-0.4918E-01,0.5589E+00
0.7750E+01,0.6592E+03,0.4721E+03,0.1478E+01,0.9019E+00,-0.5527E-01,0.5622E+00
0.8250E+01,0.6443E+03,0.4704E+03,0.1419E+01,0.8895E+00,-0.6208E-01,0.5655E+00
0.8750E+01,0.6287E+03,0.4637E+03,0.1360E+01,0.8641E+00,-0.6746E-01,0.5623E+00
0.9250E+01,0.6102E+03,0.4494E+03,0.1305E+01,0.8466E+00,-0.7290E-01,0.5560E+00
0.9750E+01,0.5938E+03,0.4366E+03,0.1257E+01,0.8310E+00,-0.7818E-01,0.5471E+00
0.1025E+02,0.5808E+03,0.4243E+03,0.1211E+01,0.8080E+00,-0.8323E-01,0.5373E+00
0.1075E+02,0.5691E+03,0.4096E+03,0.1166E+01,0.7808E+00,-0.8812E-01,0.5286E+00
0.1125E+02,0.5591E+03,0.4003E+03,0.1121E+01,0.7666E+00,-0.9357E-01,0.5200E+00
0.1175E+02,0.5490E+03,0.3957E+03,0.1073E+01,0.7558E+00,-0.9781E-01,0.5062E+00
0.1225E+02,0.5406E+03,0.3928E+03,0.1019E+01,0.7315E+00,-0.1053E+00,0.4935E+00
0.1275E+02,0.5317E+03,0.3878E+03,0.9587E+00,0.7130E+00,-0.1083E+00,0.4804E+00
0.1325E+02,0.5235E+03,0.3852E+03,0.9045E+00,0.6952E+00,-0.1092E+00,0.4700E+00
0.1375E+02,0.5181E+03,0.3830E+03,0.8499E+00,0.6765E+00,-0.1104E+00,0.4604E+00
0.1425E+02,0.5128E+03,0.3791E+03,0.7960E+00,0.6580E+00,-0.1072E+00,0.4504E+00
0.1475E+02,0.5064E+03,0.3738E+03,0.7463E+00,0.6383E+00,-0.1057E+00,0.4439E+00
0.1525E+02,0.4992E+03,0.3667E+03,0.6952E+00,0.6190E+00,-0.1030E+00,0.4368E+00
0.1575E+02,0.4897E+03,0.3563E+03,0.6470E+00,0.6038E+00,-0.9894E-01,0.4282E+00
0.1625E+02,0.4794E+03,0.3430E+03,0.6037E+00,0.5920E+00,-0.9568E-01,0.4200E+00
0.1675E+02,0.4686E+03,0.3334E+03,0.5641E+00,0.5834E+00,-0.9162E-01,0.4123E+00
0.1725E+02,0.4584E+03,0.3268E+03,0.5260E+00,0.5734E+00,-0.8654E-01,0.4033E+00
0.1775E+02,0.4482E+03,0.3201E+03,0.4869E+00,0.5621E+00,-0.8467E-01,0.3949E+00
0.1827E+02,0.4390E+03,0.3162E+03,0.4453E+00,0.5482E+00,-0.8437E-01,0.3873E+00
0.1883E+02,0.4295E+03,0.3089E+03,0.4028E+00,0.5296E+00,-0.8516E-01,0.3768E+00
0.1944E+02,0.4174E+03,0.2930E+03,0.3572E+00,0.5086E+00,-0.8782E-01,0.3598E+00
0.2010E+02,0.4002E+03,0.2659E+03,0.3090E+00,0.4732E+00,-0.8948E-01,0.3377E+00
0.2081E+02,0.3813E+03,0.2350E+03,0.2576E+00,0.4281E+00,-0.9442E-01,0.3121E+00
