cm,K,K,m/s,m/s,m/s,m/s
r,T_mean,T_rms,u_mean,u_rms,v_mean,v_rms
-0.2081E+02,0.3000E+03,-0.5290E-03,0.3768E-01,0.5800E-01,0.1192E+00,0.7009E-01
-0.2010E+02,0.3000E+03,0.4467E+00,0.8798E-01,0.6897E-01,0.1386E+00,0.8318E-01
-0.1944E+02,0.3000E+03,-0.1007E+00,0.3827E-01,0.6754E-01,0.1308E+00,0.9072E-01
-0.1883E+02,0.3000E+03,0.5460E+00,0.9133E-01,0.8179E-01,0.1547E+00,0.9573E-01
-0.1827E+02,0.3002E+03,0.8229E+00,0.4890E-01,0.8382E-01,0.1567E+00,0.1084E+00
-0.1775E+02,0.3004E+03,0.3098E+01,0.8967E-01,0.9678E-01,0.1672E+00,0.1145E+00
-0.1725E+02,0.3018E+03,0.1253E+02,0.5793E-01,0.9974E-01,0.1794E+00,0.1283E+00
-0.1675E+02,0.3049E+03,0.3443E+02,0.9277E-01,0.1121E+00,0.1816E+00,0.1378E+00
-0.1625E+02,0.3139E+03,0.8916E+02,0.7083E-01,0.1138E+00,0.2011E+00,0.1528E+00
-0.1575E+02,0.3254E+03,0.1382E+03,0.1037E+00,0.1259E+00,0.1962E+00,0.1658E+00
-0.1525E+02,0.3410E+03,0.1766E+03,0.9752E-01,0.1376E+00,0.2176E+00,0.1861E+00
-0.1475E+02,0.3619E+03,0.2130E+03,0.1368E+00,0.1654E+00,0.2062E+00,0.2046E+00
-0.1425E+02,0.3914E+03,0.2526E+03,0.1541E+00,0.1949E+00,0.2224E+00,0.2291E+00
-0.1375E+02,0.4352E+03,0.3087E+03,0.2099E+00,0.2258E+00,0.2007E+00,0.2497E+00
-0.1325E+02,0.4925E+03,0.3756E+03,0.2584E+00,0.2600E+00,0.2052E+00,0.2748E+00
-0.1275E+02,0.5510E+03,0.4291E+03,0.3314E+00,0.3017E+00,0.1777E+00,0.2981E+00
-0.1225E+02,0.6068E+03,0.4709E+03,0.3906E+00,0.3406E+00,0.1818E+00,0.3169E+00
-0.1175E+02,0.6489E+03,0.4930E+03,0.4467E+00,0.3728E+00,0.1658E+00,0.3287E+00
-0.1125E+02,0.6809E+03,0.4962E+03,0.4865E+00,0.3984E+00,0.1747E+00,0.3333E+00
-0.1075E+02,0.7033E+03,0.4982E+03,0.5288E+00,0.4275E+00,0.1602E+00,0.3378E+00
-0.1025E+02,0.7206E+03,0.4979E+03,0.5634E+00,0.4528E+00,0.1608E+00,0.3375E+00
-0.9750E+01,0.7385E+03,0.5013E+03,0.5998E+00,0.4764E+00,0.1444E+00,0.3379E+00
-0.9250E+01,0.7681E+03,0.5106E+03,0.6356E+00,0.4955E+00,0.1409E+00,0.3325E+00
-0.8750E+01,0.8172E+03,0.5231E+03,0.6804E+00,0.5068E+00,0.1336E+00,0.3282E+00
-0.8250E+01,0.8799E+03,0.5365E+03,0.7329E+00,0.5150E+00,0.1397E+00,0.3205E+00
-0.7750E+01,0.9326E+03,0.5393E+03,0.7827E+00,0.5206E+00,0.1397E+00,0.3130E+00
-0.7250E+01,0.9737E+03,0.5258E+03,0.8253E+00,0.5209E+00,0.1470E+00,0.3017E+00
-0.6750E+01,0.1019E+04,0.5028E+03,0.8689E+00,0.5171E+00,0.1519E+00,0.2923E+00
-0.6250E+01,0.1075E+04,0.4884E+03,0.9163E+00,0.5128E+00,0.1567E+00,0.2834E+00
-0.5750E+01,0.1126E+04,0.4727E+03,0.9590E+00,0.5093E+00,0.1551E+00,0.2798E+00
-0.5250E+01,0.1178E+04,0.4475E+03,0.1000E+01,0.4985E+00,0.1590E+00,0.2816E+00
-0.4750E+01,0.1235E+04,0.4224E+03,0.1036E+01,0.4901E+00,0.1613E+00,0.2831E+00
-0.4250E+01,0.1277E+04,0.4069E+03,0.1059E+01,0.4865E+00,0.1622E+00,0.2781E+00
-0.3750E+01,0.1302E+04,0.3907E+03,0.1063E+01,0.4838E+00,0.1572E+00,0.2676E+00
-0.3250E+01,0.1311E+04,0.3761E+03,0.1056E+01,0.4758E+00,0.1579E+00,0.2461E+00
-0.2750E+01,0.1318E+04,0.3557E+03,0.1045E+01,0.4608E+00,0.1639E+00,0.2191E+00
-0.2250E+01,0.1324E+04,0.3299E+03,0.1041E+01,0.4295E+00,0.1722E+00,0.1849E+00
-0.1750E+01,0.1314E+04,0.3040E+03,0.1050E+01,0.3836E+00,0.1640E+00,0.1443E+00
-0.1250E+01,0.1264E+04,0.2985E+03,0.1051E+01,0.3490E+00,0.1322E+00,0.1050E+00
-0.7500E+00,0.1152E+04,0.2726E+03,0.1011E+01,0.3427E+00,0.7153E-01,0.7554E-01
-0.2500E+00,0.1065E+04,0.2375E+03,0.9676E+00,0.3420E+00,0.6346E-02,0.6106E-01
