cm,K,K,m/s,m/s,m/s,m/s
0.2500E+00,0.1067E+04,0.2425E+03,0.9701E+00,0.3487E+00,-0.1983E-01,0.5284E-01
0.7500E+00,0.1150E+04,0.2832E+03,0.1015E+01,0.3592E+00,-0.7456E-01,0.6270E-01
0.1250E+01,0.1252E+04,0.3013E+03,0.1057E+01,0.3619E+00,-0.1353E+00,0.9402E-01
0.1750E+01,0.1310E+04,0.3104E+03,0.1061E+01,0.3787E+00,-0.1718E+00,0.1388E+00
0.2250E+01,0.1323E+04,0.3221E+03,0.1050E+01,0.4082E+00,-0.1846E+00,0.1826E+00
0.2750E+01,0.1311E+04,0.3447E+03,0.1044E+01,0.4424E+00,-0.1730E+00,0.2156E+00
0.3250E+01,0.1304E+04,0.3676E+03,0.1047E+01,0.4698E+00,-0.1599E+00,0.2436E+00
0.3750E+01,0.1292E+04,0.3876E+03,0.1050E+01,0.4917E+00,-0.1520E+00,0.2656E+00
0.4250E+01,0.1261E+04,0.4110E+03,0.1042E+01,0.5037E+00,-0.1541E+00,0.2756E+00
0.4750E+01,0.1216E+04,0.4338E+03,0.1018E+01,0.5103E+00,-0.1524E+00,0.2817E+00
0.5250E+01,0.1169E+04,0.4547E+03,0.9831E+00,0.5149E+00,-0.1521E+00,0.2815E+00
0.5750E+01,0.1119E+04,0.4777E+03,0.9412E+00,0.5238E+00,-0.1501E+00,0.2800E+00
0.6250E+01,0.1061E+04,0.4917E+03,0.8977E+00,0.5295E+00,-0.1505E+00,0.2815E+00
0.6750E+01,0.1002E+04,0.5085E+03,0.8531E+00,0.5293E+00,-0.1447E+00,0.2884E+00
0.7250E+01,0.9596E+03,0.5280E+03,0.8124E+00,0.5272E+00,-0.1414E+00,0.2980E+00
0.7750E+01,0.9284E+03,0.5433E+03,0.7729E+00,0.5252E+00,-0.1352E+00,0.3111E+00
0.8250E+01,0.8776E+03,0.5347E+03,0.7292E+00,0.5154E+00,-0.1373E+00,0.3197E+00
0.8750E+01,0.8193E+03,0.5253E+03,0.6800E+00,0.5078E+00,-0.1308E+00,0.3268E+00
0.9250E+01,0.7733E+03,0.5144E+03,0.6411E+00,0.4974E+00,-0.1379E+00,0.3320E+00
0.9750E+01,0.7444E+03,0.5048E+03,0.6095E+00,0.4813E+00,-0.1419E+00,0.3386E+00
0.1025E+02,0.7284E+03,0.5025E+03,0.5773E+00,0.4611E+00,-0.1573E+00,0.3389E+00
0.1075E+02,0.7154E+03,0.5068E+03,0.5458E+00,0.4384E+00,-0.1586E+00,0.3395E+00
0.1125E+02,0.6917E+03,0.5007E+03,0.5016E+00,0.4081E+00,-0.1736E+00,0.3350E+00
0.1175E+02,0.6538E+03,0.4937E+03,0.4560E+00,0.3801E+00,-0.1664E+00,0.3297E+00
0.1225E+02,0.6087E+03,0.4702E+03,0.3962E+00,0.3447E+00,-0.1832E+00,0.3168E+00
0.1275E+02,0.5535E+03,0.4311E+03,0.3360E+00,0.3053E+00,-0.1788E+00,0.2975E+00
0.1325E+02,0.4972E+03,0.3810E+03,0.2627E+00,0.2639E+00,-0.2056E+00,0.2746E+00
0.1375E+02,0.4388E+03,0.3126E+03,0.2131E+00,0.2277E+00,-0.2018E+00,0.2494E+00
0.1425E+02,0.3922E+03,0.2531E+03,0.1561E+00,0.1953E+00,-0.2233E+00,0.2288E+00
0.1475E+02,0.3619E+03,0.2146E+03,0.1382E+00,0.1649E+00,-0.2071E+00,0.2042E+00
0.1525E+02,0.3411E+03,0.1769E+03,0.9913E-01,0.1365E+00,-0.2188E+00,0.1859E+00
0.1575E+02,0.3249E+03,0.1341E+03,0.1048E+00,0.1249E+00,-0.1975E+00,0.1658E+00
0.1625E+02,0.3133E+03,0.8376E+02,0.7206E-01,0.1128E+00,-0.2024E+00,0.1528E+00
0.1675E+02,0.3042E+03,0.2976E+02,0.9393E-01,0.1111E+00,-0.1830E+00,0.1379E+00
0.1725E+02,0.3016E+03,0.1066E+02,0.5882E-01,0.9875E-01,-0.1806E+00,0.1284E+00
0.1775E+02,0.3004E+03,0.2420E+01,0.9037E-01,0.9594E-01,-0.1685E+00,0.1147E+00
0.1827E+02,0.3001E+03,0.6965E+00,0.4957E-01,0.8284E-01,-0.1576E+00,0.1084E+00
0.1883E+02,0.3000E+03,0.5464E+00,0.9181E-01,0.8052E-01,-0.1552E+00,0.9606E-01
0.1944E+02,0.3000E+03,0.4466E+00,0.3885E-01,0.6655E-01,-0.1314E+00,0.9088E-01
0.2010E+02,0.3000E+03,-0.3005E+00,0.8897E-01,0.6845E-01,-0.1401E+00,0.8307E-01
0.2081E+02,0.3000E+03,-0.2005E+00,0.3774E-01,0.5717E-01,-0.1198E+00,0.6957E-01
