cm,K,K,m/s,m/s,m/s,m/s
r,T_mean,T_rms,u_mean,u_rms,v_mean,v_rms
-0.2081E+02,0.3000E+03,-0.2890E-03,0.7048E-01,0.3337E-01,0.1211E+00,0.5136E-01
-0.2010E+02,0.3000E+03,-0.2890E-03,0.9445E-01,0.4753E-01,0.8714E-01,0.4039E-01
-0.1944E+02,0.3000E+03,-0.2890E-03,0.8293E-01,0.3856E-01,0.1349E+00,0.6218E-01
-0.1883E+02,0.3000E+03,-0.2890E-03,0.1101E+00,0.5562E-01,0.9964E-01,0.4189E-01
-0.1827E+02,0.3000E+03,-0.2890E-03,0.1007E+00,0.4789E-01,0.1539E+00,0.7723E-01
-0.1775E+02,0.3000E+03,-0.2890E-03,0.1247E+00,0.6214E-01,0.1118E+00,0.4228E-01
-0.1725E+02,0.3000E+03,-0.2890E-03,0.1201E+00,0.5824E-01,0.1761E+00,0.8244E-01
-0.1675E+02,0.3000E+03,0.3158E+00,0.1489E+00,0.7372E-01,0.1342E+00,0.6024E-01
-0.1625E+02,0.3000E+03,0.5474E+00,0.1263E+00,0.6926E-01,0.1920E+00,0.7672E-01
-0.1575E+02,0.3000E+03,0.3142E+00,0.2112E+00,0.9915E-01,0.2046E+00,0.8768E-01
-0.1525E+02,0.3004E+03,0.1691E+01,0.1012E+00,0.7178E-01,0.2072E+00,0.9162E-01
-0.1475E+02,0.3052E+03,0.2313E+02,0.2588E+00,0.1131E+00,0.2637E+00,0.8536E-01
-0.1425E+02,0.3344E+03,0.1348E+03,0.1940E+00,0.1105E+00,0.3513E+00,0.1378E+00
-0.1375E+02,0.4051E+03,0.2642E+03,0.2008E+00,0.1084E+00,0.2890E+00,0.1237E+00
-0.1325E+02,0.5621E+03,0.3826E+03,0.1802E+00,0.1224E+00,0.3474E+00,0.1602E+00
-0.1275E+02,0.6655E+03,0.4335E+03,0.1751E+00,0.1192E+00,0.2875E+00,0.1777E+00
-0.1225E+02,0.7542E+03,0.4288E+03,0.1914E+00,0.1288E+00,0.3032E+00,0.2070E+00
-0.1175E+02,0.8172E+03,0.4189E+03,0.1882E+00,0.1306E+00,0.2473E+00,0.2402E+00
-0.1125E+02,0.8894E+03,0.3975E+03,0.2029E+00,0.1356E+00,0.2429E+00,0.2727E+00
-0.1075E+02,0.9552E+03,0.3938E+03,0.2049E+00,0.1386E+00,0.2026E+00,0.3045E+00
-0.1025E+02,0.1006E+04,0.3843E+03,0.2195E+00,0.1439E+00,0.1933E+00,0.3321E+00
-0.9750E+01,0.1046E+04,0.3697E+03,0.2292E+00,0.1513E+00,0.1623E+00,0.3569E+00
-0.9250E+01,0.1074E+04,0.3479E+03,0.2447E+00,0.1598E+00,0.1506E+00,0.3733E+00
-0.8750E+01,0.1092E+04,0.3279E+03,0.2571E+00,0.1699E+00,0.1263E+00,0.3857E+00
-0.8250E+01,0.1107E+04,0.3072E+03,0.2706E+00,0.1785E+00,0.1141E+00,0.3906E+00
-0.7750E+01,0.1127E+04,0.3026E+03,0.2829E+00,0.1868E+00,0.9876E-01,0.3922E+00
-0.7250E+01,0.1146E+04,0.3001E+03,0.2959E+00,0.1972E+00,0.9966E-01,0.3854E+00
-0.6750E+01,0.1147E+04,0.2880E+03,0.3072E+00,0.2092E+00,0.9992E-01,0.3725E+00
-0.6250E+01,0.1137E+04,0.2815E+03,0.3153E+00,0.2179E+00,0.1070E+00,0.3518E+00
-0.5750E+01,0.1123E+04,0.2887E+03,0.3193E+00,0.2271E+00,0.1156E+00,0.3273E+00
-0.5250E+01,0.1118E+04,0.3002E+03,0.3199E+00,0.2372E+00,0.1320E+00,0.2982E+00
-0.4750E+01,0.1119E+04,0.3139E+03,0.3170E+00,0.2473E+00,0.1503E+00,0.2674E+00
-0.4250E+01,0.1121E+04,0.3264E+03,0.3120E+00,0.2566E+00,0.1713E+00,0.2362E+00
-0.3750E+01,0.1117E+04,0.3361E+03,0.3057E+00,0.2643E+00,0.1882E+00,0.2057E+00
-0.3250E+01,0.1107E+04,0.3420E+03,0.2993E+00,0.2685E+00,0.2004E+00,0.1749E+00
-0.2750E+01,0.1093E+04,0.3358E+03,0.2917E+00,0.2632E+00,0.2010E+00,0.1460E+00
-0.2250E+01,0.1078E+04,0.3167E+03,0.2850E+00,0.2425E+00,0.1928E+00,0.1187E+00
-0.1750E+01,0.1054E+04,0.3040E+03,0.2816E+00,0.2123E+00,0.1694E+00,0.9670E-01
-0.1250E+01,0.9906E+03,0.2704E+03,0.2620E+00,0.2027E+00,0.1326E+00,0.7945E-01
