cm,K,K,m/s,m/s,m/s,m/s
r,T_mean,T_rms,u_mean,u_rms,v_mean,v_rms
-0.2081E+02,0.3199E+03,0.1192E+03,0.5067E-01,0.1196E+00,0.1310E+00,0.1740E+00
-0.2010E+02,0.3370E+03,0.1810E+03,0.7332E-01,0.1383E+00,0.1280E+00,0.1953E+00
-0.1944E+02,0.3539E+03,0.2222E+03,0.8937E-01,0.1709E+00,0.1291E+00,0.2216E+00
-0.1883E+02,0.3768E+03,0.2672E+03,0.1168E+00,0.1990E+00,0.1236E+00,0.2452E+00
-0.1827E+02,0.4013E+03,0.3098E+03,0.1388E+00,0.2189E+00,0.1256E+00,0.2652E+00
-0.1775E+02,0.4259E+03,0.3411E+03,0.1735E+00,0.2424E+00,0.1192E+00,0.2839E+00
-0.1725E+02,0.4494E+03,0.3730E+03,0.2055E+00,0.2710E+00,0.1175E+00,0.3064E+00
-0.1675E+02,0.4662E+03,0.3899E+03,0.2464E+00,0.3068E+00,0.1090E+00,0.3294E+00
-0.1625E+02,0.4848E+03,0.4032E+03,0.2843E+00,0.3442E+00,0.1048E+00,0.3525E+00
-0.1575E+02,0.5056E+03,0.4201E+03,0.3320E+00,0.3792E+00,0.9492E-01,0.3744E+00
-0.1525E+02,0.5233E+03,0.4334E+03,0.3744E+00,0.4122E+00,0.9139E-01,0.3967E+00
-0.1475E+02,0.5384E+03,0.4387E+03,0.4269E+00,0.4430E+00,0.8205E-01,0.4175E+00
-0.1425E+02,0.5555E+03,0.4481E+03,0.4738E+00,0.4695E+00,0.7762E-01,0.4361E+00
-0.1375E+02,0.5740E+03,0.4613E+03,0.5256E+00,0.4915E+00,0.6983E-01,0.4518E+00
-0.1325E+02,0.5883E+03,0.4678E+03,0.5755E+00,0.5073E+00,0.6640E-01,0.4647E+00
-0.1275E+02,0.5994E+03,0.4739E+03,0.6247E+00,0.5246E+00,0.5933E-01,0.4735E+00
-0.1225E+02,0.6105E+03,0.4806E+03,0.6701E+00,0.5423E+00,0.6011E-01,0.4769E+00
-0.1175E+02,0.6232E+03,0.4873E+03,0.7219E+00,0.5618E+00,0.5818E-01,0.4779E+00
-0.1125E+02,0.6366E+03,0.4939E+03,0.7679E+00,0.5915E+00,0.6072E-01,0.4790E+00
-0.1075E+02,0.6532E+03,0.5042E+03,0.8212E+00,0.6244E+00,0.5888E-01,0.4769E+00
-0.1025E+02,0.6729E+03,0.5160E+03,0.8718E+00,0.6619E+00,0.6140E-01,0.4729E+00
-0.9750E+01,0.6935E+03,0.5248E+03,0.9267E+00,0.6941E+00,0.5995E-01,0.4678E+00
-0.9250E+01,0.7136E+03,0.5314E+03,0.9801E+00,0.7238E+00,0.6256E-01,0.4607E+00
-0.8750E+01,0.7330E+03,0.5350E+03,0.1034E+01,0.7506E+00,0.6299E-01,0.4517E+00
-0.8250E+01,0.7509E+03,0.5354E+03,0.1084E+01,0.7723E+00,0.6358E-01,0.4423E+00
-0.7750E+01,0.7727E+03,0.5362E+03,0.1138E+01,0.7947E+00,0.5910E-01,0.4297E+00
-0.7250E+01,0.8035E+03,0.5428E+03,0.1209E+01,0.8160E+00,0.5341E-01,0.4210E+00
-0.6750E+01,0.8424E+03,0.5494E+03,0.1300E+01,0.8454E+00,0.4029E-01,0.4188E+00
-0.6250E+01,0.8891E+03,0.5577E+03,0.1398E+01,0.8905E+00,0.2419E-01,0.4160E+00
-0.5750E+01,0.9471E+03,0.5641E+03,0.1500E+01,0.9381E+00,0.9635E-02,0.4132E+00
-0.5250E+01,0.1013E+04,0.5627E+03,0.1607E+01,0.9677E+00,-0.4069E-02,0.4043E+00
-0.4750E+01,0.1071E+04,0.5579E+03,0.1711E+01,0.9807E+00,-0.1942E-01,0.3888E+00
-0.4250E+01,0.1117E+04,0.5396E+03,0.1806E+01,0.9891E+00,-0.2895E-01,0.3710E+00
-0.3750E+01,0.1170E+04,0.5137E+03,0.1901E+01,0.9951E+00,-0.3579E-01,0.3515E+00
-0.3250E+01,0.1231E+04,0.4799E+03,0.1993E+01,0.9921E+00,-0.3562E-01,0.3253E+00
-0.2750E+01,0.1296E+04,0.4414E+03,0.2086E+01,0.9795E+00,-0.2174E-01,0.2803E+00
-0.2250E+01,0.1357E+04,0.3932E+03,0.2184E+01,0.9487E+00,0.4587E-02,0.2318E+00
-0.1750E+01,0.1418E+04,0.3275E+03,0.2275E+01,0.9040E+00,0.3989E-01,0.1824E+00
-0.1250E+01,0.1422E+04,0.2864E+03,0.2339E+01,0.8413E+00,0.6388E-01,0.1426E+00
