s,kW,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,m3/s,kg/s,kg/s
Time,DC HRR,NIST HRR,FDS HRR,CORNER RHF-1,CORNER RHF-2,CORNER RHF-3,CORNER RHF-4,CORNER RHF-5,CORNER RHF-6,CORNER RHF-7,CORNER RHF-8,CORNER RHF-9,CORNER RHF-10,CORNER RHF-11,CORNER RHF-12,CORNER RHF-13,CORNER RHF-14,CORNER RHF-15,CORNER RHF-16,CORNER RHF-17,CORNER RHF-18,CORNER RHF-19,CORNER RHF-20,CORNER RHF-21,CORNER RHF-22,CORNER RHF-23,CORNER RHF-24,CORNER RHF-25,CORNER RHF-26,CORNER RHF-27,CORNER RHF-28,CORNER RHF-29,GHF_x05-1,GHF_x05-2,GHF_x05-3,GHF_x05-4,GHF_x05-5,GHF_x05-6,GHF_x05-7,GHF_x05-8,GHF_x05-9,GHF_x05-10,GHF_x05-11,GHF_x05-12,GHF_x05-13,GHF_x05-14,GHF_x05-15,GHF_x05-16,GHF_x05-17,GHF_x05-18,GHF_x05-19,GHF_x05-20,GHF_x05-21,GHF_x05-22,GHF_x05-23,GHF_x05-24,GHF_x05-25,GHF_x05-26,GHF_x05-27,GHF_x05-28,GHF_x05-29,GHF_x05-30,GHF_x05-31,GHF_x05-32,GHF_x05-33,GHF_x05-34,GHF_x05-35,GHF_x05-36,GHF_x10-1,GHF_x10-2,GHF_x10-3,GHF_x10-4,GHF_x10-5,GHF_x10-6,GHF_x10-7,GHF_x10-8,GHF_x10-9,GHF_x10-10,GHF_x10-11,GHF_x10-12,GHF_x10-13,GHF_x10-14,GHF_x10-15,GHF_x10-16,GHF_x10-17,GHF_x10-18,GHF_x10-19,GHF_x10-20,GHF_x10-21,GHF_x10-22,GHF_x10-23,GHF_x10-24,GHF_x10-25,GHF_x10-26,GHF_x10-27,GHF_x10-28,GHF_x10-29,GHF_x10-30,GHF_x10-31,GHF_x10-32,GHF_x10-33,GHF_x10-34,GHF_x10-35,GHF_x10-36,GHF_x15-1,GHF_x15-2,GHF_x15-3,GHF_x15-4,GHF_x15-5,GHF_x15-6,GHF_x15-7,GHF_x15-8,GHF_x15-9,GHF_x15-10,GHF_x15-11,GHF_x15-12,GHF_x15-13,GHF_x15-14,GHF_x15-15,GHF_x15-16,GHF_x15-17,GHF_x15-18,GHF_x15-19,GHF_x15-20,GHF_x15-21,GHF_x15-22,GHF_x15-23,GHF_x15-24,GHF_x15-25,GHF_x15-26,GHF_x15-27,GHF_x15-28,GHF_x15-29,GHF_x15-30,GHF_x15-31,GHF_x15-32,GHF_x15-33,GHF_x15-34,GHF_x15-35,GHF_x15-36,GHF_x22-1,GHF_x22-2,GHF_x22-3,GHF_x22-4,GHF_x22-5,GHF_x22-6,GHF_x22-7,GHF_x22-8,GHF_x22-9,GHF_x22-10,GHF_x22-11,GHF_x22-12,GHF_x22-13,GHF_x22-14,GHF_x22-15,GHF_x22-16,GHF_x22-17,GHF_x22-18,GHF_x22-19,GHF_x22-20,GHF_x22-21,GHF_x22-22,GHF_x22-23,GHF_x22-24,GHF_x22-25,GHF_x22-26,GHF_x22-27,GHF_x22-28,GHF_x22-29,GHF_x22-30,GHF_x22-31,GHF_x22-32,GHF_x22-33,GHF_x22-34,GHF_x22-35,GHF_x22-36,O2amb,CO2amb,N2wamb,O2wamb,CO2wamb,H2Oamb,O2,CO,CO2,SOOT,H2O,T,VF,MF,CO_MF
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 3.8102123E-002, 3.7900515E-002, 3.7735536E-002, 3.7577538E-002, 3.7420403E-002, 3.7259363E-002, 3.7085012E-002, 3.6893138E-002, 3.6699045E-002, 3.6539890E-002, 3.6451766E-002, 3.6405582E-002, 3.6327817E-002, 3.6188711E-002, 3.6023892E-002, 3.5870343E-002, 3.5743509E-002, 3.5637743E-002, 3.5537864E-002, 3.5429155E-002, 3.5301853E-002, 3.5151737E-002, 3.4979360E-002, 3.4789039E-002, 3.4587131E-002, 3.4378301E-002, 3.4159448E-002, 3.3914422E-002, 3.3616801E-002, 3.3245576E-002, 3.2805197E-002, 3.2593982E-002, 3.2668923E-002, 3.2717398E-002, 3.2720958E-002, 3.2687482E-002, 3.7915656E-002, 3.7689369E-002, 3.7501801E-002, 3.7322045E-002, 3.7145726E-002, 3.6968301E-002, 3.6778868E-002, 3.6570887E-002, 3.6358296E-002, 3.6179865E-002, 3.6075932E-002, 3.6016303E-002, 3.5922355E-002, 3.5763074E-002, 3.5578253E-002, 3.5406541E-002, 3.5262269E-002, 3.5137871E-002, 3.5016950E-002, 3.4884553E-002, 3.4731199E-002, 3.4552925E-002, 3.4350177E-002, 3.4126743E-002, 3.3888183E-002, 3.3638432E-002, 3.3374179E-002, 3.3080076E-002, 3.2731919E-002, 3.2312671E-002, 3.1832966E-002, 3.2025174E-002, 3.2101356E-002, 3.2157453E-002, 3.2172909E-002, 3.2156256E-002, 3.7735631E-002, 3.7483902E-002, 3.7272764E-002, 3.7070761E-002, 3.6875556E-002, 3.6682825E-002, 3.6480015E-002, 3.6257971E-002, 3.6028891E-002, 3.5832912E-002, 3.5714749E-002, 3.5643174E-002, 3.5534539E-002, 3.5356689E-002, 3.5153847E-002, 3.4966308E-002, 3.4807238E-002, 3.4667241E-002, 3.4528941E-002, 3.4377446E-002, 3.4203851E-002, 3.4004718E-002, 3.3780645E-002, 3.3535179E-002, 3.3273504E-002, 3.2999520E-002, 3.2710781E-002, 3.2394029E-002, 3.2028100E-002, 3.1599209E-002, 3.1121216E-002, 3.1610108E-002, 3.1677001E-002, 3.1728876E-002, 3.1745236E-002, 3.1734209E-002, 3.7392431E-002, 3.7089290E-002, 3.6828647E-002, 3.6581479E-002, 3.6350279E-002, 3.6130465E-002, 3.5905257E-002, 3.5659434E-002, 3.5400950E-002, 3.5172302E-002, 3.5027628E-002, 3.4934001E-002, 3.4798178E-002, 3.4586032E-002, 3.4351354E-002, 3.4137634E-002, 3.3955585E-002, 3.3792454E-002, 3.3629518E-002, 3.3452685E-002, 3.3254824E-002, 3.3034066E-002, 3.2791735E-002, 3.2531241E-002, 3.2257326E-002, 3.1974227E-002, 3.1681830E-002, 3.1371549E-002, 3.1027343E-002, 3.0637342E-002, 3.0212957E-002, 3.1046854E-002, 3.1084113E-002, 3.1108174E-002, 3.1104604E-002, 3.1082168E-002, 2.0954574E-001, 3.9011087E-004, 7.7993971E-001, 2.0686048E-001, 3.8511172E-004, 1.2814698E-002, 2.0954574E-001, 0.0000000E+000, 3.9011087E-004, 0.0000000E+000, 1.2814698E-002, 2.5000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0009041E+000, 0.0000000E+000,-1.0565227E-069, 8.8821868E+000, 4.8232717E-002, 4.9308677E-002, 5.2617949E-002, 4.6969469E-002, 4.2132009E-002, 3.9445439E-002, 3.7015163E-002, 3.5644927E-002, 3.3958633E-002, 3.2131579E-002, 2.8611622E-002, 2.7000967E-002, 2.5473140E-002, 2.4010106E-002, 2.2603801E-002, 1.9963429E-002, 1.8733835E-002, 1.7565090E-002, 1.6455383E-002, 1.4402447E-002, 1.3453603E-002, 1.2552516E-002, 1.1695838E-002, 1.0107709E-002, 9.3809721E-003, 5.4605118E-003, 5.1301977E-003, 4.5413404E-003, 4.2758528E-003, 5.9676054E+000, 4.1473641E+000, 2.9354283E+000, 2.1133493E+000, 1.5295947E+000, 1.0955771E+000, 7.8631344E-001, 5.7751810E-001, 4.3993062E-001, 3.4502789E-001, 2.7754851E-001, 2.2831716E-001, 1.9167281E-001, 1.6393264E-001, 1.4258108E-001, 1.2593779E-001, 1.1283228E-001, 1.0240782E-001, 9.4027215E-002, 8.7221147E-002, 8.1647498E-002, 7.7048836E-002, 7.3228793E-002, 7.0035380E-002, 6.7348870E-002, 6.5073301E-002, 6.3131310E-002, 6.1462090E-002, 6.0021187E-002, 5.8778562E-002, 5.7710325E-002, 5.4504668E-002, 5.3990150E-002, 5.3552913E-002, 5.3173573E-002, 5.2832677E-002, 7.0968858E+000, 5.2636343E+000, 3.7303827E+000, 2.6832214E+000, 1.9193557E+000, 1.3583739E+000, 9.6093493E-001, 6.8464223E-001, 4.9917494E-001, 3.8000519E-001, 2.9992013E-001, 2.4342396E-001, 2.0223216E-001, 1.7146737E-001, 1.4807826E-001, 1.3001164E-001, 1.1588297E-001, 1.0469721E-001, 9.5752368E-002, 8.8526667E-002, 8.2632020E-002, 7.7784575E-002, 7.3769133E-002, 7.0420123E-002, 6.7607958E-002, 6.5229312E-002, 6.3201009E-002, 6.1457745E-002, 5.9952014E-002, 5.8652397E-002, 5.7535362E-002, 5.4340406E-002, 5.3801869E-002, 5.3344346E-002, 5.2947409E-002, 5.2592135E-002, 7.0118508E+000, 5.2772454E+000, 3.7566935E+000, 2.6584339E+000, 1.8896697E+000, 1.3374654E+000, 9.5129415E-001, 6.8455647E-001, 5.0197983E-001, 3.7892645E-001, 2.9448269E-001, 2.3705024E-001, 1.9676570E-001, 1.6715572E-001, 1.4473560E-001, 1.2746878E-001, 1.1399784E-001, 1.0334570E-001, 9.4828069E-002, 8.7934916E-002, 8.2302333E-002, 7.7659426E-002, 7.3801594E-002, 7.0572056E-002, 6.7848351E-002, 6.5532909E-002, 6.3547288E-002, 6.1829882E-002, 6.0336473E-002, 5.9039196E-002, 5.7918474E-002, 5.4581532E-002, 5.4035388E-002, 5.3569845E-002, 5.3164246E-002, 5.2800302E-002, 5.1833052E+000, 3.5899274E+000, 2.4203709E+000, 1.6955808E+000, 1.2089262E+000, 8.6147924E-001, 6.2410596E-001, 4.6379998E-001, 3.5557273E-001, 2.8217174E-001, 2.3055441E-001, 1.9289761E-001, 1.6473426E-001, 1.4324537E-001, 1.2663140E-001, 1.1363964E-001, 1.0334665E-001, 9.5101403E-002, 8.8422899E-002, 8.2959406E-002, 7.8449579E-002, 7.4695875E-002, 7.1547436E-002, 6.8887540E-002, 6.6624146E-002, 6.4682811E-002, 6.3002546E-002, 6.1535057E-002, 6.0246745E-002, 5.9119465E-002, 5.8143205E-002, 5.4824085E-002, 5.4353951E-002, 5.3956650E-002, 5.3611286E-002, 5.3300483E-002, 2.0954574E-001, 3.9011087E-004, 7.7993971E-001, 2.0686048E-001, 3.8511172E-004, 1.2814698E-002, 2.0954574E-001, 2.0884209E-070, 3.9011087E-004, 9.7415932E-070, 1.2814698E-002, 2.4997639E+001, 4.2614114E-001, 5.0004727E-001, 1.0055893E-070
 2.0013118E+000, 0.0000000E+000,-3.6959556E-021, 1.4462478E+001, 2.8124266E-001, 2.8788734E-001, 3.0908954E-001, 2.8333118E-001, 2.6030048E-001, 2.4657605E-001, 2.3205682E-001, 2.2429592E-001, 2.1519443E-001, 2.0534837E-001, 1.8560915E-001, 1.7616280E-001, 1.6701079E-001, 1.5812935E-001, 1.4952563E-001, 1.3327072E-001, 1.2567566E-001, 1.1845482E-001, 1.1160844E-001, 9.9019241E-002, 9.3256062E-002, 8.7829382E-002, 8.2724432E-002, 7.3423994E-002, 6.9203611E-002, 6.1452468E-002, 5.7971621E-002, 5.1689237E-002, 4.8869436E-002, 2.0349233E+001, 1.7924798E+001, 1.4833827E+001, 1.2008403E+001, 9.6739170E+000, 7.8239087E+000, 6.4018098E+000, 5.3138556E+000, 4.5068294E+000, 3.8865453E+000, 3.4100930E+000, 3.0305152E+000, 2.7182309E+000, 2.4632021E+000, 2.2654456E+000, 2.1021255E+000, 1.9542692E+000, 1.8153239E+000, 1.6805983E+000, 1.5512025E+000, 1.4353474E+000, 1.3276107E+000, 1.2293171E+000, 1.1307891E+000, 1.0373226E+000, 9.5692186E-001, 8.9026511E-001, 8.2957925E-001, 7.7441527E-001, 7.1993309E-001, 6.6101425E-001, 6.0196894E-001, 5.5441871E-001, 5.0494667E-001, 4.5392933E-001, 4.0042032E-001, 2.3155045E+001, 2.0552841E+001, 1.6508895E+001, 1.2903896E+001, 1.0004334E+001, 7.7955805E+000, 6.1666176E+000, 5.0074344E+000, 4.1588124E+000, 3.5137171E+000, 3.0103893E+000, 2.6302190E+000, 2.3297024E+000, 2.0624001E+000, 1.8289920E+000, 1.6358165E+000, 1.4751448E+000, 1.3400009E+000, 1.2322913E+000, 1.1465394E+000, 1.0714406E+000, 1.0005477E+000, 9.3581728E-001, 8.7319184E-001, 8.1126213E-001, 7.5173433E-001, 7.0124736E-001, 6.5871875E-001, 6.2195926E-001, 5.8795874E-001, 5.5504994E-001, 5.2259887E-001, 4.9500482E-001, 4.6473809E-001, 4.2949809E-001, 3.8844395E-001, 2.3209288E+001, 1.9364296E+001, 1.3948891E+001, 1.0065552E+001, 7.3915861E+000, 5.5936544E+000, 4.3863143E+000, 3.5486013E+000, 2.9342291E+000, 2.4656218E+000, 2.0852957E+000, 1.7792010E+000, 1.5326933E+000, 1.3240551E+000, 1.1390813E+000, 9.8650357E-001, 8.6165568E-001, 7.4928465E-001, 6.5530647E-001, 5.8675364E-001, 5.4629774E-001, 5.1752965E-001, 4.9716154E-001, 4.7827634E-001, 4.5921871E-001, 4.4072930E-001, 4.2361708E-001, 4.0777186E-001, 3.9381471E-001, 3.8728117E-001, 3.8860043E-001, 3.8706942E-001, 3.8064398E-001, 3.6849159E-001, 3.4919294E-001, 3.3044170E-001, 1.5940720E+001, 9.6091221E+000, 6.2910044E+000, 4.4178104E+000, 3.2451208E+000, 2.4594068E+000, 1.9078367E+000, 1.5288746E+000, 1.2610059E+000, 1.0613585E+000, 9.0682549E-001, 7.8565870E-001, 6.9058931E-001, 6.1482810E-001, 5.5351014E-001, 4.9658763E-001, 4.3928150E-001, 3.8444792E-001, 3.4293329E-001, 3.1018351E-001, 2.8777090E-001, 2.7094387E-001, 2.5895991E-001, 2.4965601E-001, 2.4121992E-001, 2.3333830E-001, 2.2410735E-001, 2.1295772E-001, 2.0116905E-001, 1.8295515E-001, 1.5980110E-001, 1.4827197E-001, 1.5264371E-001, 1.5797815E-001, 1.5549673E-001, 1.5969398E-001, 2.0954574E-001, 3.9011087E-004, 7.7993971E-001, 2.0686048E-001, 3.8511172E-004, 1.2814698E-002, 2.0954574E-001, 2.2451290E-022, 3.9011087E-004, 1.0471723E-021, 1.2814698E-002, 2.4995951E+001, 5.3983824E-001, 6.3346656E-001, 1.3694826E-022
 3.0003548E+000, 3.2885926E+000, 3.0572061E+000, 1.9373051E+001, 4.2550349E-001, 4.3435492E-001, 4.6543170E-001, 4.3252720E-001, 4.0124073E-001, 3.8093354E-001, 3.5754746E-001, 3.4582085E-001, 3.3240872E-001, 3.1798156E-001, 2.8889558E-001, 2.7478901E-001, 2.6102848E-001, 2.4763842E-001, 2.3465165E-001, 2.0999957E-001, 1.9839980E-001, 1.8733262E-001, 1.7680797E-001, 1.5735885E-001, 1.4841454E-001, 1.3997108E-001, 1.3201291E-001, 1.1747102E-001, 1.1084612E-001, 1.0167753E-001, 9.6023599E-002, 8.5770550E-002, 8.1138416E-002, 2.6862525E+001, 2.6797093E+001, 2.4816115E+001, 2.1436562E+001, 1.7811826E+001, 1.4591087E+001, 1.1980209E+001, 9.9769096E+000, 8.4492995E+000, 7.3603454E+000, 6.5332994E+000, 5.9356744E+000, 5.4884388E+000, 5.1620749E+000, 4.9030764E+000, 4.7059979E+000, 4.5270932E+000, 4.3549887E+000, 4.1851983E+000, 4.0215662E+000, 3.8456318E+000, 3.6697989E+000, 3.4740504E+000, 3.3075732E+000, 3.1365112E+000, 2.9925523E+000, 2.8284267E+000, 2.6928124E+000, 2.5568584E+000, 2.4658540E+000, 2.3779881E+000, 2.3173985E+000, 2.2336717E+000, 2.1826816E+000, 2.0761591E+000, 1.9894045E+000, 3.0495054E+001, 2.9561756E+001, 2.5908310E+001, 2.1197060E+001, 1.6371294E+001, 1.2702823E+001, 1.0021892E+001, 8.0654144E+000, 6.6760006E+000, 5.7512634E+000, 5.0563083E+000, 4.5450252E+000, 4.1387012E+000, 3.8559075E+000, 3.6204050E+000, 3.4413814E+000, 3.2784015E+000, 3.1589175E+000, 3.0334245E+000, 2.9129384E+000, 2.7736918E+000, 2.6384710E+000, 2.4825847E+000, 2.3628035E+000, 2.2374287E+000, 2.1484098E+000, 2.0297358E+000, 1.9345404E+000, 1.8282960E+000, 1.7671921E+000, 1.6946056E+000, 1.6584492E+000, 1.6092432E+000, 1.5907804E+000, 1.5259868E+000, 1.5074966E+000, 3.1117371E+001, 2.6332319E+001, 1.8842709E+001, 1.3254991E+001, 9.6486503E+000, 7.1595972E+000, 5.5500041E+000, 4.3695069E+000, 3.5826427E+000, 3.0295707E+000, 2.6073584E+000, 2.3080414E+000, 2.0728497E+000, 1.8988275E+000, 1.7625311E+000, 1.6983313E+000, 1.6237919E+000, 1.6330021E+000, 1.6131057E+000, 1.6262884E+000, 1.5953993E+000, 1.5608426E+000, 1.5118837E+000, 1.4837472E+000, 1.4369744E+000, 1.4000998E+000, 1.3410481E+000, 1.3074091E+000, 1.2561744E+000, 1.2302868E+000, 1.1797166E+000, 1.1706106E+000, 1.1555170E+000, 1.1757859E+000, 1.1601360E+000, 1.1952252E+000, 2.1565248E+001, 1.3054883E+001, 8.6779319E+000, 6.2189405E+000, 4.5472418E+000, 3.4165339E+000, 2.6761136E+000, 2.1256428E+000, 1.7277570E+000, 1.4547529E+000, 1.2567356E+000, 1.1116818E+000, 9.8134539E-001, 8.7362749E-001, 7.8026022E-001, 7.0884676E-001, 6.4176973E-001, 5.9428965E-001, 5.4978476E-001, 5.2468487E-001, 5.0838936E-001, 5.3228058E-001, 5.2444869E-001, 5.3243234E-001, 4.7978148E-001, 4.5662699E-001, 4.1110030E-001, 4.0400173E-001, 3.6098258E-001, 3.8482887E-001, 3.6357442E-001, 3.9051666E-001, 3.8214268E-001, 4.2056751E-001, 4.2100494E-001, 4.9621388E-001, 2.0954574E-001, 3.9011087E-004, 7.7993971E-001, 2.0686048E-001, 3.8511172E-004, 1.2814698E-002, 2.0880864E-001, 1.2755101E-006, 8.6914216E-004, 5.9492228E-006, 1.3449975E-002, 3.1950880E+001, 5.5722296E-001, 6.3893653E-001, 7.8431160E-007
 4.0011443E+000, 8.8522776E+000, 8.2286977E+000, 2.5135807E+001, 5.2583172E-001, 5.3635085E-001, 5.7445177E-001, 5.3902200E-001, 5.0387130E-001, 4.8011047E-001, 4.5195725E-001, 4.3777187E-001, 4.2167798E-001, 4.0440781E-001, 3.6911206E-001, 3.5177316E-001, 3.3484732E-001, 3.1831721E-001, 3.0216552E-001, 2.7128826E-001, 2.5674736E-001, 2.4281248E-001, 2.2948344E-001, 2.0476991E-001, 1.9336763E-001, 1.8256642E-001, 1.7235049E-001, 1.5359365E-001, 1.4502388E-001, 1.3660140E-001, 1.2904187E-001, 1.1528476E-001, 1.0906530E-001, 2.8513569E+001, 2.9884615E+001, 2.8808584E+001, 2.6200465E+001, 2.2627907E+001, 1.9221960E+001, 1.6095585E+001, 1.3601117E+001, 1.1663510E+001, 1.0145658E+001, 8.9383818E+000, 7.9894565E+000, 7.2042132E+000, 6.5519113E+000, 5.9850241E+000, 5.5188680E+000, 5.1031184E+000, 4.7509276E+000, 4.4341818E+000, 4.1811057E+000, 3.9450187E+000, 3.7640411E+000, 3.5940182E+000, 3.4696456E+000, 3.3421711E+000, 3.2448195E+000, 3.1394937E+000, 3.0433246E+000, 2.9168816E+000, 2.8162979E+000, 2.6896309E+000, 2.6014970E+000, 2.4860669E+000, 2.4053802E+000, 2.2558301E+000, 2.1462542E+000, 3.2647414E+001, 3.2041299E+001, 2.9260969E+001, 2.5019027E+001, 2.0135069E+001, 1.5863949E+001, 1.2552384E+001, 1.0140142E+001, 8.3455087E+000, 6.9373483E+000, 5.8428453E+000, 5.0461391E+000, 4.4932075E+000, 4.1004282E+000, 3.8059617E+000, 3.5706304E+000, 3.3636736E+000, 3.1772423E+000, 3.0138873E+000, 2.8997373E+000, 2.7932457E+000, 2.7074581E+000, 2.6039999E+000, 2.5219370E+000, 2.4325801E+000, 2.3545867E+000, 2.2779665E+000, 2.2228935E+000, 2.1529866E+000, 2.0930465E+000, 2.0191913E+000, 1.9647637E+000, 1.8802012E+000, 1.8335628E+000, 1.7358531E+000, 1.6997984E+000, 3.3754911E+001, 2.9800220E+001, 2.3201378E+001, 1.7703016E+001, 1.3323338E+001, 1.0127850E+001, 7.7971419E+000, 6.1086532E+000, 4.8826565E+000, 4.0078155E+000, 3.3765980E+000, 2.9415730E+000, 2.6879599E+000, 2.5280739E+000, 2.4057889E+000, 2.3008406E+000, 2.2142784E+000, 2.1352651E+000, 2.0646854E+000, 2.0010679E+000, 1.9389604E+000, 1.8882187E+000, 1.8306767E+000, 1.7902496E+000, 1.7541183E+000, 1.7344819E+000, 1.7086315E+000, 1.7108261E+000, 1.7053896E+000, 1.7280104E+000, 1.7223776E+000, 1.7190589E+000, 1.6803262E+000, 1.6581917E+000, 1.5836523E+000, 1.5475420E+000, 2.4102651E+001, 1.5332718E+001, 1.0267906E+001, 7.3591606E+000, 5.5574159E+000, 4.2989541E+000, 3.3407285E+000, 2.6773809E+000, 2.1802605E+000, 1.8008153E+000, 1.4764054E+000, 1.2700533E+000, 1.0783221E+000, 9.8877369E-001, 9.1584745E-001, 9.6505162E-001, 8.8208193E-001, 9.8017455E-001, 9.4886781E-001, 9.9847760E-001, 9.4548489E-001, 9.6620780E-001, 9.3791781E-001, 9.5806549E-001, 8.8082681E-001, 9.1641297E-001, 8.9416607E-001, 9.5618323E-001, 9.3229382E-001, 9.8616783E-001, 9.6148202E-001, 1.0091883E+000, 9.9554858E-001, 1.0718177E+000, 1.0718607E+000, 1.1590393E+000, 2.0954574E-001, 3.9011087E-004, 7.7993971E-001, 2.0686048E-001, 3.8511172E-004, 1.2814698E-002, 2.0828486E-001, 2.1818746E-006, 1.2095369E-003, 1.0176680E-005, 1.3900901E-002, 3.6666943E+001, 5.5962396E-001, 6.3168373E-001, 1.3258758E-006
