s,kW,kW,kW,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,C,m3/s,kg/s,kg/s
Time,DC HRR,NIST HRR,FDS HRR,CORNER RHF-1,CORNER RHF-2,CORNER RHF-3,CORNER RHF-4,CORNER RHF-5,CORNER RHF-6,CORNER RHF-7,CORNER RHF-8,CORNER RHF-9,CORNER RHF-10,CORNER RHF-11,CORNER RHF-12,CORNER RHF-13,CORNER RHF-14,CORNER RHF-15,CORNER RHF-16,CORNER RHF-17,CORNER RHF-18,CORNER RHF-19,CORNER RHF-20,CORNER RHF-21,CORNER RHF-22,CORNER RHF-23,CORNER RHF-24,CORNER RHF-25,CORNER RHF-26,CORNER RHF-27,CORNER RHF-28,CORNER RHF-29,GHF_x05-1,GHF_x05-2,GHF_x05-3,GHF_x05-4,GHF_x05-5,GHF_x05-6,GHF_x05-7,GHF_x05-8,GHF_x05-9,GHF_x05-10,GHF_x05-11,GHF_x05-12,GHF_x05-13,GHF_x05-14,GHF_x05-15,GHF_x05-16,GHF_x05-17,GHF_x05-18,GHF_x05-19,GHF_x05-20,GHF_x05-21,GHF_x05-22,GHF_x05-23,GHF_x05-24,GHF_x05-25,GHF_x05-26,GHF_x05-27,GHF_x05-28,GHF_x05-29,GHF_x05-30,GHF_x05-31,GHF_x05-32,GHF_x05-33,GHF_x05-34,GHF_x05-35,GHF_x05-36,GHF_x10-1,GHF_x10-2,GHF_x10-3,GHF_x10-4,GHF_x10-5,GHF_x10-6,GHF_x10-7,GHF_x10-8,GHF_x10-9,GHF_x10-10,GHF_x10-11,GHF_x10-12,GHF_x10-13,GHF_x10-14,GHF_x10-15,GHF_x10-16,GHF_x10-17,GHF_x10-18,GHF_x10-19,GHF_x10-20,GHF_x10-21,GHF_x10-22,GHF_x10-23,GHF_x10-24,GHF_x10-25,GHF_x10-26,GHF_x10-27,GHF_x10-28,GHF_x10-29,GHF_x10-30,GHF_x10-31,GHF_x10-32,GHF_x10-33,GHF_x10-34,GHF_x10-35,GHF_x10-36,GHF_x15-1,GHF_x15-2,GHF_x15-3,GHF_x15-4,GHF_x15-5,GHF_x15-6,GHF_x15-7,GHF_x15-8,GHF_x15-9,GHF_x15-10,GHF_x15-11,GHF_x15-12,GHF_x15-13,GHF_x15-14,GHF_x15-15,GHF_x15-16,GHF_x15-17,GHF_x15-18,GHF_x15-19,GHF_x15-20,GHF_x15-21,GHF_x15-22,GHF_x15-23,GHF_x15-24,GHF_x15-25,GHF_x15-26,GHF_x15-27,GHF_x15-28,GHF_x15-29,GHF_x15-30,GHF_x15-31,GHF_x15-32,GHF_x15-33,GHF_x15-34,GHF_x15-35,GHF_x15-36,GHF_x22-1,GHF_x22-2,GHF_x22-3,GHF_x22-4,GHF_x22-5,GHF_x22-6,GHF_x22-7,GHF_x22-8,GHF_x22-9,GHF_x22-10,GHF_x22-11,GHF_x22-12,GHF_x22-13,GHF_x22-14,GHF_x22-15,GHF_x22-16,GHF_x22-17,GHF_x22-18,GHF_x22-19,GHF_x22-20,GHF_x22-21,GHF_x22-22,GHF_x22-23,GHF_x22-24,GHF_x22-25,GHF_x22-26,GHF_x22-27,GHF_x22-28,GHF_x22-29,GHF_x22-30,GHF_x22-31,GHF_x22-32,GHF_x22-33,GHF_x22-34,GHF_x22-35,GHF_x22-36,O2amb,CO2amb,N2wamb,O2wamb,CO2wamb,H2Oamb,O2,CO,CO2,SOOT,H2O,T,VF,MF,CO_MF
 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 6.7211276E-002, 3.8523658E-002, 3.8343666E-002, 3.8196554E-002, 3.8056029E-002, 3.7917056E-002, 3.7775738E-002, 3.7623798E-002, 3.7457147E-002, 3.7288473E-002, 3.7149594E-002, 3.7071888E-002, 3.7030513E-002, 3.6962207E-002, 3.6841461E-002, 3.6699143E-002, 3.6566850E-002, 3.6457416E-002, 3.6365619E-002, 3.6278252E-002, 3.6182667E-002, 3.6070507E-002, 3.5938124E-002, 3.5785878E-002, 3.5617275E-002, 3.5437495E-002, 3.5250202E-002, 3.5052322E-002, 3.4829548E-002, 3.4558862E-002, 3.4222233E-002, 3.3824248E-002, 3.3674877E-002, 3.3749592E-002, 3.3800157E-002, 3.3810209E-002, 3.3787033E-002, 3.8365022E-002, 3.8162820E-002, 3.7995412E-002, 3.7835385E-002, 3.7679260E-002, 3.7523329E-002, 3.7358002E-002, 3.7177164E-002, 3.6992325E-002, 3.6836726E-002, 3.6745462E-002, 3.6692643E-002, 3.6610418E-002, 3.6472113E-002, 3.6312271E-002, 3.6163989E-002, 3.6039159E-002, 3.5930898E-002, 3.5824932E-002, 3.5708388E-002, 3.5573129E-002, 3.5415707E-002, 3.5236379E-002, 3.5038194E-002, 3.4825665E-002, 3.4601862E-002, 3.4363586E-002, 3.4097293E-002, 3.3781972E-002, 3.3403167E-002, 3.2971073E-002, 3.3171251E-002, 3.3246994E-002, 3.3304395E-002, 3.3324926E-002, 3.3316162E-002, 3.8210396E-002, 3.7985080E-002, 3.7796372E-002, 3.7616329E-002, 3.7443290E-002, 3.7273731E-002, 3.7096588E-002, 3.6903439E-002, 3.6704261E-002, 3.6533499E-002, 3.6430093E-002, 3.6367166E-002, 3.6272336E-002, 3.6117869E-002, 3.5942243E-002, 3.5780045E-002, 3.5642181E-002, 3.5520182E-002, 3.5398915E-002, 3.5265541E-002, 3.5112410E-002, 3.4936522E-002, 3.4738269E-002, 3.4520516E-002, 3.4287501E-002, 3.4042338E-002, 3.3782669E-002, 3.3496854E-002, 3.3166566E-002, 3.2780171E-002, 3.2350654E-002, 3.2804717E-002, 3.2871485E-002, 3.2924533E-002, 3.2945197E-002, 3.2940522E-002, 3.7906923E-002, 3.7634332E-002, 3.7400658E-002, 3.7179995E-002, 3.6974979E-002, 3.6781744E-002, 3.6585356E-002, 3.6371941E-002, 3.6147673E-002, 3.5949064E-002, 3.5823392E-002, 3.5742144E-002, 3.5624277E-002, 3.5440215E-002, 3.5236985E-002, 3.5052088E-002, 3.4894335E-002, 3.4752331E-002, 3.4609756E-002, 3.4454455E-002, 3.4280313E-002, 3.4085706E-002, 3.3871699E-002, 3.3641114E-002, 3.3397917E-002, 3.3145651E-002, 3.2884116E-002, 3.2605791E-002, 3.2296716E-002, 3.1946649E-002, 3.1566095E-002, 3.2305088E-002, 3.2343495E-002, 3.2369826E-002, 3.2370688E-002, 3.2353590E-002, 2.0954574E-001, 3.9011087E-004, 7.7993971E-001, 2.0686048E-001, 3.8511172E-004, 1.2814698E-002, 2.0954574E-001, 0.0000000E+000, 3.9011087E-004, 0.0000000E+000, 1.2814698E-002, 2.5000000E+001, 0.0000000E+000, 0.0000000E+000, 0.0000000E+000
 1.0009092E+000, 0.0000000E+000,-2.1269330E-069, 8.8427397E+000, 4.5161565E-002, 4.5484620E-002, 4.8145308E-002, 4.5024435E-002, 4.1220726E-002, 3.8131008E-002, 3.4960260E-002, 3.3859215E-002, 3.2558761E-002, 3.1032342E-002, 2.7734511E-002, 2.6126542E-002, 2.4579534E-002, 2.3091337E-002, 2.1658920E-002, 1.8968672E-002, 1.7718427E-002, 1.6534586E-002, 1.5417007E-002, 1.3373385E-002, 1.2442002E-002, 1.1566458E-002, 1.0742731E-002, 9.2382397E-003, 8.5587748E-003, 4.8317556E-003, 4.5372137E-003, 4.0189752E-003, 3.7871982E-003, 4.6734978E+000, 4.5364278E+000, 4.0435367E+000, 3.3224987E+000, 2.6217719E+000, 1.9394518E+000, 1.3815923E+000, 9.7426815E-001, 7.2070988E-001, 5.6642758E-001, 4.6660229E-001, 3.9746111E-001, 3.4787192E-001, 3.1143416E-001, 2.8414222E-001, 2.6337395E-001, 2.4734255E-001, 2.3480667E-001, 2.2488820E-001, 2.1695660E-001, 2.1055206E-001, 2.0533506E-001, 2.0105118E-001, 1.9750730E-001, 1.9455362E-001, 1.9207272E-001, 1.8997207E-001, 1.8817949E-001, 1.8664106E-001, 1.8531920E-001, 1.8418061E-001, 1.8072131E-001, 1.8018299E-001, 1.7972387E-001, 1.7932410E-001, 1.7896498E-001, 6.8672249E+000, 6.7979354E+000, 5.7980554E+000, 4.6471544E+000, 3.5438206E+000, 2.5993103E+000, 1.8566822E+000, 1.2901882E+000, 8.9419190E-001, 6.5719493E-001, 5.2106161E-001, 4.3363166E-001, 3.7300377E-001, 3.2930375E-001, 2.9703908E-001, 2.7277999E-001, 2.5424842E-001, 2.3989240E-001, 2.2863074E-001, 2.1969637E-001, 2.1253593E-001, 2.0674378E-001, 2.0201857E-001, 1.9813256E-001, 1.9491231E-001, 1.9222262E-001, 1.8995665E-001, 1.8803155E-001, 1.8638608E-001, 1.8497801E-001, 1.8377147E-001, 1.8036343E-001, 1.7979801E-001, 1.7931838E-001, 1.7890333E-001, 1.7853430E-001, 6.5242468E+000, 6.6175714E+000, 5.7646327E+000, 4.5507611E+000, 3.4644925E+000, 2.5455899E+000, 1.8355936E+000, 1.3061515E+000, 9.2962583E-001, 6.7903452E-001, 5.2222233E-001, 4.2851983E-001, 3.6762804E-001, 3.2479835E-001, 2.9343895E-001, 2.6996892E-001, 2.5209541E-001, 2.3827537E-001, 2.2744419E-001, 2.1885203E-001, 2.1196096E-001, 2.0637854E-001, 2.0181510E-001, 1.9805300E-001, 1.9492612E-001, 1.9230501E-001, 1.9008870E-001, 1.8819788E-001, 1.8657412E-001, 1.8517903E-001, 1.8398036E-001, 1.8047874E-001, 1.7991266E-001, 1.7943222E-001, 1.7901568E-001, 1.7864488E-001, 3.8938666E+000, 3.7260422E+000, 3.2148638E+000, 2.6442834E+000, 2.1018223E+000, 1.5815686E+000, 1.1753035E+000, 8.6318632E-001, 6.3763489E-001, 4.9485087E-001, 4.1245359E-001, 3.5766437E-001, 3.1845424E-001, 2.8942732E-001, 2.6749639E-001, 2.5067496E-001, 2.3759503E-001, 2.2729656E-001, 2.1909520E-001, 2.1249444E-001, 2.0713007E-001, 2.0273070E-001, 1.9909304E-001, 1.9606140E-001, 1.9351546E-001, 1.9136001E-001, 1.8951875E-001, 1.8793188E-001, 1.8655546E-001, 1.8536278E-001, 1.8433350E-001, 1.8087728E-001, 1.8039340E-001, 1.7998453E-001, 1.7962915E-001, 1.7931023E-001, 2.0954574E-001, 3.9011087E-004, 7.7993971E-001, 2.0686048E-001, 3.8511172E-004, 1.2814698E-002, 2.0954574E-001, 4.1559332E-070, 3.9011087E-004, 1.9385637E-069, 1.2814698E-002, 2.4997720E+001, 4.2614234E-001, 5.0004855E-001, 2.0011160E-070
 2.0000872E+000, 0.0000000E+000,-1.1645710E-024, 1.6164766E+001, 2.4188724E-001, 2.4761608E-001, 2.6897959E-001, 2.5851437E-001, 2.4516305E-001, 2.3471605E-001, 2.2067433E-001, 2.1372245E-001, 2.0608839E-001, 1.9795639E-001, 1.8102263E-001, 1.7253517E-001, 1.6415157E-001, 1.5591185E-001, 1.4783428E-001, 1.3231193E-001, 1.2496326E-001, 1.1793300E-001, 1.1121739E-001, 9.8707655E-002, 9.2919069E-002, 8.7428846E-002, 8.2229154E-002, 7.2675962E-002, 6.8306866E-002, 6.0331025E-002, 5.6702889E-002, 5.0117428E-002, 4.7141955E-002, 2.1494134E+001, 2.4750558E+001, 2.4888045E+001, 2.3023468E+001, 2.0501871E+001, 1.7898854E+001, 1.5632750E+001, 1.3645787E+001, 1.1912434E+001, 1.0427723E+001, 9.1999037E+000, 8.1898887E+000, 7.3209829E+000, 6.5295262E+000, 5.8204644E+000, 5.2050335E+000, 4.6665418E+000, 4.1949038E+000, 3.7873327E+000, 3.4391012E+000, 3.1362788E+000, 2.8682029E+000, 2.6166099E+000, 2.3796371E+000, 2.1703881E+000, 1.9882120E+000, 1.8242708E+000, 1.6735019E+000, 1.5268328E+000, 1.3888314E+000, 1.2575604E+000, 1.1340281E+000, 1.0338618E+000, 9.4139817E-001, 8.4833411E-001, 7.8303136E-001, 2.6825679E+001, 3.0512260E+001, 2.8835380E+001, 2.5232014E+001, 2.1117871E+001, 1.7273587E+001, 1.4336524E+001, 1.2109194E+001, 1.0385460E+001, 9.0163883E+000, 7.8732447E+000, 6.9100263E+000, 6.0835959E+000, 5.3575269E+000, 4.7001290E+000, 4.0954796E+000, 3.5472427E+000, 3.0432151E+000, 2.6235077E+000, 2.3317046E+000, 2.1363571E+000, 1.9774199E+000, 1.8201647E+000, 1.6714299E+000, 1.5380408E+000, 1.4262806E+000, 1.3287253E+000, 1.2434483E+000, 1.1600033E+000, 1.0895201E+000, 1.0144818E+000, 9.3586052E-001, 8.7414194E-001, 8.2507273E-001, 7.6925728E-001, 7.2421689E-001, 2.5065303E+001, 2.5093417E+001, 2.0243077E+001, 1.5936975E+001, 1.2443731E+001, 9.6872788E+000, 8.0111890E+000, 6.9679699E+000, 6.1813559E+000, 5.5468914E+000, 4.9785621E+000, 4.4389357E+000, 3.9459714E+000, 3.5073777E+000, 3.0834313E+000, 2.6872526E+000, 2.3380043E+000, 2.0026191E+000, 1.6916573E+000, 1.4509663E+000, 1.2802694E+000, 1.1602938E+000, 1.0657261E+000, 9.8985881E-001, 9.2815978E-001, 8.7916609E-001, 8.3605493E-001, 7.9516396E-001, 7.5736139E-001, 7.2558406E-001, 7.0078831E-001, 6.7724290E-001, 6.5633153E-001, 6.3253503E-001, 5.9973938E-001, 5.8270972E-001, 9.6105461E+000, 7.3435853E+000, 5.6968278E+000, 4.5821481E+000, 3.8123691E+000, 3.2757727E+000, 2.8442345E+000, 2.4857980E+000, 2.2132459E+000, 1.9769564E+000, 1.7876714E+000, 1.6404079E+000, 1.5146502E+000, 1.3822996E+000, 1.2576621E+000, 1.1516033E+000, 1.0539143E+000, 9.5871079E-001, 8.7246460E-001, 7.7090161E-001, 7.0281991E-001, 6.5213163E-001, 6.0900799E-001, 5.6406195E-001, 5.2282224E-001, 5.0017689E-001, 4.9174061E-001, 4.8947776E-001, 4.9255935E-001, 4.9191303E-001, 4.8653805E-001, 4.6699368E-001, 4.3667788E-001, 4.0601482E-001, 3.7744907E-001, 3.6347898E-001, 2.0954574E-001, 3.9011087E-004, 7.7993971E-001, 2.0686048E-001, 3.8511172E-004, 1.2814698E-002, 2.0954574E-001, 9.4347387E-026, 3.9011087E-004, 4.4005553E-025, 1.2814698E-002, 2.4998092E+001, 5.3978974E-001, 6.3340512E-001, 5.7544387E-026
 3.0001405E+000, 3.2010792E+000, 2.9758552E+000, 1.9234810E+001, 3.4655304E-001, 3.5379946E-001, 3.8267301E-001, 3.7546004E-001, 3.6181080E-001, 3.4869760E-001, 3.2928367E-001, 3.2062225E-001, 3.1122750E-001, 3.0111328E-001, 2.7942923E-001, 2.6810521E-001, 2.5686449E-001, 2.4586180E-001, 2.3494021E-001, 2.1321297E-001, 2.0278949E-001, 1.9276352E-001, 1.8305945E-001, 1.6463417E-001, 1.5601760E-001, 1.4780816E-001, 1.3998474E-001, 1.2546331E-001, 1.1875227E-001, 1.0886213E-001, 1.0302438E-001, 9.2309649E-002, 8.7404855E-002, 2.8459347E+001, 3.6235826E+001, 4.0468375E+001, 3.9629267E+001, 3.7077170E+001, 3.3571038E+001, 3.0132039E+001, 2.7036204E+001, 2.4257435E+001, 2.2004417E+001, 1.9890798E+001, 1.8273188E+001, 1.6754196E+001, 1.5570113E+001, 1.4387640E+001, 1.3440181E+001, 1.2464475E+001, 1.1696048E+001, 1.0936003E+001, 1.0287966E+001, 9.6309488E+000, 9.0652146E+000, 8.4893149E+000, 8.0147848E+000, 7.5195684E+000, 7.1181897E+000, 6.6962801E+000, 6.3716571E+000, 6.0127447E+000, 5.7126692E+000, 5.3907494E+000, 5.1449836E+000, 4.8403281E+000, 4.6365694E+000, 4.3615228E+000, 4.2783482E+000, 3.5208354E+001, 4.2523870E+001, 4.2386993E+001, 3.7947056E+001, 3.2984862E+001, 2.8162557E+001, 2.3757830E+001, 2.0496603E+001, 1.7497257E+001, 1.5317873E+001, 1.3384874E+001, 1.2170037E+001, 1.1018135E+001, 1.0206948E+001, 9.2531213E+000, 8.6619737E+000, 7.9186070E+000, 7.4624020E+000, 6.8611355E+000, 6.4327284E+000, 5.8953475E+000, 5.6590155E+000, 5.2952737E+000, 5.1816006E+000, 4.9225069E+000, 4.8023633E+000, 4.5778828E+000, 4.4841308E+000, 4.2470891E+000, 4.1534960E+000, 3.8979798E+000, 3.8029202E+000, 3.5689501E+000, 3.5155918E+000, 3.2989322E+000, 3.3608882E+000, 3.0527948E+001, 3.1428014E+001, 2.5191921E+001, 1.9237993E+001, 1.5310289E+001, 1.2458992E+001, 9.8871172E+000, 8.0348787E+000, 6.6030382E+000, 5.9672216E+000, 5.4871544E+000, 5.2207532E+000, 4.9016944E+000, 4.7148254E+000, 4.4678650E+000, 4.3135767E+000, 4.1623958E+000, 4.0742253E+000, 3.9622075E+000, 3.8878133E+000, 3.7376406E+000, 3.6585903E+000, 3.4864607E+000, 3.4160508E+000, 3.2386735E+000, 3.1667801E+000, 2.9863927E+000, 2.9259346E+000, 2.7357806E+000, 2.6968702E+000, 2.4654592E+000, 2.4429545E+000, 2.2675853E+000, 2.2638909E+000, 2.0980588E+000, 2.2194466E+000, 1.0388962E+001, 8.4532857E+000, 6.6977880E+000, 5.1624141E+000, 4.1673681E+000, 3.5901754E+000, 3.2385998E+000, 2.9774259E+000, 2.7141543E+000, 2.4910628E+000, 2.3612901E+000, 2.3072922E+000, 2.2535091E+000, 2.2416009E+000, 2.1373350E+000, 2.0257353E+000, 1.9230224E+000, 1.8860529E+000, 1.8307253E+000, 1.8185450E+000, 1.7734862E+000, 1.7796986E+000, 1.7122448E+000, 1.6927379E+000, 1.5886780E+000, 1.5139401E+000, 1.3808832E+000, 1.3057243E+000, 1.1641463E+000, 1.1051533E+000, 1.0160390E+000, 9.5065444E-001, 8.7715014E-001, 8.6581489E-001, 8.6388243E-001, 9.3121744E-001, 2.0954574E-001, 3.9011087E-004, 7.7993971E-001, 2.0686048E-001, 3.8511172E-004, 1.2814698E-002, 2.0866347E-001, 1.5267122E-006, 9.6348377E-004, 7.1208775E-006, 1.3574992E-002, 3.1659483E+001, 5.5722178E-001, 6.3949548E-001, 9.3949299E-007
 4.0001939E+000, 7.5913230E+000, 7.0567240E+000, 2.2038634E+001, 4.1361890E-001, 4.2422186E-001, 4.5855194E-001, 4.5445379E-001, 4.4309311E-001, 4.3125324E-001, 4.1185402E-001, 4.0213946E-001, 3.9150664E-001, 3.8013988E-001, 3.5548342E-001, 3.4246401E-001, 3.2941786E-001, 3.1644579E-001, 3.0351081E-001, 2.7797849E-001, 2.6554711E-001, 2.5334411E-001, 2.4135128E-001, 2.1849217E-001, 2.0775619E-001, 1.9732628E-001, 1.8717058E-001, 1.6815764E-001, 1.5943068E-001, 1.4961417E-001, 1.4170717E-001, 1.2689839E-001, 1.2010655E-001, 2.8743211E+001, 3.7391698E+001, 4.2890123E+001, 4.4506343E+001, 4.3618554E+001, 4.1208247E+001, 3.7942233E+001, 3.4614919E+001, 3.1286590E+001, 2.8155713E+001, 2.5244559E+001, 2.2748274E+001, 2.0442275E+001, 1.8502451E+001, 1.6720429E+001, 1.5275069E+001, 1.3914896E+001, 1.2824789E+001, 1.1721760E+001, 1.0833047E+001, 9.9406471E+000, 9.2914071E+000, 8.6025952E+000, 8.1504465E+000, 7.6694049E+000, 7.2863628E+000, 6.8425831E+000, 6.4650847E+000, 6.0716064E+000, 5.7744142E+000, 5.4572148E+000, 5.2828961E+000, 5.0526460E+000, 4.9198019E+000, 4.6975676E+000, 4.6732216E+000, 3.2141869E+001, 3.9624946E+001, 4.1503771E+001, 3.9679410E+001, 3.5840635E+001, 3.1627072E+001, 2.7316877E+001, 2.3803648E+001, 2.0675813E+001, 1.8027642E+001, 1.5510466E+001, 1.3496691E+001, 1.1783710E+001, 1.0606041E+001, 9.5044818E+000, 8.7897241E+000, 8.1161103E+000, 7.6607308E+000, 7.1588010E+000, 6.8577149E+000, 6.4848667E+000, 6.2626588E+000, 5.9481664E+000, 5.7434918E+000, 5.4509621E+000, 5.2520497E+000, 5.0334127E+000, 4.8748534E+000, 4.7056214E+000, 4.6451630E+000, 4.5099746E+000, 4.4539868E+000, 4.3223116E+000, 4.2583838E+000, 4.1200729E+000, 4.1365181E+000, 2.9864735E+001, 3.3671165E+001, 2.9932259E+001, 2.4823757E+001, 2.0274703E+001, 1.7157457E+001, 1.4797801E+001, 1.2928976E+001, 1.1136056E+001, 9.4603377E+000, 7.7573650E+000, 6.5753233E+000, 5.7184965E+000, 5.3562966E+000, 5.0206124E+000, 4.8781293E+000, 4.6336085E+000, 4.4974023E+000, 4.3143102E+000, 4.2975175E+000, 4.1695363E+000, 4.1855230E+000, 4.0361979E+000, 3.9632299E+000, 3.8076857E+000, 3.7251694E+000, 3.6203575E+000, 3.6545894E+000, 3.6220292E+000, 3.7029070E+000, 3.7129473E+000, 3.7873537E+000, 3.7835428E+000, 3.7937551E+000, 3.7222202E+000, 3.7906881E+000, 1.1213369E+001, 8.8141890E+000, 7.4722201E+000, 6.3146789E+000, 5.3343297E+000, 4.5729066E+000, 3.8980836E+000, 3.4335242E+000, 3.2201829E+000, 3.1463744E+000, 2.9824627E+000, 2.7453210E+000, 2.4090525E+000, 2.1123701E+000, 1.7924785E+000, 1.7097239E+000, 1.6758755E+000, 1.7337937E+000, 1.6718426E+000, 1.6783144E+000, 1.6114659E+000, 1.6632453E+000, 1.6123575E+000, 1.6617146E+000, 1.5723066E+000, 1.6482420E+000, 1.6512992E+000, 1.7734574E+000, 1.7760610E+000, 1.9001014E+000, 1.9593165E+000, 2.1180109E+000, 2.1582919E+000, 2.2781649E+000, 2.2694069E+000, 2.5007613E+000, 2.0954574E-001, 3.9011087E-004, 7.7993971E-001, 2.0686048E-001, 3.8511172E-004, 1.2814698E-002, 2.0864711E-001, 1.5550361E-006, 9.7412111E-004, 7.2529857E-006, 1.3589086E-002, 3.1759797E+001, 5.5962324E-001, 6.4217490E-001, 9.6092007E-007
