cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 8.1111156E+000, 1.0782532E+000,-5.0000000E-001, 1.1054717E+003, 1.2874409E+003, 1.3080202E+003, 1.2008559E+003, 1.0557406E+003, 9.2385128E+002, 2.1594841E+002, 2.3699121E+002, 3.0727801E+002, 3.9944133E+002, 4.3073705E+002, 4.1586777E+002,-2.0500000E+001, 2.6952238E-025, 5.9752780E-018, 1.3751535E-014, 5.5221463E-011, 6.7586107E-006, 5.8811950E-025, 2.2166102E-017, 6.0578579E-014, 5.5192433E-010, 7.9908051E-005
 9.9696970E-001, 8.1111156E+000, 1.0782532E+000,-2.0000000E-002, 1.1054717E+003, 1.2874409E+003, 1.3080202E+003, 1.2008559E+003, 1.0557406E+003, 9.2385128E+002, 2.1594841E+002, 2.3699121E+002, 3.0727801E+002, 3.9944133E+002, 4.3073705E+002, 4.1586777E+002,-2.0006024E+001, 2.6952238E-025, 5.9752780E-018, 1.3751535E-014, 5.5221463E-011, 6.7586107E-006, 5.8811950E-025, 2.2166102E-017, 6.0578579E-014, 5.5192433E-010, 7.9908051E-005
 1.4939394E+000, 8.3694908E+000, 1.7500586E+000, 4.6000000E-001, 1.1312714E+003, 1.3037528E+003, 1.3153579E+003, 1.1908011E+003, 1.0475587E+003, 9.2018480E+002, 2.1499824E+002, 2.4444220E+002, 3.1765265E+002, 3.9791893E+002, 4.2974740E+002, 4.1777240E+002,-1.9512048E+001, 1.2494445E-023, 3.1836736E-016, 7.5547236E-013, 3.9045817E-009, 9.8365759E-005, 2.8926471E-023, 1.5514128E-015, 3.1188062E-012, 4.1432626E-008, 1.1510993E-003
 1.9909091E+000, 7.1617932E+000, 1.9035820E+000, 9.4000000E-001, 1.2107627E+003, 1.3092337E+003, 1.2907237E+003, 1.1637702E+003, 1.0223232E+003, 9.0910332E+002, 2.3210591E+002, 2.7384650E+002, 3.4694558E+002, 4.0577236E+002, 4.2928246E+002, 4.2214627E+002,-1.9018072E+001, 1.2494445E-023, 3.1836736E-016, 7.5547236E-013, 3.9045817E-009, 9.8365759E-005, 2.8926471E-023, 1.5514128E-015, 3.1188062E-012, 4.1432626E-008, 1.1510993E-003
 2.4878788E+000, 6.2133436E+000, 1.9531854E+000, 1.4200000E+000, 1.2807727E+003, 1.2570826E+003, 1.2051986E+003, 1.1106632E+003, 9.8581962E+002, 8.8835861E+002, 2.6552559E+002, 3.2778464E+002, 3.8601851E+002, 4.1785686E+002, 4.3147116E+002, 4.1914907E+002,-1.8524096E+001, 5.9651067E-022, 3.8764849E-014, 3.7555168E-011, 1.9247525E-007, 4.5653997E-004, 1.4402874E-021, 2.2267469E-013, 1.5776523E-010, 2.1823203E-006, 4.9180300E-003
 2.9848485E+000, 5.5713705E+000, 1.9968065E+000, 1.9000000E+000, 1.1789855E+003, 1.1464140E+003, 1.1012901E+003, 1.0270706E+003, 9.4198702E+002, 8.6301572E+002, 3.5653790E+002, 4.0306540E+002, 4.3569980E+002, 4.3810824E+002, 4.3413739E+002, 4.1565661E+002,-1.8030120E+001, 5.9651067E-022, 3.8764849E-014, 3.7555168E-011, 1.9247525E-007, 4.5653997E-004, 1.4402874E-021, 2.2267469E-013, 1.5776523E-010, 2.1823203E-006, 4.9180300E-003
 3.4818182E+000, 5.1161481E+000, 2.0481827E+000, 2.3800000E+000, 9.9282358E+002, 1.0315362E+003, 9.9500654E+002, 9.2891825E+002, 8.8817171E+002, 8.3261511E+002, 4.1749424E+002, 4.5894775E+002, 4.6286741E+002, 4.4517041E+002, 4.3142818E+002, 4.1085547E+002,-1.7536145E+001, 2.9607591E-020, 5.1960598E-012, 1.7311867E-009, 5.4391982E-006, 9.5059240E-004, 7.5764551E-020, 3.2925216E-011, 7.3761931E-009, 6.3611718E-005, 8.0613373E-003
 3.9787879E+000, 4.7718875E+000, 2.1078778E+000, 2.8600000E+000, 8.1327530E+002, 9.1917245E+002, 8.9498429E+002, 8.4536589E+002, 8.2877239E+002, 7.9253849E+002, 4.1938323E+002, 4.7573761E+002, 4.7406159E+002, 4.4534756E+002, 4.2668560E+002, 4.0027964E+002,-1.7042169E+001, 2.9607591E-020, 5.1960598E-012, 1.7311867E-009, 5.4391982E-006, 9.5059240E-004, 7.5764551E-020, 3.2925216E-011, 7.3761931E-009, 6.3611718E-005, 8.0613373E-003
 4.4757576E+000, 4.5094763E+000, 2.1988000E+000, 3.3400000E+000, 6.9255771E+002, 8.0843026E+002, 8.0926624E+002, 7.7618417E+002, 7.7526146E+002, 7.5151269E+002, 4.0864811E+002, 4.6095225E+002, 4.7036692E+002, 4.4189269E+002, 4.1966421E+002, 3.8889944E+002,-1.6548193E+001, 1.4598959E-018, 6.3227670E-010, 5.8297554E-008, 8.9702037E-005, 2.1205320E-003, 4.4164201E-018, 4.4904824E-009, 2.8726322E-007, 1.0654916E-003, 1.1142872E-002
 4.9727273E+000, 4.3258059E+000, 2.3278349E+000, 3.8200000E+000, 6.1358727E+002, 7.1718048E+002, 7.3374590E+002, 7.2011290E+002, 7.2666670E+002, 7.1187356E+002, 3.8785266E+002, 4.4116531E+002, 4.4863648E+002, 4.2860097E+002, 4.1126642E+002, 3.7815721E+002,-1.6054217E+001, 1.4598959E-018, 6.3227670E-010, 5.8297554E-008, 8.9702037E-005, 2.1205320E-003, 4.4164201E-018, 4.4904824E-009, 2.8726322E-007, 1.0654916E-003, 1.1142872E-002
 5.4696970E+000, 4.2105486E+000, 2.5138205E+000, 4.3000000E+000, 5.7523183E+002, 6.5404325E+002, 6.6450058E+002, 6.6717086E+002, 6.7646578E+002, 6.6887432E+002, 3.6956254E+002, 4.1538985E+002, 4.1416234E+002, 4.0262852E+002, 3.9393113E+002, 3.6178227E+002,-1.5560241E+001, 7.9244608E-017, 6.5058937E-008, 1.7908805E-006, 5.9697347E-004, 4.4984984E-003, 3.2107978E-016, 5.1288662E-007, 1.2234476E-005, 6.5521418E-003, 1.5504578E-002
 5.9666667E+000, 4.1573387E+000, 2.7582872E+000, 4.7800000E+000, 5.7218740E+002, 6.0880622E+002, 6.0966502E+002, 6.2946705E+002, 6.2867867E+002, 6.2891632E+002, 3.9278166E+002, 3.9026396E+002, 3.8635131E+002, 3.8257239E+002, 3.7318347E+002, 3.4729510E+002,-1.5066265E+001, 7.9244608E-017, 6.5058937E-008, 1.7908805E-006, 5.9697347E-004, 4.4984984E-003, 3.2107978E-016, 5.1288662E-007, 1.2234476E-005, 6.5521418E-003, 1.5504578E-002
 6.4636364E+000, 4.1636045E+000, 3.0470180E+000, 5.2600000E+000, 5.8465735E+002, 5.8466121E+002, 5.7554856E+002, 5.9479358E+002, 5.8880873E+002, 5.9268924E+002, 4.2283136E+002, 3.8440922E+002, 3.6419004E+002, 3.5815114E+002, 3.5319910E+002, 3.3164555E+002,-1.4572289E+001, 7.8904391E-015, 4.2361088E-006, 3.6678091E-005, 1.4891898E-003, 8.5200761E-003, 4.3736198E-014, 3.8601082E-005, 2.9180154E-004, 1.2243084E-002, 2.1458221E-002
 6.9606061E+000, 4.2208665E+000, 3.3551947E+000, 5.7400000E+000, 5.9066211E+002, 5.8071790E+002, 5.5621577E+002, 5.6016968E+002, 5.5500451E+002, 5.6404181E+002, 4.3806043E+002, 3.9597431E+002, 3.4944147E+002, 3.3427406E+002, 3.3075085E+002, 3.1877497E+002,-1.4078313E+001, 7.8904391E-015, 4.2361088E-006, 3.6678091E-005, 1.4891898E-003, 8.5200761E-003, 4.3736198E-014, 3.8601082E-005, 2.9180154E-004, 1.2243084E-002, 2.1458221E-002
 7.4575758E+000, 4.3071624E+000, 3.6431368E+000, 6.2200000E+000, 5.8470441E+002, 5.7446927E+002, 5.3393189E+002, 5.2905832E+002, 5.2492518E+002, 5.3624420E+002, 4.3859278E+002, 4.0169636E+002, 3.2973670E+002, 3.1298230E+002, 3.0679173E+002, 3.0163281E+002,-1.3584337E+001, 1.0176835E-012, 1.2917515E-004, 4.6633736E-004, 3.5115286E-003, 1.4482686E-002, 6.0707276E-012, 1.3229021E-003, 3.6045153E-003, 1.6099100E-002, 2.6995737E-002
 7.9545455E+000, 4.3951460E+000, 3.8761929E+000, 6.7000000E+000, 5.6477576E+002, 5.6385909E+002, 5.1552567E+002, 4.9848522E+002, 4.9409312E+002, 5.0752513E+002, 4.2670825E+002, 3.9634049E+002, 3.1417902E+002, 2.8663030E+002, 2.7802394E+002, 2.7792110E+002,-1.3090361E+001, 1.0176835E-012, 1.2917515E-004, 4.6633736E-004, 3.5115286E-003, 1.4482686E-002, 6.0707276E-012, 1.3229021E-003, 3.6045153E-003, 1.6099100E-002, 2.6995737E-002
 8.4515152E+000, 4.4696581E+000, 4.0496225E+000, 7.1800000E+000, 5.2801518E+002, 5.4828743E+002, 5.0220218E+002, 4.7038487E+002, 4.6125079E+002, 4.7982567E+002, 3.9997693E+002, 3.8654943E+002, 3.0927718E+002, 2.6136467E+002, 2.4157999E+002, 2.5800447E+002,-1.2596386E+001, 1.1571961E-010, 1.1804698E-003, 2.1402054E-003, 9.5344369E-003, 2.3222374E-002, 7.5474671E-010, 1.1116392E-002, 1.3275817E-002, 2.6347955E-002, 3.2863450E-002
 8.9484848E+000, 4.5350097E+000, 4.1958907E+000, 7.6600000E+000, 4.8503523E+002, 5.2980694E+002, 4.8979330E+002, 4.4557828E+002, 4.3544510E+002, 4.5643196E+002, 3.6808011E+002, 3.7464172E+002, 3.0183610E+002, 2.3201375E+002, 2.1449491E+002, 2.3313803E+002,-1.2102410E+001, 1.1571961E-010, 1.1804698E-003, 2.1402054E-003, 9.5344369E-003, 2.3222374E-002, 7.5474671E-010, 1.1116392E-002, 1.3275817E-002, 2.6347955E-002, 3.2863450E-002
 9.4454545E+000, 4.5966686E+000, 4.3295188E+000, 8.1400000E+000, 4.3591061E+002, 5.0341619E+002, 4.7247179E+002, 4.2355807E+002, 4.1743107E+002, 4.3376389E+002, 3.1864041E+002, 3.5478312E+002, 2.8925807E+002, 2.1032432E+002, 1.9816771E+002, 2.0622246E+002,-1.1608434E+001, 5.1480971E-009, 1.2897932E-003, 4.0128297E-003, 1.8625870E-002, 3.1044717E-002, 4.0952080E-008, 1.0284957E-002, 2.4521148E-002, 3.7732459E-002, 3.7974608E-002
 9.9424242E+000, 4.6561092E+000, 4.4510488E+000, 8.6200000E+000, 3.8457364E+002, 4.7069949E+002, 4.5083919E+002, 4.0653050E+002, 3.9992110E+002, 4.1541148E+002, 2.4696167E+002, 3.3457328E+002, 2.7404672E+002, 1.9826547E+002, 1.8157464E+002, 1.8472428E+002,-1.1114458E+001, 1.9271914E-007, 3.0806462E-003, 7.7103767E-003, 2.6653406E-002, 3.9648972E-002, 1.6473062E-006, 2.0602058E-002, 3.9096837E-002, 4.7250643E-002, 4.4058738E-002
 1.0439394E+001, 4.7164703E+000, 4.5607790E+000, 9.1000000E+000, 3.4770494E+002, 4.3054163E+002, 4.2579518E+002, 3.8926946E+002, 3.8438960E+002, 3.9560194E+002, 1.8133054E+002, 2.9995767E+002, 2.5461507E+002, 1.8112507E+002, 1.6935644E+002, 1.5458983E+002,-1.0620482E+001, 4.8444520E-006, 5.5283932E-003, 1.2306363E-002, 3.3719918E-002, 4.6710728E-002, 4.3229864E-005, 3.0165709E-002, 5.0379941E-002, 5.2683857E-002, 4.8095039E-002
 1.0936364E+001, 4.7833964E+000, 4.6634421E+000, 9.5800000E+000, 3.2679968E+002, 3.9042368E+002, 4.0023280E+002, 3.7281053E+002, 3.7167796E+002, 3.7606960E+002, 1.3898451E+002, 2.5868910E+002, 2.2761181E+002, 1.5801927E+002, 1.5896045E+002, 1.2735894E+002,-1.0126506E+001, 7.7886462E-005, 7.8303901E-003, 1.7671216E-002, 4.1119179E-002, 5.3206333E-002, 6.7310183E-004, 3.8412756E-002, 6.1001833E-002, 5.8403354E-002, 5.1697971E-002
 1.1433333E+001, 4.8595624E+000, 4.7664534E+000, 1.0060000E+001, 3.1535597E+002, 3.5936515E+002, 3.6945061E+002, 3.5653590E+002, 3.5780701E+002, 3.6050085E+002, 1.1799361E+002, 2.2086190E+002, 1.8600928E+002, 1.3630025E+002, 1.4016025E+002, 1.0912775E+002,-9.6325301E+000, 6.9111163E-004, 9.4167900E-003, 2.4981906E-002, 4.8833694E-002, 5.9956936E-002, 4.5216921E-003, 4.1569799E-002, 7.3147574E-002, 6.3641474E-002, 5.4434715E-002
