cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 1.8758764E+001, 2.2924346E+000,-5.0000000E-001, 1.2674194E+003, 1.4748052E+003, 1.4283783E+003, 1.2333315E+003, 1.0525676E+003, 8.8533478E+002, 2.6997635E+002, 2.9791433E+002, 3.9884377E+002, 4.8881486E+002, 4.9815557E+002, 4.6219857E+002,-2.0500000E+001, 1.3284181E-024, 1.3921149E-019, 1.6178123E-017, 5.7186677E-012, 4.8461622E-009, 3.3487062E-024, 3.9809076E-019, 7.6264724E-017, 3.0124803E-011, 2.3471173E-008
 9.9696970E-001, 1.8758764E+001, 2.2924346E+000,-2.0000000E-002, 1.2674194E+003, 1.4748052E+003, 1.4283783E+003, 1.2333315E+003, 1.0525676E+003, 8.8533478E+002, 2.6997635E+002, 2.9791433E+002, 3.9884377E+002, 4.8881486E+002, 4.9815557E+002, 4.6219857E+002,-2.0006024E+001, 1.3284181E-024, 1.3921149E-019, 1.6178123E-017, 5.7186677E-012, 4.8461622E-009, 3.3487062E-024, 3.9809076E-019, 7.6264724E-017, 3.0124803E-011, 2.3471173E-008
 1.4939394E+000, 1.7784855E+001, 3.2325917E+000, 4.6000000E-001, 1.3022729E+003, 1.4882068E+003, 1.4265854E+003, 1.2193516E+003, 1.0401532E+003, 8.6755462E+002, 2.7286605E+002, 2.9778105E+002, 3.9688741E+002, 4.9515982E+002, 5.0236780E+002, 4.5276631E+002,-1.9512048E+001, 2.0451904E-023, 6.1610602E-018, 1.0651276E-015, 2.9262877E-010, 2.2698051E-007, 3.7568826E-023, 1.8735714E-017, 7.0587706E-015, 1.6344323E-009, 1.3741978E-006
 1.9909091E+000, 1.4532774E+001, 3.4062293E+000, 9.4000000E-001, 1.3799709E+003, 1.5006081E+003, 1.3943079E+003, 1.1831735E+003, 1.0093037E+003, 8.5148632E+002, 2.8511217E+002, 3.1308303E+002, 4.1761548E+002, 5.0449624E+002, 4.9798498E+002, 4.4496560E+002,-1.9018072E+001, 2.0451904E-023, 6.1610602E-018, 1.0651276E-015, 2.9262877E-010, 2.2698051E-007, 3.7568826E-023, 1.8735714E-017, 7.0587706E-015, 1.6344323E-009, 1.3741978E-006
 2.4878788E+000, 1.2243732E+001, 3.4805289E+000, 1.4200000E+000, 1.4536900E+003, 1.4674241E+003, 1.3462463E+003, 1.1282591E+003, 9.7193597E+002, 8.3129607E+002, 3.2649484E+002, 3.5639363E+002, 4.5258384E+002, 5.1373995E+002, 4.9277376E+002, 4.3504003E+002,-1.8524096E+001, 1.0074532E-021, 2.6943620E-016, 1.1442323E-013, 1.0156380E-008, 7.5461797E-006, 1.9395972E-021, 9.1113378E-016, 8.2483607E-013, 5.8703073E-008, 4.7701194E-005
 2.9848485E+000, 1.0745691E+001, 3.5633098E+000, 1.9000000E+000, 1.3372651E+003, 1.3685811E+003, 1.2743856E+003, 1.0703172E+003, 9.2725515E+002, 8.0340256E+002, 4.1778672E+002, 4.4109404E+002, 4.9436918E+002, 5.1573012E+002, 4.8206948E+002, 4.2064152E+002,-1.8030120E+001, 1.0074532E-021, 2.6943620E-016, 1.1442323E-013, 1.0156380E-008, 7.5461797E-006, 1.9395972E-021, 9.1113378E-016, 8.2483607E-013, 5.8703073E-008, 4.7701194E-005
 3.4818182E+000, 9.6839104E+000, 3.6400258E+000, 2.3800000E+000, 1.0925965E+003, 1.2150023E+003, 1.1666564E+003, 1.0039516E+003, 8.7954888E+002, 7.7108319E+002, 4.7944614E+002, 5.0403010E+002, 5.2566425E+002, 5.1896244E+002, 4.6788854E+002, 4.0602517E+002,-1.7536145E+001, 5.3219846E-020, 2.1631958E-014, 1.0202071E-011, 3.1377981E-007, 1.5198174E-004, 1.0982128E-019, 8.7540954E-014, 8.0247630E-011, 1.7629922E-006, 9.7898052E-004
 3.9787879E+000, 8.8972862E+000, 3.7300449E+000, 2.8600000E+000, 8.9453963E+002, 1.0458284E+003, 1.0278839E+003, 9.3004714E+002, 8.2403455E+002, 7.2743151E+002, 4.9666377E+002, 5.2343002E+002, 5.3995597E+002, 5.2262334E+002, 4.4911295E+002, 3.8311170E+002,-1.7042169E+001, 5.3219846E-020, 2.1631958E-014, 1.0202071E-011, 3.1377981E-007, 1.5198174E-004, 1.0982128E-019, 8.7540954E-014, 8.0247630E-011, 1.7629922E-006, 9.7898052E-004
 4.4757576E+000, 8.3049307E+000, 3.8795105E+000, 3.3400000E+000, 7.8207073E+002, 8.9635069E+002, 9.0708921E+002, 8.5366122E+002, 7.7617136E+002, 6.8606183E+002, 4.9356179E+002, 5.1045140E+002, 5.2779374E+002, 5.1112296E+002, 4.4143919E+002, 3.6757067E+002,-1.6548193E+001, 2.8731053E-018, 1.9635043E-012, 6.6300112E-010, 8.4613406E-006, 1.0575976E-003, 7.0733753E-018, 9.3960995E-012, 5.9770162E-009, 4.3385448E-005, 5.8333223E-003
