cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 3.9260672E+000, 5.8276485E-001,-5.0000000E-001, 1.4358341E+003, 1.4678231E+003, 1.3327119E+003, 1.1506281E+003, 9.4313366E+002, 7.5529978E+002, 1.2310381E+002, 2.5544935E+002, 4.0464544E+002, 4.6076581E+002, 4.0214762E+002, 2.9386759E+002,-2.0500000E+001, 5.8558341E-016, 6.7029143E-014, 4.2649205E-011, 4.6038837E-007, 1.9574138E-004, 2.2344035E-016, 2.3630596E-013, 1.4216911E-010, 3.3122664E-006, 9.6699210E-004
 1.5000000E+000, 8.9694020E+000, 1.2391933E+000, 5.0000000E-001, 1.4630122E+003, 1.4574945E+003, 1.2869281E+003, 1.1162282E+003, 9.2815490E+002, 7.5003625E+002, 1.3966160E+002, 2.8107284E+002, 4.3880426E+002, 4.7110503E+002, 4.1389463E+002, 2.9602154E+002,-1.9500000E+001, 2.7732236E-014, 9.5593498E-012, 4.4769624E-009, 2.0263925E-005, 1.3118101E-003, 1.6391153E-014, 3.9082290E-011, 1.8004614E-008, 1.5691574E-004, 6.1409347E-003
 2.5000000E+000, 1.2582933E+001, 1.8480006E+000, 1.5000000E+000, 1.4600721E+003, 1.3188216E+003, 1.1916395E+003, 1.0588564E+003, 8.7377993E+002, 7.2576817E+002, 2.5966720E+002, 4.0657369E+002, 4.8060489E+002, 4.6648137E+002, 4.0032987E+002, 2.9176860E+002,-1.8500000E+001, 2.7732236E-014, 9.5593498E-012, 4.4769624E-009, 2.0263925E-005, 1.3118101E-003, 1.6391153E-014, 3.9082290E-011, 1.8004614E-008, 1.5691574E-004, 6.1409347E-003
 3.5000000E+000, 1.2618444E+001, 2.1786312E+000, 2.5000000E+000, 1.2176001E+003, 1.1273005E+003, 1.0746796E+003, 9.6414097E+002, 8.0740802E+002, 6.8289528E+002, 4.4682143E+002, 4.7667914E+002, 4.8623118E+002, 4.4230284E+002, 3.7459600E+002, 2.7998134E+002,-1.7500000E+001, 1.7023789E-012, 1.5303634E-009, 4.4406621E-007, 2.6006014E-004, 4.1402141E-003, 1.0663478E-012, 8.1917699E-009, 2.1139346E-006, 1.5954587E-003, 1.1611063E-002
 4.5000000E+000, 1.1658706E+001, 2.2230775E+000, 3.5000000E+000, 8.9961970E+002, 9.2654473E+002, 9.1470008E+002, 8.4149381E+002, 7.3531474E+002, 6.3778348E+002, 4.8456134E+002, 4.8818219E+002, 4.5677548E+002, 4.0618647E+002, 3.5420537E+002, 2.6512338E+002,-1.6500000E+001, 1.7023789E-012, 1.5303634E-009, 4.4406621E-007, 2.6006014E-004, 4.1402141E-003, 1.0663478E-012, 8.1917699E-009, 2.1139346E-006, 1.5954587E-003, 1.1611063E-002
 5.5000000E+000, 1.0612598E+001, 2.3159078E+000, 4.5000000E+000, 6.8346964E+002, 7.3268597E+002, 7.6189736E+002, 7.2062250E+002, 6.5925604E+002, 5.8707255E+002, 4.2560965E+002, 4.3330418E+002, 4.2101632E+002, 3.7152851E+002, 3.2021728E+002, 2.3735327E+002,-1.5500000E+001, 7.7698494E-011, 3.0217819E-007, 2.8409195E-005, 2.2793827E-003, 1.2423719E-002, 5.6259861E-011, 2.1629795E-006, 1.5737651E-004, 8.5799031E-003, 2.1256645E-002
 6.5000000E+000, 9.6924151E+000, 2.4201865E+000, 5.5000000E+000, 5.3175817E+002, 5.8664090E+002, 6.3663757E+002, 6.2160397E+002, 5.7874843E+002, 5.3630015E+002, 3.1981885E+002, 3.5461561E+002, 3.7398381E+002, 3.2920216E+002, 2.6908112E+002, 2.0496253E+002,-1.4500000E+001, 7.7698494E-011, 3.0217819E-007, 2.8409195E-005, 2.2793827E-003, 1.2423719E-002, 5.6259861E-011, 2.1629795E-006, 1.5737651E-004, 8.5799031E-003, 2.1256645E-002
 7.5000000E+000, 8.9421495E+000, 2.5392392E+000, 6.5000000E+000, 4.3736652E+002, 4.9741121E+002, 5.3840989E+002, 5.4867495E+002, 5.1969273E+002, 4.9364240E+002, 2.3782818E+002, 2.9204169E+002, 3.0992441E+002, 2.9322273E+002, 2.2977365E+002, 1.8222270E+002,-1.3500000E+001, 2.9070365E-009, 2.3406132E-005, 6.6136995E-004, 8.9858564E-003, 2.5898074E-002, 2.4842475E-009, 1.9917266E-004, 3.7537952E-003, 2.0361316E-002, 2.8619581E-002
 8.5000000E+000, 8.3601334E+000, 2.6520421E+000, 7.5000000E+000, 3.8219557E+002, 4.3040664E+002, 4.7035693E+002, 4.8794392E+002, 4.7008802E+002, 4.5965339E+002, 1.8279500E+002, 2.3439995E+002, 2.5335845E+002, 2.4486109E+002, 1.9475358E+002, 1.6555054E+002,-1.2500000E+001, 2.9070365E-009, 2.3406132E-005, 6.6136995E-004, 8.9858564E-003, 2.5898074E-002, 2.4842475E-009, 1.9917266E-004, 3.7537952E-003, 2.0361316E-002, 2.8619581E-002
