cm,kW/m,kW/m,cm,K,K,K,K,K,K,K,K,K,K,K,K,cm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
z,RHRRPUL,RHRRPUL_rms,r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D,x,soot_0p5D,soot_1p0D,soot_1p5D,soot_2p5D,soot_3p5D,soot_rms_0p5D,soot_rms_1p0D,soot_rms_1p5D,soot_rms_2p5D,soot_rms_3p5D
 5.0000000E-001, 1.0666782E+001, 1.3973616E+000,-5.0000000E-001, 1.1618778E+003, 1.3571532E+003, 1.3278724E+003, 1.1806103E+003, 1.0274619E+003, 8.9583088E+002, 2.3763719E+002, 2.6285300E+002, 3.6582193E+002, 4.5456293E+002, 4.6323355E+002, 4.3353853E+002,-2.0500000E+001, 6.3246335E-025, 4.5811107E-020, 3.5989283E-017, 2.2988729E-011, 1.6994404E-006, 1.3846128E-024, 1.1750820E-019, 9.9494263E-017, 8.6883372E-011, 1.4202067E-005
 9.9696970E-001, 1.0666782E+001, 1.3973616E+000,-2.0000000E-002, 1.1618778E+003, 1.3571532E+003, 1.3278724E+003, 1.1806103E+003, 1.0274619E+003, 8.9583088E+002, 2.3763719E+002, 2.6285300E+002, 3.6582193E+002, 4.5456293E+002, 4.6323355E+002, 4.3353853E+002,-2.0006024E+001, 6.3246335E-025, 4.5811107E-020, 3.5989283E-017, 2.2988729E-011, 1.6994404E-006, 1.3846128E-024, 1.1750820E-019, 9.9494263E-017, 8.6883372E-011, 1.4202067E-005
 1.4939394E+000, 1.0748075E+001, 2.1717494E+000, 4.6000000E-001, 1.1844836E+003, 1.3622640E+003, 1.3140778E+003, 1.1491624E+003, 1.0131271E+003, 8.8219603E+002, 2.3494093E+002, 2.6991399E+002, 3.7236243E+002, 4.5665533E+002, 4.6024323E+002, 4.3109049E+002,-1.9512048E+001, 2.9972090E-023, 2.0360017E-018, 1.4569070E-015, 1.2805384E-009, 2.8542334E-005, 7.2490504E-023, 5.9191900E-018, 6.4731195E-015, 5.9335369E-009, 2.4368634E-004
 1.9909091E+000, 9.0784684E+000, 2.3353615E+000, 9.4000000E-001, 1.2623171E+003, 1.3441431E+003, 1.2744065E+003, 1.0991770E+003, 9.8470295E+002, 8.5574116E+002, 2.5758563E+002, 3.0828958E+002, 3.9414152E+002, 4.6310453E+002, 4.5889860E+002, 4.2959650E+002,-1.9018072E+001, 2.9972090E-023, 2.0360017E-018, 1.4569070E-015, 1.2805384E-009, 2.8542334E-005, 7.2490504E-023, 5.9191900E-018, 6.4731195E-015, 5.9335369E-009, 2.4368634E-004
 2.4878788E+000, 7.7985179E+000, 2.3766148E+000, 1.4200000E+000, 1.3131177E+003, 1.2693301E+003, 1.2122250E+003, 1.0477717E+003, 9.4467501E+002, 8.2326187E+002, 2.8911424E+002, 3.7394647E+002, 4.4371452E+002, 4.7777499E+002, 4.5318656E+002, 4.1890929E+002,-1.8524096E+001, 1.4484035E-021, 8.9958067E-017, 1.2517347E-013, 6.3022084E-008, 3.1790880E-004, 3.7863764E-021, 3.4164993E-016, 7.3102876E-013, 3.5906227E-007, 2.5829906E-003
 2.9848485E+000, 6.9328965E+000, 2.4214268E+000, 1.9000000E+000, 1.2073289E+003, 1.1614355E+003, 1.1084497E+003, 9.7868920E+002, 8.8374201E+002, 7.8548845E+002, 3.7820032E+002, 4.3435563E+002, 4.7401134E+002, 4.8066567E+002, 4.3779998E+002, 4.0231571E+002,-1.8030120E+001, 1.4484035E-021, 8.9958067E-017, 1.2517347E-013, 6.3022084E-008, 3.1790880E-004, 3.7863764E-021, 3.4164993E-016, 7.3102876E-013, 3.5906227E-007, 2.5829906E-003
 3.4818182E+000, 6.3138648E+000, 2.4605247E+000, 2.3800000E+000, 9.9686361E+002, 1.0310181E+003, 9.9138673E+002, 8.9847303E+002, 8.1687851E+002, 7.4904471E+002, 4.2180727E+002, 4.6929114E+002, 4.9044362E+002, 4.8042365E+002, 4.2721314E+002, 3.8741111E+002,-1.7536145E+001, 7.2207084E-020, 6.8387514E-015, 9.2958429E-012, 2.3562359E-006, 1.5798314E-003, 2.0547627E-019, 3.7526344E-014, 5.7582976E-011, 1.5040402E-005, 1.0734237E-002
 3.9787879E+000, 5.8429015E+000, 2.5106097E+000, 2.8600000E+000, 8.2435101E+002, 9.0441859E+002, 8.9112435E+002, 8.1725497E+002, 7.6097338E+002, 7.1700250E+002, 4.3353473E+002, 4.8034180E+002, 4.9499482E+002, 4.7050467E+002, 4.1371491E+002, 3.7737924E+002,-1.7042169E+001, 7.2207084E-020, 6.8387514E-015, 9.2958429E-012, 2.3562359E-006, 1.5798314E-003, 2.0547627E-019, 3.7526344E-014, 5.7582976E-011, 1.5040402E-005, 1.0734237E-002
 4.4757576E+000, 5.4843993E+000, 2.5941713E+000, 3.3400000E+000, 7.0997907E+002, 7.9604913E+002, 7.9919155E+002, 7.4491937E+002, 7.0830216E+002, 6.8032498E+002, 4.2473517E+002, 4.6650811E+002, 4.7542444E+002, 4.4952326E+002, 3.9978319E+002, 3.6760911E+002,-1.6548193E+001, 3.5707457E-018, 6.7359175E-013, 6.1066527E-010, 5.3392408E-005, 3.7923373E-003, 1.2541635E-017, 4.3805031E-012, 4.1435746E-009, 3.7344053E-004, 2.0915312E-002
